mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
6	6	22	22	0.0	1/2	1/2	Dynamic	4/4	1	1	0					p										
6	6	45/2	45/2	0.0	5/8	5/8	Spanner	4/4	1	1	0															1
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	38		articStaccatoAbove							12		1
6	6	23	23	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	39		articStaccatoAbove							12		1
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	40		articStaccatoAbove									1
6	6	41/2	41/2	0.0	1/8	1/8	Dynamic	4/4	4	1	0					p										
6	6	41/2	41/2	0.0	1/8	1/8	Spanner	4/4	4	1	0															2
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	41		articStaccatoAbove							13		2
6	6	21	21	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	42		articStaccatoAbove							13		2
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	43		articStaccatoAbove									2
6	6	22	22	0.0	1/2	1/2	Spanner	4/4	4	1	0															
6	6	22	22	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	44									14		
6	6	23	23	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	45											
7	7	24	24	0.0	0	0	Spanner	4/4	1	1	0															
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	46									15		
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	47									15		
7	7	26	26	0.0	1/2	1/2	StaffText	4/4	1	1	0							"<font size=""11""/><i>espress.</i>"								
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	48											
7	7	49/2	49/2	0.0	1/8	1/8	Dynamic	4/4	2	1	0					p										
7	7	49/2	49/2	0.0	1/8	1/8	Spanner	4/4	2	1	0															3
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	49		articStaccatoAbove							16		3
7	7	25	25	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	50		articStaccatoAbove							16		3
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	51		articStaccatoAbove									3
7	7	26	26	0.0	1/2	1/2	StaffText	4/4	2	1	0							"<font size=""11""/><i>espress.</i>"								
7	7	26	26	0.0	1/2	1/2	Spanner	4/4	2	1	0															
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	52									17		
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	53											
7	7	26	26	0.0	1/2	1/2	Dynamic	4/4	3	1	0					p										
7	7	26	26	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	54									18		
7	7	24	24	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	55									19		
7	7	25	25	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	56									19		
7	7	26	26	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	57											
8	8	28	28	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	58									20		
8	8	29	29	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	59									20		
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	60											
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	61									21		
8	8	31	31	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	62									21		
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	63											
8	8	28	28	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	64									22		
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	65									22		
8	8	29	29	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	66									22		
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	67											
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	68											
8	8	28	28	4.0	0	0	Chord	4/4	3	1	1		1	1	69											
8	8	28	28	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	70											
8	8	57/2	57/2	0.0	1/8	1/8	Spanner	4/4	4	1	0															4
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	71		articStaccatoAbove							23		4
8	8	29	29	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	72		articStaccatoAbove							23		4
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	73		articStaccatoAbove									4
8	8	30	30	0.0	1/2	1/2	Spanner	4/4	4	1	0															
8	8	30	30	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	74											
9	9	32	32	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	75									24		
9	9	131/4	131/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	76									24		
9	9	263/8	263/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	77									24		
9	9	33	33	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	78											
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	79											
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	80									25		
9	9	35	35	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	81											
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	82											
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	83									26		
9	9	33	33	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	84											
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	85											
9	9	34	34	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	86									27		
9	9	35	35	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	87											
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	88											
9	9	32	32	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	89											
9	9	34	34	1.5	1/2	1/2	Chord	4/4	3	1	3/8		1/4	3/2	90											
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	91											
9	9	32	32	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	92											
9	9	33	33	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	93									28		
9	9	34	34	1.5	1/2	1/2	Chord	4/4	4	1	3/8		1/4	3/2	94											
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	95											
10	10	36	36	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	96											
10	10	36	36	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	97											
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	98		articStaccatoBelow							29		
10	10	37	37	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	99		articStaccatoBelow							29		
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	100		articStaccatoBelow									
10	10	38	38	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	101									30		
10	10	39	39	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	102											
10	10	36	36	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	103		articStaccatoBelow							31		
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	104		articStaccatoBelow							31		
10	10	37	37	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	105		articStaccatoBelow							31		
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	106		articStaccatoBelow									
10	10	38	38	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	107											
10	10	36	36	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	108		articStaccatoBelow							32		
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	109		articStaccatoBelow							32		
10	10	37	37	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	110		articStaccatoBelow							32		
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	111		articStaccatoBelow									
10	10	38	38	0.0	1/2	1/2	Spanner	4/4	3	1	0															5
10	10	38	38	1.5	1/2	1/2	Chord	4/4	3	1	3/8		1/4	3/2	112									33		5
10	10	79/2	79/2	0.0	7/8	7/8	Spanner	4/4	3	1	0															
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	113											
10	10	36	36	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	114		articStaccatoBelow							34		
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	115		articStaccatoBelow							34		
10	10	37	37	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	116		articStaccatoBelow							34		
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	117		articStaccatoBelow									
10	10	38	38	0.0	1/2	1/2	Spanner	4/4	4	1	0															6
10	10	38	38	1.5	1/2	1/2	Chord	4/4	4	1	3/8		1/4	3/2	118									35		6
10	10	79/2	79/2	0.0	7/8	7/8	Spanner	4/4	4	1	0															
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	119											
11	11	81/2	81/2	0.0	1/8	1/8	Spanner	4/4	1	1	0															7
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	120		articStaccatoBelow							36		7
11	11	41	41	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	121		articStaccatoBelow							36		7
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	122		articStaccatoBelow									7
11	11	42	42	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	123									37		7
11	11	43	43	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	124											7
11	11	40	40	0.0	0	0	Spanner	4/4	2	1	0															8
11	11	40	40	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	125									38		8
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	126											8
11	11	42	42	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	127											8
11	11	40	40	0.0	0	0	Spanner	4/4	3	1	0														1	
11	11	40	40	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	128									39	1	
11	11	41	41	0.0	1/4	1/4	Spanner	4/4	3	1	0															
11	11	41	41	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	129											
11	11	42	42	0.0	1/2	1/2	Spanner	4/4	3	1	0															9
11	11	42	42	1.5	1/2	1/2	Chord	4/4	3	1	3/8		1/4	3/2	130									40		9
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	131											9
11	11	40	40	0.0	0	0	Spanner	4/4	4	1	0														2	
11	11	40	40	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	132									41	2	
11	11	41	41	0.0	1/4	1/4	Spanner	4/4	4	1	0															
11	11	41	41	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	133											
11	11	42	42	0.0	1/2	1/2	Spanner	4/4	4	1	0															10
11	11	42	42	1.5	1/2	1/2	Chord	4/4	4	1	3/8		1/4	3/2	134									42		10
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	135											10
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	136		articStaccatoBelow							43		7
12	12	45	45	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	137		articStaccatoBelow							43		7
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	138		articStaccatoBelow									7
12	12	46	46	0.0	1/2	1/2	Dynamic	4/4	1	1	0					f										
12	12	46	46	0.0	1/2	1/2	Spanner	4/4	1	1	0															
12	12	46	46	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	139		articAccentAbove							44		
12	12	47	47	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	140											
12	12	44	44	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	141											8
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	142											8
12	12	46	46	0.0	1/2	1/2	Dynamic	4/4	2	1	0					f										
12	12	46	46	0.0	1/2	1/2	Spanner	4/4	2	1	0															
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	143		articAccentBelow									
12	12	44	44	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	144		articAccentAbove							45		9
12	12	45	45	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	145											9
12	12	46	46	0.0	1/2	1/2	Dynamic	4/4	3	1	0					f										
12	12	46	46	0.0	1/2	1/2	Spanner	4/4	3	1	0															
12	12	46	46	1.5	1/2	1/2	Chord	4/4	3	1	3/8		1/4	3/2	146											
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	147											
12	12	44	44	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	148									46		10
12	12	45	45	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	149											10
12	12	46	46	0.0	1/2	1/2	Dynamic	4/4	4	1	0					f										
12	12	46	46	0.0	1/2	1/2	Spanner	4/4	4	1	0															
12	12	46	46	1.5	1/2	1/2	Chord	4/4	4	1	3/8		1/4	3/2	150									47		
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	151											
13	13	48	48	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	152											
13	13	97/2	97/2	0.0	1/8	1/8	Spanner	4/4	1	1	0														3	
13	13	97/2	97/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	153		articStaccatoAbove								3	
13	13	49	49	0.0	1/4	1/4	Spanner	4/4	1	1	0															
13	13	49	49	1.5	1/4	1/4	Chord	4/4	1	1	3/8		1/4	3/2	154		articStaccatoAbove									
13	13	101/2	101/2	0.0	5/8	5/8	Spanner	4/4	1	1	0														4	
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	155		articStaccatoAbove								4	
13	13	51	51	0.0	3/4	3/4	Spanner	4/4	1	1	0															
13	13	51	51	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	156		articStaccatoAbove									
13	13	48	48	0.0	0	0	Spanner	4/4	2	1	0															11
13	13	48	48	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	157									48		11
13	13	97/2	97/2	0.0	1/8	1/8	Spanner	4/4	2	1	0													48		
13	13	97/2	97/2	0.0	1/8	1/8	Spanner	4/4	2	1	0													48	5	
13	13	97/2	97/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	158									48	5	
13	13	99/2	99/2	0.0	3/8	3/8	Spanner	4/4	2	1	0															
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	159											
13	13	50	50	0.0	1/2	1/2	Spanner	4/4	2	1	0															12
13	13	50	50	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	160									49		12
13	13	101/2	101/2	0.0	5/8	5/8	Spanner	4/4	2	1	0													49		
13	13	101/2	101/2	0.0	5/8	5/8	Spanner	4/4	2	1	0													49	6	
13	13	101/2	101/2	1.0	5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	161									49	6	
13	13	103/2	103/2	0.0	7/8	7/8	Spanner	4/4	2	1	0															
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	162											
13	13	48	48	0.0	0	0	Spanner	4/4	3	1	0															13
13	13	48	48	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	163									50		13
13	13	97/2	97/2	0.0	1/8	1/8	Spanner	4/4	3	1	0													50		
13	13	97/2	97/2	0.0	1/8	1/8	Spanner	4/4	3	1	0													50	7	
13	13	97/2	97/2	1.0	1/8	1/8	Chord	4/4	3	1	1/4		1/4	1	164									50	7	
13	13	99/2	99/2	0.0	3/8	3/8	Spanner	4/4	3	1	0															
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	165											
13	13	50	50	0.0	1/2	1/2	Spanner	4/4	3	1	0															14
13	13	50	50	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	166									51		14
13	13	101/2	101/2	0.0	5/8	5/8	Spanner	4/4	3	1	0													51		
13	13	101/2	101/2	0.0	5/8	5/8	Spanner	4/4	3	1	0													51	8	
13	13	101/2	101/2	1.0	5/8	5/8	Chord	4/4	3	1	1/4		1/4	1	167									51	8	
13	13	103/2	103/2	0.0	7/8	7/8	Spanner	4/4	3	1	0															
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	168											
13	13	48	48	0.0	0	0	Spanner	4/4	4	1	0															15
13	13	48	48	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	169									52		15
13	13	97/2	97/2	0.0	1/8	1/8	Spanner	4/4	4	1	0													52		
13	13	97/2	97/2	0.0	1/8	1/8	Spanner	4/4	4	1	0													52	9	
13	13	97/2	97/2	1.0	1/8	1/8	Chord	4/4	4	1	1/4		1/4	1	170									52	9	
13	13	99/2	99/2	0.0	3/8	3/8	Spanner	4/4	4	1	0															
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	171											
13	13	50	50	0.0	1/2	1/2	Spanner	4/4	4	1	0															16
13	13	50	50	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	172									53		16
13	13	101/2	101/2	0.0	5/8	5/8	Spanner	4/4	4	1	0													53		
13	13	101/2	101/2	0.0	5/8	5/8	Spanner	4/4	4	1	0													53	10	
13	13	101/2	101/2	1.0	5/8	5/8	Chord	4/4	4	1	1/4		1/4	1	173									53	10	
13	13	103/2	103/2	0.0	7/8	7/8	Spanner	4/4	4	1	0															
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	174											
14	14	52	52	0.0	0	0	Dynamic	4/4	1	1	0					f										
14	14	52	52	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	175											
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	176		articStaccatoAbove							54		
14	14	53	53	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	177		articStaccatoAbove							54		
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	178		articStaccatoAbove									
14	14	54	54	0.0	1/2	1/2	StaffText	4/4	1	1	0							"<font size=""11""/><i>dim.</i>"								
14	14	54	54	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	179									55		
14	14	109/2	109/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	180									55		
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	181									55		
14	14	52	52	0.0	0	0	Dynamic	4/4	2	1	0					f										
14	14	52	52	0.0	0	0	Spanner	4/4	2	1	0														11	
14	14	52	52	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	182									56	11	
14	14	54	54	0.0	1/2	1/2	Spanner	4/4	2	1	0															
14	14	54	54	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	183											
14	14	55	55	0.0	3/4	3/4	Dynamic	4/4	2	1	0					p										
14	14	55	55	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	184									57		
14	14	52	52	0.0	0	0	Dynamic	4/4	3	1	0					f										
14	14	52	52	0.0	0	0	Spanner	4/4	3	1	0														12	
14	14	52	52	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	185										12	
14	14	54	54	0.0	1/2	1/2	Spanner	4/4	3	1	0															
14	14	54	54	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	186											
14	14	55	55	0.0	3/4	3/4	Dynamic	4/4	3	1	0					p										
14	14	55	55	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	187											
14	14	52	52	0.0	0	0	Dynamic	4/4	4	1	0					f										
14	14	52	52	0.0	0	0	Spanner	4/4	4	1	0														13	
14	14	52	52	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	188									58	13	
14	14	54	54	0.0	1/2	1/2	Spanner	4/4	4	1	0															
14	14	54	54	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	189											
14	14	55	55	0.0	3/4	3/4	Dynamic	4/4	4	1	0					p										
14	14	55	55	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	190									59		
15	15	56	56	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	191											
15	15	113/2	113/2	0.0	1/8	1/8	Spanner	4/4	1	1	0															17
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	192		articStaccatoAbove							60		17
15	15	57	57	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	193		articStaccatoAbove							60		17
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	194		articStaccatoAbove									17
15	15	58	58	0.0	1/2	1/2	Dynamic	4/4	1	1	0					f										
15	15	58	58	0.0	1/2	1/2	Spanner	4/4	1	1	0															
15	15	58	58	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	195									61		
15	15	59	59	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	196											
15	15	56	56	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	197											
15	15	113/2	113/2	0.0	1/8	1/8	Spanner	4/4	2	1	0															18
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	198		articStaccatoBelow							62		18
