mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	crescendo_line	decrescendo_hairpin
111	108	324	330	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	893													
111	108	322	328	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	894													
111	108	323	329	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	895													
111	108	324	330	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	896													
112	109	325	331	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	897									93				
112	109	327	333	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	898													
112	109	325	331	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	899									94				
112	109	327	333	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	900													
112	109	325	331	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	901													
112	109	325	331	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	902													
113	110	328	334	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	903									95				
113	110	330	336	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	904													
113	110	328	334	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	905									96				
113	110	330	336	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	906													
113	110	328	334	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	907													
113	110	328	334	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	908													
114	111	331	337	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	909									97				
114	111	333	339	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	910													
114	111	331	337	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	911									98				
114	111	333	339	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	912													
114	111	331	337	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	913													
114	111	331	337	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	914													
115	112	334	340	0.0		0	0	Spanner	3/4	1	1	0														2			
115	112	334	340	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	915									99	2			
115	112	336	342	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	916										2			
115	112	334	340	0.0		0	0	Spanner	3/4	2	1	0														3			
115	112	334	340	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	917									100	3			
115	112	336	342	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	918										3			
115	112	334	340	0.0		0	0	Spanner	3/4	3	1	0														4			
115	112	334	340	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	919										4			
115	112	335	341	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	920										4			
115	112	336	342	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	921										4			
115	112	334	340	0.0		0	0	Spanner	3/4	4	1	0														5			
115	112	334	340	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	922										5			
115	112	335	341	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	923										5			
115	112	336	342	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	924										5			
116	113	337	343	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	925									101	2			
116	113	339	345	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	926										2			
116	113	337	343	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	927									102	3			
116	113	339	345	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	928										3			
116	113	337	343	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	929										4			
116	113	337	343	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	930										5			
117	114	340	346	0.0		0	0	Spanner	3/4	1	1	0																	
117	114	340	346	0.0		0	0	Spanner	3/4	1	1	0																	2
117	114	340	346	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	931													2
117	114	340	346	0.0		0	0	Spanner	3/4	2	1	0																	
117	114	340	346	0.0		0	0	Spanner	3/4	2	1	0																	3
117	114	340	346	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	932													3
117	114	340	346	0.0		0	0	Spanner	3/4	3	1	0																	
117	114	340	346	0.0		0	0	Spanner	3/4	3	1	0																	4
117	114	340	346	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	933													4
117	114	340	346	0.0		0	0	Spanner	3/4	4	1	0																	
117	114	340	346	0.0		0	0	Spanner	3/4	4	1	0																	5
117	114	340	346	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	934													5
118	115	343	349	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	935													2
118	115	344	350	0.0		1/4	1/4	Spanner	3/4	1	1	0																	
118	115	344	350	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	936									103				
118	115	345	351	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	937									103				
118	115	343	349	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	938													3
118	115	344	350	0.0		1/4	1/4	Spanner	3/4	2	1	0																	
118	115	343	349	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	939													4
118	115	344	350	0.0		1/4	1/4	Spanner	3/4	3	1	0																	
118	115	343	349	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	940													5
118	115	344	350	0.0		1/4	1/4	Spanner	3/4	4	1	0																	
119	116	346	352	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	941									103				
119	116	347	353	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	942									103				
119	116	348	354	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	943													
119	116	346	352	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	944													
119	116	346	352	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	945													
119	116	346	352	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	946													
120	117	349	355	0.0		0	0	Dynamic	3/4	1	1	0					p												
120	117	349	355	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	947													
120	117	349	355	0.0		0	0	Dynamic	3/4	2	1	0					p												
120	117	349	355	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	948													
120	117	349	355	0.0		0	0	Dynamic	3/4	3	1	0					p												
120	117	349	355	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	949													
120	117	349	355	0.0		0	0	Dynamic	3/4	4	1	0					p												
120	117	349	355	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	950													
121	118	354	360	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	951													
121	118	354	360	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	952									104				
121	118	352	358	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	953													
121	118	352	358	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	954													
122	119	355	361	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	955									105				
122	119	357	363	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	956													
122	119	355	361	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	957									104				
122	119	355	361	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	958													
122	119	355	361	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	959													
123	120	358	364	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	960									106				
123	120	360	366	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	961													
123	120	358	364	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	962													
123	120	358	364	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	963													
123	120	359	365	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	964													
123	120	360	366	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	965													
123	120	358	364	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	966													
123	120	359	365	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	967													
123	120	360	366	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	968													
124	121	361	367	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	969									107				
124	121	363	369	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	970													
124	121	361	367	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	971													
124	121	361	367	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	972													
124	121	361	367	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	973													
125	122	364	370	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	974													
125	122	366	372	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	975													
125	122	364	370	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	976													
125	122	366	372	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	977									108				
125	122	364	370	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	978													
125	122	364	370	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	979													
126	123	367	373	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	980									109				
126	123	368	374	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	981									109				
126	123	369	375	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	982													
126	123	367	373	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	983									108				
126	123	367	373	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	984													
126	123	367	373	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	985													
127	124	370	376	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	986									110				
127	124	371	377	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	987									110				
127	124	372	378	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	988													
127	124	370	376	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	989													
127	124	370	376	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	990													
127	124	371	377	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	991													
127	124	372	378	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	992													
127	124	370	376	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	993													
127	124	371	377	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	994													
127	124	372	378	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	995													
128	125	373	379	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	996									111				
128	125	375	381	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	997													
128	125	373	379	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	998									112				
128	125	373	379	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	999													
128	125	373	379	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1000													
129	126	376	382	0.0		0	0	Spanner	3/4	1	1	0																12	
129	126	376	382	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1001												12	
129	126	378	384	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1002												12	
129	126	376	382	0.0		0	0	Spanner	3/4	2	1	0																13	
129	126	376	382	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1003												13	
129	126	378	384	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1004									113			13	
129	126	376	382	0.0		0	0	Spanner	3/4	3	1	0																14	
129	126	376	382	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1005												14	
129	126	376	382	0.0		0	0	Spanner	3/4	4	1	0																15	
129	126	376	382	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1006												15	
130	127	379	385	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1007									114			12	
130	127	381	387	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1008												12	
130	127	379	385	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	1009									113			13	
130	127	379	385	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1010												14	
130	127	379	385	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1011												15	
131	128	382	388	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1012									115			12	
131	128	384	390	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1013												12	
131	128	382	388	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	1014												13	
131	128	382	388	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1015												14	
131	128	383	389	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1016												14	
131	128	384	390	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1017												14	
131	128	382	388	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1018												15	
131	128	383	389	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1019												15	
131	128	384	390	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1020												15	
132	129	385	391	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1021									116			12	
132	129	387	393	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1022												12	
132	129	385	391	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	1023												13	
132	129	385	391	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1024												14	
132	129	385	391	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1025												15	
133	130	388	394	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1026												12	
133	130	390	396	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1027												12	
133	130	388	394	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1028												13	
133	130	390	396	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1029									117			13	
133	130	388	394	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1030												14	
133	130	388	394	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1031												15	
134	131	391	397	0.0		0	0	Chord	3/4	1	1	0	acciaccatura	1/16	1	1032												12	
134	131	391	397	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1033									118			12	
134	131	392	398	0.0		1/4	1/4	Spanner	3/4	1	1	0													118			12, 16	
134	131	392	398	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1034									118			12, 16	
134	131	393	399	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1035												12, 16	
134	131	391	397	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	1036									117			13	
134	131	392	398	0.0		1/4	1/4	Spanner	3/4	2	1	0													117			13, 17	
134	131	391	397	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1037												14	
134	131	392	398	0.0		1/4	1/4	Spanner	3/4	3	1	0																14, 18	
134	131	392	398	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1038												14, 18	
134	131	393	399	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1039												14, 18	
134	131	391	397	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1040												15	
134	131	392	398	0.0		1/4	1/4	Spanner	3/4	4	1	0																15, 19	
134	131	392	398	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1041												15, 19	
134	131	393	399	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1042												15, 19	
135	132	394	400	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1043									119			12, 16	
135	132	395	401	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1044									119			12, 16	
135	132	396	402	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1045												12, 16	
135	132	394	400	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	1046												13, 17	
135	132	394	400	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1047												14, 18	
135	132	395	401	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1048												14, 18	
135	132	396	402	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1049												14, 18	
135	132	394	400	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1050												15, 19	
135	132	395	401	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1051												15, 19	
135	132	396	402	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1052												15, 19	
136	133	397	403	0.0		0	0	Dynamic	3/4	1	1	0					sf												
136	133	397	403	0.0		0	0	Spanner	3/4	1	1	0																	
136	133	397	403	0.0		0	0	Spanner	3/4	1	1	0																	
136	133	397	403	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1053									120				
136	133	399	405	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1054													
136	133	397	403	0.0		0	0	Dynamic	3/4	2	1	0					sf												
136	133	397	403	0.0		0	0	Spanner	3/4	2	1	0																	
136	133	397	403	0.0		0	0	Spanner	3/4	2	1	0																	
136	133	397	403	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	1055													
136	133	397	403	0.0		0	0	Dynamic	3/4	3	1	0					f												
136	133	397	403	0.0		0	0	Spanner	3/4	3	1	0																	
136	133	397	403	0.0		0	0	Spanner	3/4	3	1	0																	
136	133	397	403	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1056													
136	133	397	403	0.0		0	0	Dynamic	3/4	4	1	0					f												
136	133	397	403	0.0		0	0	Spanner	3/4	4	1	0																	
136	133	397	403	0.0		0	0	Spanner	3/4	4	1	0																	
136	133	397	403	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1057													
137	134	400	406	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1058													
137	134	402	408	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1059													
137	134	400	406	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1060													
137	134	402	408	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1061													
137	134	400	406	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1062													
137	134	400	406	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1063													
138	135	403	409	0.0		0	0	Spanner	3/4	1	1	0															0		
138	135	403	409	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1064									121		0		
138	135	405	411	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1065											0		
138	135	403	409	0.0		0	0	Spanner	3/4	2	1	0															1		
138	135	403	409	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1066									122		1		
138	135	405	411	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1067											1		
138	135	403	409	0.0		0	0	Spanner	3/4	3	1	0															2		
138	135	403	409	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1068											2		
138	135	403	409	0.0		0	0	Spanner	3/4	4	1	0															3		
138	135	403	409	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1069											3		
139	136	406	412	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	1070											0		
139	136	406	412	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	1071											1		
139	136	406	412	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1072											2		
139	136	407	413	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1073											2		
139	136	408	414	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1074											2		
139	136	406	412	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1075											3		
139	136	407	413	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1076											3		
139	136	408	414	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1077											3		
140	137	409	415	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1078									123		0		
140	137	411	417	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1079											0		
140	137	409	415	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1080									124		1		
140	137	411	417	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1081											1		
140	137	409	415	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1082											2		
140	137	409	415	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1083											3		
141	138	412	418	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1084									125		0		
141	138	414	420	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1085											0		
141	138	412	418	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1086									126		1		
141	138	414	420	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1087											1		
141	138	412	418	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1088											2		
141	138	412	418	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1089											3		
142	139	415	421	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1090									127		0		
142	139	416	422	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1091									127		0		
142	139	417	423	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1092											0		
142	139	415	421	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1093									128		1		
142	139	416	422	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1094									128		1		
142	139	417	423	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1095											1		
142	139	415	421	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1096											2		
142	139	415	421	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1097											3		
143	140	418	424	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	1098											0		
143	140	418	424	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	1099											1		
143	140	418	424	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1100											2		
143	140	419	425	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1101											2		
143	140	420	426	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1102											2		
143	140	418	424	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1103											3		
143	140	419	425	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1104											3		
143	140	420	426	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1105											3		
144	141	421	427	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1106									129		0		
144	141	423	429	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1107											0		
144	141	421	427	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1108									130		1		
144	141	423	429	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1109											1		
144	141	421	427	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1110											2		
144	141	421	427	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1111											3		
145	142	424	430	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1112									131		0		
145	142	426	432	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1113											0		
145	142	424	430	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1114									132		1		
145	142	426	432	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1115											1		
145	142	424	430	0.0		0	0	Dynamic	3/4	3	1	0					p										2		
145	142	424	430	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1116											2		
145	142	424	430	0.0		0	0	Dynamic	3/4	4	1	0					p										3		
145	142	424	430	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1117											3		
146	143	427	433	0.0		0	0	Dynamic	3/4	1	1	0					p												
146	143	427	433	0.0		0	0	Spanner	3/4	1	1	0																	
146	143	427	433	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1118									133				
146	143	429	435	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1119													
146	143	427	433	0.0		0	0	Dynamic	3/4	2	1	0					p												
146	143	427	433	0.0		0	0	Spanner	3/4	2	1	0																	
146	143	427	433	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1120									134				
146	143	429	435	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1121													
146	143	427	433	0.0		0	0	Spanner	3/4	3	1	0																	
146	143	427	433	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1122													
146	143	427	433	0.0		0	0	Spanner	3/4	4	1	0																	
146	143	427	433	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1123													
147	144	430	436	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1124									135				
147	144	432	438	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1125													
147	144	430	436	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1126									136				
147	144	432	438	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1127													
147	144	430	436	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1128													
147	144	431	437	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1129													
147	144	432	438	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1130													
147	144	430	436	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1131													
147	144	431	437	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1132													
147	144	432	438	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1133													
148	145	433	439	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1134									137				
148	145	435	441	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1135													
148	145	433	439	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1136									138				
148	145	435	441	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1137													
148	145	433	439	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1138													
148	145	433	439	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1139													
149	146	436	442	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1140									139				
149	146	438	444	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1141													
149	146	436	442	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1142									140				
149	146	438	444	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1143													
149	146	436	442	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1144													
149	146	436	442	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1145													
150	147	439	445	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1146									141				
150	147	440	446	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1147									141				
150	147	441	447	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1148													
150	147	439	445	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1149									142				
150	147	440	446	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1150									142				
150	147	441	447	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1151													
150	147	439	445	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1152													
150	147	440	446	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1153													
150	147	441	447	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1154													
150	147	439	445	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1155													
150	147	440	446	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1156													
