mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	Trill:trill
85	85	169	169	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1488													
85	85	677/4	677/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1489													
85	85	339/2	339/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1490													
85	85	679/4	679/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1491													
85	85	168	168	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1492													
85	85	675/4	675/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1493													
85	85	169	169	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1494													
85	85	679/4	679/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1495													
85	85	168	168	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1496													
85	85	675/4	675/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	1497													
85	85	169	169	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1498													
85	85	679/4	679/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	1499													
85	85	168	168	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	1500													
85	85	673/4	673/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1501		articStaccatoAbove											
85	85	337/2	337/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1502		articStaccatoAbove											
85	85	675/4	675/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1503										239			
85	85	169	169	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1504													
85	85	677/4	677/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	1505		articStaccatoAbove											
85	85	339/2	339/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1506		articStaccatoAbove											
85	85	679/4	679/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1507		articStaccatoAbove											
86	86	170	170	0.0	0	0	Dynamic	2/4	1	1	0					p												
86	86	170	170	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1508													
86	86	683/4	683/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1509													
86	86	171	171	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1510													
86	86	687/4	687/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1511										240			
86	86	170	170	0.0	0	0	Dynamic	2/4	2	1	0					p												
86	86	170	170	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1512													
86	86	683/4	683/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1513													
86	86	171	171	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1514													
86	86	687/4	687/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1515													
86	86	170	170	0.0	0	0	Dynamic	2/4	3	1	0					p												
86	86	170	170	0.0	0	0	Dynamic	2/4	3	1	0					p												
86	86	170	170	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1516													
86	86	341/2	341/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1517													
86	86	171	171	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1518													
86	86	687/4	687/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	1519													
86	86	170	170	0.0	0	0	Dynamic	2/4	4	1	0					p												
86	86	170	170	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1520													
86	86	683/4	683/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1521													
86	86	171	171	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1522													
86	86	687/4	687/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1523													
87	87	172	172	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1524													
87	87	689/4	689/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1525													
87	87	345/2	345/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1526													
87	87	691/4	691/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1527													
87	87	173	173	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1528													
87	87	695/4	695/4	0.0	7/16	7/16	Dynamic	2/4	1	1	0					pp												
87	87	695/4	695/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1529													
87	87	172	172	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1530													
87	87	691/4	691/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1531										241			
87	87	173	173	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1532													
87	87	693/4	693/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1533		articStaccatoBelow											
87	87	347/2	347/2	0.0	3/8	3/8	Dynamic	2/4	2	1	0					pp												
87	87	347/2	347/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1534		articStaccatoBelow											
87	87	695/4	695/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1535													
87	87	172	172	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1536													
87	87	695/4	695/4	0.0	7/16	7/16	Dynamic	2/4	3	1	0					pp												
87	87	695/4	695/4	0.0	7/16	7/16	Dynamic	2/4	3	1	0					pp												
87	87	695/4	695/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	1537													
87	87	172	172	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1538													
87	87	695/4	695/4	0.0	7/16	7/16	Dynamic	2/4	4	1	0					pp												
87	87	695/4	695/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1539													
88	88	174	174	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1540													
88	88	699/4	699/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1541													
88	88	175	175	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1542													
88	88	703/4	703/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1543										242			
88	88	174	174	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1544													
88	88	699/4	699/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1545													
88	88	175	175	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1546													
88	88	703/4	703/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1547													
88	88	174	174	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1548													
88	88	699/4	699/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	1549													
88	88	175	175	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1550													
88	88	703/4	703/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	1551													
88	88	174	174	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1552													
88	88	699/4	699/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1553													
88	88	175	175	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1554													
88	88	703/4	703/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1555													
89	89	176	176	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1556													
89	89	705/4	705/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1557													
89	89	353/2	353/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1558													
89	89	707/4	707/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1559													
89	89	177	177	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1560													
89	89	711/4	711/4	0.0	7/16	7/16	Dynamic	2/4	1	1	0					f												
89	89	711/4	711/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1561													
89	89	176	176	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1562													
89	89	707/4	707/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1563										243			
89	89	177	177	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1564													
89	89	709/4	709/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1565													
89	89	355/2	355/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1566													
89	89	711/4	711/4	0.0	7/16	7/16	Dynamic	2/4	2	1	0					f												
89	89	711/4	711/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1567													
89	89	176	176	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1568													
89	89	711/4	711/4	0.0	7/16	7/16	Dynamic	2/4	3	1	0					f												
89	89	711/4	711/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	1569													
89	89	176	176	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1570													
89	89	711/4	711/4	0.0	7/16	7/16	Dynamic	2/4	4	1	0					f												
89	89	711/4	711/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1571													
90	90	178	178	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1572													
90	90	715/4	715/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1573													
90	90	179	179	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1574													
90	90	719/4	719/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1575										244			
90	90	178	178	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1576													
90	90	715/4	715/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1577													
90	90	179	179	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1578													
90	90	719/4	719/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1579													
90	90	178	178	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1580													
90	90	715/4	715/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	1581													
90	90	179	179	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1582													
90	90	719/4	719/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	1583													
90	90	178	178	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1584													
90	90	715/4	715/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1585													
90	90	179	179	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1586													
90	90	719/4	719/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1587													
91	91	180	180	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1588													
91	91	721/4	721/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1589													
91	91	361/2	361/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1590													
91	91	723/4	723/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1591													
91	91	181	181	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1592													
91	91	727/4	727/4	0.0	7/16	7/16	Dynamic	2/4	1	1	0					other-dynamics												
91	91	727/4	727/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1593										245			
91	91	180	180	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1594													
91	91	723/4	723/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1595										246			
91	91	181	181	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1596													
91	91	725/4	725/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1597													
91	91	363/2	363/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1598													
91	91	727/4	727/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1599													
91	91	180	180	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1600													
91	91	180	180	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1601													
92	92	182	182	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1602													
92	92	729/4	729/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1603													
92	92	365/2	365/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1604													
92	92	731/4	731/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1605													
92	92	183	183	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1606													
92	92	735/4	735/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1607										247			
92	92	182	182	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1608													
92	92	731/4	731/4	0.0	3/16	3/16	Dynamic	2/4	2	1	0					other-dynamics												
92	92	731/4	731/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1609										248			
92	92	183	183	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1610													
92	92	733/4	733/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1611													
92	92	367/2	367/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1612													
92	92	735/4	735/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1613													
92	92	735/4	735/4	0.0	7/16	7/16	Dynamic	2/4	3	1	0					other-dynamics												
92	92	735/4	735/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	1614										249			
93	93	184	184	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1615													
93	93	737/4	737/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1616													
93	93	369/2	369/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1617													
93	93	739/4	739/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1618										250			
93	93	185	185	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1619													
93	93	741/4	741/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1620													
93	93	371/2	371/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1621													
93	93	743/4	743/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1622										251			
93	93	184	184	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1623													
93	93	739/4	739/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1624													
93	93	185	185	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1625													
93	93	743/4	743/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1626													
93	93	184	184	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	1627													
93	93	737/4	737/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	1628		articStaccatoAbove											
93	93	369/2	369/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1629		articStaccatoAbove											
93	93	739/4	739/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	1630		articStaccatoAbove								252			
93	93	185	185	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	1631													
93	93	741/4	741/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	1632		articStaccatoAbove											
93	93	371/2	371/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	1633		articStaccatoAbove											
93	93	743/4	743/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	1634		articStaccatoAbove											
93	93	743/4	743/4	0.0	7/16	7/16	StaffText	2/4	4	1	0							piu										
93	93	743/4	743/4	0.0	7/16	7/16	Dynamic	2/4	4	1	0					other-dynamics												
93	93	743/4	743/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1635										253			
94	94	186	186	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1636													
94	94	375/2	375/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0					p												
94	94	375/2	375/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1637													
94	94	186	186	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1638													
94	94	186	186	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1639													
94	94	186	186	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	1640													
94	94	745/4	745/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1641		articStaccatoAbove											
94	94	373/2	373/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1642		articStaccatoAbove											
94	94	747/4	747/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1643										254			
94	94	187	187	0.0	1/4	1/4	Spanner	2/4	4	1	0																22	
94	94	187	187	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1644												22	
94	94	749/4	749/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	1645		articStaccatoBelow										22	
94	94	375/2	375/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1646		articStaccatoBelow										22	
94	94	751/4	751/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1647										255		22	
95	95	188	188	0.0	0	0	StaffText	2/4	1	1	0							cantabile										
95	95	188	188	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	1648										256			
95	95	755/4	755/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1649													
95	95	189	189	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1650													
95	95	379/2	379/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1651													
95	95	753/4	753/4	0.0	1/16	1/16	Dynamic	2/4	2	1	0					p												
95	95	753/4	753/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1652		articStaccatoBelow								257			
95	95	377/2	377/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1653		articStaccatoBelow								257			
95	95	755/4	755/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1654		articStaccatoBelow								257			
95	95	189	189	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1655		articStaccatoBelow								257			
95	95	757/4	757/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1656		articStaccatoBelow								257			
95	95	379/2	379/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1657		articStaccatoBelow								257			
95	95	759/4	759/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1658		articStaccatoBelow											
95	95	753/4	753/4	0.0	1/16	1/16	Dynamic	2/4	3	1	0					p												
95	95	753/4	753/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	1659		articStaccatoAbove								258			
95	95	377/2	377/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1660		articStaccatoAbove								258			
95	95	755/4	755/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	1661		articStaccatoAbove								258			
95	95	189	189	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	1662		articStaccatoBelow								258			
95	95	757/4	757/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	1663		articStaccatoBelow								258			
95	95	379/2	379/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	1664		articStaccatoBelow								258			
95	95	759/4	759/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	1665		articStaccatoBelow											
95	95	188	188	0.0	0	0	Dynamic	2/4	4	1	0					p												
95	95	188	188	0.0	0	0	Spanner	2/4	4	1	0																	
95	95	188	188	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	1666													
96	96	190	190	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1667										259			
96	96	381/2	381/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1668													
96	96	191	191	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1669										260			
96	96	383/2	383/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1670													
96	96	190	190	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1671										261			
96	96	761/4	761/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1672													
96	96	381/2	381/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1673		articStaccatoBelow											
96	96	763/4	763/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1674		articStaccatoBelow											
96	96	191	191	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1675										262			
96	96	765/4	765/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1676													
96	96	383/2	383/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1677		articStaccatoBelow											
96	96	767/4	767/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1678		articStaccatoBelow											
96	96	190	190	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1679										263			
96	96	381/2	381/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1680													
96	96	191	191	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1681										264			
96	96	383/2	383/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	1682													
96	96	190	190	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1683													
96	96	191	191	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1684													
97	97	192	192	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	1685										265			
97	97	771/4	771/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1686													
97	97	193	193	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1687										266			
97	97	773/4	773/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1688													
97	97	387/2	387/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1689										267			
97	97	775/4	775/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1690													
97	97	192	192	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1691		articStaccatoBelow								268			
97	97	769/4	769/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1692		articStaccatoBelow								268			
97	97	385/2	385/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1693		articStaccatoBelow								268			
97	97	771/4	771/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1694		articStaccatoBelow								268			
97	97	193	193	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1695		articStaccatoBelow								268			
97	97	773/4	773/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1696		articStaccatoBelow								268			
97	97	387/2	387/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1697		articStaccatoBelow								268			
97	97	775/4	775/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1698		articStaccatoBelow											
97	97	192	192	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	1699		articStaccatoAbove								269			
97	97	769/4	769/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	1700		articStaccatoAbove								269			
97	97	385/2	385/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1701		articStaccatoAbove								269			
97	97	771/4	771/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	1702		articStaccatoAbove								269			
97	97	193	193	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	1703		articStaccatoBelow								269			
97	97	773/4	773/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	1704		articStaccatoBelow								269			
97	97	387/2	387/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	1705		articStaccatoBelow								269			
97	97	775/4	775/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	1706		articStaccatoBelow											
97	97	192	192	1.5	0	0	Chord	2/4	4	1	3/8		1/4	3/2	1707													
97	97	387/2	387/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1708													
98	98	194	194	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1709										270			
98	98	389/2	389/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1710													
98	98	195	195	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1711										271			
98	98	391/2	391/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1712													
98	98	194	194	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1713										272			
98	98	777/4	777/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1714													
98	98	389/2	389/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1715		articStaccatoBelow											
98	98	779/4	779/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1716		articStaccatoBelow											
98	98	195	195	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1717										273			
98	98	781/4	781/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1718													
98	98	391/2	391/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1719		articStaccatoBelow											
98	98	783/4	783/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1720		articStaccatoBelow											
98	98	194	194	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1721										274			
98	98	389/2	389/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1722													
98	98	195	195	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1723										275			
98	98	391/2	391/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	1724													
98	98	194	194	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1725										276			
98	98	389/2	389/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1726													
98	98	195	195	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1727										277			
98	98	391/2	391/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1728													
99	99	196	196	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	1729										278			
99	99	787/4	787/4	0.0	3/16	3/16	StaffText	2/4	1	1	0							cresc.										
99	99	787/4	787/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1730													
99	99	197	197	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1731													
99	99	395/2	395/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1732													
99	99	196	196	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	1733													
99	99	785/4	785/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	1734													
99	99	393/2	393/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1735													
99	99	787/4	787/4	0.0	3/16	3/16	StaffText	2/4	3	1	0							cresc.										
99	99	787/4	787/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	1736													
99	99	197	197	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	1737													
99	99	789/4	789/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	1738													
