mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
4	3	9/2	9/2	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	40		articStaccatoBelow							
4	3	5	5	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	41		articStaccatoBelow							
4	3	11/2	11/2	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	42		articStaccatoBelow							
4	3	6	6	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	43		articStaccatoBelow							
5	4	13/2	13/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	44									
5	4	7	7	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	45		articStaccatoAbove							
5	4	29/4	29/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	46		articStaccatoAbove							
5	4	15/2	15/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	47		articStaccatoBelow							
5	4	8	8	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	48		articStaccatoBelow							
5	4	13/2	13/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	49									
5	4	7	7	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	50		articStaccatoBelow							
5	4	29/4	29/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	51		articStaccatoBelow							
5	4	15/2	15/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	52		articStaccatoBelow							
5	4	8	8	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	53		articStaccatoBelow							
5	4	33/4	33/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	54		articStaccatoBelow							
5	4	13/2	13/2	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	55									
5	4	7	7	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	56									
5	4	15/2	15/2	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	57									
5	4	13/2	13/2	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	58									
6	5	17/2	17/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	59		articStaccatoBelow							
6	5	9	9	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	60		articStaccatoBelow							
6	5	19/2	19/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	61		articStaccatoBelow							
6	5	10	10	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	62		articStaccatoBelow							
6	5	17/2	17/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	63		articStaccatoBelow							
6	5	9	9	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	64		articStaccatoBelow							
6	5	19/2	19/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	65		articStaccatoBelow							
6	5	10	10	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	66		articStaccatoBelow							
6	5	17/2	17/2	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	67									
6	5	9	9	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	68									
6	5	19/2	19/2	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	69									
6	5	10	10	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	70									
6	5	17/2	17/2	0.0		0	0	StaffText	2/4	4	1	0							pizz.						
6	5	17/2	17/2	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	71									
7	6	21/2	21/2	0.75		0	0	Chord	2/4	1	1	3/16		1/8	3/2	72									2
7	6	45/4	45/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	73									
7	6	23/2	23/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	74		articStaccatoAbove							
7	6	12	12	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	75		articStaccatoAbove							
7	6	21/2	21/2	0.75		0	0	Chord	2/4	2	1	3/16		1/8	3/2	76									3
7	6	45/4	45/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	77									
7	6	23/2	23/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	78									
7	6	12	12	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	79		articStaccatoAbove							
7	6	21/2	21/2	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	80									
7	6	11	11	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	81									
7	6	23/2	23/2	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	82									
7	6	12	12	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	83									
8	7	25/2	25/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	84									4
8	7	13	13	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	85									
8	7	53/4	53/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	86		articStaccatoAbove							
8	7	27/2	27/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	87		articStaccatoAbove							
8	7	14	14	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	88		articStaccatoAbove							
8	7	25/2	25/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	89									5
8	7	13	13	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	90									
8	7	53/4	53/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	91		articStaccatoAbove							
8	7	27/2	27/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	92		articStaccatoAbove							
8	7	14	14	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	93		articStaccatoAbove							
8	7	25/2	25/2	0.0		0	0	StaffText	2/4	3	1	0							arco						
8	7	25/2	25/2	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	94									
8	7	25/2	25/2	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	95									
9	8	29/2	29/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	96									6
9	8	15	15	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	97									
9	8	61/4	61/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	98		articStaccatoAbove							
9	8	31/2	31/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	99		articStaccatoAbove							
9	8	16	16	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	100		articStaccatoAbove							
9	8	29/2	29/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	101									7
9	8	15	15	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	102									
9	8	61/4	61/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	103		articStaccatoBelow							
9	8	31/2	31/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	104		articStaccatoBelow							
9	8	16	16	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	105		articStaccatoBelow							
9	8	29/2	29/2	1.5		0	0	Chord	2/4	3	1	3/8		1/4	3/2	106									8
9	8	16	16	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	107									8
9	8	29/2	29/2	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	108									
10	9	33/2	33/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	109									9
10	9	17	17	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	110									
10	9	35/2	35/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	111									
10	9	18	18	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	112		articStaccatoAbove							
10	9	33/2	33/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	113									10
10	9	17	17	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	114									
10	9	69/4	69/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	115		articStaccatoBelow							
10	9	35/2	35/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	116		articStaccatoBelow							
10	9	18	18	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	117		articStaccatoBelow							
10	9	33/2	33/2	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	118									8
10	9	17	17	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	119									
10	9	69/4	69/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	120		articStaccatoAbove							
10	9	35/2	35/2	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	121		articStaccatoAbove							
10	9	18	18	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	122		articStaccatoAbove							
10	9	33/2	33/2	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	123									
10	9	18	18	0.0		3/8	3/8	StaffText	2/4	4	1	0							arco						
10	9	18	18	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	124									
11	10	37/2	37/2	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	125									
11	10	20	20	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	126									
11	10	37/2	37/2	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	127									
11	10	37/2	37/2	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	128									
11	10	37/2	37/2	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	129									11
11	10	19	19	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	130									
11	10	77/4	77/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	131		articStaccatoAbove							
11	10	39/2	39/2	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	132		articStaccatoAbove							
11	10	20	20	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	133		articStaccatoAbove							
12	11	41/2	41/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	134									12
12	11	21	21	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	135									
12	11	85/4	85/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	136		articStaccatoAbove							
12	11	43/2	43/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	137		articStaccatoAbove							
12	11	22	22	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	138		articStaccatoAbove							
12	11	41/2	41/2	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	139									
12	11	41/2	41/2	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	140									
12	11	21	21	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	141									
12	11	85/4	85/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	142		articStaccatoAbove							
12	11	43/2	43/2	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	143		articStaccatoAbove							
12	11	22	22	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	144		articStaccatoAbove							
12	11	41/2	41/2	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	145									13
12	11	21	21	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	146									
12	11	85/4	85/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	147		articStaccatoAbove							
12	11	43/2	43/2	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	148		articStaccatoAbove							
12	11	22	22	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	149		articStaccatoAbove							
13	12	45/2	45/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	150									14
13	12	23	23	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	151									
13	12	93/4	93/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	152		articStaccatoAbove							
13	12	47/2	47/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	153		articStaccatoAbove							
13	12	24	24	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	154		articStaccatoAbove							
13	12	45/2	45/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	155									
13	12	23	23	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	156									
13	12	47/2	47/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	157									
13	12	24	24	0.0		3/8	3/8	StaffText	2/4	2	1	0							pizz.						
13	12	24	24	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	158									
13	12	45/2	45/2	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	159									15
13	12	23	23	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	160									
13	12	93/4	93/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	161		articStaccatoAbove							
13	12	47/2	47/2	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	162									16
13	12	24	24	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	163									
13	12	97/4	97/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	164		articStaccatoAbove							
13	12	45/2	45/2	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	165									
13	12	23	23	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	166									
13	12	47/2	47/2	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	167									
13	12	24	24	0.0		3/8	3/8	StaffText	2/4	4	1	0							pizz.						
13	12	24	24	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	168									
14	13	49/2	49/2	0.0		0	0	Dynamic	2/4	1	1	0					pp								
14	13	49/2	49/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	169		articStaccatoAbove							
14	13	25	25	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	170		articStaccatoAbove							
14	13	51/2	51/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	171									17
14	13	26	26	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	172									
14	13	105/4	105/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	173		articStaccatoAbove							
14	13	49/2	49/2	0.0		0	0	Dynamic	2/4	2	1	0					pp								
14	13	49/2	49/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	174									
14	13	25	25	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	175									
14	13	51/2	51/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	176									
14	13	26	26	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	177									
14	13	49/2	49/2	0.0		0	0	Dynamic	2/4	3	1	0					pp								
14	13	49/2	49/2	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	178									
14	13	25	25	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	179									
14	13	51/2	51/2	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	180									
14	13	26	26	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	181									
14	13	49/2	49/2	0.0		0	0	Dynamic	2/4	4	1	0					pp								
14	13	49/2	49/2	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	182									
14	13	25	25	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	183									
14	13	51/2	51/2	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	184									
14	13	26	26	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	185									
15	14	53/2	53/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	186									
15	14	53/2	53/2	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	187									
15	14	53/2	53/2	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	188									
15	14	53/2	53/2	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	189									
16	14	28	28	0.0		0	3/8	Dynamic	2/4	1	1	0					p								
16	14	28	28	0.5		0	3/8	Chord	2/4	1	1	1/8		1/8	1	190									
16	14	28	28	0.0		0	3/8	Dynamic	2/4	2	1	0					p								
16	14	28	28	0.0		0	3/8	StaffText	2/4	2	1	0							arco						
16	14	28	28	0.5		0	3/8	Chord	2/4	2	1	1/8		1/8	1	191									
16	14	28	28	0.0		0	3/8	Dynamic	2/4	3	1	0					p								
16	14	28	28	0.5		0	3/8	Chord	2/4	3	1	1/8		1/8	1	192									
16	14	28	28	0.0		0	3/8	Dynamic	2/4	4	1	0					p								
16	14	28	28	0.0		0	3/8	StaffText	2/4	4	1	0							arco						
16	14	28	28	0.5		0	3/8	Chord	2/4	4	1	1/8		1/8	1	193									
17	15	57/2	57/2	0.0		0	0	Chord	2/4	1	1	0	grace32	1/32	1	194									
17	15	57/2	57/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	195									18
17	15	29	29	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	196									
17	15	117/4	117/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	197		articStaccatoAbove							
17	15	59/2	59/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	198		articStaccatoAbove							
17	15	30	30	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	199		articStaccatoAbove							
17	15	57/2	57/2	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	200									
17	15	57/2	57/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	201									19
17	15	29	29	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	202									
17	15	117/4	117/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	203		articStaccatoAbove							
17	15	59/2	59/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	204		articStaccatoAbove							
17	15	30	30	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	205		articStaccatoAbove							
17	15	57/2	57/2	0.0		0	0	Chord	2/4	3	1	0	grace32	1/32	1	206									
17	15	57/2	57/2	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	207									20
17	15	29	29	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	208									
17	15	117/4	117/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	209		articStaccatoAbove							
17	15	59/2	59/2	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	210		articStaccatoAbove							
17	15	30	30	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	211		articStaccatoAbove							
17	15	57/2	57/2	0.0		0	0	Chord	2/4	4	1	0	grace32	1/32	1	212									
17	15	57/2	57/2	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	213									21
17	15	29	29	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	214									
17	15	117/4	117/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	215		articStaccatoAbove							
17	15	59/2	59/2	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	216		articStaccatoBelow							
17	15	30	30	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	217									
18	16	61/2	61/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	218		articStaccatoAbove							
18	16	31	31	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	219		articStaccatoAbove							
18	16	63/2	63/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	220		articStaccatoBelow							
18	16	32	32	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	221		articStaccatoBelow							
18	16	129/4	129/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	222		articStaccatoBelow							
18	16	61/2	61/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	223		articStaccatoAbove							
18	16	31	31	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	224		articStaccatoAbove							
18	16	63/2	63/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	225		articStaccatoBelow							
18	16	32	32	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	226		articStaccatoBelow							
18	16	129/4	129/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	227		articStaccatoBelow							
18	16	61/2	61/2	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	228		articStaccatoAbove							
18	16	31	31	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	229		articStaccatoAbove							
18	16	63/2	63/2	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	230		articStaccatoBelow							
18	16	32	32	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	231		articStaccatoBelow							
18	16	129/4	129/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	232		articStaccatoBelow							
18	16	61/2	61/2	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	233		articStaccatoBelow							
18	16	31	31	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	234		articStaccatoBelow							
18	16	63/2	63/2	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	235		articStaccatoBelow							
18	16	32	32	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	236		articStaccatoBelow							
18	16	129/4	129/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	237		articStaccatoBelow							
19	17	65/2	65/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	238									22
19	17	33	33	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	239									
19	17	133/4	133/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	240		articStaccatoBelow							
19	17	67/2	67/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	241		articStaccatoBelow							
19	17	34	34	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	242		articStaccatoBelow							
19	17	65/2	65/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	243									23
19	17	33	33	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	244									
19	17	133/4	133/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	245		articStaccatoBelow							
19	17	67/2	67/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	246		articStaccatoBelow							
19	17	34	34	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	247		articStaccatoBelow							
19	17	65/2	65/2	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	248									24
19	17	33	33	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	249									
