mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
36	34	102	102	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	254									66		
36	34	100	100	0.0		0	0	Dynamic	3/4	2	1	0					sf										
36	34	100	100	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	255									67		
36	34	102	102	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	256									67		
36	34	100	100	0.0		0	0	Dynamic	3/4	3	1	0					sf										
36	34	100	100	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	257											
36	34	100	100	0.0		0	0	Dynamic	3/4	4	1	0					sf										
36	34	100	100	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	258											
37	35	103	103	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	259									66		
37	35	103	103	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	260									66		
37	35	104	104	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	261									66		
37	35	105	105	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	262											
37	35	103	103	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	263									67		
37	35	104	104	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	264									67		
37	35	105	105	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	265											
37	35	103	103	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	266											
37	35	103	103	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	267											
38	36	106	106	0.0		0	0	Dynamic	3/4	1	1	0					f										
38	36	106	106	0.0		0	0	Spanner	3/4	1	1	0														4	
38	36	106	106	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	268										4	
38	36	106	106	0.0		0	0	Dynamic	3/4	2	1	0					f										
38	36	106	106	0.0		0	0	Spanner	3/4	2	1	0														5	
38	36	106	106	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	269										5	
38	36	106	106	0.0		0	0	Dynamic	3/4	3	1	0					f										
38	36	106	106	0.0		0	0	Spanner	3/4	3	1	0														6	
38	36	106	106	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	270										6	
38	36	106	106	0.0		0	0	Dynamic	3/4	4	1	0					f										
38	36	106	106	0.0		0	0	Spanner	3/4	4	1	0														7	
38	36	106	106	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	271										7	
39	37	109	109	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	272									68	4	
39	37	109	109	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	273									69	5	
39	37	109	109	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	274										6	
39	37	109	109	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	275									70	7	
40	38	112	112	0.0		0	0	Spanner	3/4	1	1	0															
40	38	112	112	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	276											
40	38	114	114	0.0		1/2	1/2	Dynamic	3/4	1	1	0					p										
40	38	114	114	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	277											
40	38	112	112	0.0		0	0	Spanner	3/4	2	1	0															
40	38	112	112	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	278									71		
40	38	112	112	0.0		0	0	Spanner	3/4	3	1	0															
40	38	112	112	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	279									72		
40	38	114	114	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	280											
40	38	112	112	0.0		0	0	Spanner	3/4	4	1	0															
40	38	112	112	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	281											
41	39	115	115	0.0		0	0	Spanner	3/4	1	1	0															12
41	39	115	115	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	282									73		12
41	39	117	117	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	283									73		12
41	39	115	115	0.0		0	0	Dynamic	3/4	2	1	0					p										
41	39	115	115	0.0		0	0	Spanner	3/4	2	1	0															13
41	39	115	115	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	284											13
41	39	117	117	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	285											13
41	39	115	115	0.0		0	0	Dynamic	3/4	3	1	0					p										
41	39	115	115	0.0		0	0	Spanner	3/4	3	1	0															14
41	39	115	115	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	286									74		14
41	39	117	117	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	287									74		14
41	39	115	115	0.0		0	0	Dynamic	3/4	4	1	0					p										
41	39	115	115	0.0		0	0	Spanner	3/4	4	1	0															15
41	39	115	115	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	288											15
42	40	118	118	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	289									73		12
42	40	120	120	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	290											12
42	40	118	118	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	291											13
42	40	118	118	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	292									74		14
42	40	120	120	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	293											14
42	40	118	118	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	294											15
43	41	121	121	0.0		0	0	Spanner	3/4	1	1	0															
43	41	121	121	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	295									75		
43	41	122	122	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	296									75		
43	41	123	123	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	297											
43	41	121	121	0.0		0	0	Spanner	3/4	2	1	0															
43	41	121	121	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	298											
43	41	123	123	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	299									76		
43	41	121	121	0.0		0	0	Spanner	3/4	3	1	0															
43	41	121	121	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	300									77		
43	41	122	122	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	301									77		
43	41	123	123	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	302									77		
43	41	121	121	0.0		0	0	Spanner	3/4	4	1	0															
43	41	121	121	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	303											
44	42	124	124	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	304											
44	42	124	124	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	305									76		
44	42	125	125	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	306									76		
44	42	126	126	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	307									76		
44	42	124	124	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	308									77		
44	42	125	125	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	309									77		
44	42	126	126	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	310									77		
44	42	124	124	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	311											
44	42	126	126	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	312									78		
45	43	127	127	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	313											
45	43	129	129	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	314									79		
45	43	127	127	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	315									76		
45	43	128	128	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	316									76		
45	43	129	129	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	317											
45	43	127	127	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	318									77		
45	43	128	128	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	319									77		
45	43	129	129	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	320											
45	43	127	127	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	321											
45	43	129	129	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	322									80		
46	44	130	130	0.0		0	0	StaffText	3/4	1	1	0							cresc.								
46	44	130	130	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	323											
46	44	130	130	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	324									81		
46	44	131	131	0.0		1/4	1/4	StaffText	3/4	2	1	0							cresc.						81		
46	44	131	131	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	325									81		
46	44	132	132	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	326									81		
46	44	130	130	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	327									82		
46	44	131	131	0.0		1/4	1/4	StaffText	3/4	3	1	0							cresc.						82		
46	44	131	131	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	328									82		
46	44	132	132	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	329									82		
46	44	130	130	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	330											
46	44	132	132	0.0		1/2	1/2	StaffText	3/4	4	1	0							cresc.								
46	44	132	132	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	331									83		
47	45	133	133	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	332											
47	45	135	135	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	333									84		
47	45	133	133	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	334									81		
47	45	134	134	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	335									81		
47	45	135	135	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	336									81		
47	45	133	133	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	337									82		
47	45	134	134	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	338									82		
47	45	135	135	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	339									82		
47	45	133	133	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	340											
47	45	135	135	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	341									85		
48	46	136	136	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	342									84		
48	46	137	137	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	343									84		
48	46	138	138	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	344									84		
48	46	136	136	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	345											
48	46	138	138	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	346											
48	46	136	136	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	347											
48	46	138	138	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	348											
48	46	136	136	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	349											
48	46	138	138	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	350											
49	47	139	139	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	351									84		
49	47	140	140	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	352									84		
49	47	141	141	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	353											
49	47	139	139	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	354											
49	47	139	139	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	355									86		
49	47	141	141	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	356											
49	47	139	139	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	357									87		
49	47	141	141	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	358											
50	48	142	142	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	359									88		
50	48	144	144	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	360									88		
50	48	142	142	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	361											
50	48	143	143	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	362									89		
50	48	144	144	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	363									89		
50	48	142	142	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	364									90		
50	48	143	143	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	365									90		
50	48	144	144	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	366											
50	48	142	142	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	367									91		
50	48	143	143	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	368									91		
50	48	144	144	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	369											
51	49	145	145	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	370									88		
51	49	146	146	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	371									88		
51	49	147	147	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	372									88		
51	49	145	145	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	373									89		
51	49	146	146	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	374									89		
51	49	147	147	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	375									89		
51	49	145	145	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	376											
51	49	145	145	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	377											
51	49	147	147	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	378									92		
52	50	148	148	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	379											
52	50	149	149	0.0		1/4	1/4	Dynamic	3/4	1	1	0					f										
52	50	149	149	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	380									93		
52	50	150	150	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	381									93		
52	50	148	148	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	382											
52	50	150	150	0.0		1/2	1/2	Dynamic	3/4	2	1	0					f										
52	50	150	150	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	383											
52	50	148	148	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	384											
52	50	150	150	0.0		1/2	1/2	Dynamic	3/4	3	1	0					f										
52	50	150	150	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	385											
52	50	148	148	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	386											
52	50	150	150	0.0		1/2	1/2	Dynamic	3/4	4	1	0					f										
52	50	150	150	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	387											
53	51	151	151	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	388									93		
53	51	152	152	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	389									93		
53	51	153	153	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	390									93		
53	51	151	151	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	391									94		
53	51	153	153	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	392									94		
53	51	151	151	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	393									95		
53	51	152	152	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	394									95		
53	51	153	153	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	395											
53	51	151	151	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	396									96		
53	51	152	152	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	397									96		
53	51	153	153	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	398											
54	52	154	154	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	399											
54	52	155	155	0.0		1/4	1/4	Spanner	3/4	1	1	0														8	
54	52	155	155	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	400									97	8	
54	52	156	156	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	401									97	8	
54	52	154	154	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	402											
54	52	155	155	0.0		1/4	1/4	Spanner	3/4	2	1	0														9	
54	52	155	155	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	403									98	9	
54	52	156	156	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	404									98	9	
54	52	154	154	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	405									99		
54	52	155	155	0.0		1/4	1/4	Spanner	3/4	3	1	0														10	
54	52	155	155	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	406										10	
54	52	156	156	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	407									100	10	
54	52	154	154	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	408									101		
54	52	155	155	0.0		1/4	1/4	Spanner	3/4	4	1	0													101	11	
54	52	155	155	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	409									101	11	
54	52	156	156	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	410										11	
55	53	157	157	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	411									97	8	
55	53	158	158	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	412									97	8	
55	53	159	159	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	413									97	8	
55	53	157	157	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	414									98	9	
55	53	158	158	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	415									98	9	
55	53	159	159	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	416									98	9	
55	53	157	157	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	417									100	10	
55	53	158	158	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	418									100	10	
55	53	159	159	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	419									100	10	
55	53	157	157	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	420									102	11	
55	53	158	158	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	421									102	11	
55	53	159	159	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	422									102	11	
56	54	160	160	0.0		0	0	Spanner	3/4	1	1	0															
56	54	160	160	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	423											
56	54	160	160	0.0		0	0	Spanner	3/4	2	1	0															
56	54	160	160	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	424											
56	54	160	160	0.0		0	0	Spanner	3/4	3	1	0															
56	54	160	160	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	425											
56	54	160	160	0.0		0	0	Spanner	3/4	4	1	0															
56	54	160	160	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	426											
56	54	162	162	0.0		1/2	1/2	Dynamic	3/4	4	1	0					p										
56	54	162	162	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	427									103		
57	55	165	165	0.0		1/2	1/2	Dynamic	3/4	3	1	0					p										
57	55	165	165	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	428									104		
57	55	163	163	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	429									103		
57	55	165	165	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	430									103		
58	56	168	168	0.0		1/2	1/2	Dynamic	3/4	1	1	0					p										
58	56	168	168	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	431									105		
58	56	168	168	0.0		1/2	1/2	Dynamic	3/4	2	1	0					p										
58	56	168	168	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	432									106		
58	56	166	166	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	433									104		
58	56	168	168	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	434									104		
58	56	166	166	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	435											
59	57	169	169	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	436									105		
59	57	171	171	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	437											
59	57	169	169	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	438									106		
59	57	171	171	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	439											
59	57	169	169	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	440									104		
59	57	171	171	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	441											
59	57	169	169	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	442											
60	58	172	172	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	443											
60	58	172	172	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	444											
60	58	172	172	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	445											
60	58	172	172	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	446											
60	58	174	174	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	447									107		
61	59	175	175	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	448									108		
61	59	176	176	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	449									108		
61	59	177	177	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	450									108		
61	59	175	175	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	451									109		
61	59	176	176	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	452									109		
61	59	177	177	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	453									109		
61	59	175	175	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	454									110		
61	59	176	176	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	455									110		
61	59	177	177	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	456									110		
61	59	175	175	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	457									107		
61	59	177	177	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	458									107		
62	60	178	178	0.0		0	0	Spanner	3/4	1	1	0													108	12	
62	60	178	178	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	459									108	12	
62	60	179	179	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	460									108	12	
62	60	180	180	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	461									108	12	
62	60	178	178	0.0		0	0	Spanner	3/4	2	1	0													109	13	
62	60	178	178	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	462									109	13	
62	60	179	179	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	463									109	13	
62	60	180	180	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	464									109	13	
62	60	178	178	0.0		0	0	Spanner	3/4	3	1	0													110	14	
62	60	178	178	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	465									110	14	
62	60	179	179	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	466									110	14	
62	60	180	180	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	467									110	14	
62	60	178	178	0.0		0	0	Spanner	3/4	4	1	0														15	
62	60	178	178	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	468										15	
63	61	181	181	0.0		0	0	Spanner	3/4	1	1	0													108		
63	61	181	181	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	469									108		
63	61	182	182	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	470									108		
63	61	183	183	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	471											
63	61	181	181	0.0		0	0	Spanner	3/4	2	1	0															
63	61	181	181	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	472											
63	61	181	181	0.0		0	0	Spanner	3/4	3	1	0													110		
63	61	181	181	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	473									110		
63	61	182	182	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	474									110		
63	61	183	183	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	475											
63	61	181	181	0.0		0	0	Spanner	3/4	4	1	0															
63	61	181	181	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	476											
64	62	184	184	0.0		0	0	Dynamic	3/4	1	1	0					pp										
64	62	184	184	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	477									111		
64	62	184	184	0.0		0	0	Dynamic	3/4	2	1	0					pp										
64	62	184	184	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	478									112		
64	62	184	184	0.0		0	0	Dynamic	3/4	3	1	0					pp										
64	62	184	184	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	479									113		
64	62	184	184	0.0		0	0	Dynamic	3/4	4	1	0					pp										
64	62	184	184	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	480									114		
65	63		187	2.0	1	0	0	Chord	3/4	1	1	1/2		1/2	1	481											
65	63		187	2.0	1	0	0	Chord	3/4	2	1	1/2		1/2	1	482											
65	63		187	2.0	1	0	0	Chord	3/4	3	1	1/2		1/2	1	483											
65	63		187	2.0	1	0	0	Chord	3/4	4	1	1/2		1/2	1	484											
66	63	187	189	1.5	2	0	0	Chord	3/4	1	1	3/8		1/4	3/2	485											
66	63	377/2	381/2	0.0	2	3/8	3/8	Dynamic	3/4	1	1	0					pp										
66	63	377/2	381/2	0.5	2	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	486									115		
66	63	189	191	0.5	2	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	487									115		
66	63	379/2	383/2	0.5	2	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	488									115		
66	63	187	189	2.0	2	0	0	Chord	3/4	2	1	1/2		1/2	1	489											
66	63	187	189	2.0	2	0	0	Chord	3/4	3	1	1/2		1/2	1	490											
66	63	187	189	2.0	2	0	0	Chord	3/4	4	1	1/2		1/2	1	491											
67	64	190	192	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	492									115		
67	64	381/2	385/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	493									115		
67	64	191	193	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	494									115		
67	64	383/2	387/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	495									115		
67	64	192	194	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	496									115		
67	64	385/2	389/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	497									115		
67	64	190	192	0.0		0	0	Dynamic	3/4	2	1	0					pp										
67	64	190	192	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	498											
67	64	190	192	0.0		0	0	Dynamic	3/4	3	1	0					pp										
67	64	190	192	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	499											
67	64	190	192	0.0		0	0	Dynamic	3/4	4	1	0					pp										
67	64	190	192	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	500											
68	65	193	195	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	501									115		
68	65	387/2	391/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	502									115		
68	65	194	196	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	503									115		
68	65	389/2	393/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	504									115		
68	65	195	197	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	505									115		
68	65	391/2	395/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	506											
68	65	193	195	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	507											
68	65	193	195	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	508											
68	65	193	195	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	509											
69	66	196	198	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	510									116		
