mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	crescendo_line	decrescendo_hairpin	Trill:trill
20	18	53	53	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	322														
20	18	54	54	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	323														
21	19	109/2	109/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	324														
21	19	55	55	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	325														
21	19	111/2	111/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	326														
21	19	56	56	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	327														
21	19	113/2	113/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	328														
21	19	57	57	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	329														
21	19	109/2	109/2	0.0	0	0	Spanner	6/8	2	1	0																			0
21	19	109/2	109/2	3.0	0	0	Chord	6/8	2	1	3/4			1/2	3/2	330		articAccentBelow												0
21	19	109/2	109/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	331														
21	19	55	55	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	332														
21	19	111/2	111/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	333														
21	19	56	56	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	334														
21	19	113/2	113/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	335														
21	19	57	57	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	336														
21	19	109/2	109/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	337														
21	19	56	56	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	338														
22	20	115/2	115/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	339														
22	20	59	59	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	340														
22	20	60	60	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	341														
22	20	115/2	115/2	3.0	0	0	Chord	6/8	2	1	3/4			1/2	3/2	342														0
22	20	115/2	115/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	343														
22	20	58	58	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	344														
22	20	117/2	117/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	345														
22	20	59	59	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	346														
22	20	119/2	119/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	347														
22	20	60	60	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	348														
22	20	115/2	115/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	349														
22	20	60	60	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	350														
23	21	121/2	121/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	351														
23	21	61	61	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	352														
23	21	123/2	123/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	353														
23	21	62	62	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	354														
23	21	125/2	125/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	355														
23	21	63	63	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	356														
23	21	121/2	121/2	0.0	0	0	Spanner	6/8	2	1	0																			
23	21	121/2	121/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	357		articStaccatoBelow												
23	21	61	61	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	358		articStaccatoBelow												
23	21	123/2	123/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	359		articStaccatoBelow												
23	21	62	62	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	360		articStaccatoBelow												
23	21	125/2	125/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	361		articStaccatoBelow												
23	21	63	63	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	362		articStaccatoBelow												
23	21	121/2	121/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	363														
23	21	61	61	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	364														
23	21	123/2	123/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	365														
23	21	62	62	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	366														
23	21	125/2	125/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	367														
23	21	63	63	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	368														
23	21	121/2	121/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	369														
23	21	61	61	0.5	1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	370														
23	21	123/2	123/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	371														
23	21	62	62	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	372														
23	21	125/2	125/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	373														
23	21	63	63	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	374														
24	22	127/2	127/2	0.0	0	0	Spanner	6/8	1	1	0																7			
24	22	127/2	127/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	375											7			
24	22	64	64	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	376											7			
24	22	129/2	129/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	377											7			
24	22	65	65	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	378											7			
24	22	131/2	131/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	379											7			
24	22	66	66	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	380											7			
24	22	127/2	127/2	0.0	0	0	Spanner	6/8	2	1	0																8			
24	22	127/2	127/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	381		articStaccatoBelow									8			
24	22	64	64	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	382		articStaccatoBelow									8			
24	22	129/2	129/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	383		articStaccatoBelow									8			
24	22	65	65	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	384		articStaccatoAbove									8			
24	22	131/2	131/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	385		articStaccatoAbove									8			
24	22	66	66	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	386		articStaccatoAbove									8			
24	22	127/2	127/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	387														
24	22	127/2	127/2	0.0	0	0	Spanner	6/8	4	1	0																9			
24	22	127/2	127/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	388											9			
24	22	64	64	0.5	1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	389											9			
24	22	129/2	129/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	390											9			
24	22	65	65	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	391											9			
24	22	131/2	131/2	0.0	1/2	1/2	Spanner	6/8	4	1	0																			
25	23	133/2	133/2	0.0	0	0	Spanner	6/8	1	1	0																			
25	23	133/2	133/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	392														
25	23	67	67	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	393														
25	23	135/2	135/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	394														
25	23	68	68	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	395														
25	23	137/2	137/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	396														
25	23	69	69	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	397														
25	23	133/2	133/2	0.0	0	0	Spanner	6/8	2	1	0																			
25	23	133/2	133/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	398		articStaccatoBelow												
25	23	67	67	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	399		articStaccatoBelow												
25	23	135/2	135/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	400		articStaccatoBelow												
25	23	68	68	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	401														
25	23	69	69	0.0	5/8	5/8	Dynamic	6/8	3	1	0						p													
25	23	69	69	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	402														
25	23	133/2	133/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	403														
25	23	68	68	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	404														
26	24	139/2	139/2	0.0	0	0	Dynamic	6/8	1	1	0						p													
26	24	139/2	139/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	405														
26	24	71	71	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	406														
26	24	72	72	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	407														
26	24	139/2	139/2	0.0	0	0	Dynamic	6/8	2	1	0						p													
26	24	139/2	139/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	408														
26	24	71	71	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	409														
26	24	72	72	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	410														
26	24	139/2	139/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	411														
26	24	70	70	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	412														
26	24	141/2	141/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	413														
26	24	71	71	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	414														
26	24	143/2	143/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	415														
26	24	72	72	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	416														
26	24	139/2	139/2	0.0	0	0	Dynamic	6/8	4	1	0						p													
26	24	139/2	139/2	1.5	0	0	Chord	6/8	4	1	3/8			1/4	3/2	417														
26	24	71	71	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	418														
26	24	72	72	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	419														
27	25	145/2	145/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	420														
27	25	74	74	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	421														
27	25	75	75	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	422														
27	25	145/2	145/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	423														
27	25	74	74	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	424														
27	25	75	75	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	425														
27	25	145/2	145/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	426														
27	25	73	73	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	427														
27	25	147/2	147/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	428														
27	25	74	74	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	429														
27	25	149/2	149/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	430														
27	25	75	75	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	431														
27	25	145/2	145/2	1.5	0	0	Chord	6/8	4	1	3/8			1/4	3/2	432														
27	25	74	74	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	433														
27	25	75	75	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	434														
28	26	151/2	151/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	435														
28	26	76	76	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	436														
28	26	153/2	153/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	437														
28	26	77	77	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	438														
28	26	155/2	155/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	439														
28	26	78	78	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	440														
28	26	151/2	151/2	0.0	0	0	Spanner	6/8	2	1	0																			1
28	26	151/2	151/2	3.0	0	0	Chord	6/8	2	1	3/4			1/2	3/2	441		articAccentBelow												1
28	26	151/2	151/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	442														
28	26	76	76	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	443														
28	26	153/2	153/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	444														
28	26	77	77	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	445														
28	26	155/2	155/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	446														
28	26	78	78	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	447														
28	26	151/2	151/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	448														
28	26	77	77	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	449														
29	27	157/2	157/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	450														
29	27	80	80	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	451														
29	27	81	81	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	452														
29	27	157/2	157/2	3.0	0	0	Chord	6/8	2	1	3/4			1/2	3/2	453														1
29	27	157/2	157/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	454														
29	27	79	79	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	455														
29	27	159/2	159/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	456														
29	27	80	80	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	457														
29	27	161/2	161/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	458														
29	27	81	81	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	459														
29	27	157/2	157/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	460														
29	27	81	81	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	461														
30	28	163/2	163/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	462														
30	28	82	82	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	463														
30	28	165/2	165/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	464														
30	28	83	83	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	465														
30	28	167/2	167/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	466														
30	28	84	84	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	467														
30	28	163/2	163/2	0.0	0	0	Spanner	6/8	2	1	0																			
30	28	163/2	163/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	468														
30	28	82	82	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	469														
30	28	165/2	165/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	470														
30	28	83	83	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	471														
30	28	167/2	167/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	472														
30	28	84	84	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	473														
30	28	163/2	163/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	474														
30	28	82	82	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	475														
30	28	165/2	165/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	476														
30	28	83	83	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	477														
30	28	167/2	167/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	478														
30	28	84	84	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	479														
30	28	163/2	163/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	480														
30	28	82	82	0.5	1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	481														
30	28	165/2	165/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	482														
30	28	83	83	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	483														
30	28	167/2	167/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	484														
30	28	84	84	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	485														
31	29	169/2	169/2	0.0	0	0	Spanner	6/8	1	1	0																10			
31	29	169/2	169/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	486											10			
31	29	85	85	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	487											10			
31	29	171/2	171/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	488											10			
31	29	86	86	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	489											10			
31	29	173/2	173/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	490											10			
31	29	87	87	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	491											10			
31	29	169/2	169/2	0.0	0	0	Spanner	6/8	2	1	0																11			
31	29	169/2	169/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	492											11			
31	29	85	85	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	493											11			
31	29	171/2	171/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	494											11			
31	29	86	86	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	495											11			
31	29	173/2	173/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	496											11			
31	29	87	87	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	497											11			
31	29	169/2	169/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	498														
31	29	169/2	169/2	0.0	0	0	Spanner	6/8	4	1	0																12			
31	29	169/2	169/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	499											12			
31	29	85	85	0.5	1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	500											12			
31	29	171/2	171/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	501											12			
31	29	86	86	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	502											12			
31	29	173/2	173/2	0.0	1/2	1/2	Spanner	6/8	4	1	0																			
32	30	175/2	175/2	0.0	0	0	Spanner	6/8	1	1	0																			
32	30	175/2	175/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	503														
32	30	88	88	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	504														
32	30	177/2	177/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	505														
32	30	89	89	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	506														
32	30	179/2	179/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	507														
32	30	90	90	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	508														
32	30	175/2	175/2	0.0	0	0	Spanner	6/8	2	1	0																			
32	30	175/2	175/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	509														
32	30	88	88	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	510														
32	30	177/2	177/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	511														
32	30	89	89	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	512														
32	30	179/2	179/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	513														
32	30	90	90	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	514														
32	30	90	90	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	515														
32	30	175/2	175/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	516														
32	30	89	89	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	517														
33	31	181/2	181/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	518														
33	31	92	92	0.0	3/8	3/8	StaffText	6/8	1	1	0								cresc.											
33	31	92	92	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	519														
33	31	93	93	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	520														
33	31	181/2	181/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	521														
33	31	92	92	0.0	3/8	3/8	StaffText	6/8	2	1	0								cresc.											
33	31	92	92	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	522														
33	31	93	93	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	523														
33	31	181/2	181/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	524														
33	31	91	91	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	525														
33	31	183/2	183/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	526														
