mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible
3	3	8	8	4.0		0	0	Chord	4/4	4	1	1		1	1	38					
4	4	12	12	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	39					
4	4	27/2	27/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	40					
4	4	14	14	1.5		1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	41					
4	4	31/2	31/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	42					
4	4	12	12	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	43					
4	4	25/2	25/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	44					
4	4	27/2	27/2	1.0		3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	45					
4	4	29/2	29/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	46					
4	4	31/2	31/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	47					
4	4	12	12	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	48					
4	4	25/2	25/2	1.0		1/8	1/8	Chord	4/4	3	1	1/4		1/4	1	49					
4	4	27/2	27/2	1.0		3/8	3/8	Chord	4/4	3	1	1/4		1/4	1	50					
4	4	29/2	29/2	1.0		5/8	5/8	Chord	4/4	3	1	1/4		1/4	1	51					
4	4	31/2	31/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	52					
4	4	12	12	4.0		0	0	Chord	4/4	4	1	1		1	1	53					
5	5	16	16	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	54					
5	5	17	17	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	55					
5	5	19	19	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	56					
5	5	39/2	39/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	57					
5	5	33/2	33/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	58					
5	5	35/2	35/2	1.0		3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	59					
5	5	37/2	37/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	60					
5	5	39/2	39/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	61					
5	5	33/2	33/2	1.0		1/8	1/8	Chord	4/4	3	1	1/4		1/4	1	62					
5	5	35/2	35/2	1.0		3/8	3/8	Chord	4/4	3	1	1/4		1/4	1	63					
5	5	37/2	37/2	1.0		5/8	5/8	Chord	4/4	3	1	1/4		1/4	1	64					
5	5	39/2	39/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	65					
5	5	16	16	4.0		0	0	Chord	4/4	4	1	1		1	1	66					
6	6	20	20	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	67					
6	6	21	21	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	68					
6	6	22	22	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	69					
6	6	23	23	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	70					
6	6	20	20	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	71					
6	6	41/2	41/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	72					
6	6	43/2	43/2	1.0		3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	73					
6	6	45/2	45/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	74					
6	6	47/2	47/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	75					
6	6	41/2	41/2	1.0		1/8	1/8	Chord	4/4	3	1	1/4		1/4	1	76					
6	6	43/2	43/2	1.0		3/8	3/8	Chord	4/4	3	1	1/4		1/4	1	77					
6	6	45/2	45/2	1.0		5/8	5/8	Chord	4/4	3	1	1/4		1/4	1	78					
6	6	47/2	47/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	79					
6	6	20	20	4.0		0	0	Chord	4/4	4	1	1		1	1	80					
7	7	24	24	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	81					
7	7	25	25	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	82					
7	7	27	27	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	83					
7	7	55/2	55/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	84					
7	7	24	24	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	85					
7	7	49/2	49/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	86					
7	7	51/2	51/2	1.0		3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	87					
7	7	53/2	53/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	88					
7	7	55/2	55/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	89					
7	7	24	24	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	90					
7	7	49/2	49/2	1.0		1/8	1/8	Chord	4/4	3	1	1/4		1/4	1	91					
7	7	51/2	51/2	1.0		3/8	3/8	Chord	4/4	3	1	1/4		1/4	1	92					
7	7	53/2	53/2	1.0		5/8	5/8	Chord	4/4	3	1	1/4		1/4	1	93					
7	7	55/2	55/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	94					
7	7	24	24	4.0		0	0	Chord	4/4	4	1	1		1	1	95					
8	8	28	28	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	96					
8	8	29	29	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	97					
8	8	30	30	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	98					
8	8	31	31	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	99					
8	8	28	28	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	100					
8	8	57/2	57/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	101					
8	8	59/2	59/2	1.0		3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	102					
8	8	61/2	61/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	103					
8	8	63/2	63/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	104					
8	8	28	28	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	105					
8	8	57/2	57/2	1.0		1/8	1/8	Chord	4/4	3	1	1/4		1/4	1	106					
8	8	59/2	59/2	1.0		3/8	3/8	Chord	4/4	3	1	1/4		1/4	1	107					
8	8	61/2	61/2	1.0		5/8	5/8	Chord	4/4	3	1	1/4		1/4	1	108					
8	8	63/2	63/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	109					
8	8	28	28	4.0		0	0	Chord	4/4	4	1	1		1	1	110					
9	9	32	32	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	111					
9	9	33	33	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	112					
9	9	35	35	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	113					
9	9	65/2	65/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	114					
9	9	67/2	67/2	1.0		3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	115					
9	9	69/2	69/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	116					
9	9	71/2	71/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	117					
9	9	65/2	65/2	1.0		1/8	1/8	Chord	4/4	3	1	1/4		1/4	1	118					
9	9	67/2	67/2	1.0		3/8	3/8	Chord	4/4	3	1	1/4		1/4	1	119					
9	9	69/2	69/2	1.0		5/8	5/8	Chord	4/4	3	1	1/4		1/4	1	120					
9	9	71/2	71/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	121					
9	9	32	32	4.0		0	0	Chord	4/4	4	1	1		1	1	122					
10	10	36	36	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	123					
10	10	37	37	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	124					
10	10	38	38	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	125					
10	10	39	39	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	126					
10	10	73/2	73/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	127					
10	10	75/2	75/2	1.0		3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	128					
10	10	77/2	77/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	129					
10	10	79/2	79/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	130					
10	10	73/2	73/2	1.0		1/8	1/8	Chord	4/4	3	1	1/4		1/4	1	131					
10	10	75/2	75/2	1.0		3/8	3/8	Chord	4/4	3	1	1/4		1/4	1	132					
10	10	77/2	77/2	1.0		5/8	5/8	Chord	4/4	3	1	1/4		1/4	1	133					
10	10	79/2	79/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	134					
10	10	36	36	4.0		0	0	Chord	4/4	4	1	1		1	1	135					
11	11	40	40	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	136					
11	11	42	42	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	137					
11	11	43	43	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	138					
11	11	40	40	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	139					
11	11	81/2	81/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	140					
11	11	83/2	83/2	1.0		3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	141					
11	11	85/2	85/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	142					
11	11	87/2	87/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	143					
11	11	40	40	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	144					
11	11	81/2	81/2	1.0		1/8	1/8	Chord	4/4	3	1	1/4		1/4	1	145					
11	11	83/2	83/2	1.0		3/8	3/8	Chord	4/4	3	1	1/4		1/4	1	146					
11	11	85/2	85/2	1.0		5/8	5/8	Chord	4/4	3	1	1/4		1/4	1	147					
11	11	87/2	87/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	148					
11	11	40	40	4.0		0	0	Chord	4/4	4	1	1		1	1	149					
12	12	44	44	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	150					
12	12	91/2	91/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	151					
12	12	46	46	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	152					
12	12	47	47	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	153					
12	12	44	44	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	154					
12	12	89/2	89/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	155					
12	12	91/2	91/2	1.0		3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	156					
12	12	93/2	93/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	157					
12	12	95/2	95/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	158					
12	12	44	44	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	159					
12	12	89/2	89/2	1.0		1/8	1/8	Chord	4/4	3	1	1/4		1/4	1	160					
12	12	91/2	91/2	1.0		3/8	3/8	Chord	4/4	3	1	1/4		1/4	1	161					
12	12	93/2	93/2	1.0		5/8	5/8	Chord	4/4	3	1	1/4		1/4	1	162					
12	12	95/2	95/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	163					
12	12	44	44	4.0		0	0	Chord	4/4	4	1	1		1	1	164					
13	13	48	48	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	165					
13	13	49	49	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	166					
13	13	51	51	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	167					
13	13	103/2	103/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	168					
13	13	97/2	97/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	169					
13	13	99/2	99/2	1.0		3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	170					
13	13	101/2	101/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	171					
13	13	103/2	103/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	172					
13	13	97/2	97/2	1.0		1/8	1/8	Chord	4/4	3	1	1/4		1/4	1	173					
13	13	99/2	99/2	1.0		3/8	3/8	Chord	4/4	3	1	1/4		1/4	1	174					
13	13	101/2	101/2	1.0		5/8	5/8	Chord	4/4	3	1	1/4		1/4	1	175					
13	13	103/2	103/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	176					
13	13	48	48	2.0		0	0	Chord	4/4	4	1	1/2		1/2	1	177					
13	13	50	50	2.0		1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	178					
14	14	52	52	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	179					
14	14	53	53	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	180					
14	14	54	54	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	181					
14	14	55	55	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	182					
14	14	105/2	105/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	183					
14	14	107/2	107/2	1.0		3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	184					
14	14	109/2	109/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	185					
14	14	111/2	111/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	186					
14	14	105/2	105/2	1.0		1/8	1/8	Chord	4/4	3	1	1/4		1/4	1	187					
14	14	107/2	107/2	1.0		3/8	3/8	Chord	4/4	3	1	1/4		1/4	1	188					
14	14	109/2	109/2	1.0		5/8	5/8	Chord	4/4	3	1	1/4		1/4	1	189					
14	14	111/2	111/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	190					
14	14	52	52	2.0		0	0	Chord	4/4	4	1	1/2		1/2	1	191					
14	14	54	54	2.0		1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	192					
15	15	56	56	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	193					
15	15	57	57	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	194					
15	15	59	59	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	195					
15	15	119/2	119/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	196					
15	15	113/2	113/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	197					
15	15	115/2	115/2	1.0		3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	198					
15	15	117/2	117/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	199					
15	15	119/2	119/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	200					
15	15	113/2	113/2	1.0		1/8	1/8	Chord	4/4	3	1	1/4		1/4	1	201					
15	15	115/2	115/2	1.0		3/8	3/8	Chord	4/4	3	1	1/4		1/4	1	202					
15	15	117/2	117/2	1.0		5/8	5/8	Chord	4/4	3	1	1/4		1/4	1	203					
15	15	119/2	119/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	204					
15	15	56	56	2.0		0	0	Chord	4/4	4	1	1/2		1/2	1	205					
15	15	58	58	2.0		1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	206					
16	16	60	60	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	207					
16	16	61	61	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	208					
16	16	62	62	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	209					
16	16	63	63	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	210					
16	16	121/2	121/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	211					
16	16	123/2	123/2	1.0		3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	212					
16	16	125/2	125/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	213					
16	16	127/2	127/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	214					
16	16	121/2	121/2	1.0		1/8	1/8	Chord	4/4	3	1	1/4		1/4	1	215					
16	16	123/2	123/2	1.0		3/8	3/8	Chord	4/4	3	1	1/4		1/4	1	216					
16	16	125/2	125/2	1.0		5/8	5/8	Chord	4/4	3	1	1/4		1/4	1	217					
16	16	127/2	127/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	218					
16	16	60	60	2.0		0	0	Chord	4/4	4	1	1/2		1/2	1	219					
16	16	62	62	2.0		1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	220					
17	17	64	64	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	221					
17	17	65	65	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	222					
17	17	67	67	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	223					
17	17	129/2	129/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	224					
17	17	131/2	131/2	1.0		3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	225					
17	17	133/2	133/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	226					
17	17	135/2	135/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	227					
17	17	129/2	129/2	1.0		1/8	1/8	Chord	4/4	3	1	1/4		1/4	1	228					
17	17	131/2	131/2	1.0		3/8	3/8	Chord	4/4	3	1	1/4		1/4	1	229					
17	17	133/2	133/2	1.0		5/8	5/8	Chord	4/4	3	1	1/4		1/4	1	230					
17	17	135/2	135/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	231					
17	17	64	64	2.0		0	0	Chord	4/4	4	1	1/2		1/2	1	232					
17	17	66	66	1.0		1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	233					
17	17	67	67	1.0		3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	234					
18	18	68	68	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	235					
18	18	70	70	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	236					
18	18	141/2	141/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	237					
18	18	71	71	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	238					
18	18	143/2	143/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	239					
18	18	68	68	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	240					
18	18	137/2	137/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	241					
18	18	69	69	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	242					
18	18	139/2	139/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	243					
18	18	70	70	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	244					
18	18	141/2	141/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	245					
18	18	71	71	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	246					
18	18	143/2	143/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	247					
18	18	68	68	1.0		0	0	Chord	4/4	3	1	1/4		1/4	1	248					
18	18	69	69	0.5		1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	249					
18	18	139/2	139/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	250					
18	18	70	70	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	251					
18	18	141/2	141/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	252					
18	18	71	71	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	253					
18	18	143/2	143/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	254					
18	18	68	68	4.0		0	0	Chord	4/4	4	1	1		1	1	255					
19	19	72	72	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	256					
19	19	145/2	145/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	257					
19	19	73	73	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	258					
19	19	147/2	147/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	259					
19	19	74	74	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	260					
19	19	149/2	149/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	261					
19	19	75	75	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	262					
19	19	151/2	151/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	263					
19	19	72	72	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	264					
19	19	145/2	145/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	265					
19	19	147/2	147/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	266					
19	19	74	74	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	267					
19	19	149/2	149/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	268					
19	19	75	75	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	269					
19	19	151/2	151/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	270					
19	19	72	72	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	271					
19	19	145/2	145/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	272					
19	19	73	73	0.5		1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	273					
19	19	147/2	147/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	274					
19	19	74	74	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	275					
19	19	149/2	149/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	276					
19	19	75	75	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	277					
19	19	151/2	151/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	278					
19	19	72	72	4.0		0	0	Chord	4/4	4	1	1		1	1	279					
20	20	76	76	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	280					
20	20	155/2	155/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	281					
20	20	78	78	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	282					
20	20	79	79	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	283					
20	20	76	76	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	284					
20	20	153/2	153/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	285					
20	20	77	77	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	286					
20	20	155/2	155/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	287					
20	20	78	78	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	288					
20	20	157/2	157/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	289					
20	20	79	79	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	290					
20	20	159/2	159/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	291					
20	20	76	76	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	292					
20	20	153/2	153/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	293					
