mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible
70	70	1117/4	1117/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1441					
70	70	559/2	559/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1442					
70	70	1119/4	1119/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1443					
70	70	276	276	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1444					
70	70	278	278	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1445					
70	70	276	276	2.0		0	0	Chord	4/4	3	1	1/2		1/2	1	1446					
70	70	276	276	2.0		0	0	Chord	4/4	4	1	1/2		1/2	1	1447					
70	70	278	278	2.0		1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	1448					
71	71	280	280	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1449					
71	71	281	281	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1450					
71	71	1125/4	1125/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1451					
71	71	563/2	563/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1452					
71	71	1127/4	1127/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1453					
71	71	282	282	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1454					
71	71	1129/4	1129/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1455					
71	71	565/2	565/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1456					
71	71	1131/4	1131/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1457					
71	71	283	283	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1458					
71	71	1133/4	1133/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1459					
71	71	567/2	567/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1460					
71	71	1135/4	1135/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1461					
71	71	281	281	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1462					
71	71	282	282	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1463					
71	71	283	283	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1464					
71	71	280	280	4.0		0	0	Chord	4/4	3	1	1		1	1	1465					
71	71	281	281	1.0		1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	1466					
71	71	282	282	1.0		1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1467					
71	71	283	283	1.0		3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	1468					
72	72	284	284	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	1469					
72	72	1137/4	1137/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1470					
72	72	569/2	569/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1471					
72	72	1139/4	1139/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1472					
72	72	285	285	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1473					
72	72	1141/4	1141/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1474					
72	72	571/2	571/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1475					
72	72	1143/4	1143/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1476					
72	72	286	286	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1477					
72	72	1145/4	1145/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1478					
72	72	573/2	573/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1479					
72	72	1147/4	1147/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1480					
72	72	287	287	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1481					
72	72	1149/4	1149/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1482					
72	72	575/2	575/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1483					
72	72	1151/4	1151/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1484					
72	72	284	284	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1485					
72	72	286	286	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1486					
72	72	284	284	2.0		0	0	Chord	4/4	3	1	1/2		1/2	1	1487					
72	72	284	284	2.0		0	0	Chord	4/4	4	1	1/2		1/2	1	1488					
72	72	286	286	2.0		1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	1489					
73	73	288	288	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1490					
73	73	289	289	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1491					
73	73	290	290	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1492					
73	73	291	291	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1493					
73	73	289	289	0.25		1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	1494					
73	73	1157/4	1157/4	0.25		5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	1495					
73	73	579/2	579/2	0.25		3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	1496					
73	73	1159/4	1159/4	0.25		7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	1497					
73	73	290	290	0.25		1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	1498					
73	73	1161/4	1161/4	0.25		9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	1499					
73	73	581/2	581/2	0.25		5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1500					
73	73	1163/4	1163/4	0.25		11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1501					
73	73	291	291	0.25		3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	1502					
73	73	1165/4	1165/4	0.25		13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	1503					
73	73	583/2	583/2	0.25		7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1504					
73	73	1167/4	1167/4	0.25		15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1505					
73	73	288	288	0.5		0	0	Chord	4/4	4	1	1/8		1/8	1	1506					
73	73	289	289	1.0		1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	1507					
73	73	290	290	1.0		1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1508					
73	73	291	291	1.0		3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	1509					
74	74	292	292	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1510					
74	74	293	293	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1511					
74	74	294	294	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1512					
74	74	293	293	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1513					
74	74	1173/4	1173/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1514					
74	74	587/2	587/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1515					
74	74	1175/4	1175/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1516					
74	74	294	294	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1517					
74	74	1177/4	1177/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1518					
74	74	589/2	589/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1519					
74	74	1179/4	1179/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1520					
74	74	295	295	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1521					
74	74	1181/4	1181/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1522					
74	74	591/2	591/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1523					
74	74	1183/4	1183/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1524					
74	74	292	292	0.25		0	0	Chord	4/4	3	1	1/16		1/16	1	1525					
74	74	1169/4	1169/4	0.25		1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	1526					
74	74	585/2	585/2	0.25		1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	1527					
74	74	1171/4	1171/4	0.25		3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	1528					
74	74	293	293	0.5		1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	1529					
74	74	295	295	0.25		3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	1530					
74	74	1181/4	1181/4	0.25		13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	1531					
74	74	591/2	591/2	0.25		7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1532					
74	74	1183/4	1183/4	0.25		15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1533					
74	74	292	292	1.0		0	0	Chord	4/4	4	1	1/4		1/4	1	1534					
74	74	293	293	2.0		1/4	1/4	Chord	4/4	4	1	1/2		1/2	1	1535					
74	74	295	295	1.0		3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	1536					
75	75	296	296	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	1537					
75	75	1185/4	1185/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1538					
75	75	593/2	593/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1539					
75	75	1187/4	1187/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1540					
75	75	297	297	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1541					
75	75	1189/4	1189/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1542					
75	75	595/2	595/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1543					
75	75	1191/4	1191/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1544					
75	75	298	298	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1545					
75	75	1193/4	1193/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1546					
75	75	597/2	597/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1547					
75	75	1195/4	1195/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1548					
75	75	299	299	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1549					
75	75	1197/4	1197/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1550					
75	75	599/2	599/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1551					
75	75	1199/4	1199/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1552					
75	75	296	296	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	1553					
75	75	1185/4	1185/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1554					
75	75	593/2	593/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1555					
75	75	1187/4	1187/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1556					
75	75	297	297	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1557					
75	75	1189/4	1189/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1558					
75	75	595/2	595/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1559					
75	75	1191/4	1191/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1560					
75	75	298	298	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1561					
75	75	299	299	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1562					
75	75	1197/4	1197/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1563					
75	75	599/2	599/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1564					
75	75	1199/4	1199/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1565					
75	75	296	296	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	1566					
75	75	297	297	0.25		1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	1567					
75	75	1189/4	1189/4	0.25		5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	1568					
75	75	595/2	595/2	0.25		3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	1569					
75	75	1191/4	1191/4	0.25		7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	1570					
75	75	298	298	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1571					
75	75	299	299	0.25		3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	1572					
75	75	1197/4	1197/4	0.25		13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	1573					
75	75	599/2	599/2	0.25		7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1574					
75	75	1199/4	1199/4	0.25		15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1575					
75	75	296	296	0.25		0	0	Chord	4/4	4	1	1/16		1/16	1	1576					
75	75	1185/4	1185/4	0.25		1/16	1/16	Chord	4/4	4	1	1/16		1/16	1	1577					
75	75	593/2	593/2	0.25		1/8	1/8	Chord	4/4	4	1	1/16		1/16	1	1578					
75	75	1187/4	1187/4	0.25		3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	1579					
75	75	297	297	0.25		1/4	1/4	Chord	4/4	4	1	1/16		1/16	1	1580					
75	75	1189/4	1189/4	0.25		5/16	5/16	Chord	4/4	4	1	1/16		1/16	1	1581					
75	75	595/2	595/2	0.25		3/8	3/8	Chord	4/4	4	1	1/16		1/16	1	1582					
75	75	1191/4	1191/4	0.25		7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1583					
75	75	298	298	0.25		1/2	1/2	Chord	4/4	4	1	1/16		1/16	1	1584					
75	75	1193/4	1193/4	0.25		9/16	9/16	Chord	4/4	4	1	1/16		1/16	1	1585					
75	75	597/2	597/2	0.25		5/8	5/8	Chord	4/4	4	1	1/16		1/16	1	1586					
75	75	1195/4	1195/4	0.25		11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	1587					
75	75	299	299	0.25		3/4	3/4	Chord	4/4	4	1	1/16		1/16	1	1588					
75	75	1197/4	1197/4	0.25		13/16	13/16	Chord	4/4	4	1	1/16		1/16	1	1589					
75	75	599/2	599/2	0.25		7/8	7/8	Chord	4/4	4	1	1/16		1/16	1	1590					
75	75	1199/4	1199/4	0.25		15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	1591					
76	76	300	300	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	1592					
76	76	1201/4	1201/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1593					
76	76	601/2	601/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1594					
76	76	1203/4	1203/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1595					
76	76	301	301	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1596					
76	76	1205/4	1205/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1597					
76	76	603/2	603/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1598					
76	76	1207/4	1207/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1599					
76	76	302	302	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1600					
76	76	1209/4	1209/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1601					
76	76	605/2	605/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1602					
76	76	1211/4	1211/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1603					
76	76	303	303	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1604					
76	76	1213/4	1213/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1605					
76	76	607/2	607/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1606					
76	76	1215/4	1215/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1607					
76	76	300	300	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1608					
76	76	300	300	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	1609					
76	76	300	300	0.5		0	0	Chord	4/4	4	1	1/8		1/8	1	1610					
77	77	304	304	0.75		0	0	Chord	4/4	1	1	3/16		1/8	3/2	1611					
77	77	1219/4	1219/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1612					
77	77	305	305	0.75		1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	1613					
77	77	1223/4	1223/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1614					
77	77	306	306	0.75		1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	1615					
77	77	1227/4	1227/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1616					
77	77	307	307	0.75		3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	1617					
77	77	1231/4	1231/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1618					
77	77	1219/4	1219/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1619					
77	77	305	305	0.75		1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	1620					
77	77	1223/4	1223/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1621					
77	77	306	306	0.75		1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	1622					
77	77	1227/4	1227/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1623					
77	77	307	307	0.75		3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	1624					
77	77	1231/4	1231/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1625					
77	77	304	304	0.75		0	0	Chord	4/4	3	1	3/16		1/8	3/2	1626					
77	77	1219/4	1219/4	0.25		3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	1627					
77	77	305	305	0.75		1/4	1/4	Chord	4/4	3	1	3/16		1/8	3/2	1628					
77	77	1223/4	1223/4	0.25		7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	1629					
77	77	306	306	0.75		1/2	1/2	Chord	4/4	3	1	3/16		1/8	3/2	1630					
77	77	1227/4	1227/4	0.25		11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1631					
77	77	307	307	0.75		3/4	3/4	Chord	4/4	3	1	3/16		1/8	3/2	1632					
77	77	1231/4	1231/4	0.25		15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1633					
77	77	304	304	0.75		0	0	Chord	4/4	4	1	3/16		1/8	3/2	1634					
77	77	1219/4	1219/4	0.25		3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	1635					
77	77	305	305	0.75		1/4	1/4	Chord	4/4	4	1	3/16		1/8	3/2	1636					
77	77	1223/4	1223/4	0.25		7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1637					
77	77	306	306	0.75		1/2	1/2	Chord	4/4	4	1	3/16		1/8	3/2	1638					
77	77	1227/4	1227/4	0.25		11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	1639					
77	77	307	307	0.75		3/4	3/4	Chord	4/4	4	1	3/16		1/8	3/2	1640					
77	77	1231/4	1231/4	0.25		15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	1641					
78	78	308	308	0.75		0	0	Chord	4/4	1	1	3/16		1/8	3/2	1642					
78	78	1235/4	1235/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1643					
78	78	309	309	1.5		1/4	1/4	Chord	4/4	1	1	3/8		1/4	3/2	1644					
78	78	621/2	621/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1645					
78	78	311	311	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1646					
78	78	623/2	623/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1647					
78	78	308	308	0.75		0	0	Chord	4/4	2	1	3/16		1/8	3/2	1648					
78	78	1235/4	1235/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1649					
78	78	309	309	1.5		1/4	1/4	Chord	4/4	2	1	3/8		1/4	3/2	1650					
78	78	621/2	621/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1651					
78	78	311	311	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1652					
78	78	623/2	623/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1653					
78	78	308	308	0.75		0	0	Chord	4/4	3	1	3/16		1/8	3/2	1654					
78	78	1235/4	1235/4	0.25		3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	1655					
78	78	309	309	1.5		1/4	1/4	Chord	4/4	3	1	3/8		1/4	3/2	1656					
78	78	621/2	621/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	1657					
78	78	311	311	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1658					
78	78	623/2	623/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1659					
78	78	308	308	0.75		0	0	Chord	4/4	4	1	3/16		1/8	3/2	1660					
78	78	1235/4	1235/4	0.25		3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	1661					
78	78	309	309	1.5		1/4	1/4	Chord	4/4	4	1	3/8		1/4	3/2	1662					
78	78	621/2	621/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1663					
78	78	311	311	0.5		3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1664					
78	78	623/2	623/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1665					
79	79	312	312	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1666					
79	79	314	314	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1667					
79	79	312	312	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1668					
79	79	625/2	625/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1669					
79	79	313	313	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1670					
79	79	627/2	627/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1671					
79	79	314	314	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1672					
79	79	629/2	629/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1673					
79	79	315	315	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1674					
79	79	631/2	631/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1675					
79	79	312	312	1.0		0	0	Chord	4/4	3	1	1/4		1/4	1	1676					
79	79	314	314	1.0		1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	1677					
79	79	312	312	1.0		0	0	Chord	4/4	4	1	1/4		1/4	1	1678					
79	79	314	314	1.0		1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1679					
80	80	316	316	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1680					
80	80	317	317	1.5		1/4	1/4	Chord	4/4	1	1	3/8		1/4	3/2	1681					
80	80	637/2	637/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1682					
80	80	319	319	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1683					
80	80	639/2	639/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1684					
80	80	316	316	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1685					
80	80	317	317	1.5		1/4	1/4	Chord	4/4	2	1	3/8		1/4	3/2	1686					
80	80	637/2	637/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1687					
80	80	319	319	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1688					
80	80	639/2	639/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1689					
80	80	316	316	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	1690					
80	80	317	317	1.5		1/4	1/4	Chord	4/4	3	1	3/8		1/4	3/2	1691					
80	80	637/2	637/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	1692					
80	80	319	319	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1693					
80	80	639/2	639/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1694					
80	80	316	316	0.5		0	0	Chord	4/4	4	1	1/8		1/8	1	1695					
80	80	317	317	1.5		1/4	1/4	Chord	4/4	4	1	3/8		1/4	3/2	1696					
80	80	637/2	637/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1697					
80	80	319	319	0.5		3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1698					
80	80	639/2	639/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1699					
81	81	320	320	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1700					
81	81	322	322	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1701					
81	81	320	320	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1702					
81	81	641/2	641/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1703					
81	81	321	321	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1704					
81	81	643/2	643/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1705					
81	81	322	322	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1706					
81	81	645/2	645/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1707					
81	81	323	323	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1708					
81	81	647/2	647/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1709					
81	81	320	320	1.0		0	0	Chord	4/4	3	1	1/4		1/4	1	1710					
81	81	322	322	1.0		1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	1711					
81	81	320	320	1.0		0	0	Chord	4/4	4	1	1/4		1/4	1	1712					
81	81	322	322	1.0		1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1713					
82	82	324	324	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1714					
82	82	325	325	1.5		1/4	1/4	Chord	4/4	1	1	3/8		1/4	3/2	1715					
82	82	653/2	653/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1716					
82	82	327	327	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1717					
82	82	655/2	655/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1718					
82	82	324	324	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1719					
82	82	325	325	1.5		1/4	1/4	Chord	4/4	2	1	3/8		1/4	3/2	1720					
82	82	653/2	653/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1721					
82	82	327	327	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1722					
82	82	655/2	655/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1723					
82	82	324	324	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	1724					
82	82	325	325	1.5		1/4	1/4	Chord	4/4	3	1	3/8		1/4	3/2	1725					
82	82	653/2	653/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	1726					
82	82	327	327	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1727					
