mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	crescendo_line
43	43	168	168	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	1197									197			
43	43	169	169	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	1198									197			
43	43	170	170	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1199									197			
43	43	171	171	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	1200												
44	44	172	172	0.0	0	0	Dynamic	4/4	1	1	0					f											
44	44	172	172	3.0	0	0	Chord	4/4	1	1	3/4		1/2	3/2	1201												
44	44	175	175	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	1202									198			
44	44	703/4	703/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1203												
44	44	172	172	0.0	0	0	Dynamic	4/4	2	1	0					f											
44	44	172	172	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1204									199			
44	44	689/4	689/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1205									199			
44	44	345/2	345/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1206									199			
44	44	691/4	691/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1207									199			
44	44	173	173	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1208									199			
44	44	693/4	693/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1209									199			
44	44	347/2	347/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1210									199			
44	44	695/4	695/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1211												
44	44	174	174	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1212									200			
44	44	697/4	697/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1213									200			
44	44	349/2	349/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1214									200			
44	44	699/4	699/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1215									200			
44	44	175	175	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1216									200			
44	44	701/4	701/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1217									200			
44	44	351/2	351/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1218									200			
44	44	703/4	703/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1219												
44	44	173	173	0.0	1/4	1/4	Dynamic	4/4	3	1	0					f											
44	44	173	173	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	1220									201			
44	44	693/4	693/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	1221									201			
44	44	347/2	347/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	1222									201			
44	44	695/4	695/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	1223									201			
44	44	174	174	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	1224									201			
44	44	697/4	697/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	1225									201			
44	44	349/2	349/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1226									201			
44	44	699/4	699/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1227									201			
44	44	175	175	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	1228									201			
44	44	701/4	701/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	1229									201			
44	44	351/2	351/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1230									201			
44	44	703/4	703/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1231												
44	44	172	172	0.0	0	0	Dynamic	4/4	4	1	0					f											
44	44	172	172	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	1232									202			
44	44	173	173	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	1233												
44	44	174	174	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1234									203			
44	44	175	175	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	1235												
45	45	176	176	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1236									204			
45	45	353/2	353/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1237									204			
45	45	177	177	0.0	1/4	1/4	StaffText	4/4	1	1	0							dimin.						204			
45	45	177	177	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1238									204			
45	45	355/2	355/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1239									204			
45	45	178	178	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1240									204			
45	45	357/2	357/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1241												
45	45	179	179	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1242									205			
45	45	359/2	359/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1243												
45	45	176	176	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1244									206			
45	45	705/4	705/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1245									206			
45	45	353/2	353/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1246									206			
45	45	707/4	707/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1247									206			
45	45	177	177	0.0	1/4	1/4	StaffText	4/4	2	1	0							dimin.						206			
45	45	177	177	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1248									206			
45	45	709/4	709/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1249									206			
45	45	355/2	355/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1250									206			
45	45	711/4	711/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1251									206			
45	45	178	178	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1252												
45	45	176	176	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	1253												
45	45	713/4	713/4	0.0	9/16	9/16	StaffText	4/4	3	1	0							dimin.									
45	45	713/4	713/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	1254									207			
45	45	357/2	357/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1255									207			
45	45	715/4	715/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1256									207			
45	45	179	179	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	1257									207			
45	45	717/4	717/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	1258									207			
45	45	359/2	359/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1259									207			
45	45	719/4	719/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1260												
45	45	176	176	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	1261												
46	46	180	180	0.0	0	0	StaffText	4/4	1	1	0							dimin.									
46	46	180	180	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1262									208			
46	46	361/2	361/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1263												
46	46	181	181	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1264									209			
46	46	363/2	363/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1265												
46	46	182	182	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1266									210			
46	46	365/2	365/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1267												
46	46	183	183	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1268									211			
46	46	367/2	367/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1269												
46	46	721/4	721/4	0.0	1/16	1/16	StaffText	4/4	2	1	0							dimin.									
46	46	721/4	721/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1270									212			
46	46	361/2	361/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1271									212			
46	46	723/4	723/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1272									212			
46	46	181	181	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1273									212			
46	46	725/4	725/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1274									212			
46	46	363/2	363/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1275									212			
46	46	727/4	727/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1276												
46	46	182	182	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1277									213			
46	46	729/4	729/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1278									213			
46	46	365/2	365/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1279									213			
46	46	731/4	731/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1280									213			
46	46	183	183	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1281									213			
46	46	733/4	733/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1282									213			
46	46	367/2	367/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1283									213			
46	46	735/4	735/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1284												
46	46	180	180	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	1285												
46	46	729/4	729/4	0.0	9/16	9/16	StaffText	4/4	3	1	0							dimin.									
46	46	729/4	729/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	1286									214			
46	46	365/2	365/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1287									214			
46	46	731/4	731/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1288									214			
46	46	183	183	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	1289									214			
46	46	733/4	733/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	1290									214			
46	46	367/2	367/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1291									214			
46	46	735/4	735/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1292												
47	47	184	184	0.0	0	0	Dynamic	4/4	1	1	0					p											
47	47	184	184	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1293									215			
47	47	737/4	737/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1294									215			
47	47	369/2	369/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1295									215			
47	47	739/4	739/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1296									215			
47	47	185	185	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1297									215			
47	47	741/4	741/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1298									215			
47	47	371/2	371/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1299									215			
47	47	743/4	743/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1300												
47	47	186	186	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1301									216			
47	47	745/4	745/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1302									216			
47	47	373/2	373/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1303									216			
47	47	747/4	747/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1304									216			
47	47	187	187	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1305									216			
47	47	749/4	749/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1306									216			
47	47	375/2	375/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1307									216			
47	47	751/4	751/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1308												
47	47	184	184	0.0	0	0	Dynamic	4/4	2	1	0					p											
47	47	184	184	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1309									217			
47	47	369/2	369/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1310									217			
47	47	185	185	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1311									217			
47	47	371/2	371/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1312												
47	47	186	186	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1313									218			
47	47	373/2	373/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1314									218			
47	47	187	187	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1315									218			
47	47	375/2	375/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1316												
47	47	184	184	0.0	0	0	Dynamic	4/4	3	1	0					p											
47	47	184	184	4.0	0	0	Chord	4/4	3	1	1		1	1	1317												
47	47	184	184	0.0	0	0	StaffText	4/4	4	1	0							dolce									
47	47	184	184	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	1318									219			
47	47	186	186	1.5	1/2	1/2	Chord	4/4	4	1	3/8		1/4	3/2	1319									219			
47	47	375/2	375/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1320												
48	48	188	188	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1321									220			
48	48	753/4	753/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1322									220			
48	48	377/2	377/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1323									220			
48	48	755/4	755/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1324									220			
48	48	189	189	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1325									220			
48	48	757/4	757/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1326									220			
48	48	379/2	379/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1327									220			
48	48	759/4	759/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1328												
48	48	190	190	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1329									221			
48	48	761/4	761/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1330									221			
48	48	381/2	381/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1331									221			
48	48	763/4	763/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1332									221			
48	48	191	191	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1333									221			
48	48	765/4	765/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1334									221			
48	48	383/2	383/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1335									221			
48	48	767/4	767/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1336												
48	48	377/2	377/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1337									222			
48	48	189	189	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1338									222			
48	48	379/2	379/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1339												
48	48	190	190	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1340									223			
48	48	381/2	381/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1341									223			
48	48	191	191	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1342									223			
48	48	383/2	383/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1343												
48	48	188	188	3.0	0	0	Chord	4/4	3	1	3/4		1/2	3/2	1344												
48	48	188	188	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	1345												
48	48	190	190	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1346									224			
48	48	191	191	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	1347												
49	49	192	192	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1348									225			
49	49	769/4	769/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1349									225			
49	49	385/2	385/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1350									225			
49	49	771/4	771/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1351									225			
49	49	193	193	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1352									225			
49	49	773/4	773/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1353									225			
49	49	387/2	387/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1354									225			
49	49	775/4	775/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1355												
49	49	194	194	0.0	1/2	1/2	Spanner	4/4	1	1	0														17		
49	49	194	194	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1356									226	17		
49	49	777/4	777/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1357									226	17		
49	49	389/2	389/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1358									226	17		
49	49	779/4	779/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1359									226	17		
49	49	195	195	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1360									226	17		
49	49	781/4	781/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1361									226	17		
49	49	391/2	391/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1362									226	17		
49	49	783/4	783/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1363										17		
49	49	192	192	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1364									227			
49	49	385/2	385/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1365									227			
49	49	193	193	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1366									227			
49	49	387/2	387/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1367												
49	49	194	194	0.0	1/2	1/2	Spanner	4/4	2	1	0														18		
49	49	194	194	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1368									228	18		
49	49	389/2	389/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1369										18		
49	49	195	195	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1370									229	18		
49	49	391/2	391/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1371										18		
49	49	192	192	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	1372												
49	49	194	194	0.0	1/2	1/2	Spanner	4/4	3	1	0														19		
49	49	194	194	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	1373										19		
49	49	195	195	0.0	3/4	3/4	Spanner	4/4	3	1	0																
49	49	195	195	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	1374												
49	49	192	192	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	1375									230			
49	49	193	193	0.0	1/4	1/4	Spanner	4/4	4	1	0													230	20		
49	49	193	193	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	1376									230	20		
49	49	194	194	1.5	1/2	1/2	Chord	4/4	4	1	3/8		1/4	3/2	1377									230	20		
49	49	391/2	391/2	0.0	7/8	7/8	Spanner	4/4	4	1	0																
49	49	391/2	391/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1378												
50	50	196	196	0.0	0	0	Dynamic	4/4	1	1	0					f											
50	50	196	196	0.0	0	0	Spanner	4/4	1	1	0																
50	50	196	196	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1379									231			
50	50	785/4	785/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1380									231			
50	50	393/2	393/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1381									231			
50	50	787/4	787/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1382									231			
50	50	197	197	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1383									231			
50	50	789/4	789/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1384									231			
50	50	395/2	395/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1385									231			
50	50	791/4	791/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1386												
50	50	198	198	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1387									232			
50	50	793/4	793/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1388									232			
50	50	397/2	397/2	0.0	5/8	5/8	StaffText	4/4	1	1	0							dimin.						232			
50	50	397/2	397/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1389									232			
50	50	795/4	795/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1390									232			
50	50	199	199	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1391									232			
50	50	797/4	797/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1392									232			
50	50	399/2	399/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1393									232			
50	50	799/4	799/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1394												
50	50	196	196	0.0	0	0	Dynamic	4/4	2	1	0					f											
50	50	196	196	0.0	0	0	Spanner	4/4	2	1	0																
50	50	196	196	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1395									233			
50	50	393/2	393/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1396									233			
50	50	197	197	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1397									233			
50	50	395/2	395/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1398												
50	50	198	198	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1399									234			
50	50	397/2	397/2	0.0	5/8	5/8	StaffText	4/4	2	1	0							dimin.						234			
50	50	397/2	397/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1400									234			
50	50	199	199	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1401									234			
50	50	399/2	399/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1402												
50	50	196	196	0.0	0	0	Dynamic	4/4	3	1	0					f											
50	50	196	196	1.5	0	0	Chord	4/4	3	1	3/8		1/4	3/2	1403									235			
50	50	395/2	395/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	1404												
50	50	198	198	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1405									236			
50	50	397/2	397/2	0.0	5/8	5/8	StaffText	4/4	3	1	0							dimin.						236			
50	50	397/2	397/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	1406									236			
50	50	199	199	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1407									236			
50	50	399/2	399/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1408												
50	50	196	196	0.0	0	0	Dynamic	4/4	4	1	0					sf											
50	50	196	196	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	1409									237			
50	50	197	197	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	1410												
50	50	198	198	0.0	1/2	1/2	StaffText	4/4	4	1	0							dimin.									
50	50	198	198	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	1411												
51	51	200	200	0.0	0	0	Dynamic	4/4	1	1	0					p											
51	51	200	200	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1412									238			
51	51	801/4	801/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1413									238			
51	51	401/2	401/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1414									238			
51	51	803/4	803/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1415									238			
51	51	201	201	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1416									238			
51	51	805/4	805/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1417									238			
51	51	403/2	403/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1418									238			
51	51	807/4	807/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1419												
51	51	202	202	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1420									239			
51	51	809/4	809/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1421									239			
51	51	405/2	405/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1422									239			
51	51	811/4	811/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1423									239			
51	51	203	203	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1424									239			
51	51	813/4	813/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1425									239			
51	51	407/2	407/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1426									239			
51	51	815/4	815/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1427												
51	51	200	200	0.0	0	0	Dynamic	4/4	2	1	0					p											
51	51	200	200	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1428									240			
51	51	401/2	401/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1429									240			
51	51	201	201	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1430									240			
51	51	403/2	403/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1431												
51	51	202	202	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1432									241			
51	51	405/2	405/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1433									241			
51	51	203	203	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1434									241			
51	51	407/2	407/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1435												
51	51	200	200	0.0	0	0	Dynamic	4/4	3	1	0					p											
51	51	200	200	4.0	0	0	Chord	4/4	3	1	1		1	1	1436												
51	51	200	200	0.0	0	0	Dynamic	4/4	4	1	0					p											
51	51	200	200	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	1437												
51	51	202	202	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1438												
51	51	203	203	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	1439												
52	52	204	204	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1440									242			
52	52	817/4	817/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1441									242			
52	52	409/2	409/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1442									242			
52	52	819/4	819/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1443									242			
52	52	205	205	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1444									242			
52	52	821/4	821/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1445									242			
52	52	411/2	411/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1446									242			
52	52	823/4	823/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1447												
52	52	206	206	0.0	1/2	1/2	Spanner	4/4	1	1	0														21		
52	52	206	206	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1448									243	21		
