mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	crescendo_line	decrescendo_hairpin
50	49	98	98	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	820													
51	50	197/2	197/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	821									145				
51	50	199/2	199/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	822													
51	50	100	100	0.375	3/8	3/8	Chord	2/4	1	1	3/32			1/16	3/2	823									146				
51	50	803/8	803/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	824													
51	50	395/4	395/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	825									147				
51	50	99	99	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	826									147				
51	50	397/4	397/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	827													
51	50	199/2	199/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	828									148				
51	50	399/4	399/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	829									148				
51	50	100	100	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	830													
51	50	401/4	401/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	831													
51	50	395/4	395/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	832									149				
51	50	99	99	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	833									149				
51	50	397/4	397/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	834													
51	50	199/2	199/2	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	835									150				
51	50	399/4	399/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	836									150				
51	50	100	100	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	837													
51	50	401/4	401/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	838													
51	50	197/2	197/2	1.5	0	0	Chord	2/4	4	1	3/8			1/4	3/2	839													
51	50	100	100	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	840													
52	51	201/2	201/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	841									151				
52	51	101	101	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	842									151				
52	51	203/2	203/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	843									151				
52	51	102	102	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	844													
52	51	403/4	403/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	845													
52	51	405/4	405/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	846													
52	51	407/4	407/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	847													
52	51	409/4	409/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	848													
52	51	403/4	403/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	849													
52	51	405/4	405/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	850													
52	51	407/4	407/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	851													
52	51	409/4	409/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	852													
52	51	201/2	201/2	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	853													
52	51	101	101	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	854									152				
52	51	203/2	203/2	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	855									152				
52	51	102	102	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	856													
53	52	205/2	205/2	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	857									153				
53	52	413/4	413/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	858													
53	52	207/2	207/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	859									154				
53	52	104	104	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	860													
53	52	205/2	205/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	861													
53	52	411/4	411/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	862									155				
53	52	103	103	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	863									155				
53	52	413/4	413/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	864													
53	52	207/2	207/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	865									156				
53	52	415/4	415/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	866													
53	52	104	104	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	867									157				
53	52	205/2	205/2	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	868													
53	52	411/4	411/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	869									158				
53	52	103	103	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	870									158				
53	52	413/4	413/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	871													
53	52	207/2	207/2	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	872									159				
53	52	415/4	415/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	873									159				
53	52	104	104	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	874									159				
53	52	417/4	417/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	875													
53	52	205/2	205/2	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	876													
53	52	207/2	207/2	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	877									160				
53	52	104	104	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	878													
53	52	417/4	417/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	879		articStaccatoAbove											
54	53	106	106	0.0	3/8	3/8	Spanner	2/4	1	1	0																	32	
54	53	106	106	0.375	3/8	3/8	Chord	2/4	1	1	3/32			1/16	3/2	880									161			32	
54	53	851/8	851/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	881												32	
54	53	209/2	209/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	882									157				
54	53	105	105	0.0	1/8	1/8	Spanner	2/4	2	1	0														157			33	
54	53	105	105	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	883									157			33	
54	53	211/2	211/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	884									157			33	
54	53	106	106	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	885												33	
54	53	419/4	419/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	886													
54	53	421/4	421/4	0.0	3/16	3/16	Spanner	2/4	3	1	0																	34	
54	53	421/4	421/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	887												34	
54	53	423/4	423/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	888												34	
54	53	425/4	425/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	889												34	
54	53	419/4	419/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16			1/16	1	890													
54	53	421/4	421/4	0.0	3/16	3/16	Spanner	2/4	4	1	0																	35	
54	53	421/4	421/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	891												35	
54	53	423/4	423/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16			1/16	1	892												35	
54	53	425/4	425/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	893												35	
55	54	213/2	213/2	0.0	0	0	Spanner	2/4	1	1	0																		
55	54	213/2	213/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	894									162				
55	54	215/2	215/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	895													
55	54	108	108	0.375	3/8	3/8	Chord	2/4	1	1	3/32			1/16	3/2	896									163				
55	54	867/8	867/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	897													
55	54	213/2	213/2	0.0	0	0	Spanner	2/4	2	1	0																		
55	54	427/4	427/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	898									164				
55	54	107	107	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	899									164				
55	54	429/4	429/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	900													
55	54	215/2	215/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	901									165				
55	54	431/4	431/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	902									165				
55	54	108	108	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	903													
55	54	433/4	433/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	904													
55	54	213/2	213/2	0.0	0	0	Spanner	2/4	3	1	0																		
55	54	427/4	427/4	0.5	1/16	1/16	Chord	2/4	3	1	1/8			1/8	1	905													
55	54	429/4	429/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	906									166				
55	54	215/2	215/2	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	907													
55	54	431/4	431/4	0.5	5/16	5/16	Chord	2/4	3	1	1/8			1/8	1	908													
55	54	433/4	433/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	909													
55	54	213/2	213/2	0.0	0	0	Spanner	2/4	4	1	0																		
55	54	427/4	427/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16			1/16	1	910									167				
55	54	107	107	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	911									167				
55	54	429/4	429/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	912													
55	54	215/2	215/2	0.25	1/4	1/4	Chord	2/4	4	1	1/16			1/16	1	913									168				
55	54	431/4	431/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16			1/16	1	914									168				
55	54	108	108	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	915									168				
55	54	433/4	433/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	916													
56	55	217/2	217/2	0.0	0	0	Dynamic	2/4	1	1	0						p												
56	55	217/2	217/2	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	917													
56	55	437/4	437/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	918									169				
56	55	219/2	219/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	919									169				
56	55	439/4	439/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	920									169				
56	55	110	110	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	921									169				
56	55	441/4	441/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	922													
56	55	217/2	217/2	0.0	0	0	Dynamic	2/4	2	1	0						p												
56	55	217/2	217/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	923													
56	55	435/4	435/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	924									170				
56	55	109	109	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	925									170				
56	55	437/4	437/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	926									170				
56	55	219/2	219/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	927									170				
56	55	439/4	439/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	928									170				
56	55	110	110	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	929									170				
56	55	441/4	441/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	930													
56	55	217/2	217/2	0.0	0	0	Dynamic	2/4	3	1	0						p												
56	55	217/2	217/2	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	931													
56	55	435/4	435/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	932									171				
56	55	109	109	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	933									171				
56	55	437/4	437/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	934									171				
56	55	219/2	219/2	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	935													
56	55	439/4	439/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	936									172				
56	55	110	110	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	937									172				
56	55	441/4	441/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	938													
56	55	217/2	217/2	0.0	0	0	Dynamic	2/4	4	1	0						p												
56	55	217/2	217/2	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	939													
56	55	219/2	219/2	1.0	1/4	1/4	Chord	2/4	4	1	1/4			1/4	1	940													
57	56	221/2	221/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	941									173				
57	56	111	111	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	942									173				
57	56	223/2	223/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	943													
57	56	112	112	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	944													
57	56	443/4	443/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	945													
57	56	445/4	445/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	946													
57	56	447/4	447/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	947													
57	56	449/4	449/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	948													
57	56	443/4	443/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	949													
57	56	445/4	445/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	950													
57	56	447/4	447/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	951													
57	56	449/4	449/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	952													
57	56	221/2	221/2	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	953													
57	56	111	111	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	954													
57	56	223/2	223/2	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	955													
57	56	112	112	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	956													
58	57	225/2	225/2	0.0	0	0	Spanner	2/4	1	1	0																	36	
58	57	225/2	225/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	957									174			36	
58	57	113	113	0.375	1/8	1/8	Chord	2/4	1	1	3/32			1/16	3/2	958												36	
58	57	907/8	907/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	959												36	
58	57	227/2	227/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	960									175			36	
58	57	114	114	0.375	3/8	3/8	Chord	2/4	1	1	3/32			1/16	3/2	961												36	
58	57	915/8	915/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	962												36	
58	57	451/4	451/4	0.0	1/16	1/16	Spanner	2/4	2	1	0																	37	
58	57	451/4	451/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	963									176			37	
58	57	113	113	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	964									176			37	
58	57	453/4	453/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	965												37	
58	57	455/4	455/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	966									177			37	
58	57	114	114	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	967									177			37	
58	57	457/4	457/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	968												37	
58	57	451/4	451/4	0.0	1/16	1/16	Spanner	2/4	3	1	0																	38	
58	57	451/4	451/4	0.5	1/16	1/16	Chord	2/4	3	1	1/8			1/8	1	969									178			38	
58	57	453/4	453/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	970												38	
58	57	455/4	455/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	971									179			38	
58	57	114	114	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	972												38	
58	57	457/4	457/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	973												38	
58	57	225/2	225/2	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	974									180				
58	57	113	113	0.0	1/8	1/8	Spanner	2/4	4	1	0																	39	
58	57	113	113	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	975												39	
58	57	453/4	453/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	976												39	
58	57	227/2	227/2	0.75	1/4	1/4	Chord	2/4	4	1	3/16			1/8	3/2	977									181			39	
58	57	457/4	457/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	978												39	
59	58	229/2	229/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	979												36	
59	58	115	115	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	980												36	
59	58	231/2	231/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	981												36	
59	58	116	116	0.0	3/8	3/8	Dynamic	2/4	1	1	0						sf											36	
59	58	116	116	0.375	3/8	3/8	Chord	2/4	1	1	3/32			1/16	3/2	982									182			36	
59	58	931/8	931/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	983												36	
59	58	459/4	459/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	984												37	
59	58	461/4	461/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	985												37	
59	58	463/4	463/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	986												37	
59	58	465/4	465/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	987									183			37	
59	58	459/4	459/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	988												38	
59	58	461/4	461/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	989												38	
59	58	463/4	463/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	990									184			38	
59	58	116	116	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	991												38	
59	58	465/4	465/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	992									185			38	
59	58	229/2	229/2	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	993												39	
59	58	115	115	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	994												39	
59	58	231/2	231/2	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	995												39	
59	58	116	116	0.0	3/8	3/8	Dynamic	2/4	4	1	0						sf											39	
59	58	116	116	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	996												39	
60	59	233/2	233/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	997												36	
60	59	117	117	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	998												36	
60	59	235/2	235/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	999												36	
60	59	118	118	0.0	3/8	3/8	Dynamic	2/4	1	1	0						f												
60	59	118	118	0.0	3/8	3/8	Spanner	2/4	1	1	0																		
60	59	118	118	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	1000									186				
60	59	233/2	233/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	1001									183			37	
60	59	467/4	467/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	1002									183			37	
60	59	117	117	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	1003									183			37	
60	59	469/4	469/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	1004									183			37	
60	59	235/2	235/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	1005												37	
60	59	471/4	471/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	1006									187			37	
60	59	118	118	0.0	3/8	3/8	Dynamic	2/4	2	1	0						f												
60	59	118	118	0.0	3/8	3/8	Spanner	2/4	2	1	0																		
60	59	118	118	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	1007													
60	59	473/4	473/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	1008													
60	59	233/2	233/2	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	1009									185			38	
60	59	467/4	467/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	1010									185			38	
60	59	117	117	0.5	1/8	1/8	Chord	2/4	3	1	1/8			1/8	1	1011									185			38	
60	59	235/2	235/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	1012												38	
60	59	118	118	0.0	3/8	3/8	Dynamic	2/4	3	1	0						f												
60	59	118	118	0.0	3/8	3/8	Spanner	2/4	3	1	0																		
60	59	118	118	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	1013													
60	59	473/4	473/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	1014													
60	59	233/2	233/2	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	1015												39	
60	59	117	117	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	1016												39	
60	59	235/2	235/2	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	1017												39	
60	59	118	118	0.0	3/8	3/8	Dynamic	2/4	4	1	0						f												
60	59	118	118	0.0	3/8	3/8	Spanner	2/4	4	1	0																		
60	59	118	118	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	1018													
61	60	237/2	237/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	1019									186				
61	60	119	119	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	1020									186				
61	60	239/2	239/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	1021													
61	60	120	120	0.0	3/8	3/8	Dynamic	2/4	1	1	0						p												
61	60	120	120	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	1022									188				
61	60	475/4	475/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	1023													
61	60	477/4	477/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	1024													
61	60	479/4	479/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	1025													
61	60	481/4	481/4	0.0	7/16	7/16	Dynamic	2/4	2	1	0						p												
61	60	481/4	481/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	1026													
61	60	475/4	475/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	1027													
61	60	477/4	477/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	1028													
61	60	479/4	479/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	1029													
61	60	481/4	481/4	0.0	7/16	7/16	Dynamic	2/4	3	1	0						p												
61	60	481/4	481/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	1030													
61	60	237/2	237/2	1.5	0	0	Chord	2/4	4	1	3/8			1/4	3/2	1031													
62	61	241/2	241/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	1032									188				
62	61	121	121	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	1033									188				
62	61	243/2	243/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	1034													
62	61	122	122	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	1035													
62	61	483/4	483/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	1036													
62	61	485/4	485/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	1037													
62	61	487/4	487/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	1038													
62	61	489/4	489/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	1039													
62	61	483/4	483/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	1040													
62	61	485/4	485/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	1041													
62	61	487/4	487/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	1042													
62	61	489/4	489/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	1043													
62	61	122	122	0.0	3/8	3/8	Dynamic	2/4	4	1	0						p												
62	61	122	122	0.375	3/8	3/8	Chord	2/4	4	1	3/32			1/16	3/2	1044									189				
62	61	979/8	979/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32			1/32	1	1045													
63	62	245/2	245/2	0.0	0	0	Spanner	2/4	1	1	0																	40	
63	62	245/2	245/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	1046									190			40	
63	62	123	123	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	1047									190			40	
63	62	247/2	247/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	1048												40	
63	62	124	124	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	1049												40	
63	62	491/4	491/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	1050													
63	62	493/4	493/4	0.0	3/16	3/16	Spanner	2/4	2	1	0																	41	
63	62	493/4	493/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	1051												41	
63	62	495/4	495/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	1052												41	
63	62	497/4	497/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	1053												41	
63	62	491/4	491/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	1054													
63	62	493/4	493/4	0.0	3/16	3/16	Spanner	2/4	3	1	0																	42	
63	62	493/4	493/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	1055												42	
63	62	495/4	495/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	1056												42	
63	62	497/4	497/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	1057												42	
63	62	245/2	245/2	0.0	0	0	Spanner	2/4	4	1	0																	43	
63	62	245/2	245/2	1.5	0	0	Chord	2/4	4	1	3/8			1/4	3/2	1058												43	
63	62	124	124	0.375	3/8	3/8	Chord	2/4	4	1	3/32			1/16	3/2	1059									191			43	
63	62	995/8	995/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32			1/32	1	1060												43	
64	63	249/2	249/2	0.0	0	0	Spanner	2/4	1	1	0																		
64	63	249/2	249/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	1061									192				
64	63	125	125	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	1062													
64	63	251/2	251/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	1063													
64	63	126	126	0.0	3/8	3/8	Dynamic	2/4	1	1	0						p												
64	63	126	126	0.375	3/8	3/8	Chord	2/4	1	1	3/32			1/16	3/2	1064									193				
64	63	1011/8	1011/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	1065													
64	63	249/2	249/2	0.0	0	0	Spanner	2/4	2	1	0																		
64	63	499/4	499/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	1066													
64	63	501/4	501/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	1067													
64	63	503/4	503/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	1068													
64	63	505/4	505/4	0.0	7/16	7/16	Dynamic	2/4	2	1	0						p												
