mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	TextLine	TextLine_dim.
217	217	1272	1272	0.5	1	1	Chord	12/8	2	1	1/8			1/8	1	4516									591				
217	217	2545/2	2545/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8			1/8	1	4517									591				
217	217	1273	1273	0.5	5/4	5/4	Chord	12/8	2	1	1/8			1/8	1	4518									591				
217	217	2547/2	2547/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8			1/8	1	4519									591				
217	217	1268	1268	0.5	0	0	Chord	12/8	3	1	1/8			1/8	1	4520													
217	217	2543/2	2543/2	0.5	7/8	7/8	Chord	12/8	3	1	1/8			1/8	1	4521									592				
217	217	1272	1272	0.5	1	1	Chord	12/8	3	1	1/8			1/8	1	4522									592				
217	217	2545/2	2545/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8			1/8	1	4523									592				
217	217	1273	1273	0.5	5/4	5/4	Chord	12/8	3	1	1/8			1/8	1	4524									592				
217	217	2547/2	2547/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8			1/8	1	4525									592				
217	217	1268	1268	0.0	0	0	Dynamic	12/8	4	1	0						sf												
217	217	1268	1268	0.5	0	0	Chord	12/8	4	1	1/8			1/8	1	4526													
217	217	2537/2	2537/2	0.5	1/8	1/8	Chord	12/8	4	1	1/8			1/8	1	4527									593				
217	217	1269	1269	0.5	1/4	1/4	Chord	12/8	4	1	1/8			1/8	1	4528									593				
217	217	2539/2	2539/2	0.5	3/8	3/8	Chord	12/8	4	1	1/8			1/8	1	4529									593				
217	217	1270	1270	0.5	1/2	1/2	Chord	12/8	4	1	1/8			1/8	1	4530									593				
217	217	2541/2	2541/2	0.5	5/8	5/8	Chord	12/8	4	1	1/8			1/8	1	4531									593				
217	217	1271	1271	0.0	3/4	3/4	Dynamic	12/8	4	1	0						sf												
217	217	1271	1271	0.5	3/4	3/4	Chord	12/8	4	1	1/8			1/8	1	4532									594				
217	217	2543/2	2543/2	0.5	7/8	7/8	Chord	12/8	4	1	1/8			1/8	1	4533									594				
217	217	1272	1272	0.5	1	1	Chord	12/8	4	1	1/8			1/8	1	4534									594				
217	217	2545/2	2545/2	0.5	9/8	9/8	Chord	12/8	4	1	1/8			1/8	1	4535									594				
217	217	1273	1273	0.5	5/4	5/4	Chord	12/8	4	1	1/8			1/8	1	4536									594				
217	217	2547/2	2547/2	0.5	11/8	11/8	Chord	12/8	4	1	1/8			1/8	1	4537									594				
218	218	1274	1274	0.0	0	0	Dynamic	12/8	1	1	0						sf												
218	218	1274	1274	0.5	0	0	Chord	12/8	1	1	1/8			1/8	1	4538													
218	218	2549/2	2549/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8			1/8	1	4539									595				
218	218	1275	1275	0.5	1/4	1/4	Chord	12/8	1	1	1/8			1/8	1	4540									595				
218	218	2551/2	2551/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	4541									595				
218	218	1276	1276	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	4542									595				
218	218	2553/2	2553/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	4543									595				
218	218	1277	1277	0.0	3/4	3/4	Dynamic	12/8	1	1	0						sf												
218	218	1277	1277	0.5	3/4	3/4	Chord	12/8	1	1	1/8			1/8	1	4544													
218	218	2555/2	2555/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8			1/8	1	4545									596				
218	218	1278	1278	0.5	1	1	Chord	12/8	1	1	1/8			1/8	1	4546									596				
218	218	2557/2	2557/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8			1/8	1	4547									596				
218	218	1279	1279	0.5	5/4	5/4	Chord	12/8	1	1	1/8			1/8	1	4548									596				
218	218	2559/2	2559/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	4549									596				
218	218	1274	1274	0.0	0	0	Dynamic	12/8	2	1	0						sf												
218	218	1274	1274	0.5	0	0	Chord	12/8	2	1	1/8			1/8	1	4550													
218	218	2549/2	2549/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8			1/8	1	4551									597				
218	218	1275	1275	0.5	1/4	1/4	Chord	12/8	2	1	1/8			1/8	1	4552									597				
218	218	2551/2	2551/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8			1/8	1	4553									597				
218	218	1276	1276	0.5	1/2	1/2	Chord	12/8	2	1	1/8			1/8	1	4554									597				
218	218	2553/2	2553/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8			1/8	1	4555									597				
218	218	1277	1277	0.0	3/4	3/4	Dynamic	12/8	2	1	0						sf												
218	218	1277	1277	0.5	3/4	3/4	Chord	12/8	2	1	1/8			1/8	1	4556													
218	218	2555/2	2555/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8			1/8	1	4557									598				
218	218	1278	1278	0.5	1	1	Chord	12/8	2	1	1/8			1/8	1	4558									598				
218	218	2557/2	2557/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8			1/8	1	4559									598				
218	218	1279	1279	0.5	5/4	5/4	Chord	12/8	2	1	1/8			1/8	1	4560									598				
218	218	2559/2	2559/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8			1/8	1	4561									598				
218	218	1274	1274	0.0	0	0	Dynamic	12/8	3	1	0						sf												
218	218	1274	1274	0.5	0	0	Chord	12/8	3	1	1/8			1/8	1	4562													
218	218	2549/2	2549/2	0.5	1/8	1/8	Chord	12/8	3	1	1/8			1/8	1	4563									599				
218	218	1275	1275	0.5	1/4	1/4	Chord	12/8	3	1	1/8			1/8	1	4564									599				
218	218	2551/2	2551/2	0.5	3/8	3/8	Chord	12/8	3	1	1/8			1/8	1	4565									599				
218	218	1276	1276	0.5	1/2	1/2	Chord	12/8	3	1	1/8			1/8	1	4566									599				
218	218	2553/2	2553/2	0.5	5/8	5/8	Chord	12/8	3	1	1/8			1/8	1	4567									599				
218	218	1277	1277	0.0	3/4	3/4	Dynamic	12/8	3	1	0						sf												
218	218	1277	1277	0.0	3/4	3/4	Dynamic	12/8	3	1	0						sf												
218	218	1277	1277	0.5	3/4	3/4	Chord	12/8	3	1	1/8			1/8	1	4568													
218	218	2555/2	2555/2	0.5	7/8	7/8	Chord	12/8	3	1	1/8			1/8	1	4569									600				
218	218	1278	1278	0.5	1	1	Chord	12/8	3	1	1/8			1/8	1	4570									600				
218	218	2557/2	2557/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8			1/8	1	4571									600				
218	218	1279	1279	0.5	5/4	5/4	Chord	12/8	3	1	1/8			1/8	1	4572									600				
218	218	2559/2	2559/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8			1/8	1	4573									600				
218	218	1274	1274	0.0	0	0	Dynamic	12/8	4	1	0						sf												
218	218	1274	1274	0.5	0	0	Chord	12/8	4	1	1/8			1/8	1	4574													
218	218	2549/2	2549/2	0.5	1/8	1/8	Chord	12/8	4	1	1/8			1/8	1	4575									601				
218	218	1275	1275	0.5	1/4	1/4	Chord	12/8	4	1	1/8			1/8	1	4576									601				
218	218	2551/2	2551/2	0.5	3/8	3/8	Chord	12/8	4	1	1/8			1/8	1	4577									601				
218	218	1276	1276	0.5	1/2	1/2	Chord	12/8	4	1	1/8			1/8	1	4578									601				
218	218	2553/2	2553/2	0.5	5/8	5/8	Chord	12/8	4	1	1/8			1/8	1	4579									601				
218	218	1277	1277	0.0	3/4	3/4	Dynamic	12/8	4	1	0						sf												
218	218	1277	1277	0.5	3/4	3/4	Chord	12/8	4	1	1/8			1/8	1	4580													
218	218	2555/2	2555/2	0.5	7/8	7/8	Chord	12/8	4	1	1/8			1/8	1	4581									602				
218	218	1278	1278	0.5	1	1	Chord	12/8	4	1	1/8			1/8	1	4582									602				
218	218	2557/2	2557/2	0.5	9/8	9/8	Chord	12/8	4	1	1/8			1/8	1	4583									602				
218	218	1279	1279	0.5	5/4	5/4	Chord	12/8	4	1	1/8			1/8	1	4584									602				
218	218	2559/2	2559/2	0.5	11/8	11/8	Chord	12/8	4	1	1/8			1/8	1	4585									602				
219	219	1280	1280	0.0	0	0	Dynamic	12/8	1	1	0						sf												
219	219	1280	1280	0.5	0	0	Chord	12/8	1	1	1/8			1/8	1	4586													
219	219	2561/2	2561/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8			1/8	1	4587									603				
219	219	1281	1281	0.5	1/4	1/4	Chord	12/8	1	1	1/8			1/8	1	4588									603				
219	219	2563/2	2563/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	4589									603				
219	219	1282	1282	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	4590									603				
219	219	2565/2	2565/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	4591									603				
219	219	1283	1283	0.0	3/4	3/4	Dynamic	12/8	1	1	0						sf												
219	219	1283	1283	0.5	3/4	3/4	Chord	12/8	1	1	1/8			1/8	1	4592													
219	219	2567/2	2567/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8			1/8	1	4593									604				
219	219	1284	1284	0.5	1	1	Chord	12/8	1	1	1/8			1/8	1	4594									604				
219	219	2569/2	2569/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8			1/8	1	4595									604				
219	219	1285	1285	0.5	5/4	5/4	Chord	12/8	1	1	1/8			1/8	1	4596									604				
219	219	2571/2	2571/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	4597									604				
219	219	1280	1280	0.0	0	0	Dynamic	12/8	2	1	0						sf												
219	219	1280	1280	0.5	0	0	Chord	12/8	2	1	1/8			1/8	1	4598													
219	219	2561/2	2561/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8			1/8	1	4599									605				
219	219	1281	1281	0.5	1/4	1/4	Chord	12/8	2	1	1/8			1/8	1	4600									605				
219	219	2563/2	2563/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8			1/8	1	4601									605				
219	219	1282	1282	0.5	1/2	1/2	Chord	12/8	2	1	1/8			1/8	1	4602									605				
219	219	2565/2	2565/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8			1/8	1	4603									605				
219	219	1283	1283	0.0	3/4	3/4	Dynamic	12/8	2	1	0						sf												
219	219	1283	1283	0.5	3/4	3/4	Chord	12/8	2	1	1/8			1/8	1	4604													
219	219	2567/2	2567/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8			1/8	1	4605									606				
219	219	1284	1284	0.5	1	1	Chord	12/8	2	1	1/8			1/8	1	4606									606				
219	219	2569/2	2569/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8			1/8	1	4607									606				
219	219	1285	1285	0.5	5/4	5/4	Chord	12/8	2	1	1/8			1/8	1	4608									606				
219	219	2571/2	2571/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8			1/8	1	4609									606				
219	219	1280	1280	0.0	0	0	Dynamic	12/8	3	1	0						sf												
219	219	1280	1280	0.5	0	0	Chord	12/8	3	1	1/8			1/8	1	4610													
219	219	2561/2	2561/2	0.5	1/8	1/8	Chord	12/8	3	1	1/8			1/8	1	4611									607				
219	219	1281	1281	0.5	1/4	1/4	Chord	12/8	3	1	1/8			1/8	1	4612									607				
219	219	2563/2	2563/2	0.5	3/8	3/8	Chord	12/8	3	1	1/8			1/8	1	4613									607				
219	219	1282	1282	0.5	1/2	1/2	Chord	12/8	3	1	1/8			1/8	1	4614									607				
219	219	2565/2	2565/2	0.5	5/8	5/8	Chord	12/8	3	1	1/8			1/8	1	4615									607				
219	219	1283	1283	0.0	3/4	3/4	Dynamic	12/8	3	1	0						sf												
219	219	1283	1283	0.5	3/4	3/4	Chord	12/8	3	1	1/8			1/8	1	4616													
219	219	2567/2	2567/2	0.5	7/8	7/8	Chord	12/8	3	1	1/8			1/8	1	4617									608				
219	219	1284	1284	0.5	1	1	Chord	12/8	3	1	1/8			1/8	1	4618									608				
219	219	2569/2	2569/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8			1/8	1	4619									608				
219	219	1285	1285	0.5	5/4	5/4	Chord	12/8	3	1	1/8			1/8	1	4620									608				
219	219	2571/2	2571/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8			1/8	1	4621									608				
219	219	1280	1280	0.0	0	0	Dynamic	12/8	4	1	0						sf												
219	219	1280	1280	0.5	0	0	Chord	12/8	4	1	1/8			1/8	1	4622													
219	219	2561/2	2561/2	0.5	1/8	1/8	Chord	12/8	4	1	1/8			1/8	1	4623									609				
219	219	1281	1281	0.5	1/4	1/4	Chord	12/8	4	1	1/8			1/8	1	4624									609				
219	219	2563/2	2563/2	0.5	3/8	3/8	Chord	12/8	4	1	1/8			1/8	1	4625									609				
219	219	1282	1282	0.5	1/2	1/2	Chord	12/8	4	1	1/8			1/8	1	4626									609				
219	219	2565/2	2565/2	0.5	5/8	5/8	Chord	12/8	4	1	1/8			1/8	1	4627									609				
219	219	1283	1283	0.0	3/4	3/4	Dynamic	12/8	4	1	0						sf												
219	219	1283	1283	0.5	3/4	3/4	Chord	12/8	4	1	1/8			1/8	1	4628													
219	219	2567/2	2567/2	0.5	7/8	7/8	Chord	12/8	4	1	1/8			1/8	1	4629									610				
219	219	1284	1284	0.5	1	1	Chord	12/8	4	1	1/8			1/8	1	4630									610				
219	219	2569/2	2569/2	0.5	9/8	9/8	Chord	12/8	4	1	1/8			1/8	1	4631									610				
219	219	1285	1285	0.5	5/4	5/4	Chord	12/8	4	1	1/8			1/8	1	4632									610				
219	219	2571/2	2571/2	0.5	11/8	11/8	Chord	12/8	4	1	1/8			1/8	1	4633									610				
220	220	1286	1286	0.0	0	0	Dynamic	12/8	1	1	0						sf												
220	220	1286	1286	0.5	0	0	Chord	12/8	1	1	1/8			1/8	1	4634													
220	220	2573/2	2573/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8			1/8	1	4635									611				
220	220	1287	1287	0.5	1/4	1/4	Chord	12/8	1	1	1/8			1/8	1	4636									611				
220	220	2575/2	2575/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	4637									611				
220	220	1288	1288	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	4638									611				
220	220	2577/2	2577/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	4639									611				
220	220	1289	1289	0.5	3/4	3/4	Chord	12/8	1	1	1/8			1/8	1	4640									611				
220	220	2579/2	2579/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8			1/8	1	4641									611				
220	220	1290	1290	0.5	1	1	Chord	12/8	1	1	1/8			1/8	1	4642													
220	220	2581/2	2581/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8			1/8	1	4643									612				
220	220	1291	1291	0.5	5/4	5/4	Chord	12/8	1	1	1/8			1/8	1	4644									612				
220	220	2583/2	2583/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	4645													
220	220	1286	1286	0.0	0	0	Dynamic	12/8	2	1	0						sf												
220	220	1286	1286	0.5	0	0	Chord	12/8	2	1	1/8			1/8	1	4646													
220	220	2573/2	2573/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8			1/8	1	4647									613				
220	220	1287	1287	0.5	1/4	1/4	Chord	12/8	2	1	1/8			1/8	1	4648									613				
220	220	2575/2	2575/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8			1/8	1	4649									613				
220	220	1288	1288	0.5	1/2	1/2	Chord	12/8	2	1	1/8			1/8	1	4650									613				
220	220	2577/2	2577/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8			1/8	1	4651									613				
220	220	1289	1289	0.5	3/4	3/4	Chord	12/8	2	1	1/8			1/8	1	4652									613				
220	220	2579/2	2579/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8			1/8	1	4653									613				
220	220	1290	1290	0.5	1	1	Chord	12/8	2	1	1/8			1/8	1	4654													
220	220	2581/2	2581/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8			1/8	1	4655									614				
220	220	1291	1291	0.5	5/4	5/4	Chord	12/8	2	1	1/8			1/8	1	4656									614				
220	220	2583/2	2583/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8			1/8	1	4657													
220	220	1286	1286	0.0	0	0	Dynamic	12/8	3	1	0						sf												
220	220	1286	1286	0.5	0	0	Chord	12/8	3	1	1/8			1/8	1	4658													
220	220	2573/2	2573/2	0.5	1/8	1/8	Chord	12/8	3	1	1/8			1/8	1	4659									615				
220	220	1287	1287	0.5	1/4	1/4	Chord	12/8	3	1	1/8			1/8	1	4660									615				
220	220	2575/2	2575/2	0.5	3/8	3/8	Chord	12/8	3	1	1/8			1/8	1	4661									615				
220	220	1288	1288	0.5	1/2	1/2	Chord	12/8	3	1	1/8			1/8	1	4662									615				
220	220	2577/2	2577/2	0.5	5/8	5/8	Chord	12/8	3	1	1/8			1/8	1	4663									615				
220	220	1289	1289	0.5	3/4	3/4	Chord	12/8	3	1	1/8			1/8	1	4664									615				
220	220	2579/2	2579/2	0.5	7/8	7/8	Chord	12/8	3	1	1/8			1/8	1	4665									615				
220	220	1290	1290	0.5	1	1	Chord	12/8	3	1	1/8			1/8	1	4666													
220	220	2581/2	2581/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8			1/8	1	4667									616				
220	220	1291	1291	0.5	5/4	5/4	Chord	12/8	3	1	1/8			1/8	1	4668									616				
220	220	2583/2	2583/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8			1/8	1	4669													
220	220	1286	1286	0.0	0	0	Dynamic	12/8	4	1	0						sf												
220	220	1286	1286	0.5	0	0	Chord	12/8	4	1	1/8			1/8	1	4670													
220	220	2573/2	2573/2	0.5	1/8	1/8	Chord	12/8	4	1	1/8			1/8	1	4671									617				
220	220	1287	1287	0.5	1/4	1/4	Chord	12/8	4	1	1/8			1/8	1	4672									617				
220	220	2575/2	2575/2	0.5	3/8	3/8	Chord	12/8	4	1	1/8			1/8	1	4673									617				
220	220	1288	1288	0.5	1/2	1/2	Chord	12/8	4	1	1/8			1/8	1	4674									617				
220	220	2577/2	2577/2	0.5	5/8	5/8	Chord	12/8	4	1	1/8			1/8	1	4675									617				
220	220	1289	1289	0.5	3/4	3/4	Chord	12/8	4	1	1/8			1/8	1	4676									617				
220	220	2579/2	2579/2	0.5	7/8	7/8	Chord	12/8	4	1	1/8			1/8	1	4677									617				
220	220	1290	1290	0.5	1	1	Chord	12/8	4	1	1/8			1/8	1	4678													
220	220	2581/2	2581/2	0.5	9/8	9/8	Chord	12/8	4	1	1/8			1/8	1	4679									618				
220	220	1291	1291	0.5	5/4	5/4	Chord	12/8	4	1	1/8			1/8	1	4680									618				
220	220	2583/2	2583/2	0.5	11/8	11/8	Chord	12/8	4	1	1/8			1/8	1	4681													
221	221	1292	1292	0.5	0	0	Chord	12/8	1	1	1/8			1/8	1	4682									619				
221	221	2585/2	2585/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8			1/8	1	4683									619				
221	221	1293	1293	0.5	1/4	1/4	Chord	12/8	1	1	1/8			1/8	1	4684													
221	221	2587/2	2587/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	4685									620				
221	221	1294	1294	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	4686									620				
221	221	2589/2	2589/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	4687													
221	221	1295	1295	0.5	3/4	3/4	Chord	12/8	1	1	1/8			1/8	1	4688									621				
221	221	2591/2	2591/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8			1/8	1	4689									621				
221	221	1296	1296	0.5	1	1	Chord	12/8	1	1	1/8			1/8	1	4690													
221	221	2593/2	2593/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8			1/8	1	4691									622				
221	221	1297	1297	0.5	5/4	5/4	Chord	12/8	1	1	1/8			1/8	1	4692									622				
221	221	2595/2	2595/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	4693													
221	221	1292	1292	0.5	0	0	Chord	12/8	2	1	1/8			1/8	1	4694									623				
221	221	2585/2	2585/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8			1/8	1	4695									623				
221	221	1293	1293	0.5	1/4	1/4	Chord	12/8	2	1	1/8			1/8	1	4696													
221	221	2587/2	2587/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8			1/8	1	4697									624				
221	221	1294	1294	0.5	1/2	1/2	Chord	12/8	2	1	1/8			1/8	1	4698									624				
221	221	2589/2	2589/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8			1/8	1	4699													
221	221	1295	1295	0.5	3/4	3/4	Chord	12/8	2	1	1/8			1/8	1	4700									625				
221	221	2591/2	2591/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8			1/8	1	4701									625				
221	221	1296	1296	0.5	1	1	Chord	12/8	2	1	1/8			1/8	1	4702													
221	221	2593/2	2593/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8			1/8	1	4703									626				
221	221	1297	1297	0.5	5/4	5/4	Chord	12/8	2	1	1/8			1/8	1	4704									626				
221	221	2595/2	2595/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8			1/8	1	4705													
221	221	1292	1292	0.5	0	0	Chord	12/8	3	1	1/8			1/8	1	4706									627				
221	221	2585/2	2585/2	0.5	1/8	1/8	Chord	12/8	3	1	1/8			1/8	1	4707									627				
221	221	1293	1293	0.5	1/4	1/4	Chord	12/8	3	1	1/8			1/8	1	4708													
221	221	2587/2	2587/2	0.5	3/8	3/8	Chord	12/8	3	1	1/8			1/8	1	4709									628				
221	221	1294	1294	0.5	1/2	1/2	Chord	12/8	3	1	1/8			1/8	1	4710									628				
221	221	2589/2	2589/2	0.5	5/8	5/8	Chord	12/8	3	1	1/8			1/8	1	4711													
221	221	1295	1295	0.5	3/4	3/4	Chord	12/8	3	1	1/8			1/8	1	4712									629				
221	221	2591/2	2591/2	0.5	7/8	7/8	Chord	12/8	3	1	1/8			1/8	1	4713									629				
221	221	1296	1296	0.5	1	1	Chord	12/8	3	1	1/8			1/8	1	4714													
221	221	2593/2	2593/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8			1/8	1	4715									630				
221	221	1297	1297	0.5	5/4	5/4	Chord	12/8	3	1	1/8			1/8	1	4716									630				
221	221	2595/2	2595/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8			1/8	1	4717													
221	221	1292	1292	0.5	0	0	Chord	12/8	4	1	1/8			1/8	1	4718									631				
221	221	2585/2	2585/2	0.5	1/8	1/8	Chord	12/8	4	1	1/8			1/8	1	4719									631				
221	221	1293	1293	0.5	1/4	1/4	Chord	12/8	4	1	1/8			1/8	1	4720													
221	221	2587/2	2587/2	0.5	3/8	3/8	Chord	12/8	4	1	1/8			1/8	1	4721									632				
221	221	1294	1294	0.5	1/2	1/2	Chord	12/8	4	1	1/8			1/8	1	4722									632				
221	221	2589/2	2589/2	0.5	5/8	5/8	Chord	12/8	4	1	1/8			1/8	1	4723													
221	221	1295	1295	0.5	3/4	3/4	Chord	12/8	4	1	1/8			1/8	1	4724									633				
221	221	2591/2	2591/2	0.5	7/8	7/8	Chord	12/8	4	1	1/8			1/8	1	4725									633				
221	221	1296	1296	0.5	1	1	Chord	12/8	4	1	1/8			1/8	1	4726													
221	221	2593/2	2593/2	0.5	9/8	9/8	Chord	12/8	4	1	1/8			1/8	1	4727									634				
221	221	1297	1297	0.5	5/4	5/4	Chord	12/8	4	1	1/8			1/8	1	4728									634				
221	221	2595/2	2595/2	0.5	11/8	11/8	Chord	12/8	4	1	1/8			1/8	1	4729													
222	222	1298	1298	1.0	0	0	Chord	12/8	1	1	1/4			1/4	1	4730													
222	222	2599/2	2599/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4			1/4	1	4731													
222	222	1301	1301	1.0	3/4	3/4	Chord	12/8	1	1	1/4			1/4	1	4732													
222	222	2605/2	2605/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4			1/4	1	4733													
222	222	1298	1298	1.0	0	0	Chord	12/8	2	1	1/4			1/4	1	4734													
222	222	2599/2	2599/2	1.0	3/8	3/8	Chord	12/8	2	1	1/4			1/4	1	4735													
222	222	1301	1301	1.0	3/4	3/4	Chord	12/8	2	1	1/4			1/4	1	4736													
222	222	2605/2	2605/2	1.0	9/8	9/8	Chord	12/8	2	1	1/4			1/4	1	4737													
222	222	1298	1298	1.0	0	0	Chord	12/8	3	1	1/4			1/4	1	4738													
222	222	2599/2	2599/2	1.0	3/8	3/8	Chord	12/8	3	1	1/4			1/4	1	4739													
222	222	1301	1301	1.0	3/4	3/4	Chord	12/8	3	1	1/4			1/4	1	4740													
222	222	2605/2	2605/2	1.0	9/8	9/8	Chord	12/8	3	1	1/4			1/4	1	4741													
222	222	1298	1298	1.0	0	0	Chord	12/8	4	1	1/4			1/4	1	4742													
222	222	2599/2	2599/2	1.0	3/8	3/8	Chord	12/8	4	1	1/4			1/4	1	4743													
222	222	1301	1301	1.0	3/4	3/4	Chord	12/8	4	1	1/4			1/4	1	4744													
222	222	2605/2	2605/2	1.0	9/8	9/8	Chord	12/8	4	1	1/4			1/4	1	4745													
223	223	1304	1304	0.0	0	0	Dynamic	12/8	1	1	0						ff												
223	223	1304	1304	1.0	0	0	Chord	12/8	1	1	1/4			1/4	1	4746													
223	223	2611/2	2611/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8			1/4	3/2	4747													
223	223	1307	1307	0.0	3/4	3/4	Spanner	12/8	1	1	0																23		
223	223	1307	1307	3.0	3/4	3/4	Chord	12/8	1	1	3/4			1/2	3/2	4748											23		
223	223	1304	1304	0.0	0	0	Dynamic	12/8	2	1	0						ff												
223	223	1304	1304	1.0	0	0	Chord	12/8	2	1	1/4			1/4	1	4749													
223	223	2611/2	2611/2	1.0	3/8	3/8	Chord	12/8	2	1	1/4			1/4	1	4750													
223	223	2615/2	2615/2	0.0	7/8	7/8	Dynamic	12/8	2	1	0						f												
223	223	2615/2	2615/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8			1/8	1	4751									635				
223	223	1308	1308	0.5	1	1	Chord	12/8	2	1	1/8			1/8	1	4752									635				
223	223	2617/2	2617/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8			1/8	1	4753									635				
223	223	1309	1309	0.5	5/4	5/4	Chord	12/8	2	1	1/8			1/8	1	4754									635				
223	223	2619/2	2619/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8			1/8	1	4755									635				
223	223	1304	1304	0.0	0	0	Dynamic	12/8	3	1	0						ff												
223	223	1304	1304	1.0	0	0	Chord	12/8	3	1	1/4			1/4	1	4756													
223	223	2611/2	2611/2	1.0	3/8	3/8	Chord	12/8	3	1	1/4			1/4	1	4757													
223	223	2615/2	2615/2	0.0	7/8	7/8	Dynamic	12/8	3	1	0						f												
223	223	2615/2	2615/2	0.5	7/8	7/8	Chord	12/8	3	1	1/8			1/8	1	4758									636				
223	223	1308	1308	0.5	1	1	Chord	12/8	3	1	1/8			1/8	1	4759									636				
223	223	2617/2	2617/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8			1/8	1	4760									636				
223	223	1309	1309	0.5	5/4	5/4	Chord	12/8	3	1	1/8			1/8	1	4761									636				
223	223	2619/2	2619/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8			1/8	1	4762									636				
223	223	1304	1304	0.0	0	0	Dynamic	12/8	4	1	0						ff												
223	223	1304	1304	1.0	0	0	Chord	12/8	4	1	1/4			1/4	1	4763													
223	223	2611/2	2611/2	1.0	3/8	3/8	Chord	12/8	4	1	1/4			1/4	1	4764													
