mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	decrescendo_hairpin	crescendo_line
131	131	785/2	785/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1577		articStaccatoAbove												
131	131	391	391	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1578										197				
131	131	392	392	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1579														
131	131	391	391	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1580										198				
131	131	392	392	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1581														
131	131	390	390	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	1582														
131	131	391	391	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1583														
132	132	393	393	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1584														
132	132	787/2	787/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1585														
132	132	394	394	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1586														
132	132	789/2	789/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1587														
132	132	395	395	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1588														
132	132	791/2	791/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1589														
132	132	393	393	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1590		articStaccatoBelow												
132	132	394	394	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1591		articStaccatoBelow												
132	132	395	395	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1592		articStaccatoBelow												
132	132	393	393	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	1593		articStaccatoAbove												
132	132	394	394	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1594		articStaccatoAbove												
132	132	395	395	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1595		articStaccatoAbove												
132	132	393	393	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	1596		articStaccatoBelow												
132	132	394	394	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1597		articStaccatoBelow												
132	132	395	395	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1598		articStaccatoBelow												
133	133	396	396	0.0	0	0	Dynamic	3/4	1	1	0					f													
133	133	396	396	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1599										199				
133	133	793/2	793/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1600														
133	133	397	397	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1601														
133	133	795/2	795/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1602														
133	133	398	398	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1603														
133	133	797/2	797/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1604														
133	133	396	396	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1605														
133	133	398	398	0.0	1/2	1/2	Dynamic	3/4	2	1	0					f													
133	133	398	398	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1606		articAccentBelow								200				
133	133	396	396	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	1607														
133	133	398	398	0.0	1/2	1/2	Dynamic	3/4	3	1	0					f													
133	133	398	398	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1608		articAccentBelow												
133	133	396	396	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	1609														
133	133	398	398	0.0	1/2	1/2	Dynamic	3/4	4	1	0					f													
133	133	398	398	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1610		articAccentBelow								201				
134	134	399	399	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1611														
134	134	799/2	799/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1612														
134	134	400	400	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1613														
134	134	801/2	801/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1614														
134	134	401	401	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1615														
134	134	803/2	803/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1616														
134	134	399	399	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1617														
134	134	400	400	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1618		articStaccatoBelow												
134	134	401	401	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1619		articStaccatoBelow												
134	134	399	399	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	1620														
134	134	400	400	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1621		articStaccatoBelow												
134	134	401	401	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1622		articStaccatoBelow												
134	134	399	399	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	1623														
134	134	400	400	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1624		articStaccatoAbove												
134	134	401	401	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1625		articStaccatoAbove												
135	135	402	402	0.0	0	0	Dynamic	3/4	1	1	0					sf													
135	135	402	402	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1626										202				
135	135	805/2	805/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1627														
135	135	403	403	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1628														
135	135	807/2	807/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1629														
135	135	404	404	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1630														
135	135	809/2	809/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1631														
135	135	404	404	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1632		articAccentBelow								203				
135	135	404	404	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1633		articAccentBelow								204				
135	135	404	404	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1634		articAccentAbove								205				
136	136	405	405	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1635														
136	136	811/2	811/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1636														
136	136	406	406	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1637														
136	136	813/2	813/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1638														
136	136	407	407	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1639														
136	136	815/2	815/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1640														
136	136	405	405	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1641														
136	136	406	406	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1642														
136	136	407	407	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1643														
136	136	405	405	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	1644														
136	136	406	406	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1645														
136	136	407	407	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1646														
136	136	405	405	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	1647														
136	136	406	406	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1648		articStaccatoAbove												
136	136	407	407	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1649		articStaccatoAbove												
137	137	408	408	0.0	0	0	Dynamic	3/4	1	1	0					ff													
137	137	408	408	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1650										206				
137	137	817/2	817/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1651														
137	137	409	409	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1652		articStaccatoAbove												
137	137	819/2	819/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1653		articStaccatoAbove												
137	137	410	410	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1654		articStaccatoAbove												
137	137	821/2	821/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1655		articStaccatoAbove												
137	137	408	408	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1656														
137	137	408	408	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	1657														
137	137	408	408	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	1658														
138	138	411	411	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1659										207				
138	138	823/2	823/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1660														
138	138	412	412	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1661														
138	138	825/2	825/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1662														
138	138	413	413	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1663														
138	138	827/2	827/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1664														
138	138	411	411	0.0	0	0	Dynamic	3/4	2	1	0					ff													
138	138	411	411	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1665										208				
138	138	823/2	823/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1666														
138	138	412	412	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1667		articStaccatoAbove												
138	138	825/2	825/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1668		articStaccatoAbove												
138	138	413	413	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1669		articStaccatoAbove												
138	138	827/2	827/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1670		articStaccatoAbove												
139	139	414	414	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1671										209				
139	139	829/2	829/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1672														
139	139	415	415	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1673														
139	139	831/2	831/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1674														
139	139	416	416	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1675														
139	139	833/2	833/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1676														
139	139	414	414	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1677										210				
139	139	829/2	829/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1678														
139	139	415	415	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1679														
139	139	831/2	831/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1680														
139	139	416	416	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1681														
139	139	833/2	833/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1682														
139	139	414	414	0.0	0	0	Dynamic	3/4	3	1	0					ff													
139	139	414	414	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	1683										211				
139	139	829/2	829/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1684														
139	139	415	415	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1685		articStaccatoAbove												
139	139	831/2	831/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1686		articStaccatoAbove												
139	139	416	416	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1687		articStaccatoAbove												
139	139	833/2	833/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1688		articStaccatoAbove												
140	140	417	417	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1689										212				
140	140	835/2	835/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1690														
140	140	418	418	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1691														
140	140	837/2	837/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1692														
140	140	419	419	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1693														
140	140	839/2	839/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1694														
140	140	417	417	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1695										213				
140	140	835/2	835/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1696														
140	140	418	418	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1697														
140	140	837/2	837/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1698														
140	140	419	419	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1699														
140	140	839/2	839/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1700														
140	140	417	417	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	1701										214				
140	140	835/2	835/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1702														
140	140	418	418	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1703														
140	140	837/2	837/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1704														
140	140	419	419	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1705														
140	140	839/2	839/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1706														
140	140	417	417	0.0	0	0	Dynamic	3/4	4	1	0					ff													
140	140	417	417	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	1707										215				
140	140	835/2	835/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	1708														
140	140	418	418	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1709		articStaccatoAbove												
140	140	837/2	837/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1710		articStaccatoAbove												
140	140	419	419	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1711		articStaccatoAbove												
140	140	839/2	839/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1712		articStaccatoAbove												
141	141	420	420	0.0	0	0	Dynamic	3/4	1	1	0					f													
141	141	420	420	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1713										216				
141	141	841/2	841/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1714														
141	141	421	421	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1715										217				
141	141	843/2	843/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1716														
141	141	422	422	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1717										218				
141	141	845/2	845/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1718														
141	141	420	420	0.0	0	0	Dynamic	3/4	2	1	0					f													
141	141	420	420	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1719														
141	141	421	421	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1720		articStaccatoBelow												
141	141	422	422	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1721		articStaccatoBelow												
141	141	420	420	0.0	0	0	Dynamic	3/4	3	1	0					f													
141	141	420	420	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	1722														
141	141	421	421	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1723		articStaccatoAbove												
141	141	422	422	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1724		articStaccatoAbove												
141	141	420	420	0.0	0	0	Dynamic	3/4	4	1	0					f													
141	141	420	420	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	1725														
141	141	421	421	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1726		articStaccatoAbove												
141	141	422	422	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1727		articStaccatoAbove												
142	142	423	423	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1728										219				
142	142	847/2	847/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1729														
142	142	424	424	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1730										220				
142	142	849/2	849/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1731														
142	142	425	425	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1732										221				
142	142	851/2	851/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1733														
142	142	423	423	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1734		articStaccatoBelow												
142	142	424	424	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1735		articStaccatoBelow												
142	142	425	425	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1736		articStaccatoBelow												
142	142	423	423	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	1737		articStaccatoAbove												
142	142	424	424	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1738		articStaccatoAbove												
142	142	425	425	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1739		articStaccatoAbove												
142	142	423	423	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	1740		articStaccatoAbove												
142	142	424	424	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1741		articStaccatoAbove												
142	142	425	425	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1742		articStaccatoAbove												
143	143	426	426	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1743										222				
143	143	853/2	853/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1744														
143	143	427	427	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1745										223				
143	143	855/2	855/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1746														
143	143	428	428	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1747										224				
143	143	857/2	857/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1748														
143	143	426	426	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1749														
143	143	426	426	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	1750														
143	143	426	426	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	1751														
144	144	429	429	0.0	0	0	Dynamic	3/4	1	1	0					sf													
144	144	429	429	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1752														
144	144	429	429	0.0	0	0	Spanner	3/4	2	1	0															3			
144	144	429	429	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1753											3			
144	144	859/2	859/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1754											3			
144	144	430	430	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1755											3			
144	144	861/2	861/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1756											3			
144	144	431	431	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1757											3			
144	144	863/2	863/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1758											3			
144	144	429	429	0.0	0	0	Spanner	3/4	3	1	0															4			
144	144	429	429	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	1759											4			
144	144	859/2	859/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1760											4			
144	144	430	430	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1761											4			
144	144	861/2	861/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1762											4			
144	144	431	431	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1763											4			
144	144	863/2	863/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1764											4			
145	145	432	432	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1765										225				
145	145	865/2	865/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1766														
145	145	433	433	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1767										226				
145	145	867/2	867/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1768														
145	145	434	434	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1769										227				
145	145	869/2	869/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1770														
145	145	432	432	0.0	0	0	Dynamic	3/4	2	1	0					sf													
145	145	432	432	0.0	0	0	Spanner	3/4	2	1	0																		
145	145	432	432	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1771														
145	145	433	433	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1772														
145	145	434	434	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1773														
145	145	432	432	0.0	0	0	Dynamic	3/4	3	1	0					sf													
145	145	432	432	0.0	0	0	Spanner	3/4	3	1	0																		
145	145	432	432	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	1774														
145	145	433	433	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1775														
145	145	434	434	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1776														
145	145	432	432	0.0	0	0	Dynamic	3/4	4	1	0					sf													
145	145	432	432	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	1777														
145	145	433	433	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1778														
145	145	434	434	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1779														
146	146	435	435	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1780										228				
146	146	871/2	871/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1781														
146	146	436	436	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1782										229				
146	146	873/2	873/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1783														
146	146	437	437	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1784										230				
146	146	875/2	875/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1785														
146	146	435	435	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1786														
146	146	436	436	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1787														
146	146	437	437	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1788														
146	146	435	435	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	1789														
146	146	436	436	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1790														
146	146	437	437	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1791														
146	146	435	435	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	1792														
146	146	436	436	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1793														
146	146	437	437	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1794														
147	147	438	438	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1795										231				
147	147	877/2	877/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1796														
147	147	439	439	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1797										232				
147	147	879/2	879/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1798														
147	147	440	440	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1799										233				
147	147	881/2	881/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1800														
147	147	438	438	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1801														
147	147	438	438	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	1802														
147	147	438	438	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	1803														
148	148	441	441	0.0	0	0	Spanner	3/4	1	1	0															5			
148	148	441	441	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1804										234	5			
148	148	883/2	883/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1805											5			
148	148	442	442	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1806										235	5			
148	148	885/2	885/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1807											5			
148	148	443	443	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1808										236	5			
148	148	887/2	887/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1809											5			
148	148	441	441	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1810														
148	148	441	441	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	1811														
148	148	441	441	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	1812														
149	149	444	444	0.0	0	0	Dynamic	3/4	1	1	0					sf													
149	149	444	444	0.0	0	0	Spanner	3/4	1	1	0																		
149	149	444	444	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1813														
150	150	447	447	0.0	0	0	Dynamic	3/4	1	1	0					ff													
150	150	447	447	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1814										237				
150	150	447	447	0.0	0	0	Dynamic	3/4	2	1	0					ff													
150	150	447	447	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1815										238				
150	150	447	447	0.0	0	0	Dynamic	3/4	3	1	0					ff													
150	150	447	447	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	1816														
150	150	447	447	0.0	0	0	Dynamic	3/4	4	1	0					ff													
150	150	447	447	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	1817										239				
151	151	450	450	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1818														
151	151	451	451	0.0	1/4	1/4	Spanner	3/4	1	1	0															6			
151	151	451	451	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1819											6			
151	151	452	452	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1820											6			
151	151	450	450	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1821														
151	151	451	451	0.0	1/4	1/4	Spanner	3/4	2	1	0															7			
151	151	451	451	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1822											7			
151	151	452	452	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1823											7			
151	151	450	450	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	1824														
151	151	451	451	0.0	1/4	1/4	Spanner	3/4	3	1	0															8			
151	151	451	451	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1825											8			
151	151	452	452	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1826											8			
151	151	450	450	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	1827														
151	151	451	451	0.0	1/4	1/4	Spanner	3/4	4	1	0															9			
151	151	451	451	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1828											9			
151	151	452	452	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1829											9			
152	152	453	453	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1830											6			
152	152	454	454	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1831											6			
152	152	455	455	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1832											6			
152	152	911/2	911/2	0.0	5/8	5/8	Spanner	3/4	1	1	0																		
152	152	453	453	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1833											7			
152	152	454	454	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1834											7			
152	152	455	455	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1835											7			
