mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
57	57	449/2	449/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8			1/8	1	896											
57	57	225	225	0.5	1/4	1/4	Chord	2/2	4	1	1/8			1/8	1	897		articStaccatoBelow									
57	57	451/2	451/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	898		articStaccatoBelow									
57	57	226	226	0.5	1/2	1/2	Chord	2/2	4	1	1/8			1/8	1	899									219		
57	57	453/2	453/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8			1/8	1	900											
57	57	227	227	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	901		articStaccatoBelow									
57	57	455/2	455/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	902		articStaccatoBelow									
58	58	228	228	0.0	0	0	StaffText	2/2	1	1	0								"<font face=""Plantin MT Std""/><i>cresc.</i>"						213		
58	58	228	228	4.0	0	0	Chord	2/2	1	1	1			1	1	903									213		
58	58	228	228	0.0	0	0	StaffText	2/2	2	1	0								"<font face=""Plantin MT Std""/><i>cresc</i>"						216		
58	58	228	228	4.0	0	0	Chord	2/2	2	1	1			1	1	904									216		
58	58	228	228	0.0	0	0	StaffText	2/2	3	1	0								"<font face=""Plantin MT Std""/><i>cresc</i>"						217		
58	58	228	228	4.0	0	0	Chord	2/2	3	1	1			1	1	905									217		
58	58	228	228	0.0	0	0	StaffText	2/2	4	1	0								"<font face=""Plantin MT Std""/><i>cresc.</i>"								
58	58	228	228	0.5	0	0	Chord	2/2	4	1	1/8			1/8	1	906									220		
58	58	457/2	457/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8			1/8	1	907											
58	58	229	229	0.5	1/4	1/4	Chord	2/2	4	1	1/8			1/8	1	908		articStaccatoBelow									
58	58	459/2	459/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	909		articStaccatoBelow									
58	58	230	230	0.5	1/2	1/2	Chord	2/2	4	1	1/8			1/8	1	910									221		
58	58	461/2	461/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8			1/8	1	911											
58	58	231	231	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	912		articStaccatoBelow									
58	58	463/2	463/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	913		articStaccatoBelow									
59	59	232	232	4.0	0	0	Chord	2/2	1	1	1			1	1	914											
59	59	232	232	4.0	0	0	Chord	2/2	2	1	1			1	1	915											
59	59	232	232	4.0	0	0	Chord	2/2	3	1	1			1	1	916											
59	59	232	232	0.5	0	0	Chord	2/2	4	1	1/8			1/8	1	917									222		
59	59	465/2	465/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8			1/8	1	918											
59	59	233	233	0.5	1/4	1/4	Chord	2/2	4	1	1/8			1/8	1	919									223		
59	59	467/2	467/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	920											
59	59	234	234	0.5	1/2	1/2	Chord	2/2	4	1	1/8			1/8	1	921									224		
59	59	469/2	469/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8			1/8	1	922											
59	59	235	235	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	923									225		
59	59	471/2	471/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	924											
60	60	236	236	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	925											
60	60	237	237	0.0	1/4	1/4	Dynamic	2/2	1	1	0						f										
60	60	237	237	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	926		articStaccatoAbove									
60	60	475/2	475/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	927		articStaccatoAbove									
60	60	238	238	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	928									226		
60	60	477/2	477/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	929											
60	60	239	239	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	930		articStaccatoAbove									
60	60	479/2	479/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	931		articStaccatoAbove									
60	60	236	236	0.0	0	0	Dynamic	2/2	2	1	0						sf										
60	60	236	236	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	932											
60	60	237	237	0.0	1/4	1/4	Dynamic	2/2	2	1	0						f										
60	60	237	237	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	933		articStaccatoAbove									
60	60	475/2	475/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	934		articStaccatoAbove									
60	60	238	238	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	935									227		
60	60	477/2	477/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	936											
60	60	239	239	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	937		articStaccatoAbove									
60	60	479/2	479/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	938		articStaccatoAbove									
60	60	236	236	0.0	0	0	Dynamic	2/2	3	1	0						sf										
60	60	236	236	0.0	0	0	Dynamic	2/2	3	1	0						sf										
60	60	236	236	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	939											
60	60	237	237	0.0	1/4	1/4	Dynamic	2/2	3	1	0						f										
60	60	237	237	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	940		articStaccatoAbove									
60	60	475/2	475/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	941		articStaccatoAbove									
60	60	238	238	0.5	1/2	1/2	Chord	2/2	3	1	1/8			1/8	1	942									228		
60	60	477/2	477/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8			1/8	1	943											
60	60	239	239	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	944		articStaccatoAbove									
60	60	479/2	479/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	945		articStaccatoAbove									
60	60	236	236	0.0	0	0	Dynamic	2/2	4	1	0						f										
60	60	236	236	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	946											
61	61	240	240	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	947									229		
61	61	481/2	481/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	948											
61	61	241	241	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	949		articStaccatoAbove									
61	61	483/2	483/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	950		articStaccatoAbove									
61	61	242	242	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	951									230		
61	61	485/2	485/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	952											
61	61	243	243	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	953		articStaccatoAbove									
61	61	487/2	487/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	954		articStaccatoAbove									
61	61	240	240	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	955									231		
61	61	481/2	481/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	956											
61	61	241	241	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	957		articStaccatoAbove									
61	61	483/2	483/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	958		articStaccatoAbove									
61	61	242	242	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	959									232		
61	61	485/2	485/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	960											
61	61	243	243	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	961		articStaccatoBelow									
61	61	487/2	487/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	962		articStaccatoBelow									
61	61	240	240	0.5	0	0	Chord	2/2	3	1	1/8			1/8	1	963									233		
61	61	481/2	481/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8			1/8	1	964											
61	61	241	241	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	965		articStaccatoAbove									
61	61	483/2	483/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	966		articStaccatoAbove									
61	61	242	242	0.5	1/2	1/2	Chord	2/2	3	1	1/8			1/8	1	967									234		
61	61	485/2	485/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8			1/8	1	968											
61	61	243	243	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	969		articStaccatoAbove									
61	61	487/2	487/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	970		articStaccatoAbove									
62	62	244	244	0.0	0	0	Dynamic	2/2	1	1	0						sf										
62	62	244	244	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	971									235		
62	62	489/2	489/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	972											
62	62	245	245	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	973		articStaccatoBelow									
62	62	491/2	491/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	974		articStaccatoBelow									
62	62	246	246	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	975									236		
62	62	493/2	493/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	976											
62	62	247	247	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	977		articStaccatoBelow									
62	62	495/2	495/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	978		articStaccatoBelow									
62	62	244	244	0.0	0	0	Dynamic	2/2	2	1	0						sf										
62	62	244	244	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	979									237		
62	62	489/2	489/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	980											
62	62	245	245	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	981		articStaccatoBelow									
62	62	491/2	491/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	982		articStaccatoBelow									
62	62	246	246	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	983									238		
62	62	493/2	493/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	984											
62	62	247	247	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	985		articStaccatoBelow									
62	62	495/2	495/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	986		articStaccatoBelow									
62	62	244	244	0.0	0	0	Dynamic	2/2	3	1	0						sf										
62	62	244	244	0.5	0	0	Chord	2/2	3	1	1/8			1/8	1	987									239		
62	62	489/2	489/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8			1/8	1	988											
62	62	245	245	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	989		articStaccatoAbove									
62	62	491/2	491/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	990		articStaccatoAbove									
62	62	246	246	0.5	1/2	1/2	Chord	2/2	3	1	1/8			1/8	1	991									240		
62	62	493/2	493/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8			1/8	1	992											
62	62	247	247	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	993		articStaccatoBelow									
62	62	495/2	495/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	994		articStaccatoBelow									
62	62	244	244	0.0	0	0	Dynamic	2/2	4	1	0						f										
62	62	244	244	0.0	0	0	StaffText	2/2	4	1	0								pizz.								
62	62	244	244	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	995											
63	63	248	248	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	996									241		
63	63	497/2	497/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	997											
63	63	249	249	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	998		articStaccatoBelow									
63	63	499/2	499/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	999		articStaccatoBelow									
63	63	250	250	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1000									242		
63	63	501/2	501/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1001											
63	63	251	251	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1002		articStaccatoBelow									
63	63	503/2	503/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1003		articStaccatoBelow									
63	63	248	248	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1004									243		
63	63	497/2	497/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1005											
63	63	249	249	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1006		articStaccatoBelow									
63	63	499/2	499/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1007		articStaccatoBelow									
63	63	250	250	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1008									244		
63	63	501/2	501/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1009											
63	63	251	251	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1010		articStaccatoBelow									
63	63	503/2	503/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1011		articStaccatoBelow									
63	63	248	248	0.5	0	0	Chord	2/2	3	1	1/8			1/8	1	1012									245		
63	63	497/2	497/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8			1/8	1	1013											
63	63	249	249	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	1014		articStaccatoBelow									
63	63	499/2	499/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1015		articStaccatoBelow									
63	63	250	250	0.5	1/2	1/2	Chord	2/2	3	1	1/8			1/8	1	1016									246		
63	63	501/2	501/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8			1/8	1	1017											
63	63	251	251	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	1018		articStaccatoBelow									
63	63	503/2	503/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1019		articStaccatoBelow									
64	64	252	252	0.0	0	0	Dynamic	2/2	1	1	0						p										
64	64	252	252	4.0	0	0	Chord	2/2	1	1	1			1	1	1020											
64	64	252	252	0.0	0	0	Dynamic	2/2	2	1	0						p										
64	64	252	252	4.0	0	0	Chord	2/2	2	1	1			1	1	1021											
64	64	252	252	0.0	0	0	Dynamic	2/2	3	1	0						p										
64	64	252	252	4.0	0	0	Chord	2/2	3	1	1			1	1	1022											
64	64	252	252	0.0	0	0	Dynamic	2/2	4	1	0						p										
64	64	252	252	0.5	0	0	Chord	2/2	4	1	1/8			1/8	1	1023									247		
64	64	505/2	505/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8			1/8	1	1024											
64	64	253	253	0.5	1/4	1/4	Chord	2/2	4	1	1/8			1/8	1	1025		articStaccatoBelow									
64	64	507/2	507/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1026		articStaccatoBelow									
64	64	254	254	0.5	1/2	1/2	Chord	2/2	4	1	1/8			1/8	1	1027									248		
64	64	509/2	509/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8			1/8	1	1028											
64	64	255	255	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	1029		articStaccatoBelow									
64	64	511/2	511/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1030		articStaccatoBelow									
65	65	256	256	4.0	0	0	Chord	2/2	1	1	1			1	1	1031									249		
65	65	256	256	4.0	0	0	Chord	2/2	2	1	1			1	1	1032									250		
65	65	256	256	4.0	0	0	Chord	2/2	3	1	1			1	1	1033									251		
65	65	256	256	0.5	0	0	Chord	2/2	4	1	1/8			1/8	1	1034									252		
65	65	513/2	513/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8			1/8	1	1035											
65	65	257	257	0.5	1/4	1/4	Chord	2/2	4	1	1/8			1/8	1	1036		articStaccatoBelow									
65	65	515/2	515/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1037		articStaccatoBelow									
65	65	258	258	0.5	1/2	1/2	Chord	2/2	4	1	1/8			1/8	1	1038									253		
65	65	517/2	517/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8			1/8	1	1039											
65	65	259	259	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	1040		articStaccatoBelow									
65	65	519/2	519/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1041		articStaccatoBelow									
66	66	260	260	4.0	0	0	Chord	2/2	1	1	1			1	1	1042									249		
66	66	260	260	4.0	0	0	Chord	2/2	2	1	1			1	1	1043									250		
66	66	260	260	4.0	0	0	Chord	2/2	3	1	1			1	1	1044									251		
66	66	260	260	0.5	0	0	Chord	2/2	4	1	1/8			1/8	1	1045									254		
66	66	521/2	521/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8			1/8	1	1046											
66	66	261	261	0.5	1/4	1/4	Chord	2/2	4	1	1/8			1/8	1	1047		articStaccatoBelow									
66	66	523/2	523/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1048		articStaccatoBelow									
66	66	262	262	0.5	1/2	1/2	Chord	2/2	4	1	1/8			1/8	1	1049									255		
66	66	525/2	525/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8			1/8	1	1050											
66	66	263	263	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	1051		articStaccatoBelow									
66	66	527/2	527/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1052		articStaccatoBelow									
67	67	264	264	0.0	0	0	StaffText	2/2	1	1	0								"<font face=""Plantin MT Std""/><i>cresc.</i>"						249		
67	67	264	264	4.0	0	0	Chord	2/2	1	1	1			1	1	1053									249		
67	67	264	264	0.0	0	0	StaffText	2/2	2	1	0								"<font face=""Plantin MT Std""/><i>cresc.</i>"						250		
67	67	264	264	4.0	0	0	Chord	2/2	2	1	1			1	1	1054									250		
67	67	264	264	0.0	0	0	StaffText	2/2	3	1	0								"<font face=""Plantin MT Std""/><i>cresc.</i>"						251		
67	67	264	264	4.0	0	0	Chord	2/2	3	1	1			1	1	1055									251		
67	67	264	264	0.5	0	0	Chord	2/2	4	1	1/8			1/8	1	1056									256		
67	67	529/2	529/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8			1/8	1	1057											
67	67	265	265	0.5	1/4	1/4	Chord	2/2	4	1	1/8			1/8	1	1058		articStaccatoBelow									
67	67	531/2	531/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1059		articStaccatoBelow									
67	67	266	266	0.0	1/2	1/2	StaffText	2/2	4	1	0								"<font face=""Plantin MT Std""/><i>cresc.</i>"								
67	67	266	266	0.5	1/2	1/2	Chord	2/2	4	1	1/8			1/8	1	1060									257		
67	67	533/2	533/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8			1/8	1	1061											
67	67	267	267	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	1062		articStaccatoBelow									
67	67	535/2	535/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1063		articStaccatoBelow									
68	68	268	268	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	1064											
68	68	270	270	0.0	1/2	1/2	Dynamic	2/2	1	1	0						mf										
68	68	270	270	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	1065		articStaccatoBelow									
68	68	268	268	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	1066											
68	68	270	270	0.0	1/2	1/2	Dynamic	2/2	2	1	0						mf										
68	68	270	270	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	1067		articStaccatoBelow									
68	68	268	268	2.0	0	0	Chord	2/2	3	1	1/2			1/2	1	1068											
68	68	270	270	0.0	1/2	1/2	Dynamic	2/2	3	1	0						mf										
68	68	270	270	2.0	1/2	1/2	Chord	2/2	3	1	1/2			1/2	1	1069		articStaccatoBelow									
68	68	268	268	0.5	0	0	Chord	2/2	4	1	1/8			1/8	1	1070									258		
68	68	537/2	537/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8			1/8	1	1071											
68	68	269	269	0.5	1/4	1/4	Chord	2/2	4	1	1/8			1/8	1	1072		articStaccatoBelow									
68	68	539/2	539/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1073		articStaccatoBelow									
68	68	270	270	0.5	1/2	1/2	Chord	2/2	4	1	1/8			1/8	1	1074									259		
68	68	541/2	541/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8			1/8	1	1075											
68	68	271	271	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	1076		articStaccatoBelow									
68	68	543/2	543/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1077		articStaccatoBelow									
69	69	272	272	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	1078		articStaccatoBelow									
69	69	274	274	0.0	1/2	1/2	StaffText	2/2	1	1	0								"<font face=""Plantin MT Std""/><i>cresc.</i>"								
69	69	274	274	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	1079		articStaccatoAbove									
69	69	272	272	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	1080		articStaccatoBelow									
69	69	274	274	0.0	1/2	1/2	StaffText	2/2	2	1	0								"<font face=""Plantin MT Std""/><i>cresc.</i>"								
69	69	274	274	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	1081		articStaccatoBelow									
69	69	272	272	2.0	0	0	Chord	2/2	3	1	1/2			1/2	1	1082		articStaccatoAbove									
69	69	274	274	0.0	1/2	1/2	StaffText	2/2	3	1	0								"<font face=""Plantin MT Std""/><i>cresc.</i>"								
69	69	274	274	2.0	1/2	1/2	Chord	2/2	3	1	1/2			1/2	1	1083		articStaccatoAbove									
69	69	272	272	0.5	0	0	Chord	2/2	4	1	1/8			1/8	1	1084									260		
69	69	545/2	545/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8			1/8	1	1085											
69	69	273	273	0.5	1/4	1/4	Chord	2/2	4	1	1/8			1/8	1	1086		articStaccatoAbove									
69	69	547/2	547/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1087		articStaccatoAbove									
69	69	274	274	0.0	1/2	1/2	StaffText	2/2	4	1	0								"<font face=""Plantin MT Std""/><i>cresc.</i>"								
69	69	274	274	0.5	1/2	1/2	Chord	2/2	4	1	1/8			1/8	1	1088									261		
69	69	549/2	549/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8			1/8	1	1089											
69	69	275	275	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	1090		articStaccatoAbove									
69	69	551/2	551/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1091		articStaccatoAbove									
70	70	276	276	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	1092		articStaccatoAbove									
70	70	278	278	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	1093		articStaccatoAbove									
70	70	276	276	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	1094		articStaccatoAbove									
70	70	278	278	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	1095		articStaccatoAbove									
70	70	276	276	2.0	0	0	Chord	2/2	3	1	1/2			1/2	1	1096		articStaccatoAbove									
70	70	278	278	2.0	1/2	1/2	Chord	2/2	3	1	1/2			1/2	1	1097		articStaccatoAbove									
70	70	276	276	0.5	0	0	Chord	2/2	4	1	1/8			1/8	1	1098									262		
70	70	553/2	553/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8			1/8	1	1099											
70	70	277	277	0.5	1/4	1/4	Chord	2/2	4	1	1/8			1/8	1	1100		articStaccatoAbove									
70	70	555/2	555/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1101		articStaccatoAbove									
70	70	278	278	0.5	1/2	1/2	Chord	2/2	4	1	1/8			1/8	1	1102									263		
70	70	557/2	557/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8			1/8	1	1103											
70	70	279	279	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	1104		articStaccatoAbove									
70	70	559/2	559/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1105		articStaccatoAbove									
71	71	280	280	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	1106											
71	71	282	282	0.0	1/2	1/2	Dynamic	2/2	1	1	0						f										
71	71	282	282	1.5	1/2	1/2	Chord	2/2	1	1	3/8			1/4	3/2	1107											
71	71	567/2	567/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1108											
71	71	280	280	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	1109									264		
71	71	282	282	0.0	1/2	1/2	Dynamic	2/2	2	1	0						f								264		
71	71	282	282	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1110									264		
71	71	283	283	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	1111									264		
71	71	280	280	1.5	0	0	Chord	2/2	3	1	3/8			1/4	3/2	1112									265		
71	71	563/2	563/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	1113									265		
71	71	282	282	0.5	1/2	1/2	Chord	2/2	3	1	1/8			1/8	1	1114									265		
71	71	565/2	565/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8			1/8	1	1115									265		
71	71	283	283	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	1116									265		
71	71	567/2	567/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1117											
71	71	280	280	0.5	0	0	Chord	2/2	4	1	1/8			1/8	1	1118									266		
71	71	561/2	561/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8			1/8	1	1119											
71	71	281	281	0.5	1/4	1/4	Chord	2/2	4	1	1/8			1/8	1	1120		articStaccatoAbove									
71	71	563/2	563/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	1121		articStaccatoAbove									
71	71	282	282	0.5	1/2	1/2	Chord	2/2	4	1	1/8			1/8	1	1122									267		
71	71	565/2	565/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8			1/8	1	1123											
71	71	283	283	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	1124											
71	71	567/2	567/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1125											
72	72	284	284	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	1126									268		
72	72	286	286	1.5	1/2	1/2	Chord	2/2	1	1	3/8			1/4	3/2	1127											
72	72	575/2	575/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1128											
72	72	284	284	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	1129									264		
72	72	286	286	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	1130											
72	72	284	284	0.0	0	0	Dynamic	2/2	3	1	0						f										
72	72	284	284	2.0	0	0	Chord	2/2	3	1	1/2			1/2	1	1131											
72	72	286	286	0.5	1/2	1/2	Chord	2/2	3	1	1/8			1/8	1	1132									269		
72	72	573/2	573/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8			1/8	1	1133									269		
72	72	287	287	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	1134									269		
72	72	575/2	575/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1135											
72	72	284	284	0.0	0	0	Dynamic	2/2	4	1	0						f										
72	72	284	284	0.5	0	0	Chord	2/2	4	1	1/8			1/8	1	1136									270		
