mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
218	217	850	850	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	3927											
218	217	1693/2	1693/2	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	3928											
218	217	1693/2	1693/2	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	3929									826		
218	217	1695/2	1695/2	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	3930									826		
218	217	1697/2	1697/2	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	3931									826		
218	217	1699/2	1699/2	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	3932											
218	217	1693/2	1693/2	4.0	0	0	Chord	4/4	4	1	1			1	1	3933											
219	218	1701/2	1701/2	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	3934									827		
219	218	851	851	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	3935											
219	218	1703/2	1703/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	3936									828		
219	218	852	852	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	3937											
219	218	1705/2	1705/2	0.0	1/2	1/2	Dynamic	4/4	1	1	0						pp										
219	218	1705/2	1705/2	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	3938		articAccentBelow									
219	218	1705/2	1705/2	0.0	1/2	1/2	Dynamic	4/4	2	1	0						pp										
219	218	1705/2	1705/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	3939									829		
219	218	853	853	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	3940											
219	218	1707/2	1707/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	3941									830		
219	218	854	854	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	3942											
219	218	1701/2	1701/2	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	3943											
219	218	1705/2	1705/2	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	3944		articAccentBelow									
219	218	1701/2	1701/2	0.0	0	0	Dynamic	4/4	4	1	0						pp										
219	218	1701/2	1701/2	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	3945									831		
219	218	1705/2	1705/2	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	3946											
220	219	1709/2	1709/2	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	3947									832		
220	219	1713/2	1713/2	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	3948									832		
220	219	1709/2	1709/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	3949									833		
220	219	855	855	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	3950											
220	219	1711/2	1711/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	3951									834		
220	219	856	856	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	3952											
220	219	1713/2	1713/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	3953									835		
220	219	857	857	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	3954											
220	219	1715/2	1715/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	3955									836		
220	219	858	858	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	3956											
220	219	1709/2	1709/2	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	3957									837		
220	219	1713/2	1713/2	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	3958									837		
220	219	1709/2	1709/2	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	3959									838		
220	219	1713/2	1713/2	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	3960											
221	220	1717/2	1717/2	0.0	0	0	StaffText	4/4	1	1	0								"<font face=""Plantin MT Std""/><i>dim.</i>"								
221	220	1717/2	1717/2	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	3961											
221	220	1717/2	1717/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	3962									839		
221	220	859	859	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	3963											
221	220	1719/2	1719/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	3964									840		
221	220	860	860	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	3965											
221	220	1721/2	1721/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	3966									841		
221	220	861	861	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	3967											
221	220	1723/2	1723/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	3968									842		
221	220	862	862	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	3969											
221	220	1717/2	1717/2	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	3970											
221	220	1721/2	1721/2	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	3971		articAccentBelow									
221	220	1717/2	1717/2	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	3972									843		
221	220	1721/2	1721/2	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	3973											
222	221	1725/2	1725/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	3974									844		
222	221	863	863	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	3975											
222	221	1727/2	1727/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	3976									845		
222	221	864	864	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	3977											
222	221	1729/2	1729/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	3978									846		
222	221	865	865	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	3979											
222	221	1731/2	1731/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	3980									847		
222	221	866	866	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	3981											
222	221	1725/2	1725/2	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	3982									848		
222	221	1729/2	1729/2	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	3983									848		
222	221	1725/2	1725/2	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	3984									849		
222	221	1729/2	1729/2	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	3985											
223	222	1733/2	1733/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	3986									850		
223	222	867	867	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	3987											
223	222	1735/2	1735/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	3988									851		
223	222	868	868	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	3989											
223	222	1737/2	1737/2	0.0	1/2	1/2	Spanner	4/4	2	1	0															37	
223	222	1737/2	1737/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	3990									852	37	
223	222	869	869	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	3991										37	
223	222	1739/2	1739/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	3992									853	37	
223	222	870	870	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	3993										37	
223	222	1733/2	1733/2	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	3994											
223	222	1737/2	1737/2	0.0	1/2	1/2	Spanner	4/4	3	1	0															38	
223	222	1737/2	1737/2	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	3995										38	
223	222	1733/2	1733/2	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	3996											
223	222	1737/2	1737/2	0.0	1/2	1/2	Spanner	4/4	4	1	0															39	
223	222	1737/2	1737/2	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	3997										39	
224	223	1741/2	1741/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	3998									854	37	
224	223	871	871	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	3999										37	
224	223	1743/2	1743/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	4000									855	37	
224	223	872	872	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	4001										37	
224	223	1745/2	1745/2	0.0	1/2	1/2	Spanner	4/4	2	1	0																
224	223	1745/2	1745/2	0.0	1/2	1/2	Spanner	4/4	2	1	0																14
224	223	1745/2	1745/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	4002									856		14
224	223	873	873	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	4003											14
224	223	1747/2	1747/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	4004									857		14
224	223	874	874	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	4005											14
224	223	1741/2	1741/2	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	4006										38	
224	223	1745/2	1745/2	0.0	1/2	1/2	Spanner	4/4	3	1	0																
224	223	1745/2	1745/2	0.0	1/2	1/2	Spanner	4/4	3	1	0																15
224	223	1745/2	1745/2	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	4007											15
224	223	1741/2	1741/2	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	4008										39	
224	223	1745/2	1745/2	0.0	1/2	1/2	Spanner	4/4	4	1	0																
224	223	1745/2	1745/2	0.0	1/2	1/2	Spanner	4/4	4	1	0																16
224	223	1745/2	1745/2	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	4009											16
225	224	1749/2	1749/2	0.0	0	0	Spanner	4/4	2	1	0																
225	224	1749/2	1749/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	4010									858		
225	224	875	875	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	4011											
225	224	1751/2	1751/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	4012									859		
225	224	876	876	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	4013											
225	224	1753/2	1753/2	0.0	1/2	1/2	Dynamic	4/4	2	1	0						pp										
225	224	1753/2	1753/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	4014									860		
225	224	877	877	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	4015											
225	224	1755/2	1755/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	4016									861		
225	224	878	878	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	4017											
225	224	1749/2	1749/2	0.0	0	0	Spanner	4/4	3	1	0																
225	224	1749/2	1749/2	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	4018											
225	224	1753/2	1753/2	0.0	1/2	1/2	Dynamic	4/4	3	1	0						pp										
225	224	1753/2	1753/2	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	4019											
225	224	1749/2	1749/2	0.0	0	0	Spanner	4/4	4	1	0																
225	224	1749/2	1749/2	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	4020											
225	224	1753/2	1753/2	0.0	1/2	1/2	Dynamic	4/4	4	1	0						pp										
225	224	1753/2	1753/2	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	4021											
226	225	1763/2	1763/2	0.0	3/4	3/4	Dynamic	4/4	1	1	0						p										
226	225	1763/2	1763/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	4022											
226	225	3529/4	3529/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	4023											
226	225	1757/2	1757/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	4024									862		
226	225	879	879	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	4025											
226	225	1759/2	1759/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	4026									863		
226	225	880	880	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	4027											
226	225	1761/2	1761/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	4028									864		
226	225	881	881	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	4029											
226	225	1763/2	1763/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	4030									865		
226	225	882	882	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	4031											
226	225	1757/2	1757/2	3.0	0	0	Chord	4/4	3	1	3/4			1/2	3/2	4032									866		
226	225	1763/2	1763/2	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	4033											
226	225	1757/2	1757/2	4.0	0	0	Chord	4/4	4	1	1			1	1	4034											
226	225	1757/2	1757/2	3.0	0	0	Chord	4/4	4	2	3/4			1/2	3/2	4035									867		
226	225	1763/2	1763/2	1.0	3/4	3/4	Chord	4/4	4	2	1/4			1/4	1	4036											
227	226	1765/2	1765/2	0.0	0	0	StaffText	4/4	1	1	0								"<font face=""Plantin MT Std""/><i>con fuoco</i>"								
227	226	1765/2	1765/2	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	4037									868		
227	226	1767/2	1767/2	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	4038											
227	226	3537/4	3537/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	4039											
227	226	1769/2	1769/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	4040									869		
227	226	1771/2	1771/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	4041											
227	226	3545/4	3545/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	4042											
227	226	1765/2	1765/2	0.0	0	0	Dynamic	4/4	2	1	0						p										
227	226	1765/2	1765/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	4043									870		
227	226	883	883	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	4044											
227	226	1767/2	1767/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	4045									871		
227	226	884	884	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	4046											
227	226	1769/2	1769/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	4047									872		
227	226	885	885	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	4048											
227	226	1771/2	1771/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	4049									873		
227	226	886	886	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	4050											
227	226	1765/2	1765/2	0.0	0	0	Dynamic	4/4	3	1	0						p										
227	226	1765/2	1765/2	0.0	0	0	Spanner	4/4	3	1	0															40	
227	226	1765/2	1765/2	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	4051									874	40	
227	226	1769/2	1769/2	0.0	1/2	1/2	Spanner	4/4	3	1	0																
227	226	1769/2	1769/2	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	4052											
227	226	1765/2	1765/2	0.0	0	0	Dynamic	4/4	4	1	0						p										
227	226	1765/2	1765/2	4.0	0	0	Chord	4/4	4	1	1			1	1	4053											
228	227	1773/2	1773/2	0.0	0	0	Chord	4/4	1	1	0	grace16after		1/16	1	4054											
228	227	1773/2	1773/2	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	4055											
228	227	1775/2	1775/2	0.0	1/4	1/4	StaffText	4/4	1	1	0								"<font face=""Plantin MT Std""/><i>cresc.</i>"								
228	227	1775/2	1775/2	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16		1/16	1	4056											
228	227	1775/2	1775/2	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	4057											
228	227	3553/4	3553/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	4058											
228	227	1777/2	1777/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	4059									875		
228	227	889	889	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	4060									875		
228	227	1779/2	1779/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	4061											
228	227	3561/4	3561/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	4062											
228	227	1773/2	1773/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	4063									876		
228	227	887	887	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	4064											
228	227	1775/2	1775/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	4065									877		
228	227	888	888	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	4066											
228	227	1777/2	1777/2	0.0	1/2	1/2	StaffText	4/4	2	1	0								"<font face=""Plantin MT Std""/><i>cresc.</i>"								
228	227	1777/2	1777/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	4067									878		
228	227	889	889	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	4068											
228	227	1779/2	1779/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	4069									879		
228	227	890	890	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	4070											
228	227	1773/2	1773/2	0.0	0	0	Spanner	4/4	3	1	0																17
228	227	1773/2	1773/2	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	4071									880		17
228	227	1777/2	1777/2	0.0	1/2	1/2	Spanner	4/4	3	1	0																
228	227	1777/2	1777/2	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	4072											
228	227	1773/2	1773/2	0.0	0	0	StaffText	4/4	4	1	0								"<font face=""Plantin MT Std""/><i>cresc.</i>"								
228	227	1773/2	1773/2	4.0	0	0	Chord	4/4	4	1	1			1	1	4073											
229	228	1781/2	1781/2	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	4074									881		
229	228	1783/2	1783/2	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	4075											
229	228	3569/4	3569/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	4076											
229	228	1785/2	1785/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	4077									882		
229	228	1787/2	1787/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	4078											
229	228	3577/4	3577/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	4079											
229	228	1781/2	1781/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	4080									883		
229	228	891	891	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	4081											
229	228	1783/2	1783/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	4082									884		
229	228	892	892	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	4083											
229	228	1785/2	1785/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	4084									885		
229	228	893	893	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	4085											
229	228	1787/2	1787/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	4086									886		
229	228	894	894	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	4087											
229	228	1781/2	1781/2	0.0	0	0	StaffText	4/4	3	1	0								"<font face=""Plantin MT Std""/><i>cresc.</i>"								
229	228	1781/2	1781/2	0.0	0	0	Spanner	4/4	3	1	0															41	
229	228	1781/2	1781/2	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	4088									887	41	
229	228	1785/2	1785/2	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	4089										41	
229	228	1781/2	1781/2	4.0	0	0	Chord	4/4	4	1	1			1	1	4090											
230	229	1789/2	1789/2	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	4091									888		
230	229	3581/4	3581/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32			1/32	1	4092									888		
230	229	7163/8	7163/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32			1/32	1	4093									888		
230	229	1791/2	1791/2	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	4094											
230	229	3585/4	3585/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	4095											
230	229	1793/2	1793/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	4096									889		
230	229	897	897	0.0	5/8	5/8	Chord	4/4	1	1	0	grace16after		1/16	1	4097											
230	229	897	897	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	4098											
230	229	1795/2	1795/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	4099											
230	229	898	898	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	4100		articStaccatoAbove									
230	229	1789/2	1789/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	4101									890		
230	229	895	895	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	4102											
230	229	1791/2	1791/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	4103									891		
230	229	896	896	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	4104											
230	229	1793/2	1793/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	4105									892		
230	229	897	897	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	4106											
230	229	1795/2	1795/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	4107									893		
230	229	898	898	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	4108											
230	229	1789/2	1789/2	0.0	0	0	Spanner	4/4	3	1	0																
230	229	1789/2	1789/2	0.0	0	0	Spanner	4/4	3	1	0																18
230	229	1789/2	1789/2	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	4109									894		18
230	229	1793/2	1793/2	0.0	1/2	1/2	Spanner	4/4	3	1	0																
230	229	1793/2	1793/2	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	4110											
230	229	1789/2	1789/2	4.0	0	0	Chord	4/4	4	1	1			1	1	4111											
231	230	1797/2	1797/2	0.0	0	0	Dynamic	4/4	1	1	0						sf										
231	230	1797/2	1797/2	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	4112											
231	230	1801/2	1801/2	0.0	1/2	1/2	Dynamic	4/4	1	1	0						sf										
231	230	1801/2	1801/2	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	4113											
231	230	1797/2	1797/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	4114									895		
231	230	899	899	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	4115											
231	230	1799/2	1799/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	4116									896		
231	230	900	900	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	4117											
231	230	1801/2	1801/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	4118									897		
231	230	901	901	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	4119											
231	230	1803/2	1803/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	4120									898		
231	230	902	902	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	4121											
231	230	1797/2	1797/2	0.0	0	0	Dynamic	4/4	3	1	0						sf										
231	230	1797/2	1797/2	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	4122											
231	230	1801/2	1801/2	0.0	1/2	1/2	Dynamic	4/4	3	1	0						sf										
231	230	1801/2	1801/2	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	4123											
231	230	1797/2	1797/2	4.0	0	0	Chord	4/4	4	1	1			1	1	4124		articAccentBelow									
232	231	1805/2	1805/2	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	4125											
232	231	1807/2	1807/2	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	4126		articAccentAbove							899		
232	231	1809/2	1809/2	0.0	1/2	1/2	Dynamic	4/4	1	1	0						sf										
232	231	1809/2	1809/2	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	4127											
232	231	1805/2	1805/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	4128									900		
232	231	903	903	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	4129											
232	231	1807/2	1807/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	4130									901		
232	231	904	904	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	4131											
232	231	1809/2	1809/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	4132									902		
232	231	905	905	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	4133											
232	231	1811/2	1811/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	4134									903		
232	231	906	906	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	4135											
232	231	1805/2	1805/2	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	4136											
232	231	1807/2	1807/2	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	4137		articAccentBelow							904		
232	231	1809/2	1809/2	0.0	1/2	1/2	Dynamic	4/4	3	1	0						sf										
232	231	1809/2	1809/2	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	4138											
232	231	1805/2	1805/2	0.0	0	0	Dynamic	4/4	4	1	0						sf										
232	231	1805/2	1805/2	3.0	0	0	Chord	4/4	4	1	3/4			1/2	3/2	4139									905		
232	231	1811/2	1811/2	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	4140											
233	232	1813/2	1813/2	0.0	0	0	StaffText	4/4	1	1	0								<i>sempre cresc.</i>								
233	232	1813/2	1813/2	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	4141											
233	232	1815/2	1815/2	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	4142									906		
233	232	1817/2	1817/2	0.0	1/2	1/2	Dynamic	4/4	1	1	0						sf										
233	232	1817/2	1817/2	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	4143											
233	232	1813/2	1813/2	0.0	0	0	StaffText	4/4	2	1	0								<i>sempre cresc.</i>								
233	232	1813/2	1813/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	4144									907		
233	232	907	907	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	4145											
233	232	1815/2	1815/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	4146									908		
233	232	908	908	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	4147											
233	232	1817/2	1817/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	4148									909		
233	232	909	909	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	4149											
233	232	1819/2	1819/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	4150									910		
233	232	910	910	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	4151											
233	232	1813/2	1813/2	0.0	0	0	StaffText	4/4	3	1	0								<i>sempre cresc.</i>								
233	232	1813/2	1813/2	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	4152											
233	232	1815/2	1815/2	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	4153									911		
233	232	1817/2	1817/2	0.0	1/2	1/2	Dynamic	4/4	3	1	0						sf										
233	232	1817/2	1817/2	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	4154											
233	232	1813/2	1813/2	0.0	0	0	Dynamic	4/4	4	1	0						sf										
233	232	1813/2	1813/2	0.0	0	0	StaffText	4/4	4	1	0								<i>sempre cresc.</i>								
