mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_line	crescendo_hairpin
108	108	643/2	643/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8			1/8	1	1849												
108	108	322	322	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	1850												
108	108	645/2	645/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	1851												
108	108	323	323	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	1852												
108	108	647/2	647/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	1853												
109	109	324	324	0.0	0	0	Dynamic	3/4	1	1	0						sf											
109	109	324	324	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	1854												
109	109	651/2	651/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1855		articStaccatoBelow										
109	109	326	326	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1856		articStaccatoBelow										
109	109	653/2	653/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1857		articStaccatoBelow										
109	109	324	324	0.0	0	0	Dynamic	3/4	2	1	0						sf											
109	109	324	324	1.0	0	0	Chord	3/4	2	1	1/4		r16	1/4	1	1858												
109	109	325	325	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1859		articStaccatoBelow										
109	109	651/2	651/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1860		articStaccatoBelow										
109	109	326	326	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1861		articStaccatoBelow										
109	109	653/2	653/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1862		articStaccatoBelow										
109	109	324	324	0.0	0	0	Dynamic	3/4	3	1	0						sf											
109	109	324	324	1.0	0	0	Chord	3/4	3	1	1/4		r16	1/4	1	1863												
109	109	325	325	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	1864												
109	109	651/2	651/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	1865												
109	109	326	326	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	1866												
109	109	653/2	653/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	1867												
109	109	324	324	0.0	0	0	Dynamic	3/4	4	1	0						sf											
109	109	324	324	1.0	0	0	Chord	3/4	4	1	1/4		r16	1/4	1	1868												
109	109	325	325	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	1869		articStaccatoBelow										
109	109	651/2	651/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	1870		articStaccatoBelow										
109	109	326	326	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	1871		articStaccatoBelow										
109	109	653/2	653/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	1872		articStaccatoBelow										
110	110	327	327	0.0	0	0	Dynamic	3/4	1	1	0						sf											
110	110	327	327	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	1873												
110	110	657/2	657/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1874		articStaccatoAbove										
110	110	329	329	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1875		articStaccatoAbove										
110	110	659/2	659/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1876		articStaccatoAbove										
110	110	327	327	0.0	0	0	Dynamic	3/4	2	1	0						sf											
110	110	327	327	1.0	0	0	Chord	3/4	2	1	1/4		r16	1/4	1	1877												
110	110	328	328	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1878		articStaccatoBelow										
110	110	657/2	657/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1879		articStaccatoBelow										
110	110	329	329	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1880		articStaccatoBelow										
110	110	659/2	659/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1881		articStaccatoBelow										
110	110	327	327	0.0	0	0	Dynamic	3/4	3	1	0						sf											
110	110	327	327	1.0	0	0	Chord	3/4	3	1	1/4		r16	1/4	1	1882												
110	110	328	328	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	1883												
110	110	657/2	657/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	1884												
110	110	329	329	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	1885												
110	110	659/2	659/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	1886												
110	110	327	327	0.0	0	0	Dynamic	3/4	4	1	0						sf											
110	110	327	327	1.0	0	0	Chord	3/4	4	1	1/4		r16	1/4	1	1887												
110	110	328	328	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	1888		articStaccatoBelow										
110	110	657/2	657/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	1889		articStaccatoBelow										
110	110	329	329	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	1890		articStaccatoBelow										
110	110	659/2	659/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	1891		articStaccatoBelow										
111	111	330	330	0.0	0	0	Dynamic	3/4	1	1	0						f											
111	111	330	330	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1892												
111	111	330	330	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1893												
111	111	332	332	0.0	1/2	1/2	Dynamic	3/4	2	1	0						f											
111	111	332	332	1.0	1/2	1/2	Chord	3/4	2	1	1/4		r16	1/4	1	1894												
111	111	330	330	0.5	0	0	Chord	3/4	3	1	1/8			1/8	1	1895												
111	111	331	331	0.0	1/4	1/4	Dynamic	3/4	3	1	0						f											
111	111	331	331	1.0	1/4	1/4	Chord	3/4	3	1	1/4		r16	1/4	1	1896												
111	111	332	332	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	1897												
111	111	330	330	0.0	0	0	Dynamic	3/4	4	1	0						f											
111	111	330	330	1.0	0	0	Chord	3/4	4	1	1/4		r16	1/4	1	1898												
111	111	331	331	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	1899												
112	112	333	333	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1900												
112	112	333	333	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1901												
112	112	335	335	1.0	1/2	1/2	Chord	3/4	2	1	1/4		r16	1/4	1	1902												
112	112	334	334	1.0	1/4	1/4	Chord	3/4	3	1	1/4		r16	1/4	1	1903												
112	112	335	335	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	1904												
112	112	333	333	1.0	0	0	Chord	3/4	4	1	1/4		r16	1/4	1	1905												
112	112	334	334	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	1906												
113	113	336	336	0.0	0	0	Dynamic	3/4	1	1	0						sf											
113	113	336	336	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1907												
113	113	336	336	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1908												
113	113	338	338	0.0	1/2	1/2	Dynamic	3/4	2	1	0						f											
113	113	338	338	1.0	1/2	1/2	Chord	3/4	2	1	1/4		r16	1/4	1	1909												
113	113	337	337	0.0	1/4	1/4	Dynamic	3/4	3	1	0						f											
113	113	337	337	1.0	1/4	1/4	Chord	3/4	3	1	1/4		r16	1/4	1	1910												
113	113	338	338	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	1911												
113	113	336	336	0.0	0	0	Dynamic	3/4	4	1	0						f											
113	113	336	336	1.0	0	0	Chord	3/4	4	1	1/4		r16	1/4	1	1912												
113	113	337	337	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	1913												
114	114	339	339	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1914												
114	114	339	339	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1915												
114	114	341	341	1.0	1/2	1/2	Chord	3/4	2	1	1/4		r16	1/4	1	1916												
114	114	340	340	1.0	1/4	1/4	Chord	3/4	3	1	1/4		r16	1/4	1	1917												
114	114	341	341	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	1918												
114	114	339	339	1.0	0	0	Chord	3/4	4	1	1/4		r16	1/4	1	1919												
114	114	340	340	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	1920												
115	115	342	342	0.0	0	0	StaffText	3/4	1	1	0								dimin.									
115	115	342	342	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1921												
115	115	342	342	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1922												
115	115	344	344	0.0	1/2	1/2	StaffText	3/4	2	1	0								dimin.									
115	115	344	344	1.0	1/2	1/2	Chord	3/4	2	1	1/4		r16	1/4	1	1923												
115	115	343	343	0.0	1/4	1/4	StaffText	3/4	3	1	0								dimin.									
115	115	343	343	1.0	1/4	1/4	Chord	3/4	3	1	1/4		r16	1/4	1	1924												
115	115	344	344	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	1925												
115	115	342	342	0.0	0	0	StaffText	3/4	4	1	0								dimin.									
115	115	342	342	1.0	0	0	Chord	3/4	4	1	1/4		r16	1/4	1	1926												
115	115	343	343	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	1927												
116	116	345	345	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1928												
116	116	345	345	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1929												
116	116	347	347	1.0	1/2	1/2	Chord	3/4	2	1	1/4		r16	1/4	1	1930												
116	116	346	346	1.0	1/4	1/4	Chord	3/4	3	1	1/4		r16	1/4	1	1931												
116	116	347	347	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	1932												
116	116	345	345	1.0	0	0	Chord	3/4	4	1	1/4		r16	1/4	1	1933												
116	116	346	346	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	1934												
117	117	348	348	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1935												
117	117	348	348	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1936												
117	117	350	350	0.0	1/2	1/2	Dynamic	3/4	2	1	0						p											
117	117	350	350	1.0	1/2	1/2	Chord	3/4	2	1	1/4		r16	1/4	1	1937												
117	117	349	349	0.0	1/4	1/4	Dynamic	3/4	3	1	0						p											
117	117	349	349	1.0	1/4	1/4	Chord	3/4	3	1	1/4		r16	1/4	1	1938												
117	117	350	350	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	1939												
117	117	348	348	0.0	0	0	Dynamic	3/4	4	1	0						p											
117	117	348	348	1.0	0	0	Chord	3/4	4	1	1/4		r16	1/4	1	1940												
117	117	349	349	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	1941												
118	118	351	351	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1942												
118	118	351	351	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1943												
118	118	353	353	1.0	1/2	1/2	Chord	3/4	2	1	1/4		r16	1/4	1	1944												
118	118	352	352	1.0	1/4	1/4	Chord	3/4	3	1	1/4		r16	1/4	1	1945												
118	118	353	353	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	1946												
118	118	351	351	1.0	0	0	Chord	3/4	4	1	1/4		r16	1/4	1	1947												
118	118	352	352	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	1948												
119	119	354	354	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1949												
119	119	354	354	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1950												
119	119	356	356	1.0	1/2	1/2	Chord	3/4	2	1	1/4		r16	1/4	1	1951												
119	119	355	355	1.0	1/4	1/4	Chord	3/4	3	1	1/4		r16	1/4	1	1952												
119	119	356	356	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	1953												
119	119	354	354	1.0	0	0	Chord	3/4	4	1	1/4		r16	1/4	1	1954												
119	119	355	355	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	1955												
120	120	357	357	0.0	0	0	StaffText	3/4	1	1	0								dimin.									
120	120	357	357	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1956												
120	120	357	357	0.0	0	0	StaffText	3/4	2	1	0								dimin.									
120	120	357	357	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1957												
120	120	359	359	1.0	1/2	1/2	Chord	3/4	2	1	1/4		r16	1/4	1	1958												
120	120	358	358	0.0	1/4	1/4	StaffText	3/4	3	1	0								dimin.									
120	120	358	358	1.0	1/4	1/4	Chord	3/4	3	1	1/4		r16	1/4	1	1959												
120	120	359	359	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	1960												
120	120	357	357	0.0	0	0	StaffText	3/4	4	1	0								dimin.									
120	120	357	357	1.0	0	0	Chord	3/4	4	1	1/4		r16	1/4	1	1961												
120	120	358	358	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	1962												
121	121	360	360	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1963												
121	121	360	360	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1964												
121	121	362	362	1.0	1/2	1/2	Chord	3/4	2	1	1/4		r16	1/4	1	1965												
121	121	361	361	1.0	1/4	1/4	Chord	3/4	3	1	1/4		r16	1/4	1	1966												
121	121	362	362	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	1967												
121	121	360	360	1.0	0	0	Chord	3/4	4	1	1/4		r16	1/4	1	1968												
121	121	361	361	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	1969												
122	122	363	363	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1970												
122	122	363	363	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1971												
122	122	365	365	0.0	1/2	1/2	StaffText	3/4	2	1	0								sempre dimin.									
122	122	365	365	1.0	1/2	1/2	Chord	3/4	2	1	1/4		r16	1/4	1	1972												
122	122	364	364	1.0	1/4	1/4	Chord	3/4	3	1	1/4		r16	1/4	1	1973												
122	122	365	365	0.0	1/2	1/2	StaffText	3/4	3	1	0								sempre dimin.									
122	122	365	365	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	1974												
122	122	363	363	1.0	0	0	Chord	3/4	4	1	1/4		r16	1/4	1	1975												
122	122	364	364	0.0	1/4	1/4	StaffText	3/4	4	1	0								sempre dimin.									
122	122	364	364	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	1976												
123	123	366	366	0.0	0	0	StaffText	3/4	1	1	0								sempre dimin.									
123	123	366	366	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1977												
123	123	366	366	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1978												
123	123	368	368	1.0	1/2	1/2	Chord	3/4	2	1	1/4		r16	1/4	1	1979												
123	123	367	367	1.0	1/4	1/4	Chord	3/4	3	1	1/4		r16	1/4	1	1980												
123	123	368	368	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	1981												
123	123	366	366	1.0	0	0	Chord	3/4	4	1	1/4		r16	1/4	1	1982												
123	123	367	367	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	1983												
124	124	369	369	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1984												
124	124	369	369	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1985												
124	124	371	371	1.0	1/2	1/2	Chord	3/4	2	1	1/4		r16	1/4	1	1986												
124	124	370	370	1.0	1/4	1/4	Chord	3/4	3	1	1/4		r16	1/4	1	1987												
124	124	371	371	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	1988												
124	124	369	369	1.0	0	0	Chord	3/4	4	1	1/4		r16	1/4	1	1989												
124	124	370	370	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	1990												
125	125	372	372	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1991												
125	125	372	372	0.0	0	0	Dynamic	3/4	2	1	0						pp											
125	125	372	372	1.5	0	0	Chord	3/4	2	1	3/8			1/4	3/2	1992												
125	125	747/2	747/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1993												
125	125	374	374	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1994												
125	125	749/2	749/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1995												
125	125	372	372	0.0	0	0	Dynamic	3/4	3	1	0						pp											
125	125	372	372	0.0	0	0	Dynamic	3/4	3	1	0						pp											
125	125	372	372	1.5	0	0	Chord	3/4	3	1	3/8			1/4	3/2	1996												
125	125	747/2	747/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	1997		articStaccatoBelow										
125	125	374	374	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	1998		articStaccatoBelow										
125	125	749/2	749/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	1999		articStaccatoBelow										
125	125	372	372	0.0	0	0	Dynamic	3/4	4	1	0						pp											
125	125	372	372	1.0	0	0	Chord	3/4	4	1	1/4		r16	1/4	1	2000												
125	125	373	373	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	2001												
125	125	747/2	747/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	2002												
125	125	374	374	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	2003												
125	125	749/2	749/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	2004												
126	126	375	375	1.5	0	0	Chord	3/4	2	1	3/8			1/4	3/2	2005												
126	126	753/2	753/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	2006												
126	126	377	377	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	2007												
126	126	755/2	755/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	2008												
126	126	375	375	1.5	0	0	Chord	3/4	3	1	3/8			1/4	3/2	2009												
126	126	753/2	753/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	2010		articStaccatoBelow										
126	126	377	377	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	2011		articStaccatoBelow										
126	126	755/2	755/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	2012		articStaccatoBelow										
126	126	375	375	1.0	0	0	Chord	3/4	4	1	1/4		r16	1/4	1	2013												
126	126	376	376	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	2014												
126	126	753/2	753/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	2015												
126	126	377	377	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	2016												
126	126	755/2	755/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	2017												
127	127	379	379	0.0	1/4	1/4	Dynamic	3/4	1	1	0						pp											
127	127	379	379	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	2018									37			
127	127	380	380	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	2019									37			
127	127	378	378	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	2020												
127	127	379	379	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	2021									38			
127	127	380	380	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	2022									38			
127	127	378	378	0.5	0	0	Chord	3/4	3	1	1/8			1/8	1	2023												
127	127	379	379	1.0	1/4	1/4	Chord	3/4	3	1	1/4			1/4	1	2024									39			
127	127	380	380	1.0	1/2	1/2	Chord	3/4	3	1	1/4			1/4	1	2025									39			
127	127	378	378	0.5	0	0	Chord	3/4	4	1	1/8			1/8	1	2026												
127	127	379	379	1.0	1/4	1/4	Chord	3/4	4	1	1/4			1/4	1	2027									40			
127	127	380	380	1.0	1/2	1/2	Chord	3/4	4	1	1/4			1/4	1	2028									40			
128	128	381	381	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	2029									37			
128	128	382	382	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	2030									37			
128	128	383	383	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	2031												
128	128	381	381	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	2032									38			
128	128	382	382	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	2033									38			
128	128	383	383	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	2034												
128	128	381	381	1.0	0	0	Chord	3/4	3	1	1/4			1/4	1	2035									39			
128	128	382	382	1.0	1/4	1/4	Chord	3/4	3	1	1/4			1/4	1	2036									39			
128	128	383	383	1.0	1/2	1/2	Chord	3/4	3	1	1/4			1/4	1	2037												
128	128	381	381	1.0	0	0	Chord	3/4	4	1	1/4			1/4	1	2038									40			
128	128	382	382	1.0	1/4	1/4	Chord	3/4	4	1	1/4			1/4	1	2039												
128	128	383	383	1.0	1/2	1/2	Chord	3/4	4	1	1/4			1/4	1	2040												
129	129	384	384	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	2041												
129	129	385	385	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	2042												
129	129	771/2	771/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	2043		articStaccatoBelow										
129	129	386	386	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	2044		articStaccatoBelow										
129	129	773/2	773/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	2045		articStaccatoBelow										
129	129	384	384	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	2046												
129	129	771/2	771/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	2047												
129	129	386	386	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	2048												
129	129	773/2	773/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	2049												
129	129	384	384	1.0	0	0	Chord	3/4	3	1	1/4			1/4	1	2050												
129	129	771/2	771/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	2051		articStaccatoAbove										
129	129	386	386	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	2052		articStaccatoAbove										
129	129	773/2	773/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	2053		articStaccatoAbove										
129	129	384	384	2.0	0	0	Chord	3/4	4	1	1/2			1/2	1	2054												
130	130	387	387	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	2055												
130	130	388	388	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	2056												
130	130	777/2	777/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	2057		articStaccatoBelow										
130	130	389	389	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	2058		articStaccatoBelow										
130	130	779/2	779/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	2059		articStaccatoBelow										
130	130	387	387	1.5	0	0	Chord	3/4	2	1	3/8			1/4	3/2	2060												
130	130	777/2	777/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	2061												
130	130	389	389	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	2062												
130	130	779/2	779/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	2063												
130	130	387	387	1.5	0	0	Chord	3/4	3	1	3/8			1/4	3/2	2064												
130	130	777/2	777/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	2065		articStaccatoAbove										
130	130	389	389	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	2066		articStaccatoAbove										
130	130	779/2	779/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	2067		articStaccatoAbove										
131	131	390	390	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	2068												
131	131	391	391	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	2069									41			
131	131	392	392	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	2070									41			
131	131	390	390	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	2071									42			
131	131	391	391	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	2072									42			
131	131	392	392	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	2073									42			
131	131	390	390	0.5	0	0	Chord	3/4	3	1	1/8			1/8	1	2074												
131	131	391	391	1.0	1/4	1/4	Chord	3/4	3	1	1/4			1/4	1	2075									43			
131	131	392	392	1.0	1/2	1/2	Chord	3/4	3	1	1/4			1/4	1	2076									43			
131	131	391	391	1.0	1/4	1/4	Chord	3/4	4	1	1/4			1/4	1	2077									44			
131	131	392	392	1.0	1/2	1/2	Chord	3/4	4	1	1/4			1/4	1	2078									44			
132	132	393	393	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	2079									41			
132	132	394	394	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	2080									41			
132	132	395	395	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	2081												
132	132	393	393	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	2082									42			
132	132	394	394	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	2083									42			
132	132	395	395	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	2084												
132	132	393	393	1.0	0	0	Chord	3/4	3	1	1/4			1/4	1	2085									43			
132	132	394	394	1.0	1/4	1/4	Chord	3/4	3	1	1/4			1/4	1	2086									43			
132	132	395	395	1.0	1/2	1/2	Chord	3/4	3	1	1/4			1/4	1	2087												
132	132	393	393	1.0	0	0	Chord	3/4	4	1	1/4			1/4	1	2088									44			
132	132	394	394	1.0	1/4	1/4	Chord	3/4	4	1	1/4			1/4	1	2089												
132	132	395	395	1.0	1/2	1/2	Chord	3/4	4	1	1/4			1/4	1	2090												
133	133	396	396	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	2091												
133	133	795/2	795/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	2092		articStaccatoBelow										
133	133	398	398	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	2093		articStaccatoBelow										
133	133	797/2	797/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	2094		articStaccatoBelow										
133	133	396	396	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	2095												
133	133	396	396	1.0	0	0	Chord	3/4	3	1	1/4		r16	1/4	1	2096		articAccentAbove										
133	133	397	397	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	2097												
133	133	795/2	795/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	2098		articStaccatoBelow										
133	133	398	398	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	2099		articStaccatoBelow										
133	133	797/2	797/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	2100		articStaccatoBelow										
133	133	396	396	3.0	0	0	Chord	3/4	4	1	3/4			1/2	3/2	2101									45			
134	134	399	399	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	2102												
134	134	801/2	801/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	2103		articStaccatoBelow										
134	134	401	401	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	2104		articStaccatoBelow										
134	134	803/2	803/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	2105		articStaccatoBelow										
