mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	0	0.5	-2	2/4	1/8	3/8			1			firstMeasure	2
2	1	1/2	1/2	2.0	-2	2/4	1/2	0							3
3	2	5/2	5/2	2.0	-2	2/4	1/2	0							4
4	3	9/2	9/2	2.0	-2	2/4	1/2	0							5
5	4	13/2	13/2	2.0	-2	2/4	1/2	0							6
6	5	17/2	17/2	2.0	-2	2/4	1/2	0							7
7	6	21/2	21/2	2.0	-2	2/4	1/2	0							8
8	7	25/2	25/2	2.0	-2	2/4	1/2	0							9
9	8	29/2	29/2	2.0	-2	2/4	1/2	0							10
10	9	33/2	33/2	2.0	-2	2/4	1/2	0							11
11	10	37/2	37/2	2.0	-2	2/4	1/2	0							12
12	11	41/2	41/2	2.0	-2	2/4	1/2	0							13
13	12	45/2	45/2	2.0	-2	2/4	1/2	0							14
14	13	49/2	49/2	2.0	-2	2/4	1/2	0							15
15	14	53/2	53/2	1.5	-2	2/4	3/8	0						end	1, 16
16	14	28	28	0.5	-2	2/4	1/8	3/8			1			start	17
17	15	57/2	57/2	2.0	-2	2/4	1/2	0							18
18	16	61/2	61/2	2.0	-2	2/4	1/2	0							19
19	17	65/2	65/2	2.0	-2	2/4	1/2	0							20
20	18	69/2	69/2	2.0	-2	2/4	1/2	0							21
21	19	73/2	73/2	2.0	-2	2/4	1/2	0							22
22	20	77/2	77/2	2.0	-2	2/4	1/2	0							23
23	21	81/2	81/2	2.0	-2	2/4	1/2	0							24
24	22	85/2	85/2	2.0	-2	2/4	1/2	0							25
25	23	89/2	89/2	2.0	-2	2/4	1/2	0							26
26	24	93/2	93/2	2.0	-2	2/4	1/2	0							27
27	25	97/2	97/2	2.0	-2	2/4	1/2	0							28
28	26	101/2	101/2	2.0	-2	2/4	1/2	0							29
29	27	105/2	105/2	2.0	-2	2/4	1/2	0							30
30	28	109/2	109/2	2.0	-2	2/4	1/2	0							31
31	29	113/2	113/2	2.0	-2	2/4	1/2	0							32
32	30	117/2	117/2	1.5	-2	2/4	3/8	0						end	16, 33
33	30	60	60	0.5	1	2/4	1/8	3/8			1			start	34
34	31	121/2	121/2	2.0	1	2/4	1/2	0							35
35	32	125/2	125/2	2.0	1	2/4	1/2	0							36
36	33	129/2	129/2	2.0	1	2/4	1/2	0							37
37	34	133/2	133/2	2.0	1	2/4	1/2	0							38
38	35	137/2	137/2	2.0	1	2/4	1/2	0							39
39	36	141/2	141/2	2.0	1	2/4	1/2	0							40
40	37	145/2	145/2	2.0	1	2/4	1/2	0							41
41	38	149/2	149/2	2.0	1	2/4	1/2	0							42
42	39	153/2	153/2	2.0	1	2/4	1/2	0							43
43	40	157/2	157/2	2.0	1	2/4	1/2	0							44
44	41	161/2	161/2	2.0	1	2/4	1/2	0							45
45	42	165/2	165/2	2.0	1	2/4	1/2	0							46
46	43	169/2	169/2	2.0	1	2/4	1/2	0							47
47	44	173/2	173/2	2.0	1	2/4	1/2	0							48
48	45	177/2	177/2	2.0	1	2/4	1/2	0							49
49	46	181/2	181/2	2.0	1	2/4	1/2	0							50
50	47	185/2	185/2	2.0	1	2/4	1/2	0							51
51	48	189/2	189/2	2.0	1	2/4	1/2	0							52
52	49	193/2	193/2	1.5	1	2/4	3/8	0						end	33, 53
53	49	98	98	0.5	1	2/4	1/8	3/8			1			start	54
54	50	197/2	197/2	2.0	1	2/4	1/2	0							55
55	51	201/2	201/2	2.0	1	2/4	1/2	0							56
56	52	205/2	205/2	2.0	1	2/4	1/2	0							57
57	53	209/2	209/2	2.0	1	2/4	1/2	0							58
58	54	213/2	213/2	2.0	1	2/4	1/2	0							59
59	55	217/2	217/2	2.0	1	2/4	1/2	0							60
60	56	221/2	221/2	2.0	1	2/4	1/2	0							61
61	57	225/2	225/2	2.0	1	2/4	1/2	0							62
62	58	229/2	229/2	2.0	1	2/4	1/2	0							63
63	59	233/2	233/2	2.0	1	2/4	1/2	0							64
64	60	237/2	237/2	2.0	1	2/4	1/2	0							65
65	61	241/2	241/2	2.0	1	2/4	1/2	0							66
