mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/4	4/4	4	1	Eb.I6					Eb	I		I6		I		6					M	0	0	1, -2, -3		-3	1	1	3	0.25	0.0625	0.1875	0.25
2	1	0	0	4/4	4	1	I					Eb	I		I		I							M	0	0	-3, 1, -2		-3	-3	0	1	0.0	0.0	1.0	0.0
2	1	1/4	1/4	4/4	4	1	vi					Eb	I		vi		vi							m	0	0	0, -3, 1		0	0	0	4	0.0	0.0	1.5	0.0
2	1	1/2	1/2	4/4	4	1	IM43					Eb	I		IM43		I	M	43					MM7	0	0	-2, 2, -3, 1		-3	-2	0	2	0.0	0.0	0.5	0.0
2	1	3/4	3/4	4/4	4	1	IV					Eb	I		IV		IV							M	0	0	-4, 0, -3		-4	-4	0	3	0.0	0.0	0.75	0.0
3	2	0	0	4/4	4	1	I6					Eb	I		I6		I		6					M	0	0	1, -2, -3		-3	1	0	4	0.0	0.0	1.0	0.0
3	2	1/4	1/4	4/4	4	1	vii%43					Eb	I		vii%43		vii	%	43					%7	0	0	-4, 0, 2, -1		2	-4	0	4	0.0	0.0	1.0	0.0
3	2	1/2	1/2	4/4	4	1	I					Eb	I		I		I							M	0	0	-3, 1, -2		-3	-3	1	8	0.1111111111111111	0.0625	2.9375	0.020833333333333332
4	3	1/4	1/4	4/4	4	1	vi					Eb	I		vi		vi							m	0	0	0, -3, 1		0	0	0	4	0.0	0.0	1.5	0.0
4	3	1/2	1/2	4/4	4	1	IM43					Eb	I		IM43		I	M	43					MM7	0	0	-2, 2, -3, 1		-3	-2	0	2	0.0	0.0	0.5	0.0
4	3	3/4	3/4	4/4	4	1	IV					Eb	I		IV		IV							M	0	0	-4, 0, -3		-4	-4	0	3	0.0	0.0	0.75	0.0
