mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/4	4/4	4	1	Eb.I				Eb	I		I		I							M	0	0	-3, 1, -2		-3	-3	0	10	0.0	0.0	1.0	0.0
2	1	0	0	4/4	4	1	viio6(2)				Eb	I		viio6(2)		vii	o	6	2				o	0	0	-1, -4, -3		2	-1	2	5	0.2857142857142857	0.125	0.875	0.125
2	1	1/4	1/4	4/4	4	1	I6				Eb	I		I6		I		6					M	0	0	1, -2, -3		-3	1	0	10	0.0	0.0	1.0	0.0
2	1	1/2	1/2	4/4	4	1	IV				Eb	I		IV		IV							M	0	0	-4, 0, -3		-4	-4	3	4	0.42857142857142855	0.1875	0.8125	0.1875
2	1	3/4	3/4	4/4	4	1	V				Eb	I		V		V							M	0	0	-2, 2, -1		-2	-2	0	10	0.0	0.0	1.0	0.0
3	2	0	0	4/4	4	1	viio6(2)/V				Eb	I		viio6(2)/V		vii	o	6	2	V			o	0	0	0, -3, -2		3	0	2	5	0.2857142857142857	0.125	0.875	0.125
3	2	1/4	1/4	4/4	4	1	V65				Eb	I		V65		V		65					Mm7	0	0	2, -1, -4, -2		-2	2	0	20	0.0	0.0	2.5	0.0
3	2	3/4	3/4	4/4	4	1	I				Eb	I		I		I							M	0	0	-3, 1, -2		-3	-3	0	14	0.0	0.0	1.25	0.0
4	3	0	0	4/4	4	1	viio6(2)				Eb	I		viio6(2)		vii	o	6	2				o	0	0	-1, -4, -3		2	-1	4	7	0.36363636363636365	0.25	1.0	0.2
4	3	1/4	1/4	4/4	4	1	I6				Eb	I		I6		I		6					M	0	0	1, -2, -3		-3	1	0	14	0.0	0.0	1.25	0.0
