mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
21	21	1/2	1/2	4/4	4	1	IV6						D	I		IV6		IV		6					M	0	0	5, 2, 1		1	5	2	7	0.2222222222222222	0.25	1.75	0.125
22	22	0	0	4/4	4	1	I64						D	I		I64		I		64					M	0	0	3, 2, 6		2	3	0	5	0.0	0.0	1.0	0.0
22	22	1/4	1/4	4/4	4	1	I						D	I		I		I							M	0	0	2, 6, 3		2	2	1	4	0.2	0.125	0.875	0.125
22	22	1/2	1/2	4/4	4	1	IV6						D	I		IV6		IV		6					M	0	0	5, 2, 1		1	5	2	7	0.2222222222222222	0.25	1.75	0.125
23	23	0	0	4/4	4	1	I64						D	I		I64		I		64					M	0	0	3, 2, 6		2	3	0	5	0.0	0.0	1.0	0.0
23	23	1/4	1/4	4/4	4	1	I						D	I		I		I							M	0	0	2, 6, 3		2	2	1	4	0.2	0.125	0.875	0.125
23	23	1/2	1/2	4/4	4	1	IV6						D	I		IV6		IV		6					M	0	0	5, 2, 1		1	5	2	7	0.2222222222222222	0.25	1.75	0.125
24	24	0	0	4/4	4	1	I64(+6)						D	I		I64(+6)		I		64	+6				M	0	0	3, 2, 6	5	2	3	1	8	0.1111111111111111	0.125	1.875	0.0625
24	24	1/2	1/2	4/4	4	1	Ger6/vi						D	I		Ger6/vi	Ger	vii	o	65	b3	V/vi			Ger	0	0	1, 5, 2, 11		11	1	1	8	0.1111111111111111	0.125	1.875	0.0625
25	25	0	0	4/4	4	1	V/vi\\						D	I		V/vi		V				vi		\\	M	0	0	6, 10, 7		6	6	1	6	0.14285714285714285	0.125	1.5	0.07692307692307693
25	25	1/2	1/2	4/4	4	1	vi						D	I		vi		vi							m	0	0	5, 2, 6		5	5	2	4	0.3333333333333333	0.25	1.25	0.16666666666666666
26	26	0	0	4/4	4	1	V/vi						D	I		V/vi		V				vi			M	0	0	6, 10, 7		6	6	1	6	0.14285714285714285	0.125	1.125	0.1
26	26	1/2	1/2	4/4	4	1	vi						D	I		vi		vi							m	0	0	5, 2, 6		5	5	2	6	0.25	0.25	1.75	0.125
27	27	0	0	4/4	4	1	V/vi						D	I		V/vi		V				vi			M	0	0	6, 10, 7		6	6	0	5	0.0	0.0	1.0	0.0
27	27	1/4	1/4	4/4	4	1	V6/vi						D	I		V6/vi		V		6		vi			M	0	0	10, 7, 6		6	10	1	3	0.25	0.125	0.625	0.16666666666666666
27	27	1/2	1/2	4/4	4	1	vi						D	I		vi		vi							m	0	0	5, 2, 6		5	5	2	4	0.3333333333333333	0.25	1.25	0.16666666666666666
28	28	0	0	4/4	4	1	V/vi						D	I		V/vi		V				vi			M	0	0	6, 10, 7		6	6	1	6	0.14285714285714285	0.125	1.125	0.1
28	28	1/2	1/2	4/4	4	1	vi						D	I		vi		vi							m	0	0	5, 2, 6		5	5	2	6	0.25	0.25	1.75	0.125
29	29	0	0	4/4	4	1	V/vi						D	I		V/vi		V				vi			M	0	0	6, 10, 7		6	6	1	5	0.16666666666666666	0.125	1.0	0.1111111111111111
29	29	1/2	1/2	4/4	4	1	V7/III						D	I		V7/III		V		7		III			Mm7	0	0	7, 11, 8, 5		7	7	0	5	0.0	0.0	2.0	0.0
30	30	0	0	4/4	4	1	V(64)/III						D	I		V(64)/III		V			64	III			M	0	0	7, 6, 10		7	7	1	5	0.16666666666666666	0.125	1.0	0.1111111111111111
30	30	1/2	1/2	4/4	4	1	V7/III						D	I		V7/III		V		7		III			Mm7	0	0	7, 11, 8, 5		7	7	0	5	0.0	0.0	2.0	0.0
31	31	0	0	4/4	4	1	III\\						D	I		III		III						\\	M	0	0	6, 10, 7		6	6	1	5	0.16666666666666666	0.125	0.875	0.125
31	31	1/2	1/2	4/4	4	1	viio/III						D	I		viio/III		vii	o			III			o	0	0	11, 8, 5		11	11	0	2	0.0	0.0	0.25	0.0
31	31	3/4	3/4	4/4	4	1	III						D	I		III		III							M	0	0	6, 10, 7		6	6	0	7	0.0	0.0	0.875	0.0
32	32	5/8	5/8	4/4	4	1	#viio/vi						D	I		#viio/vi		#vii	o			vi			o	0	0	10, 7, 4		10	10	0	3	0.0	0.0	0.375	0.0
33	33	0	0	4/4	4	1	iio/vi						D	I		iio/vi		ii	o			vi			o	0	0	7, 4, 1		7	7	0	5	0.0	0.0	1.0	0.0
34	34	0	0	4/4	4	1	#viio7/vi						D	I		#viio7/vi		#vii	o	7		vi			o7	0	0	10, 7, 4, 1		10	10	0	8	0.0	0.0	2.0	0.0
36	36	0	0	4/4	4	1	V						D	I		V		V							M	0	0	3, 7, 4		3	3	2	5	0.2857142857142857	0.125	1.875	0.0625
36	36	1/4	1/4	4/4	4	1	V43						D	I		V43		V		43					Mm7	0	0	4, 1, 3, 7		3	4	2	4	0.3333333333333333	0.125	0.375	0.25
36	36	1/2	1/2	4/4	4	1	V						D	I		V		V							M	0	0	3, 7, 4		3	3	2	4	0.3333333333333333	0.125	0.375	0.25
36	36	3/4	3/4	4/4	4	1	V43						D	I		V43		V		43					Mm7	0	0	4, 1, 3, 7		3	4	1	9	0.1	0.0625	1.4375	0.041666666666666664
37	37	0	0	4/4	4	1	I\\						D	I		I		I						\\	M	0	0	2, 6, 3		2	2	2	40	0.047619047619047616	0.25	15.875	0.015503875968992248
39	39	3/4	3/4	4/4	4	1	I64						D	I		I64		I		64					M	0	0	3, 2, 6		2	3	0	5	0.0	0.0	0.375	0.0
40	40	0	0	4/4	4	1	ii%43/iii						D	I		ii%43/iii		ii	%	43		iii			%7	0	0	2, 6, 8, 5		8	2	1	14	0.06666666666666667	0.0625	3.9375	0.015625
41	41	0	0	4/4	4	1	V7/iii						D	I		V7/iii		V		7		iii			Mm7	0	0	7, 11, 8, 5		7	7	0	6	0.0	0.0	3.25	0.0
41	41	3/4	3/4	4/4	4	1	iii64						D	I		iii64		iii		64					m	0	0	7, 6, 3		6	7	0	7	0.0	0.0	1.0	0.0
42	42	0	0	4/4	4	1	iii						D	I		iii		iii							m	0	0	6, 3, 7		6	6	1	15	0.0625	0.125	4.625	0.02631578947368421
43	43	0	0	4/4	4	1	V7/iii						D	I		V7/iii		V		7		iii			Mm7	0	0	7, 11, 8, 5		7	7	4	12	0.25	0.4375	4.3125	0.09210526315789473
44	44	0	0	4/4	4	1	iii						D	I		iii		iii							m	0	0	6, 3, 7		6	6	1	13	0.07142857142857142	0.125	4.125	0.029411764705882353
44	44	3/4	3/4	4/4	4	1	iii6						D	I		iii6		iii		6					m	0	0	3, 7, 6		6	3	0	6	0.0	0.0	0.5	0.0
45	45	0	0	4/4	4	1	V65/iii						D	I		V65/iii		V		65		iii			Mm7	0	0	11, 8, 5, 7		7	11	1	10	0.09090909090909091	0.25	2.125	0.10526315789473684
45	45	1/2	1/2	4/4	4	1	V43/iii						D	I		V43/iii		V		43		iii			Mm7	0	0	8, 5, 7, 11		7	8	4	12	0.25	0.3125	1.4375	0.17857142857142858
46	46	0	0	4/4	4	1	iii						D	I		iii		iii							m	0	0	6, 3, 7		6	6	2	8	0.2	0.25	1.5	0.14285714285714285
46	46	3/4	3/4	4/4	4	1	iii6						D	I		iii6		iii		6					m	0	0	3, 7, 6		6	3	0	10	0.0	0.0	0.75	0.0
47	47	0	0	4/4	4	1	iio/iii						D	I		iio/iii		ii	o			iii			o	0	0	8, 5, 2		8	8	6	6	0.5	0.625	0.875	0.4166666666666667
47	47	1/2	1/2	4/4	4	1	#viio7/iii						D	I		#viio7/iii		#vii	o	7		iii			o7	0	0	11, 8, 5, 2		11	11	0	5	0.0	0.0	0.75	0.0
47	47	3/4	3/4	4/4	4	1	V.V6						D	V		V6		V		6					M	0	0	8, 5, 4		4	8	0	5	0.0	0.0	0.625	0.0
48	48	0	0	4/4	4	1	vi7						D	V		vi7		vi		7					mm7	0	0	6, 3, 7, 4		6	6	0	3	0.0	0.0	0.5	0.0
48	48	1/8	1/8	4/4	4	1	viio						D	V		viio		vii	o						o	0	0	8, 5, 2		8	8	0	3	0.0	0.0	0.25	0.0
48	48	1/4	1/4	4/4	4	1	I						D	V		I		I							M	0	0	3, 7, 4		3	3	3	3	0.5	0.25	0.5	0.3333333333333333
48	48	1/2	1/2	4/4	4	1	I6						D	V		I6		I		6					M	0	0	7, 4, 3		3	7	0	14	0.0	0.0	1.5	0.0
49	49	0	0	4/4	4	1	ii6						D	V		ii6		ii		6					m	0	0	2, 6, 5		5	2	3	3	0.5	0.3125	0.4375	0.4166666666666667
49	49	1/4	1/4	4/4	4	1	ii						D	V		ii		ii							m	0	0	5, 2, 6		5	5	3	3	0.5	0.3125	0.4375	0.4166666666666667
49	49	1/2	1/2	4/4	4	1	vii%7						D	V		vii%7		vii	%	7					%7	0	0	8, 5, 2, 6		8	8	0	5	0.0	0.0	0.75	0.0
49	49	3/4	3/4	4/4	4	1	V2						D	V		V2		V		2					Mm7	0	0	2, 4, 8, 5		4	2	0	12	0.0	0.0	1.0	0.0
50	50	0	0	4/4	4	1	I6						D	V		I6		I		6					M	0	0	7, 4, 3		3	7	4	6	0.4	0.5	1.0	0.3333333333333333
50	50	3/8	3/8	4/4	4	1	V7						D	V		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	4	0.0	0.0	0.5	0.0
50	50	1/2	1/2	4/4	4	1	vi						D	V		vi		vi							m	0	0	6, 3, 7		6	6	0	4	0.0	0.0	0.5	0.0
50	50	5/8	5/8	4/4	4	1	viio						D	V		viio		vii	o						o	0	0	8, 5, 2		8	8	0	4	0.0	0.0	0.5	0.0
50	50	3/4	3/4	4/4	4	1	vi6						D	V		vi6		vi		6					m	0	0	3, 7, 6		6	3	0	4	0.0	0.0	0.5	0.0
50	50	7/8	7/8	4/4	4	1	#vii%7/ii						D	V		#vii%7/ii		#vii	%	7		ii			%7	0	0	10, 7, 4, 8		10	10	0	4	0.0	0.0	0.5	0.0
51	51	0	0	4/4	4	1	ii						D	V		ii		ii							m	0	0	5, 2, 6		5	5	0	4	0.0	0.0	0.5	0.0
51	51	1/8	1/8	4/4	4	1	I6						D	V		I6		I		6					M	0	0	7, 4, 3		3	7	0	4	0.0	0.0	0.5	0.0
51	51	1/4	1/4	4/4	4	1	ii6						D	V		ii6		ii		6					m	0	0	2, 6, 5		5	2	0	4	0.0	0.0	0.5	0.0
51	51	3/8	3/8	4/4	4	1	viio2/V						D	V		viio2/V		vii	o	2		V			o7	0	0	0, 9, 6, 3		9	0	0	4	0.0	0.0	0.5	0.0
51	51	1/2	1/2	4/4	4	1	V64						D	V		V64		V		64					M	0	0	5, 4, 8		4	5	0	4	0.0	0.0	0.5	0.0
51	51	5/8	5/8	4/4	4	1	vi6						D	V		vi6		vi		6					m	0	0	3, 7, 6		6	3	0	4	0.0	0.0	0.5	0.0
51	51	3/4	3/4	4/4	4	1	V6						D	V		V6		V		6					M	0	0	8, 5, 4		4	8	0	4	0.0	0.0	0.5	0.0
51	51	7/8	7/8	4/4	4	1	V7/V	0	-9.5	/			D	V		V7/V		V		7		V			Mm7	0	0	5, 9, 6, 3		5	5	0	4	0.0	0.0	0.5	0.0
52	52	0	0	4/4	4	1	V2\\						D	V		V2		V		2				\\	Mm7	0	0	2, 4, 8, 5		4	2	0	4	0.0	0.0	0.625	0.0
52	52	1/4	1/4	4/4	4	1	V65						D	V		V65		V		65					Mm7	0	0	8, 5, 2, 4		4	8	0	4	0.0	0.0	1.0	0.0
52	52	1/2	1/2	4/4	4	1	I						D	V		I		I							M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	1.0	0.0
52	52	3/4	3/4	4/4	4	1	V6						D	V		V6		V		6					M	0	0	8, 5, 4		4	8	0	4	0.0	0.0	1.0	0.0
53	53	0	0	4/4	4	1	ii7/V	0.550028	-6.50004	/			D	V		ii7/V		ii		7		V			mm7	0	0	6, 3, 7, 4		6	6	0	6	0.0	0.0	2.0	0.0
53	53	1/2	1/2	4/4	4	1	V7/V						D	V		V7/V		V		7		V			Mm7	0	0	5, 9, 6, 3		5	5	1	5	0.16666666666666666	0.0625	1.9375	0.03125
54	54	0	0	4/4	4	1	V\\						D	V		V		V						\\	M	0	0	4, 8, 5		4	4	0	3	0.0	0.0	0.75	0.0
54	54	1/4	1/4	4/4	4	1	V65						D	V		V65		V		65					Mm7	0	0	8, 5, 2, 4		4	8	0	4	0.0	0.0	1.0	0.0
54	54	1/2	1/2	4/4	4	1	I						D	V		I		I							M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	1.0	0.0
54	54	3/4	3/4	4/4	4	1	V6						D	V		V6		V		6					M	0	0	8, 5, 4		4	8	0	4	0.0	0.0	1.0	0.0
55	55	0	0	4/4	4	1	ii7/V						D	V		ii7/V		ii		7		V			mm7	0	0	6, 3, 7, 4		6	6	0	6	0.0	0.0	2.0	0.0
55	55	1/2	1/2	4/4	4	1	V7/V						D	V		V7/V		V		7		V			Mm7	0	0	5, 9, 6, 3		5	5	1	5	0.16666666666666666	0.0625	1.9375	0.03125
56	56	0	0	4/4	4	1	V\\						D	V		V		V						\\	M	0	0	4, 8, 5		4	4	3	8	0.2727272727272727	0.375	1.875	0.16666666666666666
57	57	0	0	4/4	4	1	vi65						D	V		vi65		vi		65					mm7	0	0	3, 7, 4, 6		6	3	3	5	0.375	0.375	1.0	0.2727272727272727
57	57	1/2	1/2	4/4	4	1	viio43/V						D	V		viio43/V		vii	o	43		V			o7	0	0	3, 0, 9, 6		9	3	4	5	0.4444444444444444	0.5	1.0	0.3333333333333333
58	58	0	0	4/4	4	1	IV2						D	V		IV2		IV		2					Mm7	0	0	0, 2, 6, 3		2	0	4	9	0.3076923076923077	0.5	1.75	0.2222222222222222
58	58	3/4	3/4	4/4	4	1	V7						D	V		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	6	0.0	0.0	1.0	0.0
59	59	0	0	4/4	4	1	I						D	V		I		I							M	0	0	3, 7, 4		3	3	0	5	0.0	0.0	1.0	0.0
59	59	1/4	1/4	4/4	4	1	I64						D	V		I64		I		64					M	0	0	4, 3, 7		3	4	1	2	0.3333333333333333	0.125	0.375	0.25
59	59	1/2	1/2	4/4	4	1	I6						D	V		I6		I		6					M	0	0	7, 4, 3		3	7	2	1	0.6666666666666666	0.25	0.25	0.5
59	59	3/4	3/4	4/4	4	1	I						D	V		I		I							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.5	0.0
60	60	0	0	4/4	4	1	IV6						D	V		IV6		IV		6					M	0	0	6, 3, 2		2	6	1	4	0.2	0.125	1.25	0.09090909090909091
60	60	1/2	1/2	4/4	4	1	viio2						D	V		viio2		vii	o	2					o7	0	0	-1, 8, 5, 2		8	-1	1	3	0.25	0.125	1.125	0.1
60	60	3/4	3/4	4/4	4	1	iv6						D	V		iv6		iv		6					m	0	0	-1, 3, 2		2	-1	0	2	0.0	0.0	0.25	0.0
61	61	0	0	4/4	4	1	V7						D	V		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	2	4	0.3333333333333333	0.25	1.375	0.15384615384615385
61	61	1/2	1/2	4/4	4	1	I						D	V		I		I							M	0	0	3, 7, 4		3	3	2	2	0.5	0.25	0.75	0.25
61	61	3/4	3/4	4/4	4	1	I6						D	V		I6		I		6					M	0	0	7, 4, 3		3	7	0	3	0.0	0.0	0.5	0.0
62	62	0	0	4/4	4	1	vi					IV6	D	V		vi		vi							m	0	0	6, 3, 7		6	6	1	4	0.2	0.125	1.25	0.09090909090909091
62	62	1/2	1/2	4/4	4	1	viio2						D	V		viio2		vii	o	2					o7	0	0	-1, 8, 5, 2		8	-1	0	4	0.0	0.0	1.25	0.0
62	62	3/4	3/4	4/4	4	1	iv6						D	V		iv6		iv		6					m	0	0	-1, 3, 2		2	-1	0	2	0.0	0.0	0.25	0.0
63	63	0	0	4/4	4	1	V7						D	V		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	2	4	0.3333333333333333	0.25	1.375	0.15384615384615385
63	63	1/2	1/2	4/4	4	1	I						D	V		I		I							M	0	0	3, 7, 4		3	3	2	2	0.5	0.25	0.75	0.25
63	63	3/4	3/4	4/4	4	1	I6						D	V		I6		I		6					M	0	0	7, 4, 3		3	7	0	3	0.0	0.0	0.5	0.0
64	64	0	0	4/4	4	1	viio6(2)/V						D	V		viio6(2)/V		vii	o	6	2	V			o	0	0	6, 3, 4		9	6	1	2	0.3333333333333333	0.125	0.5	0.2
64	64	1/4	1/4	4/4	4	1	viio6/V						D	V		viio6/V		vii	o	6		V			o	0	0	6, 3, 9		9	6	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
64	64	1/2	1/2	4/4	4	1	V6						D	V		V6		V		6					M	0	0	8, 5, 4		4	8	1	2	0.3333333333333333	0.125	0.5	0.2
64	64	3/4	3/4	4/4	4	1	viio						D	V		viio		vii	o						o	0	0	8, 5, 2		8	8	0	3	0.0	0.0	0.375	0.0
65	65	0	0	4/4	4	1	#viio7/vi						D	V		#viio7/vi		#vii	o	7		vi			o7	0	0	11, 8, 5, 2		11	11	0	3	0.0	0.0	0.625	0.0
65	65	1/4	1/4	4/4	4	1	V65/vi						D	V		V65/vi		V		65		vi			Mm7	0	0	11, 8, 5, 7		7	11	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
65	65	1/2	1/2	4/4	4	1	vi(6)						D	V		vi(6)		vi			6				m	0	0	6, 3, 2		6	6	0	3	0.0	0.0	0.625	0.0
65	65	3/4	3/4	4/4	4	1	vi						D	V		vi		vi							m	0	0	6, 3, 7		6	6	0	3	0.0	0.0	0.375	0.0
66	66	0	0	4/4	4	1	V6(9)/V						D	V		V6(9)/V		V		6	9	V			M	0	0	9, 6, 5	7	5	9	0	3	0.0	0.0	0.625	0.0
66	66	1/4	1/4	4/4	4	1	V6/V						D	V		V6/V		V		6		V			M	0	0	9, 6, 5		5	9	0	3	0.0	0.0	0.75	0.0
66	66	3/8	3/8	4/4	4	1	V2(4)						D	V		V2(4)		V		2	4				Mm7	0	0	2, 4, 3, 5		4	2	0	4	0.0	0.0	0.75	0.0
66	66	3/4	3/4	4/4	4	1	V2						D	V		V2		V		2					Mm7	0	0	2, 4, 8, 5		4	2	0	4	0.0	0.0	0.625	0.0
67	67	0	0	4/4	4	1	I6\\						D	V		I6		I		6				\\	M	0	0	7, 4, 3		3	7	6	12	0.3333333333333333	0.75	2.375	0.24
68	68	0	0	4/4	4	1	ii7/V						D	V		ii7/V		ii		7		V			mm7	0	0	6, 3, 7, 4		6	6	0	4	0.0	0.0	1.125	0.0
68	68	1/4	1/4	4/4	4	1	V43/V						D	V		V43/V		V		43		V			Mm7	0	0	6, 3, 5, 9		5	6	1	3	0.25	0.125	0.625	0.16666666666666666
68	68	1/2	1/2	4/4	4	1	V7/V						D	V		V7/V		V		7		V			Mm7	0	0	5, 9, 6, 3		5	5	3	6	0.3333333333333333	0.625	1.375	0.3125
69	69	0	0	4/4	4	1	V						D	V		V		V							M	0	0	4, 8, 5		4	4	1	4	0.2	0.125	1.125	0.1
69	69	1/4	1/4	4/4	4	1	V2						D	V		V2		V		2					Mm7	0	0	2, 4, 8, 5		4	2	1	3	0.25	0.125	0.625	0.16666666666666666
69	69	1/2	1/2	4/4	4	1	I6						D	V		I6		I		6					M	0	0	7, 4, 3		3	7	1	4	0.2	0.125	1.125	0.1
69	69	3/4	3/4	4/4	4	1	ii65						D	V		ii65		ii		65					mm7	0	0	2, 6, 3, 5		5	2	0	4	0.0	0.0	0.75	0.0
70	70	0	0	4/4	4	1	V(64)						D	V		V(64)		V			64				M	0	0	4, 3, 7		4	4	1	6	0.14285714285714285	0.125	1.625	0.07142857142857142
70	70	1/2	1/2	4/4	4	1	V7(6)						D	V		V7(6)		V		7	6				Mm7	0	0	4, 8, 7, 2		4	4	0	5	0.0	0.0	1.0	0.0
70	70	7/8	7/8	4/4	4	1	V7						D	V		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	2	0.0	0.0	0.25	0.0
71	71	0	0	4/4	4	1	I\\						D	V		I		I						\\	M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	1.5	0.0
71	71	1/4	1/4	4/4	4	1	I6						D	V		I6		I		6					M	0	0	7, 4, 3		3	7	0	2	0.0	0.0	0.5	0.0
71	71	3/4	3/4	4/4	4	1	V/vi	-1	-6.5	/			D	V		V/vi		V				vi			M	0	0	7, 11, 8		7	7	0	4	0.0	0.0	1.0	0.0
72	72	0	0	4/4	4	1	vi						D	V		vi		vi							m	0	0	6, 3, 7		6	6	0	8	0.0	0.0	3.0	0.0
