mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	5/8	6/8	4	1	c.V					c	i		V		V							M	1	1	1, 5, 2		1	1	0	4	0.0	0.0	0.5	0.0
2	1	0	0	6/8	4	1	i					c	i		i		i							m	1	1	0, -3, 1		0	0	2	9	0.18181818181818182	0.25	2.25	0.1
2	1	5/8	5/8	6/8	4	1	V					c	i		V		V							M	1	1	1, 5, 2		1	1	0	4	0.0	0.0	0.5	0.0
3	2	0	0	6/8	4	1	i					c	i		i		i							m	1	1	0, -3, 1		0	0	2	9	0.18181818181818182	0.25	2.25	0.1
3	2	5/8	5/8	6/8	4	1	V					c	i		V		V							M	1	1	1, 5, 2		1	1	0	4	0.0	0.0	0.5	0.0
4	3	0	0	6/8	4	1	i					c	i		i		i							m	1	1	0, -3, 1		0	0	0	4	0.0	0.0	0.5	0.0
4	3	1/8	1/8	6/8	4	1	V43					c	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2	0	4	0.0	0.0	0.5	0.0
4	3	1/4	1/4	6/8	4	1	i6					c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3	0	4	0.0	0.0	0.5	0.0
4	3	3/8	3/8	6/8	4	1	V43					c	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2	0	4	0.0	0.0	0.5	0.0
4	3	1/2	1/2	6/8	4	1	i					c	i		i		i							m	1	1	0, -3, 1		0	0	0	4	0.0	0.0	0.5	0.0
4	3	5/8	5/8	6/8	4	1	V7(9)	0	-8	/		c	i		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1	0	4	0.0	0.0	0.5	0.0
5	4	0	0	6/8	4	1	i					c	i		i		i							m	1	1	0, -3, 1		0	0	2	9	0.18181818181818182	0.25	1.875	0.11764705882352941
5	4	5/8	5/8	6/8	4	1	V					c	i		V		V							M	1	1	1, 5, 2		1	1	0	4	0.0	0.0	0.5	0.0
6	5	0	0	6/8	4	1	i					c	i		i		i							m	1	1	0, -3, 1		0	0	3	7	0.3	0.375	0.875	0.3
6	5	3/8	3/8	6/8	4	1	V/III					c	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2	3	6	0.3333333333333333	0.375	0.75	0.3333333333333333
7	6	0	0	6/8	4	1	III					c	i		III		III							M	1	1	-3, 1, -2		-3	-3	2	6	0.25	0.25	0.75	0.25
7	6	3/8	3/8	6/8	4	1	V/v					c	i		V/v		V				v			M	1	1	2, 6, 3		2	2	3	6	0.3333333333333333	0.375	0.75	0.3333333333333333
8	7	0	0	6/8	4	1	v					c	i		v		v							m	1	1	1, -2, 2		1	1	3	6	0.3333333333333333	0.375	0.75	0.3333333333333333
8	7	3/8	3/8	6/8	4	1	V/VII					c	i		V/VII		V				VII			M	1	1	-1, 3, 0		-1	-1	3	6	0.3333333333333333	0.375	0.75	0.3333333333333333
9	8	0	0	6/8	4	1	VII					c	i		VII		VII							M	1	1	-2, 2, -1		-2	-2	1	3	0.25	0.125	0.875	0.125
9	8	1/4	1/4	6/8	4	1	V2/III					c	i		V2/III		V		2		III			Mm7	1	1	-4, -2, 2, -1		-2	-4	0	1	0.0	0.0	0.125	0.0
9	8	3/8	3/8	6/8	4	1	V					c	i		V		V							M	1	1	1, 5, 2		1	1	2	3	0.4	0.25	0.625	0.2857142857142857
9	8	5/8	5/8	6/8	4	1	V7					c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	3	0.0	0.0	0.375	0.0
10	9	0	0	6/8	4	1	i					c	i		i		i							m	1	1	0, -3, 1		0	0	2	9	0.18181818181818182	0.25	2.25	0.1
10	9	5/8	5/8	6/8	4	1	V					c	i		V		V							M	1	1	1, 5, 2		1	1	0	4	0.0	0.0	0.5	0.0
11	10	0	0	6/8	4	1	i					c	i		i		i							m	1	1	0, -3, 1		0	0	2	9	0.18181818181818182	0.25	2.25	0.1
11	10	5/8	5/8	6/8	4	1	V					c	i		V		V							M	1	1	1, 5, 2		1	1	0	4	0.0	0.0	0.5	0.0
12	11	0	0	6/8	4	1	i					c	i		i		i							m	1	1	0, -3, 1		0	0	0	4	0.0	0.0	0.5	0.0
12	11	1/8	1/8	6/8	4	1	V43					c	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2	0	4	0.0	0.0	0.5	0.0
12	11	1/4	1/4	6/8	4	1	i6					c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3	0	4	0.0	0.0	0.5	0.0
12	11	3/8	3/8	6/8	4	1	V43					c	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2	0	4	0.0	0.0	0.5	0.0
12	11	1/2	1/2	6/8	4	1	i					c	i		i		i							m	1	1	0, -3, 1		0	0	0	4	0.0	0.0	0.5	0.0
12	11	5/8	5/8	6/8	4	1	V7(9)	0	-8	/		c	i		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1	0	4	0.0	0.0	0.5	0.0
13	12	0	0	6/8	4	1	i					c	i		i		i							m	1	1	0, -3, 1		0	0	2	9	0.18181818181818182	0.25	1.875	0.11764705882352941
13	12	5/8	5/8	6/8	4	1	V					c	i		V		V							M	1	1	1, 5, 2		1	1	0	4	0.0	0.0	0.5	0.0
14	13	0	0	6/8	4	1	i					c	i		i		i							m	1	1	0, -3, 1		0	0	3	7	0.3	0.375	0.875	0.3
14	13	3/8	3/8	6/8	4	1	V/III					c	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2	3	6	0.3333333333333333	0.375	0.75	0.3333333333333333
15	14	0	0	6/8	4	1	III					c	i		III		III							M	1	1	-3, 1, -2		-3	-3	3	7	0.3	0.375	0.875	0.3
15	14	3/8	3/8	6/8	4	1	iio6					c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1	0	4	0.0	0.0	0.5	0.0
15	14	1/2	1/2	6/8	4	1	i6					c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3	1	3	0.25	0.125	0.375	0.25
15	14	5/8	5/8	6/8	4	1	iio6					c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1	0	4	0.0	0.0	0.5	0.0
16	15	0	0	6/8	4	1	V(64)					c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1	0	4	0.0	0.0	0.5	0.0
16	15	1/8	1/8	6/8	4	1	iio6					c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1	0	4	0.0	0.0	0.5	0.0
16	15	1/4	1/4	6/8	4	1	V(64)					c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1	0	4	0.0	0.0	0.5	0.0
16	15	3/8	3/8	6/8	4	1	iio64					c	i		iio64		ii	o	64					o	1	1	-4, 2, -1		2	-4	0	4	0.0	0.0	0.5	0.0
16	15	1/2	1/2	6/8	4	1	V(64)					c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1	0	4	0.0	0.0	0.5	0.0
16	15	5/8	5/8	6/8	4	1	iio64					c	i		iio64		ii	o	64					o	1	1	-4, 2, -1		2	-4	0	4	0.0	0.0	0.5	0.0
17	16	0	0	6/8	4	1	V(64)					c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1	0	4	0.0	0.0	0.5	0.0
17	16	1/8	1/8	6/8	4	1	iio64					c	i		iio64		ii	o	64					o	1	1	-4, 2, -1		2	-4	0	4	0.0	0.0	0.5	0.0
17	16	1/4	1/4	6/8	4	1	V					c	i		V		V							M	1	1	1, 5, 2		1	1	0	4	0.0	0.0	0.5	0.0
17	16	3/8	3/8	6/8	4	1	i\\					c	i		i		i						\\	m	1	1	0, -3, 1		0	0	0	4	0.0	0.0	0.5	0.0
18	16	0	5/8	6/8	4	1	#viio6/iv	0	-8	/		c	i		#viio6/iv		#vii	o	6		iv			o	1	1	1, -2, 4		4	1	0	4	0.0	0.0	0.5	0.0
19	17	0	0	6/8	4	1	V7/iv					c	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0	6	48	0.1111111111111111	0.75	9.75	0.07142857142857142
22	20	5/8	5/8	6/8	4	1	#viio6/iv	0	-8	/		c	i		#viio6/iv		#vii	o	6		iv			o	1	1	1, -2, 4		4	1	0	3	0.0	0.0	0.375	0.0
23	21	0	0	6/8	4	1	iv6					c	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4	0	4	0.0	0.0	0.5	0.0
23	21	1/8	1/8	6/8	4	1	#viio43/iv					c	i		#viio43/iv		#vii	o	43		iv			o7	1	1	-2, -5, 4, 1		4	-2	0	4	0.0	0.0	0.5	0.0
23	21	1/4	1/4	6/8	4	1	iv6					c	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4	0	4	0.0	0.0	0.5	0.0
23	21	3/8	3/8	6/8	4	1	#viio6/iv					c	i		#viio6/iv		#vii	o	6		iv			o	1	1	1, -2, 4		4	1	0	4	0.0	0.0	0.5	0.0
23	21	1/2	1/2	6/8	4	1	iv6					c	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4	0	4	0.0	0.0	0.5	0.0
23	21	5/8	5/8	6/8	4	1	#viio6/iv	0	-8	/		c	i		#viio6/iv		#vii	o	6		iv			o	1	1	1, -2, 4		4	1	0	4	0.0	0.0	0.5	0.0
24	22	0	0	6/8	4	1	iv					c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1	3	7	0.3	0.375	0.875	0.3
24	22	3/8	3/8	6/8	4	1	iv/iv					c	i		iv/iv		iv				iv			m	1	1	-2, -5, -1		-2	-2	2	5	0.2857142857142857	0.25	0.625	0.2857142857142857
25	23	0	0	6/8	4	1	V(64)/iv					c	i		V(64)/iv		V			64	iv			M	1	1	0, -1, -4		0	0	2	5	0.2857142857142857	0.25	0.625	0.2857142857142857
25	23	3/8	3/8	6/8	4	1	#viio7/ii					c	i		#viio7/ii		#vii	o	7		ii			o7	1	1	7, 4, 1, -2		7	7	1	5	0.16666666666666666	0.125	0.875	0.125
26	24	0	0	6/8	4	1	V7/v					c	i		V7/v		V		7		v			Mm7	1	1	2, 6, 3, 0		2	2	6	48	0.1111111111111111	0.75	9.75	0.07142857142857142
29	27	5/8	5/8	6/8	4	1	#viio6/v	0	-8	/		c	i		#viio6/v		#vii	o	6		v			o	1	1	3, 0, 6		6	3	0	3	0.0	0.0	0.375	0.0
30	28	0	0	6/8	4	1	v6					c	i		v6		v		6					m	1	1	-2, 2, 1		1	-2	0	4	0.0	0.0	0.5	0.0
30	28	1/8	1/8	6/8	4	1	#viio43/v					c	i		#viio43/v		#vii	o	43		v			o7	1	1	0, -3, 6, 3		6	0	0	4	0.0	0.0	0.5	0.0
30	28	1/4	1/4	6/8	4	1	v6					c	i		v6		v		6					m	1	1	-2, 2, 1		1	-2	0	4	0.0	0.0	0.5	0.0
30	28	3/8	3/8	6/8	4	1	#viio6/v					c	i		#viio6/v		#vii	o	6		v			o	1	1	3, 0, 6		6	3	0	4	0.0	0.0	0.5	0.0
