mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
54	53	0	0	4/4	4	1	vi					Eb	V		vi		vi							m	0	0	1, -2, 2		1	1	0	18	0.0	0.0	3.75	0.0
54	53	3/4	3/4	4/4	4	1	#viio/vi					Eb	V		#viio/vi		#vii	o			vi			o	0	0	6, 3, 0		6	6	0	2	0.0	0.0	0.25	0.0
55	54	0	0	4/4	4	1	vi					Eb	V		vi		vi							m	0	0	1, -2, 2		1	1	2	12	0.14285714285714285	0.25	2.25	0.1
56	55	0	0	4/4	4	1	viio65/V					Eb	V		viio65/V		vii	o	65		V			o7	0	0	1, -2, -5, 4		4	1	1	17	0.05555555555555555	0.25	4.5	0.05263157894736842
58	57	0	0	4/4	4	1	V65					Eb	V		V65		V		65					Mm7	0	0	3, 0, -3, -1		-1	3	1	18	0.05263157894736842	0.25	5.75	0.041666666666666664
60	59	0	0	4/4	4	1	V[I					Eb	V	V	I		I							M	0	0	-2, 2, -1		-2	-2	0	5	0.0	0.0	2.5	0.0
60	59	1/2	1/2	4/4	4	1	V43					Eb	V	V	V43		V		43					Mm7	0	0	0, -3, -1, 3		-1	0	0	5	0.0	0.0	1.5	0.0
61	60	0	0	4/4	4	1	I6					Eb	V	V	I6		I		6					M	0	0	2, -1, -2		-2	2	1	5	0.16666666666666666	0.25	2.25	0.1
61	60	1/2	1/2	4/4	4	1	V65					Eb	V	V	V65		V		65					Mm7	0	0	3, 0, -3, -1		-1	3	0	5	0.0	0.0	1.5	0.0
62	61	0	0	4/4	4	1	I					Eb	V	V	I		I							M	0	0	-2, 2, -1		-2	-2	0	6	0.0	0.0	2.5	0.0
62	61	1/2	1/2	4/4	4	1	V43					Eb	V	V	V43		V		43					Mm7	0	0	0, -3, -1, 3		-1	0	0	5	0.0	0.0	1.5	0.0
63	62	0	0	4/4	4	1	I6					Eb	V	V	I6		I		6					M	0	0	2, -1, -2		-2	2	1	5	0.16666666666666666	0.25	2.25	0.1
63	62	1/2	1/2	4/4	4	1	V65]					Eb	V	V	V65		V		65					Mm7	0	0	3, 0, -3, -1		-1	3	0	5	0.0	0.0	1.5	0.0
64	63	0	0	4/4	4	1	I					Eb	V		I		I							M	0	0	-2, 2, -1		-2	-2	1	4	0.2	0.25	1.25	0.16666666666666666
64	63	1/2	1/2	4/4	4	1	V65/ii					Eb	V		V65/ii		V		65		ii			Mm7	0	0	5, 2, -1, 1		1	5	0	4	0.0	0.0	1.5	0.0
64	63	3/4	3/4	4/4	4	1	V7/ii					Eb	V		V7/ii		V		7		ii			Mm7	0	0	1, 5, 2, -1		1	1	0	2	0.0	0.0	0.5	0.0
65	64	0	0	4/4	4	1	ii					Eb	V		ii		ii							m	0	0	0, -3, 1		0	0	1	4	0.2	0.25	1.0	0.2
65	64	1/2	1/2	4/4	4	1	V65/IV					Eb	V		V65/IV		V		65		IV			Mm7	0	0	2, -1, -4, -2		-2	2	0	4	0.0	0.0	1.5	0.0
65	64	3/4	3/4	4/4	4	1	V7/IV					Eb	V		V7/IV		V		7		IV			Mm7	0	0	-2, 2, -1, -4		-2	-2	0	2	0.0	0.0	0.5	0.0
66	65	0	0	4/4	4	1	IV					Eb	V		IV		IV							M	0	0	-3, 1, -2		-3	-3	0	4	0.0	0.0	1.75	0.0
66	65	1/4	1/4	4/4	4	1	I6					Eb	V		I6		I		6					M	0	0	2, -1, -2		-2	2	0	3	0.0	0.0	0.75	0.0
66	65	1/2	1/2	4/4	4	1	ii65					Eb	V		ii65		ii		65					mm7	0	0	-3, 1, -2, 0		0	-3	0	3	0.0	0.0	0.75	0.0
66	65	3/4	3/4	4/4	4	1	I6					Eb	V		I6		I		6					M	0	0	2, -1, -2		-2	2	0	3	0.0	0.0	0.75	0.0
67	66	0	0	4/4	4	1	ii					Eb	V		ii		ii							m	0	0	0, -3, 1		0	0	0	5	0.0	0.0	3.0	0.0
67	66	1/2	1/2	4/4	4	1	V7					Eb	V		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	1	3	0.25	0.16666666666666666	0.8333333333333334	0.16666666666666666
68	67	0	0	4/4	4	1	I64					Eb	V		I64		I		64					M	0	0	-1, -2, 2		-2	-1	0	4	0.0	0.0	2.0	0.0
68	67	1/4	1/4	4/4	4	1	V					Eb	V		V		V							M	0	0	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.375	0.0
68	67	1/2	1/2	4/4	4	1	V7					Eb	V		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	3	0.0	0.0	0.5	0.0
68	67	3/4	3/4	4/4	4	1	V64					Eb	V		V64		V		64					M	0	0	0, -1, 3		-1	0	0	2	0.0	0.0	0.375	0.0
69	68	0	0	4/4	4	1	I					Eb	V		I		I							M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.75	0.0
69	68	1/4	1/4	4/4	4	1	vi7					Eb	V		vi7		vi		7					mm7	0	0	1, -2, 2, -1		1	1	0	2	0.0	0.0	0.375	0.0
69	68	1/2	1/2	4/4	4	1	V					Eb	V		V		V							M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	1.0	0.0
69	68	3/4	3/4	4/4	4	1	V2					Eb	V		V2		V		2					Mm7	0	0	-3, -1, 3, 0		-1	-3	0	3	0.0	0.0	0.625	0.0
70	69	0	0	4/4	4	1	I6					Eb	V		I6		I		6					M	0	0	2, -1, -2		-2	2	0	5	0.0	0.0	1.5	0.0
70	69	1/4	1/4	4/4	4	1	I64					Eb	V		I64		I		64					M	0	0	-1, -2, 2		-2	-1	0	2	0.0	0.0	0.375	0.0
70	69	1/2	1/2	4/4	4	1	V2					Eb	V		V2		V		2					Mm7	0	0	-3, -1, 3, 0		-1	-3	0	5	0.0	0.0	1.25	0.0
70	69	3/4	3/4	4/4	4	1	V64					Eb	V		V64		V		64					M	0	0	0, -1, 3		-1	0	0	3	0.0	0.0	0.625	0.0
71	70	0	0	4/4	4	1	I					Eb	V		I		I							M	0	0	-2, 2, -1		-2	-2	0	5	0.0	0.0	1.25	0.0
71	70	1/4	1/4	4/4	4	1	vi					Eb	V		vi		vi							m	0	0	1, -2, 2		1	1	1	3	0.25	0.125	0.625	0.16666666666666666
71	70	1/2	1/2	4/4	4	1	V7					Eb	V		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	5	0.0	0.0	1.25	0.0
71	70	3/4	3/4	4/4	4	1	V2					Eb	V		V2		V		2					Mm7	0	0	-3, -1, 3, 0		-1	-3	0	4	0.0	0.0	0.75	0.0
72	71	0	0	4/4	4	1	I6					Eb	V		I6		I		6					M	0	0	2, -1, -2		-2	2	1	6	0.14285714285714285	0.125	2.375	0.05
72	71	1/2	1/2	4/4	4	1	V65/IV					Eb	V		V65/IV		V		65		IV			Mm7	0	0	2, -1, -4, -2		-2	2	1	7	0.125	0.125	1.375	0.08333333333333333
73	72	0	0	4/4	4	1	iv					Eb	V		iv		iv							m	0	0	-3, -6, -2		-3	-3	0	9	0.0	0.0	2.0	0.0
73	72	1/2	1/2	4/4	4	1	V2/iv					Eb	V		V2/iv		V		2		iv			Mm7	0	0	-4, -2, 2, -1		-2	-4	0	9	0.0	0.0	2.0	0.0
74	73	0	0	4/4	4	1	iv6					Eb	V		iv6		iv		6					m	0	0	-6, -2, -3		-3	-6	1	8	0.1111111111111111	0.125	1.875	0.0625
74	73	1/2	1/2	4/4	4	1	V65/iv					Eb	V		V65/iv		V		65		iv			Mm7	0	0	2, -1, -4, -2		-2	2	1	7	0.125	0.125	1.375	0.08333333333333333
75	74	0	0	4/4	4	1	iv					Eb	V		iv		iv							m	0	0	-3, -6, -2		-3	-3	0	8	0.0	0.0	1.5	0.0
75	74	1/2	1/2	4/4	4	1	V64/iv					Eb	V		V64/iv		V		64		iv			M	0	0	-1, -2, 2		-2	-1	0	8	0.0	0.0	1.5	0.0
76	75	0	0	4/4	4	1	iv6					Eb	V		iv6		iv		6					m	0	0	-6, -2, -3		-3	-6	2	5	0.2857142857142857	0.25	3.25	0.07142857142857142
76	75	1/2	1/2	4/4	4	1	iv65					Eb	V		iv65		iv		65					mm7	0	0	-6, -2, -5, -3		-3	-6	2	2	0.5	0.25	0.25	0.5
77	76	0	0	4/4	4	1	viio65/V					Eb	V		viio65/V		vii	o	65		V			o7	0	0	1, -2, -5, 4		4	1	3	8	0.2727272727272727	0.375	3.625	0.09375
78	77	0	0	4/4	4	1	bIII64					Eb	V		bIII64		bIII		64					M	0	0	-4, -5, -1		-5	-4	4	7	0.36363636363636365	0.5	3.5	0.125
79	78	0	0	4/4	4	1	viio65/bVII					Eb	V		viio65/bVII		vii	o	65		bVII			o7	0	0	-2, -5, -8, 1		1	-2	3	8	0.2727272727272727	0.375	3.625	0.09375
80	79	0	0	4/4	4	1	bVII6					Eb	V		bVII6		bVII		6					M	0	0	0, -3, -4		-4	0	2	5	0.2857142857142857	0.25	3.25	0.07142857142857142
80	79	1/2	1/2	4/4	4	1	V65/bIII					Eb	V		V65/bIII		V		65		bIII			Mm7	0	0	0, -3, -6, -4		-4	0	2	2	0.5	0.25	0.25	0.5
81	80	0	0	4/4	4	1	Ger6/iv					Eb	V		Ger6/iv	Ger	vii	o	65	b3	V/iv			Ger	0	0	-7, -3, -6, 3		3	-7	1	6	0.14285714285714285	0.125	1.875	0.0625
81	80	1/2	1/2	4/4	4	1	iv64					Eb	V		iv64		iv		64					m	0	0	-2, -3, -6		-3	-2	1	6	0.14285714285714285	0.125	1.875	0.0625
82	81	0	0	4/4	4	1	viio7					Eb	V		viio7		vii	o	7					o7	0	0	3, 0, -3, -6		3	3	5	14	0.2631578947368421	0.625	5.875	0.09615384615384616
83	82	1/2	1/2	4/4	4	1	viio2					Eb	V		viio2		vii	o	2					o7	0	0	-6, 3, 0, -3		3	-6	1	7	0.125	0.125	2.375	0.05
84	83	0	0	4/4	4	1	V7					Eb	V		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	9	0.0	0.0	5.5	0.0
84	83	1/2	1/2	4/4	4	1	V7(b9)					Eb	V		V7(b9)		V		7	b9				Mm7	0	0	-1, 3, 0, -3	-6	-1	-1	1	3	0.25	0.125	0.375	0.25
85	84	0	0	4/4	4	1	V7					Eb	V		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	8	0.0	0.0	3.0	0.0
85	84	1/2	1/2	4/4	4	1	V					Eb	V		V		V							M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	0.5	0.0
86	85	0	0	4/4	4	1	I6					Eb	V		I6		I		6					M	0	0	2, -1, -2		-2	2	1	20	0.047619047619047616	0.125	5.0	0.024390243902439025
87	86	0	0	4/4	4	1	viio6(2)/V					Eb	V		viio6(2)/V		vii	o	6	2	V			o	0	0	1, -2, -1		4	1	0	5	0.0	0.0	2.0	0.0
87	86	1/4	1/4	4/4	4	1	viio6/V					Eb	V		viio6/V		vii	o	6		V			o	0	0	1, -2, 4		4	1	0	1	0.0	0.0	0.25	0.0
87	86	1/2	1/2	4/4	4	1	V					Eb	V		V		V							M	0	0	-1, 3, 0		-1	-1	1	4	0.2	0.25	1.75	0.125
88	87	0	0	4/4	4	1	IV(11)					Eb	V		IV(11)		IV			11				M	0	0	-3, 1, -2	3	-3	-3	0	4	0.0	0.0	1.25	0.0
88	87	1/4	1/4	4/4	4	1	vii%43					Eb	V		vii%43		vii	%	43					%7	0	0	-3, 1, 3, 0		3	-3	0	3	0.0	0.0	0.75	0.0
88	87	1/2	1/2	4/4	4	1	I6					Eb	V		I6		I		6					M	0	0	2, -1, -2		-2	2	0	4	0.0	0.0	1.5	0.0
88	87	3/4	3/4	4/4	4	1	vi43					Eb	V		vi43		vi		43					mm7	0	0	2, -1, 1, -2		1	2	0	2	0.0	0.0	0.5	0.0
89	88	0	0	4/4	4	1	ii(94)					Eb	V		ii(94)		ii			94				m	0	0	0, -1, 1	2	0	0	0	4	0.0	0.0	2.25	0.0
89	88	1/2	1/2	4/4	4	1	V					Eb	V		V		V							M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	1.5	0.0
89	88	3/4	3/4	4/4	4	1	V7					Eb	V		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	1	0.0	0.0	0.25	0.0
90	89	0	0	4/4	4	1	I\\					Eb	V		I		I						\\	M	0	0	-2, 2, -1		-2	-2	0	5	0.0	0.0	1.75	0.0
90	89	1/2	1/2	4/4	4	1	V					Eb	V		V		V							M	0	0	-1, 3, 0		-1	-1	0	2	0.0	0.0	1.0	0.0
90	89	3/4	3/4	4/4	4	1	V7					Eb	V		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	2	0.0	0.0	0.5	0.0
91	90	0	0	4/4	4	1	vi					Eb	V		vi		vi							m	0	0	1, -2, 2		1	1	1	4	0.2	0.25	1.75	0.125
91	90	1/2	1/2	4/4	4	1	I6(14)					Eb	V		I6(14)		I		6	14				M	0	0	2, -1, -2	3	-2	2	0	4	0.0	0.0	1.75	0.0
91	90	3/4	3/4	4/4	4	1	I6					Eb	V		I6		I		6					M	0	0	2, -1, -2		-2	2	0	1	0.0	0.0	0.25	0.0
92	91	0	0	4/4	4	1	IV(4)					Eb	V		IV(4)		IV			4				M	0	0	-3, 3, -2		-3	-3	0	4	0.0	0.0	2.0	0.0
92	91	1/4	1/4	4/4	4	1	IV					Eb	V		IV		IV							M	0	0	-3, 1, -2		-3	-3	0	1	0.0	0.0	0.25	0.0
92	91	1/2	1/2	4/4	4	1	I					Eb	V		I		I							M	0	0	-2, 2, -1		-2	-2	0	3	0.0	0.0	1.0	0.0
92	91	3/4	3/4	4/4	4	1	I(134)					Eb	V		I(134)		I			134				M	0	0	-2, -3, -1	1	-2	-2	0	3	0.0	0.0	0.75	0.0
93	92	0	0	4/4	4	1	V(64)					Eb	V		V(64)		V			64				M	0	0	-1, -2, 2		-1	-1	0	4	0.0	0.0	2.75	0.0
93	92	1/2	1/2	4/4	4	1	V					Eb	V		V		V							M	0	0	-1, 3, 0		-1	-1	0	2	0.0	0.0	1.0	0.0
93	92	3/4	3/4	4/4	4	1	V7					Eb	V		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	1	0.0	0.0	0.25	0.0
94	93	0	0	4/4	4	1	I\\					Eb	V		I		I						\\	M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	2.0	0.0
95	93	0	3/4	4/4	4	1	I.I6					Eb	I		I6		I		6					M	0	0	1, -2, -3		-3	1	0	4	0.0	0.0	1.0	0.0
96	94	0	0	4/4	4	1	vi					Eb	I		vi		vi							m	0	0	0, -3, 1		0	0	0	4	0.0	0.0	1.75	0.0
96	94	1/4	1/4	4/4	4	1	viio6/V					Eb	I		viio6/V		vii	o	6		V			o	0	0	0, -3, 3		3	0	0	1	0.0	0.0	0.25	0.0
96	94	1/2	1/2	4/4	4	1	V					Eb	I		V		V							M	0	0	-2, 2, -1		-2	-2	1	4	0.2	0.25	1.75	0.125
97	95	0	0	4/4	4	1	IV(11)					Eb	I		IV(11)		IV			11				M	0	0	-4, 0, -3	2	-4	-4	0	4	0.0	0.0	1.25	0.0
97	95	1/4	1/4	4/4	4	1	vii%43					Eb	I		vii%43		vii	%	43					%7	0	0	-4, 0, 2, -1		2	-4	0	3	0.0	0.0	0.75	0.0
97	95	1/2	1/2	4/4	4	1	I6					Eb	I		I6		I		6					M	0	0	1, -2, -3		-3	1	0	4	0.0	0.0	1.5	0.0
97	95	3/4	3/4	4/4	4	1	vi43					Eb	I		vi43		vi		43					mm7	0	0	1, -2, 0, -3		0	1	0	2	0.0	0.0	0.5	0.0
98	96	0	0	4/4	4	1	ii(94)					Eb	I		ii(94)		ii			94				m	0	0	-1, -2, 0	1	-1	-1	1	4	0.2	0.25	2.0	0.1111111111111111
98	96	1/2	1/2	4/4	4	1	V					Eb	I		V		V							M	0	0	-2, 2, -1		-2	-2	0	3	0.0	0.0	1.5	0.0
98	96	3/4	3/4	4/4	4	1	V7					Eb	I		V7		V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	1	0.0	0.0	0.25	0.0
99	97	0	0	4/4	4	1	I\\					Eb	I		I		I						\\	M	0	0	-3, 1, -2		-3	-3	2	7	0.2222222222222222	0.25	2.0	0.1111111111111111
99	97	3/4	3/4	4/4	4	1	I6					Eb	I		I6		I		6					M	0	0	1, -2, -3		-3	1	0	5	0.0	0.0	1.0	0.0
100	98	0	0	4/4	4	1	ii65(2)					Eb	I		ii65(2)		ii		65	2				mm7	0	0	-4, 0, -3, 1		-1	-4	0	4	0.0	0.0	1.5	0.0
100	98	1/4	1/4	4/4	4	1	ii65					Eb	I		ii65		ii		65					mm7	0	0	-4, 0, -3, -1		-1	-4	0	2	0.0	0.0	1.0	0.0
100	98	1/2	1/2	4/4	4	1	V43(9)/IV					Eb	I		V43(9)/IV		V		43	9	IV			Mm7	0	0	-2, -5, -3, 1	-1	-3	-2	0	2	0.0	0.0	1.0	0.0
100	98	3/4	3/4	4/4	4	1	V43/IV					Eb	I		V43/IV		V		43		IV			Mm7	0	0	-2, -5, -3, 1		-3	-2	0	2	0.0	0.0	0.5	0.0
101	99	0	0	4/4	4	1	IV6(7)					Eb	I		IV6(7)		IV		6	7				M	0	0	0, -3, 1		-4	0	0	4	0.0	0.0	1.5	0.0
101	99	1/4	1/4	4/4	4	1	IV6					Eb	I		IV6		IV		6					M	0	0	0, -3, -4		-4	0	0	2	0.0	0.0	1.0	0.0
101	99	1/2	1/2	4/4	4	1	I(64)					Eb	I		I(64)		I			64				M	0	0	-3, -4, 0		-3	-3	0	5	0.0	0.0	2.0	0.0
102	100	0	0	4/4	4	1	I					Eb	I		I		I							M	0	0	-3, 1, -2		-3	-3	0	9	0.0	0.0	2.5	0.0
102	100	1/2	1/2	4/4	4	1	ii43					Eb	I		ii43		ii		43					mm7	0	0	0, -3, -1, -4		-1	0	0	3	0.0	0.0	0.875	0.0
102	100	3/4	3/4	4/4	4	1	vii%7/V	0	-8		/	Eb	I		vii%7/V		vii	%	7		V			%7	0	0	3, 0, -3, 1		3	3	0	4	0.0	0.0	0.875	0.0
103	101	0	0	4/4	4	1	V(64)					Eb	I		V(64)		V			64				M	0	0	-2, -3, 1		-2	-2	0	4	0.0	0.0	2.0	0.0
103	101	1/2	1/2	4/4	4	1	V6\\					Eb	I		V6		V		6				\\	M	0	0	2, -1, -2		-2	2	0	2	0.0	0.0	0.5	0.0
103	101	3/4	3/4	4/4	4	1	I6					Eb	I		I6		I		6					M	0	0	1, -2, -3		-3	1	0	3	0.0	0.0	0.75	0.0
104	102	0	0	4/4	4	1	vi					Eb	I		vi		vi							m	0	0	0, -3, 1		0	0	0	3	0.0	0.0	1.75	0.0
104	102	1/2	1/2	4/4	4	1	V/vi					Eb	I		V/vi		V				vi			M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	1.25	0.0
104	102	3/4	3/4	4/4	4	1	V7(6)/vi	0	-8		/	Eb	I		V7(6)/vi		V		7	6	vi			Mm7	0	0	1, 5, -3, -1		1	1	0	2	0.0	0.0	0.5	0.0
105	103	0	0	4/4	4	1	IV(11)					Eb	I		IV(11)		IV			11				M	0	0	-4, 0, -3	2	-4	-4	0	4	0.0	0.0	2.25	0.0
105	103	1/4	1/4	4/4	4	1	IV					Eb	I		IV		IV							M	0	0	-4, 0, -3		-4	-4	0	1	0.0	0.0	0.25	0.0
105	103	1/2	1/2	4/4	4	1	V65/ii					Eb	I		V65/ii		V		65		ii			Mm7	0	0	4, 1, -2, 0		0	4	0	3	0.0	0.0	1.0	0.0
105	103	3/4	3/4	4/4	4	1	V6(6)/ii	0	-8		/	Eb	I		V6(6)/ii		V		6	6	ii			M	0	0	4, -4, 0		0	4	0	2	0.0	0.0	0.5	0.0
106	104	0	0	4/4	4	1	V43/ii					Eb	I		V43/ii		V		43		ii			Mm7	0	0	1, -2, 0, 4		0	1	0	4	0.0	0.0	2.25	0.0
106	104	1/2	1/2	4/4	4	1	ii(94)					Eb	I		ii(94)		ii			94				m	0	0	-1, -2, 0	1	-1	-1	0	2	0.0	0.0	1.0	0.0
106	104	3/4	3/4	4/4	4	1	ii					Eb	I		ii		ii							m	0	0	-1, -4, 0		-1	-1	0	2	0.0	0.0	0.5	0.0
107	105	0	0	4/4	4	1	V/ii\\					Eb	I		V/ii		V				ii		\\	M	0	0	0, 4, 1		0	0	0	10	0.0	0.0	4.0	0.0
108	106	0	0	4/4	4	1	V7/ii					Eb	I		V7/ii		V		7		ii			Mm7	0	0	0, 4, 1, -2		0	0	0	12	0.0	0.0	3.25	0.0
109	107	0	0	4/4	4	1	V(64)/ii					Eb	I		V(64)/ii		V			64	ii			M	0	0	0, -1, -4		0	0	1	11	0.08333333333333333	0.25	2.75	0.08333333333333333
110	108	0	0	4/4	4	1	V7/ii					Eb	I		V7/ii		V		7		ii			Mm7	0	0	0, 4, 1, -2		0	0	0	4	0.0	0.0	1.5	0.0
110	108	1/4	1/4	4/4	4	1	V43/ii					Eb	I		V43/ii		V		43		ii			Mm7	0	0	1, -2, 0, 4		0	1	0	3	0.0	0.0	0.5	0.0
110	108	1/2	1/2	4/4	4	1	V65/ii					Eb	I		V65/ii		V		65		ii			Mm7	0	0	4, 1, -2, 0		0	4	0	3	0.0	0.0	0.5	0.0
110	108	3/4	3/4	4/4	4	1	V43/ii					Eb	I		V43/ii		V		43		ii			Mm7	0	0	1, -2, 0, 4		0	1	0	3	0.0	0.0	0.5	0.0
111	109	0	0	4/4	4	1	V(64)/ii					Eb	I		V(64)/ii		V			64	ii			M	0	0	0, -1, -4		0	0	1	11	0.08333333333333333	0.25	2.75	0.08333333333333333
112	110	0	0	4/4	4	1	V7/ii					Eb	I		V7/ii		V		7		ii			Mm7	0	0	0, 4, 1, -2		0	0	0	4	0.0	0.0	1.5	0.0
112	110	1/4	1/4	4/4	4	1	V43/ii					Eb	I		V43/ii		V		43		ii			Mm7	0	0	1, -2, 0, 4		0	1	0	3	0.0	0.0	0.5	0.0
112	110	1/2	1/2	4/4	4	1	V65/ii					Eb	I		V65/ii		V		65		ii			Mm7	0	0	4, 1, -2, 0		0	4	0	3	0.0	0.0	0.5	0.0
112	110	3/4	3/4	4/4	4	1	V7/ii					Eb	I		V7/ii		V		7		ii			Mm7	0	0	0, 4, 1, -2		0	0	0	3	0.0	0.0	0.5	0.0
113	111	0	0	4/4	4	1	ii					Eb	I		ii		ii							m	0	0	-1, -4, 0		-1	-1	2	11	0.15384615384615385	0.5	2.5	0.16666666666666666
114	112	0	0	4/4	4	1	#viio7/iii					Eb	I		#viio7/iii		#vii	o	7		iii			o7	0	0	6, 3, 0, -3		6	6	0	10	0.0	0.0	3.0	0.0
115	113	0	0	4/4	4	1	iv64/iii					Eb	I		iv64/iii		iv		64		iii			m	0	0	1, 0, -3		0	1	1	12	0.07692307692307693	0.25	2.75	0.08333333333333333
116	114	0	0	4/4	4	1	#viio65(2)/iii					Eb	I		#viio65(2)/iii		#vii	o	65	2	iii			o7	0	0	3, 0, -3, 1		6	3	2	4	0.3333333333333333	0.25	1.75	0.125
116	114	1/2	1/2	4/4	4	1	#viio65/iii					Eb	I		#viio65/iii		#vii	o	65		iii			o7	0	0	3, 0, -3, 6		6	3	2	3	0.4	0.25	0.5	0.3333333333333333
117	115	0	0	4/4	4	1	iii					Eb	I		iii		iii							m	0	0	1, -2, 2		1	1	3	17	0.15	0.5	3.5	0.125
118	116	0	0	4/4	4	1	V43/iii					Eb	I		V43/iii		V		43		iii			Mm7	0	0	3, 0, 2, 6		2	3	0	10	0.0	0.0	2.5	0.0
118	116	1/2	1/2	4/4	4	1	V65/iii					Eb	I		V65/iii		V		65		iii			Mm7	0	0	6, 3, 0, 2		2	6	1	9	0.1	0.25	1.25	0.16666666666666666
119	117	0	0	4/4	4	1	iii					Eb	I		iii		iii							m	0	0	1, -2, 2		1	1	2	19	0.09523809523809523	0.375	4.625	0.075
120	118	0	0	4/4	4	1	V43/iii					Eb	I		V43/iii		V		43		iii			Mm7	0	0	3, 0, 2, 6		2	3	0	11	0.0	0.0	3.0	0.0
120	118	1/2	1/2	4/4	4	1	V65/iii					Eb	I		V65/iii		V		65		iii			Mm7	0	0	6, 3, 0, 2		2	6	2	8	0.2	0.375	1.125	0.25
121	119	0	0	4/4	4	1	iii					Eb	I		iii		iii							m	0	0	1, -2, 2		1	1	2	19	0.09523809523809523	0.5	3.5	0.125
122	120	0	0	4/4	4	1	#iv.#viio7					Eb	#iv		#viio7		#vii	o	7					o7	0	1	8, 5, 2, -1		8	8	0	25	0.0	0.0	4.0	0.0
123	121	0	0	4/4	4	1	iv64					Eb	#iv		iv64		iv		64					m	0	1	3, 2, -1		2	3	1	20	0.047619047619047616	0.25	3.75	0.0625
124	122	0	0	4/4	4	1	#viio65(2)					Eb	#iv		#viio65(2)		#vii	o	65	2				o7	0	1	5, 2, -1, 3		8	5	0	10	0.0	0.0	1.75	0.0
124	122	1/2	1/2	4/4	4	1	#viio65					Eb	#iv		#viio65		#vii	o	65					o7	0	1	5, 2, -1, 8		8	5	0	10	0.0	0.0	1.75	0.0
125	123	0	0	4/4	4	1	V7					Eb	#iv		V7		V		7					Mm7	0	1	4, 8, 5, 2		4	4	0	20	0.0	0.0	4.0	0.0
126	124	0	0	4/4	4	1	V(64)					Eb	#iv		V(64)		V			64				M	0	1	4, 3, 0		4	4	1	10	0.09090909090909091	0.25	1.75	0.125
126	124	1/2	1/2	4/4	4	1	V7					Eb	#iv		V7		V		7					Mm7	0	1	4, 8, 5, 2		4	4	0	11	0.0	0.0	1.75	0.0
127	125	0	0	4/4	4	1	V(64)					Eb	#iv		V(64)		V			64				M	0	1	4, 3, 0		4	4	2	8	0.2	0.25	2.25	0.1
127	125	1/2	1/2	4/4	4	1	V7					Eb	#iv		V7		V		7					Mm7	0	1	4, 8, 5, 2		4	4	2	8	0.2	0.25	1.25	0.16666666666666666
128	126	0	0	4/4	4	1	V(64)					Eb	#iv		V(64)		V			64				M	0	1	4, 3, 0		4	4	2	10	0.16666666666666666	0.375	1.625	0.1875
128	126	1/2	1/2	4/4	4	1	V7					Eb	#iv		V7		V		7					Mm7	0	1	4, 8, 5, 2		4	4	1	11	0.08333333333333333	0.125	1.875	0.0625
129	127	0	0	4/4	4	1	i6					Eb	#iv		i6		i		6					m	0	1	0, 4, 3		3	0	2	8	0.2	0.25	1.875	0.11764705882352941
129	127	1/2	1/2	4/4	4	1	V2					Eb	#iv		V2		V		2					Mm7	0	1	2, 4, 8, 5		4	2	0	4	0.0	0.0	0.75	0.0
129	127	3/4	3/4	4/4	4	1	#viio6					Eb	#iv		#viio6		#vii	o	6					o	0	1	5, 2, 8		8	5	1	2	0.3333333333333333	0.25	0.375	0.4
130	128	0	0	4/4	4	1	i					Eb	#iv		i		i							m	0	1	3, 0, 4		3	3	0	6	0.0	0.0	1.0	0.0
130	128	1/4	1/4	4/4	4	1	VIM7					Eb	#iv		VIM7		VI	M	7					MM7	0	1	-1, 3, 0, 4		-1	-1	0	4	0.0	0.0	1.0	0.0
130	128	1/2	1/2	4/4	4	1	V					Eb	#iv		V		V							M	0	1	4, 8, 5		4	4	0	5	0.0	0.0	0.75	0.0
130	128	3/4	3/4	4/4	4	1	V2					Eb	#iv		V2		V		2					Mm7	0	1	2, 4, 8, 5		4	2	0	4	0.0	0.0	0.75	0.0
131	129	0	0	4/4	4	1	i6					Eb	#iv		i6		i		6					m	0	1	0, 4, 3		3	0	0	6	0.0	0.0	1.0	0.0
