mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	4	1	Bb.I				Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	1.125	0.0
1	1	1/4	1/4	3/4	4	1	I6				Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	0	4	0.0	0.0	0.875	0.0
1	1	1/2	1/2	3/4	4	1	ii6				Bb	I		ii6		ii		6					m	0	0	-3, 1, 0		0	-3	1	3	0.25	0.25	0.625	0.2857142857142857
1	1	5/8	5/8	3/4	4	1	viio64	0	-8	/	Bb	I		viio64		vii	o	64					o	0	0	-3, 3, 0		3	-3	0	1	0.0	0.0	0.125	0.0
2	2	0	0	3/4	4	1	vi(964)				Bb	I		vi(964)		vi			964				m	0	0	1, 0, -3	3	1	1	0	4	0.0	0.0	1.25	0.0
2	2	1/4	1/4	3/4	4	1	vi				Bb	I		vi		vi							m	0	0	1, -2, 2		1	1	0	3	0.0	0.0	0.875	0.0
2	2	1/2	1/2	3/4	4	1	I6				Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	0	4	0.0	0.0	0.75	0.0
3	3	0	0	3/4	4	1	ii65				Bb	I		ii65		ii		65					mm7	0	0	-3, 1, -2, 0		0	-3	0	4	0.0	0.0	1.125	0.0
3	3	1/4	1/4	3/4	4	1	V(4)				Bb	I		V(4)		V			4				M	0	0	-1, -2, 0		-1	-1	0	4	0.0	0.0	0.875	0.0
3	3	1/2	1/2	3/4	4	1	V				Bb	I		V		V							M	0	0	-1, 3, 0		-1	-1	0	5	0.0	0.0	1.0	0.0
4	4	0	0	3/4	4	1	I(94)				Bb	I		I(94)		I			94				M	0	0	-2, -3, -1	0	-2	-2	1	3	0.25	0.25	1.25	0.16666666666666666
4	4	1/4	1/4	3/4	4	1	I\\				Bb	I		I		I						\\	M	0	0	-2, 2, -1		-2	-2	0	2	0.0	0.0	0.375	0.0
4	4	1/2	1/2	3/4	4	1	V43				Bb	I		V43		V		43					Mm7	0	0	0, -3, -1, 3		-1	0	0	4	0.0	0.0	1.0	0.0
5	5	0	0	3/4	4	1	I6				Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	0	4	0.0	0.0	1.25	0.0
5	5	1/4	1/4	3/4	4	1	ii65				Bb	I		ii65		ii		65					mm7	0	0	-3, 1, -2, 0		0	-3	0	3	0.0	0.0	0.75	0.0
5	5	1/2	1/2	3/4	4	1	ii(94)				Bb	I		ii(94)		ii			94				m	0	0	0, -1, 1	2	0	0	0	4	0.0	0.0	0.7083333333333334	0.0
5	5	7/12	7/12	3/4	4	1	ii7				Bb	I		ii7		ii		7					mm7	0	0	0, -3, 1, -2		0	0	0	3	0.0	0.0	0.2916666666666667	0.0
6	6	0	0	3/4	4	1	V(64)				Bb	I		V(64)		V			64				M	0	0	-1, -2, 2		-1	-1	0	4	0.0	0.0	1.25	0.0
6	6	1/4	1/4	3/4	4	1	V7				Bb	I		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	3	0.0	0.0	0.75	0.0
6	6	1/2	1/2	3/4	4	1	vi				Bb	I		vi		vi							m	0	0	1, -2, 2		1	1	0	4	0.0	0.0	1.0	0.0
7	7	0	0	3/4	4	1	V6				Bb	I		V6		V		6					M	0	0	3, 0, -1		-1	3	0	4	0.0	0.0	1.0	0.0
7	7	1/4	1/4	3/4	4	1	I				Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	0	5	0.0	0.0	1.0	0.0
7	7	1/2	1/2	3/4	4	1	V/ii				Bb	I		V/ii		V				ii			M	0	0	1, 5, 2		1	1	1	6	0.14285714285714285	0.0625	1.4375	0.041666666666666664
8	8	0	0	3/4	4	1	ii(9#74)				Bb	I		ii(9#74)		ii			9#74				m	0	0	0, -1, 1	2, 5	0	0	0	4	0.0	0.0	1.25	0.0
8	8	1/4	1/4	3/4	4	1	ii\\				Bb	I		ii		ii						\\	m	0	0	0, -3, 1		0	0	0	4	0.0	0.0	1.125	0.0
9	9	1/4	1/4	3/4	4	1	V2				Bb	I		V2		V		2					Mm7	0	0	-3, -1, 3, 0		-1	-3	1	12	0.07692307692307693	0.125	2.75	0.043478260869565216
10	10	0	0	3/4	4	1	I6				Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	1	5	0.16666666666666666	0.125	1.375	0.08333333333333333
