mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	4	1	e.i					e	i		i		i							m	1	1	4, 1, 5		4	4	0	10	0.0	0.0	1.625	0.0
1	1	1/2	1/2	3/4	4	1	i6					e	i		i6		i		6					m	1	1	1, 5, 4		4	1	0	4	0.0	0.0	0.75	0.0
2	2	0	0	3/4	4	1	iio6(2)					e	i		iio6(2)		ii	o	6	2				o	1	1	3, 0, 1		6	3	0	7	0.0	0.0	1.375	0.0
2	2	3/8	3/8	3/4	4	1	iio6					e	i		iio6		ii	o	6					o	1	1	3, 0, 6		6	3	0	1	0.0	0.0	0.125	0.0
2	2	1/2	1/2	3/4	4	1	#viio43					e	i		#viio43		#vii	o	43					o7	1	1	3, 0, 9, 6		9	3	2	14	0.125	0.25	2.75	0.08333333333333333
4	4	0	0	3/4	4	1	i6					e	i		i6		i		6					m	1	1	1, 5, 4		4	1	1	13	0.07142857142857142	0.125	2.125	0.05555555555555555
5	5	0	0	3/4	4	1	i6(#7)					e	i		i6(#7)		i		6	#7				m	1	1	1, 5, 9		4	1	0	5	0.0	0.0	0.75	0.0
5	5	1/4	1/4	3/4	4	1	i6					e	i		i6		i		6					m	1	1	1, 5, 4		4	1	0	5	0.0	0.0	0.625	0.0
5	5	1/2	1/2	3/4	4	1	i					e	i		i		i							m	1	1	4, 1, 5		4	4	0	6	0.0	0.0	0.75	0.0
6	6	0	0	3/4	4	1	#viio65					e	i		#viio65		#vii	o	65					o7	1	1	6, 3, 0, 9		9	6	1	5	0.16666666666666666	0.125	0.875	0.125
6	6	1/2	1/2	3/4	4	1	V65					e	i		V65		V		65					Mm7	1	1	9, 6, 3, 5		5	9	0	4	0.0	0.0	0.5	0.0
7	7	0	0	3/4	4	1	i					e	i		i		i							m	1	1	4, 1, 5		4	4	1	5	0.16666666666666666	0.125	0.875	0.125
7	7	1/2	1/2	3/4	4	1	i6					e	i		i6		i		6					m	1	1	1, 5, 4		4	1	1	3	0.25	0.125	0.375	0.25
8	8	0	0	3/4	4	1	#viio65					e	i		#viio65		#vii	o	65					o7	1	1	6, 3, 0, 9		9	6	1	5	0.16666666666666666	0.125	0.875	0.125
8	8	1/2	1/2	3/4	4	1	V65					e	i		V65		V		65					Mm7	1	1	9, 6, 3, 5		5	9	0	4	0.0	0.0	0.5	0.0
9	9	0	0	3/4	4	1	i					e	i		i		i							m	1	1	4, 1, 5		4	4	0	7	0.0	0.0	1.125	0.0
9	9	1/2	1/2	3/4	4	1	i6					e	i		i6		i		6					m	1	1	1, 5, 4		4	1	2	4	0.3333333333333333	0.25	0.75	0.25
10	10	0	0	3/4	4	1	iv					e	i		iv		iv							m	1	1	3, 0, 4		3	3	1	8	0.1111111111111111	0.125	1.875	0.0625
10	10	1/2	1/2	3/4	4	1	i64					e	i		i64		i		64					m	1	1	5, 4, 1		4	5	1	4	0.2	0.125	0.875	0.125
