mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/2	4	1	a.#viio7/iv					a	i		#viio7/iv		#vii	o	7		iv			o7	1	1	7, 4, 1, -2		7	7	6	159	0.03636363636363636	1.25	52.75	0.023148148148148147
9	9	0	0	2/2	4	1	iv\\					a	i		iv		iv						\\	m	1	1	2, -1, 3		2	2	3	7	0.3	0.375	1.375	0.21428571428571427
9	9	3/4	3/4	2/2	4	1	iv6					a	i		iv6		iv		6					m	1	1	-1, 3, 2		2	-1	0	2	0.0	0.0	0.25	0.0
9	9	7/8	7/8	2/2	4	1	iio/iv					a	i		iio/iv		ii	o			iv			o	1	1	4, 1, -2		4	4	0	4	0.0	0.0	0.5	0.0
10	10	1/8	1/8	2/2	4	1	iv					a	i		iv		iv							m	1	1	2, -1, 3		2	2	0	2	0.0	0.0	0.25	0.0
10	10	1/4	1/4	2/2	4	1	iv64					a	i		iv64		iv		64					m	1	1	3, 2, -1		2	3	0	3	0.0	0.0	0.375	0.0
10	10	3/8	3/8	2/2	4	1	iio64/iv					a	i		iio64/iv		ii	o	64		iv			o	1	1	-2, 4, 1		4	-2	0	6	0.0	0.0	0.75	0.0
10	10	5/8	5/8	2/2	4	1	iv64					a	i		iv64		iv		64					m	1	1	3, 2, -1		2	3	0	6	0.0	0.0	0.75	0.0
10	10	7/8	7/8	2/2	4	1	iio6/iv	0	-8	/		a	i		iio6/iv		ii	o	6		iv			o	1	1	1, -2, 4		4	1	0	3	0.0	0.0	0.375	0.0
11	11	0	0	2/2	4	1	iv(9b64)					a	i		iv(9b64)		iv			9b64				m	1	1	2, 1, -2	4	2	2	0	4	0.0	0.0	0.625	0.0
11	11	1/8	1/8	2/2	4	1	iv					a	i		iv		iv							m	1	1	2, -1, 3		2	2	0	3	0.0	0.0	0.375	0.0
11	11	1/4	1/4	2/2	4	1	iv6					a	i		iv6		iv		6					m	1	1	-1, 3, 2		2	-1	0	3	0.0	0.0	0.375	0.0
11	11	3/8	3/8	2/2	4	1	#viio7/iv					a	i		#viio7/iv		#vii	o	7		iv			o7	1	1	7, 4, 1, -2		7	7	0	6	0.0	0.0	0.75	0.0
11	11	5/8	5/8	2/2	4	1	iv					a	i		iv		iv							m	1	1	2, -1, 3		2	2	0	6	0.0	0.0	0.75	0.0
11	11	7/8	7/8	2/2	4	1	iio64/iv					a	i		iio64/iv		ii	o	64		iv			o	1	1	-2, 4, 1		4	-2	0	6	0.0	0.0	0.75	0.0
12	12	1/8	1/8	2/2	4	1	iv64					a	i		iv64		iv		64					m	1	1	3, 2, -1		2	3	0	6	0.0	0.0	0.75	0.0
12	12	3/8	3/8	2/2	4	1	iio6/iv					a	i		iio6/iv		ii	o	6		iv			o	1	1	1, -2, 4		4	1	0	6	0.0	0.0	0.75	0.0
12	12	5/8	5/8	2/2	4	1	iv6					a	i		iv6		iv		6					m	1	1	-1, 3, 2		2	-1	0	3	0.0	0.0	0.375	0.0
12	12	3/4	3/4	2/2	4	1	#viio6/iv					a	i		#viio6/iv		#vii	o	6		iv			o	1	1	4, 1, 7		7	4	0	3	0.0	0.0	0.375	0.0
12	12	7/8	7/8	2/2	4	1	iv6\\					a	i		iv6		iv		6				\\	m	1	1	-1, 3, 2		2	-1	0	3	0.0	0.0	0.375	0.0
13	13	0	0	2/2	4	1	V65/VI					a	i		V65/VI		V		65		VI			Mm7	1	1	4, 1, -2, 0		0	4	1	22	0.043478260869565216	0.25	11.75	0.020833333333333332
15	15	0	0	2/2	4	1	V6/VI					a	i		V6/VI		V		6		VI			M	1	1	4, 1, 0		0	4	1	32	0.030303030303030304	0.25	13.5	0.01818181818181818
17	17	0	0	2/2	4	1	IV6/VI					a	i		IV6/VI		IV		6		VI			M	1	1	2, -1, -2		-2	2	1	21	0.045454545454545456	0.25	9.75	0.025
19	19	0	0	2/2	4	1	V7(9)/VI					a	i		V7(9)/VI		V		7	9	VI			Mm7	1	1	0, 4, 1, -2	2	0	0	0	6	0.0	0.0	3.0	0.0
19	19	1/2	1/2	2/2	4	1	V7/VI\\					a	i		V7/VI		V		7		VI		\\	Mm7	1	1	0, 4, 1, -2		0	0	1	17	0.05555555555555555	0.25	8.75	0.027777777777777776
21	21	0	0	2/2	4	1	V65/iv					a	i		V65/iv		V		65		iv			Mm7	1	1	7, 4, 1, 3		3	7	0	4	0.0	0.0	0.625	0.0
21	21	1/4	1/4	2/2	4	1	V6/iv					a	i		V6/iv		V		6		iv			M	1	1	7, 4, 3		3	7	0	3	0.0	0.0	0.375	0.0
21	21	3/8	3/8	2/2	4	1	iio/iv					a	i		iio/iv		ii	o			iv			o	1	1	4, 1, -2		4	4	0	6	0.0	0.0	0.75	0.0
21	21	5/8	5/8	2/2	4	1	V6/iv					a	i		V6/iv		V		6		iv			M	1	1	7, 4, 3		3	7	0	6	0.0	0.0	0.75	0.0
21	21	7/8	7/8	2/2	4	1	iio/iv					a	i		iio/iv		ii	o			iv			o	1	1	4, 1, -2		4	4	0	6	0.0	0.0	0.75	0.0
22	22	1/8	1/8	2/2	4	1	V6/iv					a	i		V6/iv		V		6		iv			M	1	1	7, 4, 3		3	7	0	6	0.0	0.0	0.75	0.0
22	22	3/8	3/8	2/2	4	1	#viio2/iv					a	i		#viio2/iv		#vii	o	2		iv			o7	1	1	-2, 7, 4, 1		7	-2	0	6	0.0	0.0	0.75	0.0
22	22	5/8	5/8	2/2	4	1	iio6/iv					a	i		iio6/iv		ii	o	6		iv			o	1	1	1, -2, 4		4	1	0	6	0.0	0.0	0.75	0.0
22	22	7/8	7/8	2/2	4	1	#viio6/iv	0	-8	/		a	i		#viio6/iv		#vii	o	6		iv			o	1	1	4, 1, 7		7	4	0	3	0.0	0.0	0.375	0.0
23	23	0	0	2/2	4	1	iv					a	i		iv		iv							m	1	1	2, -1, 3		2	2	0	4	0.0	0.0	0.625	0.0
23	23	3/8	3/8	2/2	4	1	#viio7/iv					a	i		#viio7/iv		#vii	o	7		iv			o7	1	1	7, 4, 1, -2		7	7	0	6	0.0	0.0	0.75	0.0
23	23	5/8	5/8	2/2	4	1	iv					a	i		iv		iv							m	1	1	2, -1, 3		2	2	0	6	0.0	0.0	0.75	0.0
23	23	7/8	7/8	2/2	4	1	iio64/iv					a	i		iio64/iv		ii	o	64		iv			o	1	1	-2, 4, 1		4	-2	0	6	0.0	0.0	0.75	0.0
24	24	1/8	1/8	2/2	4	1	iv64					a	i		iv64		iv		64					m	1	1	3, 2, -1		2	3	0	3	0.0	0.0	0.375	0.0
