mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/4	4	1	b.i					b	i		i		i							m	1	1	5, 2, 6		5	5	1	5	0.16666666666666666	0.0625	0.75	0.07692307692307693
1	1	1/4	1/4	2/4	4	1	iv(9)					b	i		iv(9)		iv			9				m	1	1	4, 1, 5	6	4	4	0	4	0.0	0.0	0.375	0.0
1	1	3/8	3/8	2/4	4	1	iv					b	i		iv		iv							m	1	1	4, 1, 5		4	4	2	1	0.6666666666666666	0.125	0.125	0.5
2	2	0	0	2/4	4	1	V65/III					b	i		V65/III		V		65		III			Mm7	1	1	7, 4, 1, 3		3	7	0	8	0.0	0.0	0.75	0.0
2	2	1/4	1/4	2/4	4	1	III(9)					b	i		III(9)		III			9				M	1	1	2, 6, 3	4	2	2	0	5	0.0	0.0	0.5	0.0
2	2	3/8	3/8	2/4	4	1	III					b	i		III		III							M	1	1	2, 6, 3		2	2	1	2	0.3333333333333333	0.0625	0.1875	0.25
3	3	0	0	2/4	4	1	i6					b	i		i6		i		6					m	1	1	2, 6, 5		5	2	2	5	0.2857142857142857	0.125	0.75	0.14285714285714285
3	3	1/4	1/4	2/4	4	1	iv7					b	i		iv7		iv		7					mm7	1	1	4, 1, 5, 2		4	4	2	6	0.25	0.125	0.5	0.2
4	4	0	0	2/4	4	1	ii%65					b	i		ii%65		ii	%	65					%7	1	1	4, 1, 5, 7		7	4	2	8	0.2	0.125	0.625	0.16666666666666666
4	4	1/4	1/4	2/4	4	1	V7\\					b	i		V7		V		7				\\	Mm7	1	1	6, 10, 7, 4		6	6	2	8	0.2	0.125	0.8125	0.13333333333333333
5	5	0	0	2/4	4	1	i					b	i		i		i							m	1	1	5, 2, 6		5	5	1	6	0.14285714285714285	0.0625	0.8125	0.07142857142857142
5	5	1/4	1/4	2/4	4	1	iv(9)					b	i		iv(9)		iv			9				m	1	1	4, 1, 5	6	4	4	0	4	0.0	0.0	0.375	0.0
5	5	3/8	3/8	2/4	4	1	iv					b	i		iv		iv							m	1	1	4, 1, 5		4	4	2	1	0.6666666666666666	0.125	0.125	0.5
