mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
15	14	0	0	3/4	4	1	I					D	V		I	I							M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	2.0	0.0
15	14	1/4	1/4	3/4	4	1	V7/IV					D	V		V7/IV	V		7		IV			Mm7	0	0	3, 7, 4, 1		3	3	0	2	0.0	0.0	0.5	0.0
15	14	1/2	1/2	3/4	4	1	iv64					D	V		iv64	iv		64					m	0	0	3, 2, -1		2	3	0	2	0.0	0.0	0.5	0.0
16	15	0	0	3/4	4	1	V[V(64)					D	V	V	V(64)	V			64				M	0	0	4, 3, 7		4	4	0	4	0.0	0.0	1.75	0.0
16	15	1/4	1/4	3/4	4	1	iv6					D	V	V	iv6	iv		6					m	0	0	-1, 3, 2		2	-1	0	2	0.0	0.0	0.5	0.0
16	15	1/2	1/2	3/4	4	1	V7]					D	V	V	V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	3	0.0	0.0	0.75	0.0
17	16	0	0	3/4	4	1	I\\					D	V		I	I						\\	M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	2.0	0.0
18	16	0	1/2	3/4	4	1	I.V6					D	I		V6	V		6					M	0	0	7, 4, 3		3	7	0	2	0.0	0.0	0.5	0.0
19	17	0	0	3/4	4	1	V					D	I		V	V							M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	2.5	0.0
19	17	1/2	1/2	3/4	4	1	V7					D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	2	0.0	0.0	0.5	0.0
20	18	0	0	3/4	4	1	I(94)					D	I		I(94)	I			94				M	0	0	2, 1, 3	4	2	2	0	4	0.0	0.0	2.5	0.0
20	18	1/2	1/2	3/4	4	1	I					D	I		I	I							M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	0.5	0.0
21	19	0	0	3/4	4	1	V					D	I		V	V							M	0	0	3, 7, 4		3	3	0	6	0.0	0.0	2.5	0.0
21	19	1/2	1/2	3/4	4	1	V7					D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	2	0.0	0.0	0.5	0.0
22	20	0	0	3/4	4	1	I(94)					D	I		I(94)	I			94				M	0	0	2, 1, 3	4	2	2	0	4	0.0	0.0	2.5	0.0
22	20	1/2	1/2	3/4	4	1	I					D	I		I	I							M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	0.5	0.0
23	21	0	0	3/4	4	1	V					D	I		V	V							M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	2.0	0.0
23	21	1/4	1/4	3/4	4	1	V7					D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	2	0.0	0.0	0.5	0.0
23	21	1/2	1/2	3/4	4	1	V7(9)					D	I		V7(9)	V		7	9				Mm7	0	0	3, 7, 4, 1	5	3	3	0	6	0.0	0.0	2.75	0.0
24	22	1/2	1/2	3/4	4	1	V(64)	0	-8	/		D	I		V(64)	V			64				M	0	0	3, 2, 6		3	3	0	3	0.0	0.0	0.75	0.0
25	23	0	0	3/4	4	1	viio65(+2)/V					D	I		viio65(+2)/V	vii	o	65	+2	V			o7	0	0	5, 2, -1, 8	3	8	5	0	4	0.0	0.0	1.5	0.0
25	23	1/4	1/4	3/4	4	1	vi%7					D	I		vi%7	vi	%	7					%7	0	0	5, 2, -1, 3		5	5	0	2	0.0	0.0	0.5	0.0
25	23	1/2	1/2	3/4	4	1	viio					D	I		viio	vii	o						o	0	0	7, 4, 1		7	7	0	4	0.0	0.0	1.0	0.0
26	24	0	0	3/4	4	1	I\\					D	I		I	I						\\	M	0	0	2, 6, 3		2	2	0	13	0.0	0.0	5.5	0.0
28	26	0	0	3/4	4	1	V(64)/iii					D	I		V(64)/iii	V			64	iii			M	0	0	7, 6, 3		7	7	0	7	0.0	0.0	3.0	0.0
29	27	0	0	3/4	4	1	VI/iii					D	I		VI/iii	VI				iii			M	0	0	2, 6, 3		2	2	3	7	0.3	0.75	2.25	0.25
30	28	0	0	3/4	4	1	V(64)/iii					D	I		V(64)/iii	V			64	iii			M	0	0	7, 6, 3		7	7	0	7	0.0	0.0	3.0	0.0
31	29	0	0	3/4	4	1	VI/iii					D	I		VI/iii	VI				iii			M	0	0	2, 6, 3		2	2	3	7	0.3	0.75	2.25	0.25
32	30	0	0	3/4	4	1	iv/iii					D	I		iv/iii	iv				iii			m	0	0	5, 2, 6		5	5	3	4	0.42857142857142855	0.75	2.25	0.25
33	31	0	0	3/4	4	1	#viio43/iii					D	I		#viio43/iii	#vii	o	43		iii			o7	0	0	5, 2, 11, 8		11	5	4	7	0.36363636363636365	0.75	2.25	0.25
34	32	0	0	3/4	4	1	iii6					D	I		iii6	iii		6					m	0	0	3, 7, 6		6	3	0	6	0.0	0.0	3.0	0.0
35	33	0	0	3/4	4	1	VI/iii					D	I		VI/iii	VI				iii			M	0	0	2, 6, 3		2	2	2	6	0.25	0.5	2.5	0.16666666666666666
36	34	0	0	3/4	4	1	iv/iii					D	I		iv/iii	iv				iii			m	0	0	5, 2, 6		5	5	2	4	0.3333333333333333	0.5	2.5	0.16666666666666666
37	35	0	0	3/4	4	1	#viio43/iii					D	I		#viio43/iii	#vii	o	43		iii			o7	0	0	5, 2, 11, 8		11	5	3	14	0.17647058823529413	0.5	8.5	0.05555555555555555
40	38	0	0	3/4	4	1	V65\\					D	I		V65	V		65				\\	Mm7	0	0	7, 4, 1, 3		3	7	0	6	0.0	0.0	3.0	0.0
41	39	0	0	3/4	4	1	I[I					D	I	I	I	I							M	0	0	2, 6, 3		2	2	0	7	0.0	0.0	3.0	0.0
42	40	0	0	3/4	4	1	V7/IV					D	I	I	V7/IV	V		7		IV			Mm7	0	0	2, 6, 3, 0		2	2	0	4	0.0	0.0	2.5	0.0
42	40	1/2	1/2	3/4	4	1	IV6]					D	I	I	IV6	IV		6					M	0	0	5, 2, 1		1	5	0	2	0.0	0.0	0.5	0.0
43	41	0	0	3/4	4	1	V[V(64)					D	I	V	V(64)	V			64				M	0	0	3, 2, 6		3	3	0	4	0.0	0.0	1.75	0.0
43	41	1/4	1/4	3/4	4	1	IV6					D	I	V	IV6	IV		6					M	0	0	5, 2, 1		1	5	0	2	0.0	0.0	0.5	0.0
43	41	1/2	1/2	3/4	4	1	V7]					D	I	V	V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	3	0.0	0.0	0.75	0.0
44	42	0	0	3/4	4	1	vi					D	I		vi	vi							m	0	0	5, 2, 6		5	5	0	4	0.0	0.0	1.5	0.0
44	42	1/4	1/4	3/4	4	1	V(+4)					D	I		V(+4)	V			+4				M	0	0	3, 7, 4	2	3	3	0	2	0.0	0.0	0.5	0.0
44	42	1/2	1/2	3/4	4	1	IV					D	I		IV	IV							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.75	0.0
45	43	0	0	3/4	4	1	V(64)					D	I		V(64)	V			64				M	0	0	3, 2, 6		3	3	0	4	0.0	0.0	1.5	0.0
45	43	1/4	1/4	3/4	4	1	V7(94)					D	I		V7(94)	V		7	94				Mm7	0	0	3, 2, 4, 1	5	3	3	0	2	0.0	0.0	0.5	0.0
45	43	1/2	1/2	3/4	4	1	#viio7/vi	0	-8	/		D	I		#viio7/vi	#vii	o	7		vi			o7	0	0	10, 7, 4, 1		10	10	0	4	0.0	0.0	1.0	0.0
46	44	0	0	3/4	4	1	vi					D	I		vi	vi							m	0	0	5, 2, 6		5	5	0	4	0.0	0.0	1.5	0.0
46	44	1/4	1/4	3/4	4	1	V6(+4)					D	I		V6(+4)	V		6	+4				M	0	0	7, 4, 3	2	3	7	0	2	0.0	0.0	0.5	0.0
46	44	1/2	1/2	3/4	4	1	IV					D	I		IV	IV							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.75	0.0
47	45	0	0	3/4	4	1	V(64)					D	I		V(64)	V			64				M	0	0	3, 2, 6		3	3	0	4	0.0	0.0	1.5	0.0
47	45	1/4	1/4	3/4	4	1	V7(94)					D	I		V7(94)	V		7	94				Mm7	0	0	3, 2, 4, 1	5	3	3	0	2	0.0	0.0	0.5	0.0
47	45	1/2	1/2	3/4	4	1	#viio7/vi					D	I		#viio7/vi	#vii	o	7		vi			o7	0	0	10, 7, 4, 1		10	10	0	4	0.0	0.0	1.0	0.0
48	46	0	0	3/4	4	1	vi	0.15679	-7.97901	/		D	I		vi	vi							m	0	0	5, 2, 6		5	5	1	8	0.1111111111111111	0.25	2.75	0.08333333333333333
49	47	0	0	3/4	4	1	V(64)/V					D	I		V(64)/V	V			64	V			M	0	0	4, 3, 7		4	4	1	4	0.2	0.25	2.0	0.1111111111111111
49	47	1/2	1/2	3/4	4	1	V2/V					D	I		V2/V	V		2		V			Mm7	0	0	2, 4, 8, 5		4	2	0	3	0.0	0.0	0.75	0.0
50	48	0	0	3/4	4	1	V6					D	I		V6	V		6					M	0	0	7, 4, 3		3	7	0	4	0.0	0.0	1.25	0.0
50	48	1/4	1/4	3/4	4	1	I					D	I		I	I							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.75	0.0
50	48	1/2	1/2	3/4	4	1	ii					D	I		ii	ii							m	0	0	4, 1, 5		4	4	0	4	0.0	0.0	1.0	0.0
51	49	0	0	3/4	4	1	V(64)					D	I		V(64)	V			64				M	0	0	3, 2, 6		3	3	0	4	0.0	0.0	1.75	0.0
51	49	1/4	1/4	3/4	4	1	V7					D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	2	0.0	0.0	0.5	0.0
51	49	1/2	1/2	3/4	4	1	V2					D	I		V2	V		2					Mm7	0	0	1, 3, 7, 4		3	1	0	3	0.0	0.0	0.75	0.0
52	50	0	0	3/4	4	1	I6					D	I		I6	I		6					M	0	0	6, 3, 2		2	6	1	8	0.1111111111111111	0.25	2.75	0.08333333333333333
53	51	0	0	3/4	4	1	V(64)/V					D	I		V(64)/V	V			64	V			M	0	0	4, 3, 7		4	4	0	4	0.0	0.0	1.25	0.0
53	51	1/4	1/4	3/4	4	1	IV/V					D	I		IV/V	IV				V			M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.75	0.0
53	51	1/2	1/2	3/4	4	1	V/V					D	I		V/V	V				V			M	0	0	4, 8, 5		4	4	0	4	0.0	0.0	1.0	0.0
54	52	0	0	3/4	4	1	V6					D	I		V6	V		6					M	0	0	7, 4, 3		3	7	0	4	0.0	0.0	1.0	0.0
54	52	1/4	1/4	3/4	4	1	V6/ii					D	I		V6/ii	V		6		ii			M	0	0	9, 6, 5		5	9	0	4	0.0	0.0	1.0	0.0
54	52	1/2	1/2	3/4	4	1	ii					D	I		ii	ii							m	0	0	4, 1, 5		4	4	0	4	0.0	0.0	1.0	0.0
55	53	0	0	3/4	4	1	V(64)					D	I		V(64)	V			64				M	0	0	3, 2, 6		3	3	0	4	0.0	0.0	1.0	0.0
55	53	1/4	1/4	3/4	4	1	ii6					D	I		ii6	ii		6					m	0	0	1, 5, 4		4	1	0	4	0.0	0.0	1.0	0.0
55	53	1/2	1/2	3/4	4	1	V7					D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	4	0.0	0.0	1.0	0.0
56	54	0	0	3/4	4	1	I\\					D	I		I	I						\\	M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	2.0	0.0
56	54	1/2	1/2	3/4	4	1	I64					D	I		I64	I		64					M	0	0	3, 2, 6		2	3	0	1	0.0	0.0	0.25	0.0
57	55	0	0	3/4	4	1	I					D	I		I	I							M	0	0	2, 6, 3		2	2	0	1	0.0	0.0	0.5	0.0
57	55	1/2	1/2	3/4	4	1	I6					D	I		I6	I		6					M	0	0	6, 3, 2		2	6	0	2	0.0	0.0	0.5	0.0
58	56	0	0	3/4	4	1	I64					D	I		I64	I		64					M	0	0	3, 2, 6		2	3	0	17	0.0	0.0	7.75	0.0
61	59	0	0	3/4	4	1	I					D	I		I	I							M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	1.25	0.0
61	59	1/4	1/4	3/4	4	1	viio6(+2)					D	I		viio6(+2)	vii	o	6	+2				o	0	0	4, 1, 7	2	7	4	0	3	0.0	0.0	0.75	0.0
61	59	1/2	1/2	3/4	4	1	vi64					D	I		vi64	vi		64					m	0	0	6, 5, 2		5	6	0	4	0.0	0.0	1.0	0.0
62	60	0	0	3/4	4	1	V[V					D	I	V	V	V							M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	1.5	0.0
62	60	1/4	1/4	3/4	4	1	viio6/V					D	I	V	viio6/V	vii	o	6		V			o	0	0	5, 2, 8		8	5	0	3	0.0	0.0	0.75	0.0
62	60	1/2	1/2	3/4	4	1	viio2	0	-5	/		D	I	V	viio2	vii	o	2					o7	0	0	-2, 7, 4, 1		7	-2	0	3	0.0	0.0	0.75	0.0
63	61	0	0	3/4	4	1	V(64)]					D	I	V	V(64)	V			64				M	0	0	3, 2, 6		3	3	0	4	0.0	0.0	2.0	0.0
63	61	1/4	1/4	3/4	4	1	V65(+4)/V	0	-5	/		D	I		V65(+4)/V	V		65	+4	V			Mm7	0	0	8, 5, 2, 4	3	4	8	0	2	0.0	0.0	0.5	0.0
63	61	1/2	1/2	3/4	4	1	V2(64)	0	-5.05185	/		D	I		V2(64)	V		2	64				Mm7	0	0	1, 3, 2, 6		3	1	0	2	0.0	0.0	0.5	0.0
64	62	0	0	3/4	4	1	V7					D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	4	0.0	0.0	3.0	0.0
65	63	0	0	3/4	4	1	I\\				1	D	I		I	I						\\	M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	2.0	0.0
66	63	0	0	3/4	4	1	I\\				2	D	I		I	I						\\	M	0	0	2, 6, 3		2	2	2	5	0.2857142857142857	0.25	2.0	0.1111111111111111
67	64	0	0	3/4	4	1	vi.i[i					D	vi	i	i	i							m	0	1	5, 2, 6		5	5	0	7	0.0	0.0	2.75	0.0
67	64	1/2	1/2	3/4	4	1	#viio					D	vi	i	#viio	#vii	o						o	0	1	10, 7, 4		10	10	0	2	0.0	0.0	0.25	0.0
68	65	0	0	3/4	4	1	i					D	vi	i	i	i							m	0	1	5, 2, 6		5	5	0	7	0.0	0.0	2.75	0.0
68	65	1/2	1/2	3/4	4	1	#viio					D	vi	i	#viio	#vii	o						o	0	1	10, 7, 4		10	10	0	2	0.0	0.0	0.25	0.0
69	66	0	0	3/4	4	1	i					D	vi	i	i	i							m	0	1	5, 2, 6		5	5	0	5	0.0	0.0	2.5	0.0
69	66	1/4	1/4	3/4	4	1	#viio					D	vi	i	#viio	#vii	o						o	0	1	10, 7, 4		10	10	1	3	0.25	0.125	0.375	0.25
70	67	0	0	3/4	4	1	i]					D	vi	i	i	i							m	0	1	5, 2, 6		5	5	3	6	0.3333333333333333	0.375	1.125	0.25
71	68	0	0	3/4	4	1	v[v					D	vi	v	v	v							m	0	1	6, 3, 7		6	6	0	7	0.0	0.0	2.75	0.0
71	68	1/2	1/2	3/4	4	1	#viio/v					D	vi	v	#viio/v	#vii	o			v			o	0	1	11, 8, 5		11	11	0	2	0.0	0.0	0.25	0.0
72	69	0	0	3/4	4	1	v					D	vi	v	v	v							m	0	1	6, 3, 7		6	6	0	7	0.0	0.0	2.75	0.0
72	69	1/2	1/2	3/4	4	1	#viio/v					D	vi	v	#viio/v	#vii	o			v			o	0	1	11, 8, 5		11	11	0	2	0.0	0.0	0.25	0.0
73	70	0	0	3/4	4	1	v					D	vi	v	v	v							m	0	1	6, 3, 7		6	6	0	5	0.0	0.0	2.5	0.0
73	70	1/4	1/4	3/4	4	1	#viio/v					D	vi	v	#viio/v	#vii	o			v			o	0	1	11, 8, 5		11	11	1	3	0.25	0.125	0.375	0.25
74	71	0	0	3/4	4	1	v]					D	vi	v	v	v							m	0	1	6, 3, 7		6	6	3	6	0.3333333333333333	0.375	1.875	0.16666666666666666
75	72	0	0	3/4	4	1	ii[ii	-1	-8.07654	/		D	vi	ii	ii	ii							m	0	1	7, 4, 8		7	7	0	9	0.0	0.0	4.25	0.0
75	72	1/2	1/2	3/4	4	1	#viio/ii	-0.743475	-7.97174	/		D	vi	ii	#viio/ii	#vii	o			ii			o	0	1	12, 9, 6		12	12	0	2	0.0	0.0	0.25	0.0
76	73	0	0	3/4	4	1	ii	0	-8	/		D	vi	ii	ii	ii							m	0	1	7, 4, 8		7	7	0	9	0.0	0.0	4.25	0.0
76	73	1/2	1/2	3/4	4	1	#viio/ii	0	-8	/		D	vi	ii	#viio/ii	#vii	o			ii			o	0	1	12, 9, 6		12	12	0	2	0.0	0.0	0.25	0.0
77	74	0	0	3/4	4	1	ii]	0	-8	/		D	vi	ii	ii	ii							m	0	1	7, 4, 8		7	7	12	27	0.3076923076923077	1.5	10.25	0.1276595744680851
81	78	0	0	3/4	4	1	V7(4)					D	vi		V7(4)	V		7	4				Mm7	0	1	6, 5, 7, 4		6	6	0	7	0.0	0.0	2.25	0.0
82	79	0	0	3/4	4	1	V7\\				1	D	vi		V7	V		7				\\	Mm7	0	1	6, 10, 7, 4		6	6	1	6	0.14285714285714285	0.125	2.125	0.05555555555555555
83	79	0	0	3/4	4	1	V7\\				2	D	vi		V7	V		7				\\	Mm7	0	1	6, 10, 7, 4		6	6	2	8	0.2	0.25	2.25	0.1
84	80	0	0	3/4	4	1	V7/iv					D	vi		V7/iv	V		7		iv			Mm7	0	1	5, 9, 6, 3		5	5	2	12	0.14285714285714285	0.25	2.75	0.08333333333333333
85	81	0	0	3/4	4	1	iv64					D	vi		iv64	iv		64					m	0	1	5, 4, 1		4	5	0	6	0.0	0.0	1.0	0.0
85	81	1/4	1/4	3/4	4	1	iv					D	vi		iv	iv							m	0	1	4, 1, 5		4	4	2	8	0.2	0.25	1.25	0.16666666666666666
86	82	0	0	3/4	4	1	#viio65/iv					D	vi		#viio65/iv	#vii	o	65		iv			o7	0	1	6, 3, 0, 9		9	6	0	5	0.0	0.0	1.0	0.0
86	82	1/4	1/4	3/4	4	1	V7(b9)/iv					D	vi		V7(b9)/iv	V		7	b9	iv			Mm7	0	1	5, 9, 6, 3	-7	5	5	1	3	0.25	0.125	0.375	0.25
86	82	1/2	1/2	3/4	4	1	iv6					D	vi		iv6	iv		6					m	0	1	1, 5, 4		4	1	0	3	0.0	0.0	0.375	0.0
86	82	5/8	5/8	3/4	4	1	#viio6/iv	0	-8	/		D	vi		#viio6/iv	#vii	o	6		iv			o	0	1	6, 3, 9		9	6	0	3	0.0	0.0	0.375	0.0
87	83	0	0	3/4	4	1	iv					D	vi		iv	iv							m	0	1	4, 1, 5		4	4	0	5	0.0	0.0	1.0	0.0
87	83	1/4	1/4	3/4	4	1	iv6					D	vi		iv6	iv		6					m	0	1	1, 5, 4		4	1	2	2	0.5	0.25	0.25	0.5
87	83	1/2	1/2	3/4	4	1	VI6/v					D	vi		VI6/v	VI		6		v			M	0	1	6, 3, 2		2	6	2	3	0.4	0.25	0.5	0.3333333333333333
88	84	0	0	3/4	4	1	V65/v					D	vi		V65/v	V		65		v			Mm7	0	1	11, 8, 5, 7		7	11	4	11	0.26666666666666666	0.5	1.75	0.2222222222222222
89	85	0	0	3/4	4	1	v7					D	vi		v7	v		7					mm7	0	1	6, 3, 7, 4		6	6	0	5	0.0	0.0	0.75	0.0
89	85	1/4	1/4	3/4	4	1	v6(+6)					D	vi		v6(+6)	v		6	+6				m	0	1	3, 7, 6	2	6	3	1	4	0.2	0.125	0.875	0.125
89	85	1/2	1/2	3/4	4	1	#viio7/v	0	-4.86875	/		D	vi		#viio7/v	#vii	o	7		v			o7	0	1	11, 8, 5, 2		11	11	2	2	0.5	0.25	0.25	0.5
90	86	0	0	3/4	4	1	VI6/v					D	vi		VI6/v	VI		6		v			M	0	1	6, 3, 2		2	6	4	11	0.26666666666666666	0.5	1.75	0.2222222222222222
91	87	0	0	3/4	4	1	#viio6/v					D	vi		#viio6/v	#vii	o	6		v			o	0	1	8, 5, 11		11	8	0	4	0.0	0.0	1.0	0.0
91	87	1/4	1/4	3/4	4	1	V7/v					D	vi		V7/v	V		7		v			Mm7	0	1	7, 11, 8, 5		7	7	0	1	0.0	0.0	0.125	0.0
91	87	3/8	3/8	3/4	4	1	#viio2/v					D	vi		#viio2/v	#vii	o	2		v			o7	0	1	2, 11, 8, 5		11	2	0	4	0.0	0.0	0.5	0.0
91	87	1/2	1/2	3/4	4	1	V(64)/v					D	vi		V(64)/v	V			64	v			M	0	1	7, 6, 3		7	7	0	4	0.0	0.0	0.5	0.0
91	87	5/8	5/8	3/4	4	1	iio6/v					D	vi		iio6/v	ii	o	6		v			o	0	1	5, 2, 8		8	5	0	4	0.0	0.0	0.5	0.0
92	88	0	0	3/4	4	1	v6					D	vi		v6	v		6					m	0	1	3, 7, 6		6	3	0	6	0.0	0.0	1.0	0.0
92	88	1/4	1/4	3/4	4	1	v					D	vi		v	v							m	0	1	6, 3, 7		6	6	0	5	0.0	0.0	0.75	0.0
92	88	1/2	1/2	3/4	4	1	iio6/v					D	vi		iio6/v	ii	o	6		v			o	0	1	5, 2, 8		8	5	0	3	0.0	0.0	0.375	0.0
92	88	5/8	5/8	3/4	4	1	V/v					D	vi		V/v	V				v			M	0	1	7, 11, 8		7	7	0	3	0.0	0.0	0.375	0.0
93	89	0	0	3/4	4	1	i					D	vi		i	i							m	0	1	5, 2, 6		5	5	0	5	0.0	0.0	0.75	0.0
93	89	1/4	1/4	3/4	4	1	v[i					D	vi	v	i	i							m	0	1	5, 2, 6		5	5	1	5	0.16666666666666666	0.125	0.75	0.14285714285714285
93	89	1/2	1/2	3/4	4	1	III6/v					D	vi	v	III6/v	III		6		v			M	0	1	7, 4, 3		3	7	1	3	0.25	0.25	0.375	0.4
93	89	5/8	5/8	3/4	4	1	iio6/v	0	-8	/		D	vi	v	iio6/v	ii	o	6		v			o	0	1	5, 2, 8		8	5	0	3	0.0	0.0	0.375	0.0
94	90	0	0	3/4	4	1	v					D	vi	v	v	v							m	0	1	6, 3, 7		6	6	0	9	0.0	0.0	2.0	0.0
