mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/4	4	1	f.i[i				f	i	i	i		i							m	1	1	-1, -4, 0		-1	-1	0	9	0.0	0.0	2.75	0.0
3	3	0	0	2/4	4	1	V7				f	i	i	V7		V		7					Mm7	1	1	0, 4, 1, -2		0	0	2	2	0.5	0.625	0.625	0.5
3	3	1/8	1/8	2/4	4	1	i				f	i	i	i		i							m	1	1	-1, -4, 0		-1	-1	2	3	0.4	0.5	0.375	0.5714285714285714
4	4	0	0	2/4	4	1	V7				f	i	i	V7		V		7					Mm7	1	1	0, 4, 1, -2		0	0	1	6	0.14285714285714285	0.5	2.0	0.2
5	5	0	0	2/4	4	1	i				f	i	i	i		i							m	1	1	-1, -4, 0		-1	-1	0	7	0.0	0.0	2.0	0.0
6	6	0	0	2/4	4	1	V7				f	i	i	V7		V		7					Mm7	1	1	0, 4, 1, -2		0	0	1	6	0.14285714285714285	0.5	2.0	0.2
7	7	0	0	2/4	4	1	i]				f	i	i	i		i							m	1	1	-1, -4, 0		-1	-1	0	7	0.0	0.0	2.0	0.0
8	8	0	0	2/4	4	1	V43/V				f	i		V43/V		V		43		V			Mm7	1	1	2, -1, 1, 5		1	2	0	9	0.0	0.0	3.5	0.0
9	9	0	0	2/4	4	1	V\\				f	i		V		V						\\	M	1	1	0, 4, 1		0	0	0	7	0.0	0.0	3.5	0.0
10	10	0	0	2/4	4	1	V65				f	i		V65		V		65					Mm7	1	1	4, 1, -2, 0		0	4	1	5	0.16666666666666666	0.5	2.5	0.16666666666666666
11	11	0	0	2/4	4	1	V				f	i		V		V							M	1	1	0, 4, 1		0	0	0	2	0.0	0.0	1.0	0.0
12	12	0	0	2/4	4	1	V65				f	i		V65		V		65					Mm7	1	1	4, 1, -2, 0		0	4	1	5	0.16666666666666666	0.5	2.5	0.16666666666666666
13	13	0	0	2/4	4	1	V				f	i		V		V							M	1	1	0, 4, 1		0	0	0	4	0.0	0.0	0.25	0.0
13	13	1/4	1/4	2/4	4	1	V65				f	i		V65		V		65					Mm7	1	1	4, 1, -2, 0		0	4	2	10	0.16666666666666666	0.125	0.625	0.16666666666666666
14	14	0	0	2/4	4	1	V				f	i		V		V							M	1	1	0, 4, 1		0	0	0	4	0.0	0.0	0.25	0.0
14	14	1/4	1/4	2/4	4	1	V65				f	i		V65		V		65					Mm7	1	1	4, 1, -2, 0		0	4	2	10	0.16666666666666666	0.125	0.625	0.16666666666666666
15	15	0	0	2/4	4	1	V				f	i		V		V							M	1	1	0, 4, 1		0	0	0	4	0.0	0.0	0.4375	0.0
15	15	1/4	1/4	2/4	4	1	V2				f	i		V2		V		2					Mm7	1	1	-2, 0, 4, 1		0	-2	0	5	0.0	0.0	0.5	0.0
16	16	0	0	2/4	4	1	i6				f	i		i6		i		6					m	1	1	-4, 0, -1		-1	-4	0	5	0.0	0.0	0.5	0.0
16	16	1/4	1/4	2/4	4	1	V64				f	i		V64		V		64					M	1	1	1, 0, 4		0	1	0	5	0.0	0.0	0.5	0.0
17	17	0	0	2/4	4	1	i[i				f	i	i	i		i							m	1	1	-1, -4, 0		-1	-1	0	9	0.0	0.0	2.75	0.0
19	19	0	0	2/4	4	1	V7				f	i	i	V7		V		7					Mm7	1	1	0, 4, 1, -2		0	0	2	2	0.5	0.625	0.625	0.5
19	19	1/8	1/8	2/4	4	1	i				f	i	i	i		i							m	1	1	-1, -4, 0		-1	-1	2	3	0.4	0.5	0.375	0.5714285714285714
20	20	0	0	2/4	4	1	V7				f	i	i	V7		V		7					Mm7	1	1	0, 4, 1, -2		0	0	1	6	0.14285714285714285	0.5	2.0	0.2
21	21	0	0	2/4	4	1	i				f	i	i	i		i							m	1	1	-1, -4, 0		-1	-1	0	7	0.0	0.0	2.0	0.0
22	22	0	0	2/4	4	1	V7				f	i	i	V7		V		7					Mm7	1	1	0, 4, 1, -2		0	0	1	6	0.14285714285714285	0.5	2.0	0.2
23	23	0	0	2/4	4	1	i				f	i	i	i		i							m	1	1	-1, -4, 0		-1	-1	0	7	0.0	0.0	2.0	0.0
24	24	0	0	2/4	4	1	III.V43/V]	-2	-5	/	f	III	vi	V43/V		V		43		V			Mm7	1	0	-1, -4, -2, 2		-2	-1	0	8	0.0	0.0	3.0	0.0
25	25	0	0	2/4	4	1	V				f	III		V		V							M	1	0	-3, 1, -2		-3	-3	0	8	0.0	0.0	2.375	0.0
26	26	0	0	2/4	4	1	V43/V				f	III		V43/V		V		43		V			Mm7	1	0	-1, -4, -2, 2		-2	-1	0	11	0.0	0.0	3.0	0.0
27	27	0	0	2/4	4	1	V				f	III		V		V							M	1	0	-3, 1, -2		-3	-3	0	6	0.0	0.0	1.75	0.0
27	27	1/8	1/8	2/4	4	1	V7				f	III		V7		V		7					Mm7	1	0	-3, 1, -2, -5		-3	-3	0	4	0.0	0.0	0.75	0.0
28	28	0	0	2/4	4	1	V43/IV				f	III		V43/IV		V		43		IV			Mm7	1	0	-3, -6, -4, 0		-4	-3	0	7	0.0	0.0	2.5	0.0
29	29	0	0	2/4	4	1	IV				f	III		IV		IV							M	1	0	-5, -1, -4		-5	-5	0	5	0.0	0.0	2.5	0.0
30	30	0	0	2/4	4	1	IVM65	-1	-5	/	f	III		IVM65		IV	M	65					MM7	1	0	-1, -4, 0, -5		-5	-1	0	6	0.0	0.0	3.0	0.0
31	31	0	0	2/4	4	1	IV				f	III		IV		IV							M	1	0	-5, -1, -4		-5	-5	0	2	0.0	0.0	1.0	0.0
32	32	0	0	2/4	4	1	IVM65				f	III		IVM65		IV	M	65					MM7	1	0	-1, -4, 0, -5		-5	-1	0	6	0.0	0.0	3.0	0.0
33	33	0	0	2/4	4	1	IV				f	III		IV		IV							M	1	0	-5, -1, -4		-5	-5	0	4	0.0	0.0	0.25	0.0
33	33	1/4	1/4	2/4	4	1	ivM65				f	III		ivM65		iv	M	65					mM7	1	0	-8, -4, 0, -5		-5	-8	0	12	0.0	0.0	0.75	0.0
34	34	0	0	2/4	4	1	iv				f	III		iv		iv							m	1	0	-5, -8, -4		-5	-5	0	4	0.0	0.0	0.25	0.0
34	34	1/4	1/4	2/4	4	1	ivM65				f	III		ivM65		iv	M	65					mM7	1	0	-8, -4, 0, -5		-5	-8	0	12	0.0	0.0	0.75	0.0
35	35	0	0	2/4	4	1	iv				f	III		iv		iv							m	1	0	-5, -8, -4		-5	-5	0	4	0.0	0.0	0.4375	0.0
35	35	1/4	1/4	2/4	4	1	iv2				f	III		iv2		iv		2					mm7	1	0	-7, -5, -8, -4		-5	-7	0	6	0.0	0.0	0.625	0.0
36	36	0	0	2/4	4	1	ii%7				f	III		ii%7		ii	%	7					%7	1	0	-2, -5, -8, -4		-2	-2	0	7	0.0	0.0	0.875	0.0
