mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	4	1	Ab.I					Ab	I		I		I							M	0	0	-4, 0, -3		-4	-4	0	15	0.0	0.0	2.25	0.0
2	2	0	0	3/4	4	1	I(b64)					Ab	I		I(b64)		I			b64				M	0	0	-4, -5, -8		-4	-4	0	3	0.0	0.0	2.25	0.0
2	2	1/4	1/4	3/4	4	1	I(+#8b64)					Ab	I		I(+#8b64)		I			+#8b64				M	0	0	-4, -5, -8	3	-4	-4	0	1	0.0	0.0	0.25	0.0
2	2	1/2	1/2	3/4	4	1	I(9b64)					Ab	I		I(9b64)		I			9b64				M	0	0	-4, -5, -8	-2	-4	-4	0	1	0.0	0.0	0.25	0.0
3	3	0	0	3/4	4	1	V65					Ab	I		V65		V		65					Mm7	0	0	1, -2, -5, -3		-3	1	0	12	0.0	0.0	2.0	0.0
3	3	1/2	1/2	3/4	4	1	V65(6)					Ab	I		V65(6)		V		65	6				Mm7	0	0	1, 0, -5, -3		-3	1	0	4	0.0	0.0	0.5	0.0
3	3	5/8	5/8	3/4	4	1	V65					Ab	I		V65		V		65					Mm7	0	0	1, -2, -5, -3		-3	1	0	4	0.0	0.0	0.5	0.0
4	4	0	0	3/4	4	1	I					Ab	I		I		I							M	0	0	-4, 0, -3		-4	-4	0	4	0.0	0.0	1.125	0.0
4	4	1/8	1/8	3/4	4	1	I(64)					Ab	I		I(64)		I			64				M	0	0	-4, -5, -1		-4	-4	1	6	0.14285714285714285	0.0625	1.3125	0.045454545454545456
4	4	1/2	1/2	3/4	4	1	I\\					Ab	I		I		I						\\	M	0	0	-4, 0, -3		-4	-4	0	2	0.0	0.0	0.25	0.0
5	5	0	0	3/4	4	1	V6					Ab	I		V6		V		6					M	0	0	1, -2, -3		-3	1	0	12	0.0	0.0	2.0	0.0
5	5	1/2	1/2	3/4	4	1	ii65/V					Ab	I		ii65/V		ii		65		V			mm7	0	0	-4, 0, -3, -1		-1	-4	0	4	0.0	0.0	0.5	0.0
5	5	5/8	5/8	3/4	4	1	V6					Ab	I		V6		V		6					M	0	0	1, -2, -3		-3	1	0	4	0.0	0.0	0.5	0.0
6	6	0	0	3/4	4	1	ii7/V					Ab	I		ii7/V		ii		7		V			mm7	0	0	-1, -4, 0, -3		-1	-1	0	5	0.0	0.0	1.75	0.0
6	6	1/4	1/4	3/4	4	1	V43/V					Ab	I		V43/V		V		43		V			Mm7	0	0	-1, -4, -2, 2		-2	-1	0	3	0.0	0.0	0.5	0.0
6	6	1/2	1/2	3/4	4	1	viio6(11)/V	0	-8	/		Ab	I		viio6(11)/V		vii	o	6	11	V			o	0	0	-1, -4, 2	1	2	-1	0	3	0.0	0.0	0.625	0.0
6	6	5/8	5/8	3/4	4	1	viio6/V	0	-8	/		Ab	I		viio6/V		vii	o	6		V			o	0	0	-1, -4, 2		2	-1	0	1	0.0	0.0	0.125	0.0
7	7	0	0	3/4	4	1	V65					Ab	I		V65		V		65					Mm7	0	0	1, -2, -5, -3		-3	1	0	4	0.0	0.0	0.875	0.0
7	7	1/8	1/8	3/4	4	1	V7					Ab	I		V7		V		7					Mm7	0	0	-3, 1, -2, -5		-3	-3	0	2	0.0	0.0	0.25	0.0
