mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	0.5	0	3/8	2/4	4	1	1/8			1/8	1		-4	44	Ab2	2	0
2	1	1/2	1/2	0.5	0	0	2/4	4	1	1/8			1/8	1		1	43	G2	2	5
2	1	1	1	0.5	1/8	1/8	2/4	4	1	1/8			1/8	1		-1	41	F2	2	6
2	1	3/2	3/2	0.5	1/4	1/4	2/4	4	1	1/8			1/8	1		4	40	E2	2	7
2	1	2	2	0.5	3/8	3/8	2/4	4	1	1/8			1/8	1		-1	41	F2	2	8
2	1	2	2	0.5	3/8	3/8	2/4	3	1	1/8			1/8	1	1	-4	56	Ab3	3	4
2	1	2	2	0.5	3/8	3/8	2/4	2	1	1/8			1/8	1	1	-1	65	F4	4	3
2	1	2	2	0.375	3/8	3/8	2/4	1	1	3/32			1/16	3/2		-4	80	Ab5	5	1
2	1	19/8	19/8	0.125	15/32	15/32	2/4	1	1	1/32			1/32	1		0	72	C5	5	2
3	2	5/2	5/2	1.5	0	0	2/4	4	1	3/8			1/4	3/2		-5	37	Db2	2	17
3	2	5/2	5/2	1.5	0	0	2/4	3	1	3/8			1/4	3/2	-1	-4	56	Ab3	3	15
3	2	5/2	5/2	1.5	0	0	2/4	2	1	3/8			1/4	3/2	-1	-1	65	F4	4	13
3	2	5/2	5/2	1.0	0	0	2/4	1	1	1/4			1/4	1		0	72	C5	5	9
3	2	7/2	7/2	0.5	1/4	1/4	2/4	1	1	1/8			1/8	1		-2	70	Bb4	4	10
3	2	4	4	0.5	3/8	3/8	2/4	4	1	1/8			1/8	1	1	-5	49	Db3	3	18
3	2	4	4	0.5	3/8	3/8	2/4	3	1	1/8			1/8	1	1	-4	56	Ab3	3	16
3	2	4	4	0.5	3/8	3/8	2/4	2	1	1/8			1/8	1	1	-1	65	F4	4	14
3	2	4	4	0.375	3/8	3/8	2/4	1	1	3/32			1/16	3/2		-2	70	Bb4	4	11
3	2	35/8	35/8	0.125	15/32	15/32	2/4	1	1	1/32			1/32	1		-1	77	F5	5	12
4	3	9/2	9/2	0.5	0	0	2/4	4	1	1/8			1/8	1	-1	-5	49	Db3	3	30
4	3	9/2	9/2	0.5	0	0	2/4	3	1	1/8			1/8	1	-1	-4	56	Ab3	3	26
4	3	9/2	9/2	0.5	0	0	2/4	2	1	1/8			1/8	1	-1	-1	65	F4	4	23
4	3	9/2	9/2	0.5	0	0	2/4	1	1	1/8			1/8	1		-1	77	F5	5	19
4	3	5	5	0.5	1/8	1/8	2/4	4	1	1/8			1/8	1		-5	49	Db3	3	31
4	3	5	5	0.5	1/8	1/8	2/4	3	1	1/8			1/8	1		1	55	G3	3	27
4	3	5	5	1.0	1/8	1/8	2/4	2	1	1/4			1/4	1		-3	63	Eb4	4	24
4	3	5	5	0.5	1/8	1/8	2/4	1	1	1/8			1/8	1		-2	70	Bb4	4	20
4	3	11/2	11/2	0.5	1/4	1/4	2/4	4	1	1/8			1/8	1		0	48	C3	3	32
4	3	11/2	11/2	0.5	1/4	1/4	2/4	3	1	1/8			1/8	1		-4	56	Ab3	3	28
4	3	11/2	11/2	0.5	1/4	1/4	2/4	1	1	1/8			1/8	1		0	72	C5	5	21
4	3	6	6	0.5	3/8	3/8	2/4	4	1	1/8			1/8	1		-2	46	Bb2	2	33
4	3	6	6	0.5	3/8	3/8	2/4	3	1	1/8			1/8	1		-4	56	Ab3	3	29
4	3	6	6	0.5	3/8	3/8	2/4	2	1	1/8			1/8	1		-1	65	F4	4	25
4	3	6	6	0.5	3/8	3/8	2/4	1	1	1/8			1/8	1		-5	73	Db5	5	22
5	4	13/2	13/2	1.0	0	0	2/4	4	1	1/4			1/4	1		-3	51	Eb3	3	47
5	4	13/2	13/2	0.5	0	0	2/4	3	1	1/8			1/8	1		1	55	G3	3	42
5	4	13/2	13/2	0.5	0	0	2/4	2	1	1/8			1/8	1		-3	63	Eb4	4	38
5	4	13/2	13/2	0.75	0	0	2/4	1	1	3/16			1/8	3/2		-5	73	Db5	5	34
5	4	7	7	0.25	1/8	1/8	2/4	3	1	1/16			1/16	1		-2	58	Bb3	3	43
5	4	7	7	0.5	1/8	1/8	2/4	2	1	1/8			1/8	1		1	67	G4	4	39
5	4	29/4	29/4	0.25	3/16	3/16	2/4	3	1	1/16			1/16	1		-3	63	Eb4	4	44
5	4	29/4	29/4	0.25	3/16	3/16	2/4	1	1	1/16			1/16	1		-3	75	Eb5	5	35
5	4	15/2	15/2	0.5	1/4	1/4	2/4	4	1	1/8			1/8	1		-3	51	Eb3	3	48
5	4	15/2	15/2	0.5	1/4	1/4	2/4	3	1	1/8			1/8	1		1	67	G4	4	45
5	4	15/2	15/2	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		-2	70	Bb4	4	40
5	4	15/2	15/2	0.5	1/4	1/4	2/4	1	1	1/8			1/8	1		-5	73	Db5	5	36
5	4	8	8	0.5	3/8	3/8	2/4	4	1	1/8			1/8	1		-4	44	Ab2	2	49
