mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
23	23	45	0.5		1/4	1/4	2/4	3	1	1/8		1/8	1		-1	65	F4	4	227
23	23	45	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		3	69	A4	4	223
23	23	45	0.5		1/4	1/4	2/4	3	1	1/8		1/8	1		3	69	A4	4	227
23	23	45	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		-1	77	F5	5	220
23	23	91/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		3	69	A4	4	224
23	23	91/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		3	81	A5	5	224
23	23	183/4	0.125		7/16	7/16	2/4	1	1	1/32		1/32	1		4	76	E5	5	221
23	23	367/8	0.125		15/32	15/32	2/4	1	1	1/32		1/32	1		2	74	D5	5	222
24	24	46	0.5		0	0	2/4	4	1	1/8		1/8	1		-2	46	Bb2	2	240
24	24	46	0.5		0	0	2/4	3	1	1/8		1/8	1		1	55	G3	3	237
24	24	46	0.5		0	0	2/4	2	1	1/8		1/8	1		2	62	D4	4	234
24	24	46	0.5		0	0	2/4	3	1	1/8		1/8	1		-1	65	F4	4	237
24	24	46	0.5		0	0	2/4	2	1	1/8		1/8	1		-2	70	Bb4	4	234
24	24	46	0.5		0	0	2/4	1	1	1/8		1/8	1		0	72	C5	5	231
24	24	93/2	0.5		1/8	1/8	2/4	4	1	1/8		1/8	1		1	43	G2	2	241
24	24	93/2	0.5		1/8	1/8	2/4	3	1	1/8		1/8	1		1	55	G3	3	238
24	24	93/2	0.5		1/8	1/8	2/4	3	1	1/8		1/8	1		-1	65	F4	4	238
24	24	93/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		2	74	D5	5	232
24	24	47	0.5		1/4	1/4	2/4	4	1	1/8		1/8	1		0	48	C3	3	242
24	24	47	0.5		1/4	1/4	2/4	3	1	1/8		1/8	1		1	55	G3	3	239
24	24	47	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		4	64	E4	4	235
24	24	47	0.5		1/4	1/4	2/4	3	1	1/8		1/8	1		4	64	E4	4	239
24	24	47	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		0	72	C5	5	235
24	24	47	1.0		1/4	1/4	2/4	1	1	1/4		1/4	1		4	76	E5	5	233
24	24	95/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		4	64	E4	4	236
24	24	95/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		4	76	E5	5	236
25	25	48	0.5		0	0	2/4	3	1	1/8		1/8	1		-1	53	F3	3	249
25	25	48	0.5		0	0	2/4	4	1	1/8		1/8	1		-1	53	F3	3	251
25	25	48	0.5		0	0	2/4	3	1	1/8		1/8	1		3	57	A3	3	249
25	25	48	0.5		0	0	2/4	2	1	1/8		1/8	1		0	60	C4	4	247
25	25	48	0.5		0	0	2/4	2	1	1/8		1/8	1		-1	65	F4	4	247
25	25	48	0.5		0	0	2/4	2	1	1/8		1/8	1		3	69	A4	4	247
25	25	48	1.0		0	0	2/4	1	1	1/4		1/4	1		3	69	A4	4	243
25	25	49	0.5		1/4	1/4	2/4	4	1	1/8		1/8	1		2	50	D3	3	252
25	25	49	0.5		1/4	1/4	2/4	3	1	1/8		1/8	1		-1	53	F3	3	250
25	25	49	0.5		1/4	1/4	2/4	3	1	1/8		1/8	1		3	57	A3	3	250
25	25	49	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		2	62	D4	4	248
25	25	49	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		3	69	A4	4	248
25	25	49	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		2	74	D5	5	244
25	25	199/4	0.125		7/16	7/16	2/4	1	1	1/32		1/32	1		0	72	C5	5	245
25	25	399/8	0.125		15/32	15/32	2/4	1	1	1/32		1/32	1		-2	70	Bb4	4	246
26	26	50	0.5		0	0	2/4	4	1	1/8		1/8	1		4	52	E3	3	262
26	26	50	0.5		0	0	2/4	3	1	1/8		1/8	1		0	60	C4	4	259
26	26	50	0.5		0	0	2/4	2	1	1/8		1/8	1		4	64	E4	4	256
26	26	50	0.5		0	0	2/4	2	1	1/8		1/8	1		3	69	A4	4	256
26	26	50	0.5		0	0	2/4	1	1	1/8		1/8	1		4	76	E5	5	253
26	26	101/2	0.5		1/8	1/8	2/4	4	1	1/8		1/8	1		4	40	E2	2	263
26	26	101/2	0.5		1/8	1/8	2/4	3	1	1/8		1/8	1		-2	58	Bb3	3	260
26	26	101/2	0.5		1/8	1/8	2/4	3	1	1/8		1/8	1		2	62	D4	4	260
26	26	101/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		4	64	E4	4	254
26	26	101/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		8	68	G#4	4	257
26	26	51	0.5		1/4	1/4	2/4	4	1	1/8		1/8	1		3	45	A2	2	264
26	26	51	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		3	57	A3	3	255
26	26	51	0.5		1/4	1/4	2/4	3	1	1/8		1/8	1		0	60	C4	4	261
26	26	51	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		4	64	E4	4	258
26	26	51	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		3	69	A4	4	258
27	27	52	0.25		0	0	2/4	3	1	1/16		1/16	1		4	76	E5	5	265
27	27	105/2	0.25		1/8	1/8	2/4	3	1	1/16		1/16	1		7	73	C#5	5	266
27	27	53	0.25		1/4	1/4	2/4	3	1	1/16		1/16	1		3	69	A4	4	267
27	27	107/2	0.25		3/8	3/8	2/4	3	1	1/16		1/16	1		5	71	B4	4	268
28	28	54	0.25		0	0	2/4	3	1	1/16		1/16	1		8	68	G#4	4	269
28	28	109/2	0.25		1/8	1/8	2/4	3	1	1/16		1/16	1		4	64	E4	4	270
28	28	55	0.25		1/4	1/4	2/4	3	1	1/16		1/16	1		6	66	F#4	4	271
28	28	111/2	0.25		3/8	3/8	2/4	3	1	1/16		1/16	1		2	62	D4	4	272
29	29	56	0.25		0	0	2/4	3	1	1/16		1/16	1		5	59	B3	3	273
29	29	113/2	0.25		1/8	1/8	2/4	3	1	1/16		1/16	1		4	64	E4	4	274
29	29	57	0.25		1/4	1/4	2/4	3	1	1/16		1/16	1		3	57	A3	3	275
29	29	115/2	0.25		3/8	3/8	2/4	3	1	1/16		1/16	1		5	59	B3	3	276
30	30	58	0.25		0	0	2/4	3	1	1/16		1/16	1		7	61	C#4	4	277
30	30	117/2	0.25		1/8	1/8	2/4	3	1	1/16		1/16	1		9	63	D#4	4	278
30	30	59	0.25		1/4	1/4	2/4	3	1	1/16		1/16	1		4	64	E4	4	279
30	30	119/2	0.25		3/8	3/8	2/4	3	1	1/16		1/16	1		6	66	F#4	4	280
31	31	60	0.25		0	0	2/4	3	1	1/16		1/16	1		8	68	G#4	4	285
31	31	60	0.25		0	0	2/4	2	1	1/16		1/16	1		5	83	B5	5	281
31	31	121/2	0.25		1/8	1/8	2/4	3	1	1/16		1/16	1		5	71	B4	4	286
31	31	121/2	0.25		1/8	1/8	2/4	2	1	1/16		1/16	1		8	80	G#5	5	282
31	31	61	0.25		1/4	1/4	2/4	3	1	1/16		1/16	1		7	73	C#5	5	287
31	31	61	0.25		1/4	1/4	2/4	2	1	1/16		1/16	1		4	76	E5	5	283
31	31	123/2	0.25		3/8	3/8	2/4	3	1	1/16		1/16	1		10	70	A#4	4	288
31	31	123/2	0.25		3/8	3/8	2/4	2	1	1/16		1/16	1		6	78	F#5	5	284
32	32	62	0.25		0	0	2/4	3	1	1/16		1/16	1		5	71	B4	4	293
32	32	62	0.25		0	0	2/4	2	1	1/16		1/16	1		9	75	D#5	5	289
32	32	125/2	0.25		1/8	1/8	2/4	3	1	1/16		1/16	1		8	68	G#4	4	294
32	32	125/2	0.25		1/8	1/8	2/4	2	1	1/16		1/16	1		5	71	B4	4	290
32	32	63	0.25		1/4	1/4	2/4	3	1	1/16		1/16	1		11	65	E#4	4	295
32	32	63	0.25		1/4	1/4	2/4	2	1	1/16		1/16	1		7	73	C#5	5	291
32	32	127/2	0.25		3/8	3/8	2/4	3	1	1/16		1/16	1		6	66	F#4	4	296
32	32	127/2	0.25		3/8	3/8	2/4	2	1	1/16		1/16	1		3	69	A4	4	292
33	33	64	0.25		0	0	2/4	3	1	1/16		1/16	1		9	63	D#4	4	301
33	33	64	0.25		0	0	2/4	2	1	1/16		1/16	1		6	66	F#4	4	297
33	33	129/2	0.25		1/8	1/8	2/4	3	1	1/16		1/16	1		5	59	B3	3	302
33	33	129/2	0.25		1/8	1/8	2/4	2	1	1/16		1/16	1		5	71	B4	4	298
33	33	65	0.25		1/4	1/4	2/4	2	1	1/16		1/16	1		4	64	E4	4	299
33	33	65	0.25		1/4	1/4	2/4	3	1	1/16		1/16	1		4	64	E4	4	303
33	33	131/2	0.25		3/8	3/8	2/4	3	1	1/16		1/16	1		9	63	D#4	4	304
33	33	131/2	0.25		3/8	3/8	2/4	2	1	1/16		1/16	1		6	66	F#4	4	300
34	34	66	0.25		0	0	2/4	3	1	1/16		1/16	1		2	62	D4	4	309
34	34	66	0.25		0	0	2/4	2	1	1/16		1/16	1		8	68	G#4	4	305
34	34	133/2	0.25		1/8	1/8	2/4	3	1	1/16		1/16	1		2	62	D4	4	310
34	34	133/2	0.25		1/8	1/8	2/4	2	1	1/16		1/16	1		8	68	G#4	4	306
34	34	67	0.25		1/4	1/4	2/4	3	1	1/16		1/16	1		7	61	C#4	4	311
34	34	67	0.25		1/4	1/4	2/4	2	1	1/16		1/16	1		3	69	A4	4	307
34	34	135/2	0.25		3/8	3/8	2/4	3	1	1/16		1/16	1		5	59	B3	3	312
34	34	135/2	0.25		3/8	3/8	2/4	2	1	1/16		1/16	1		5	71	B4	4	308
35	35	68	0.25		0	0	2/4	4	1	1/16		1/16	1		3	45	A2	2	325
35	35	68	0.25		0	0	2/4	3	1	1/16		1/16	1		3	57	A3	3	321
35	35	68	0.25		0	0	2/4	2	1	1/16		1/16	1		7	73	C#5	5	317
35	35	68	0.25		0	0	2/4	1	1	1/16		1/16	1		4	88	E6	6	313
35	35	137/2	0.25		1/8	1/8	2/4	4	1	1/16		1/16	1		7	49	C#3	3	326
35	35	137/2	0.25		1/8	1/8	2/4	3	1	1/16		1/16	1		3	57	A3	3	322
35	35	137/2	0.25		1/8	1/8	2/4	2	1	1/16		1/16	1		4	76	E5	5	318
35	35	137/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		7	85	C#6	6	314
35	35	69	0.25		1/4	1/4	2/4	4	1	1/16		1/16	1		6	54	F#3	3	327
35	35	69	0.25		1/4	1/4	2/4	3	1	1/16		1/16	1		7	61	C#4	4	323
35	35	69	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		3	81	A5	5	315
35	35	69	0.25		1/4	1/4	2/4	2	1	1/16		1/16	1		3	81	A5	5	319
35	35	139/2	0.25		3/8	3/8	2/4	4	1	1/16		1/16	1		9	51	D#3	3	328
35	35	139/2	0.25		3/8	3/8	2/4	3	1	1/16		1/16	1		6	66	F#4	4	324
35	35	139/2	0.25		3/8	3/8	2/4	2	1	1/16		1/16	1		5	71	B4	4	320
35	35	139/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		5	83	B5	5	316
36	36	70	0.25		0	0	2/4	4	1	1/16		1/16	1		4	52	E3	3	341
36	36	70	0.25		0	0	2/4	3	1	1/16		1/16	1		4	64	E4	4	337
36	36	70	0.25		0	0	2/4	2	1	1/16		1/16	1		5	71	B4	4	333
36	36	70	0.25		0	0	2/4	1	1	1/16		1/16	1		8	80	G#5	5	329
36	36	141/2	0.25		1/8	1/8	2/4	4	1	1/16		1/16	1		7	49	C#3	3	342
36	36	141/2	0.25		1/8	1/8	2/4	2	1	1/16		1/16	1		4	64	E4	4	334
36	36	141/2	0.25		1/8	1/8	2/4	3	1	1/16		1/16	1		8	68	G#4	4	338
36	36	141/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		4	76	E5	5	330
36	36	71	0.25		1/4	1/4	2/4	4	1	1/16		1/16	1		10	46	A#2	2	343
36	36	71	0.25		1/4	1/4	2/4	2	1	1/16		1/16	1		4	64	E4	4	335
36	36	71	0.25		1/4	1/4	2/4	3	1	1/16		1/16	1		7	73	C#5	5	339
36	36	71	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		6	78	F#5	5	331
36	36	143/2	0.25		3/8	3/8	2/4	4	1	1/16		1/16	1		5	47	B2	2	344
36	36	143/2	0.25		3/8	3/8	2/4	2	1	1/16		1/16	1		2	62	D4	4	336
36	36	143/2	0.25		3/8	3/8	2/4	3	1	1/16		1/16	1		5	71	B4	4	340
36	36	143/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		2	74	D5	5	332
37	37	72	0.25		0	0	2/4	4	1	1/16		1/16	1		8	44	G#2	2	357
37	37	72	0.25		0	0	2/4	2	1	1/16		1/16	1		2	62	D4	4	349
37	37	72	0.25		0	0	2/4	3	1	1/16		1/16	1		4	64	E4	4	353
37	37	72	0.25		0	0	2/4	1	1	1/16		1/16	1		5	71	B4	4	345
37	37	145/2	0.25		1/8	1/8	2/4	4	1	1/16		1/16	1		4	40	E2	2	358
37	37	145/2	0.25		1/8	1/8	2/4	3	1	1/16		1/16	1		2	62	D4	4	354
37	37	145/2	0.25		1/8	1/8	2/4	2	1	1/16		1/16	1		8	68	G#4	4	350
37	37	145/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		4	76	E5	5	346
37	37	73	0.25		1/4	1/4	2/4	4	1	1/16		1/16	1		3	45	A2	2	359
37	37	73	0.25		1/4	1/4	2/4	3	1	1/16		1/16	1		7	61	C#4	4	355
37	37	73	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		3	69	A4	4	347
37	37	73	0.25		1/4	1/4	2/4	2	1	1/16		1/16	1		3	69	A4	4	351
37	37	147/2	0.25		3/8	3/8	2/4	4	1	1/16		1/16	1		4	52	E3	3	360
37	37	147/2	0.25		3/8	3/8	2/4	3	1	1/16		1/16	1		4	64	E4	4	356
37	37	147/2	0.25		3/8	3/8	2/4	2	1	1/16		1/16	1		8	68	G#4	4	352
37	37	147/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	348
38	38	74	0.25		0	0	2/4	4	1	1/16		1/16	1		3	45	A2	2	382
38	38	74	0.25		0	0	2/4	3	1	1/16		1/16	1		4	64	E4	4	375
38	38	74	0.25		0	0	2/4	2	1	1/16		1/16	1		3	69	A4	4	368
38	38	74	0.25		0	0	2/4	1	1	1/16		1/16	1		7	73	C#5	5	361
38	38	149/2	0.25		1/8	1/8	2/4	4	1	1/16		1/16	1		8	56	G#3	3	383
38	38	149/2	0.25		1/8	1/8	2/4	2	1	1/16		1/16	1		8	68	G#4	4	369
38	38	149/2	0.25		1/8	1/8	2/4	3	1	1/16		1/16	1		12	72	B#4	4	376
38	38	149/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		9	75	D#5	5	362
38	38	299/4	0.25		3/16	3/16	2/4	4	1	1/16		1/16	1		8	56	G#3	3	384
38	38	299/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		8	68	G#4	4	370
38	38	299/4	0.25		3/16	3/16	2/4	3	1	1/16		1/16	1		12	72	B#4	4	377
38	38	299/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		9	75	D#5	5	363
38	38	75	0.25		1/4	1/4	2/4	4	1	1/16		1/16	1		8	56	G#3	3	385
38	38	75	0.25		1/4	1/4	2/4	2	1	1/16		1/16	1		8	68	G#4	4	371
38	38	75	0.25		1/4	1/4	2/4	3	1	1/16		1/16	1		12	72	B#4	4	378
38	38	75	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		9	75	D#5	5	364
38	38	301/4	0.25		5/16	5/16	2/4	4	1	1/16		1/16	1		8	56	G#3	3	386
38	38	301/4	0.25		5/16	5/16	2/4	2	1	1/16		1/16	1		8	68	G#4	4	372
38	38	301/4	0.25		5/16	5/16	2/4	3	1	1/16		1/16	1		12	72	B#4	4	379
38	38	301/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		9	75	D#5	5	365
38	38	151/2	0.25		3/8	3/8	2/4	4	1	1/16		1/16	1		8	56	G#3	3	387
38	38	151/2	0.25		3/8	3/8	2/4	2	1	1/16		1/16	1		8	68	G#4	4	373
38	38	151/2	0.25		3/8	3/8	2/4	3	1	1/16		1/16	1		12	72	B#4	4	380
38	38	151/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		9	75	D#5	5	366
38	38	303/4	0.25		7/16	7/16	2/4	4	1	1/16		1/16	1		8	56	G#3	3	388
38	38	303/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		8	68	G#4	4	374
38	38	303/4	0.25		7/16	7/16	2/4	3	1	1/16		1/16	1		12	72	B#4	4	381
38	38	303/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		9	75	D#5	5	367
39	39	76	0.25		0	0	2/4	4	1	1/16		1/16	1		7	61	C#4	4	401
39	39	76	0.25		0	0	2/4	2	1	1/16		1/16	1		8	68	G#4	4	393
39	39	76	0.25		0	0	2/4	3	1	1/16		1/16	1		7	73	C#5	5	397
39	39	76	0.25		0	0	2/4	1	1	1/16		1/16	1		4	76	E5	5	389
39	39	153/2	0.25		1/8	1/8	2/4	4	1	1/16		1/16	1		8	56	G#3	3	402
39	39	153/2	0.25		1/8	1/8	2/4	2	1	1/16		1/16	1		8	68	G#4	4	394
39	39	153/2	0.25		1/8	1/8	2/4	3	1	1/16		1/16	1		12	72	B#4	4	398
39	39	153/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		9	75	D#5	5	390
39	39	77	0.25		1/4	1/4	2/4	4	1	1/16		1/16	1		7	61	C#4	4	403
39	39	77	0.25		1/4	1/4	2/4	2	1	1/16		1/16	1		8	68	G#4	4	395
39	39	77	0.25		1/4	1/4	2/4	3	1	1/16		1/16	1		7	73	C#5	5	399
39	39	77	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		4	76	E5	5	391
39	39	155/2	0.25		3/8	3/8	2/4	4	1	1/16		1/16	1		6	54	F#3	3	404
39	39	155/2	0.25		3/8	3/8	2/4	2	1	1/16		1/16	1		3	69	A4	4	396
39	39	155/2	0.25		3/8	3/8	2/4	3	1	1/16		1/16	1		7	73	C#5	5	400
39	39	155/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		6	78	F#5	5	392
40	40	78	0.25		0	0	2/4	4	1	1/16		1/16	1		7	49	C#3	3	420
40	40	78	0.25		0	0	2/4	2	1	1/16		1/16	1		4	64	E4	4	412
40	40	78	0.25		0	0	2/4	3	1	1/16		1/16	1		7	73	C#5	5	416
40	40	78	0.25		0	0	2/4	1	1	1/16		1/16	1		8	80	G#5	5	405
40	40	157/2	0.25		1/8	1/8	2/4	3	1	1/16		1/16	1		4	64	E4	4	417
40	40	157/2	0.25		1/8	1/8	2/4	4	1	1/16		1/16	1		4	64	E4	4	421
40	40	157/2	0.25		1/8	1/8	2/4	2	1	1/16		1/16	1		1	79	G5	5	413
40	40	157/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		10	82	A#5	5	406
40	40	315/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		10	82	A#5	5	407
40	40	79	0.25		1/4	1/4	2/4	4	1	1/16		1/16	1		9	63	D#4	4	422
40	40	79	0.25		1/4	1/4	2/4	3	1	1/16		1/16	1		6	66	F#4	4	418
40	40	79	0.25		1/4	1/4	2/4	2	1	1/16		1/16	1		6	78	F#5	5	414
40	40	79	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		10	82	A#5	5	408
40	40	317/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		10	82	A#5	5	409
40	40	159/2	0.25		3/8	3/8	2/4	4	1	1/16		1/16	1		7	61	C#4	4	423
40	40	159/2	0.25		3/8	3/8	2/4	3	1	1/16		1/16	1		1	67	G4	4	419
40	40	159/2	0.25		3/8	3/8	2/4	2	1	1/16		1/16	1		4	76	E5	5	415
40	40	159/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		10	82	A#5	5	410
40	40	319/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		10	82	A#5	5	411
41	41	80	0.25		0	0	2/4	4	1	1/16		1/16	1		9	63	D#4	4	439
41	41	80	0.25		0	0	2/4	3	1	1/16		1/16	1		6	66	F#4	4	435
41	41	80	0.25		0	0	2/4	2	1	1/16		1/16	1		6	78	F#5	5	428
41	41	80	0.25		0	0	2/4	1	1	1/16		1/16	1		5	83	B5	5	424
41	41	161/2	0.25		1/8	1/8	2/4	4	1	1/16		1/16	1		3	57	A3	3	440
41	41	161/2	0.25		1/8	1/8	2/4	3	1	1/16		1/16	1		9	63	D#4	4	436
41	41	161/2	0.25		1/8	1/8	2/4	2	1	1/16		1/16	1		5	71	B4	4	429
41	41	161/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		7	85	C#6	6	425
41	41	323/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		5	71	B4	4	430
41	41	81	0.25		1/4	1/4	2/4	4	1	1/16		1/16	1		8	56	G#3	3	441
41	41	81	0.25		1/4	1/4	2/4	3	1	1/16		1/16	1		9	63	D#4	4	437
41	41	81	0.25		1/4	1/4	2/4	2	1	1/16		1/16	1		5	71	B4	4	431
41	41	81	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		5	83	B5	5	426
41	41	325/4	0.25		5/16	5/16	2/4	2	1	1/16		1/16	1		5	71	B4	4	432
41	41	163/2	0.25		3/8	3/8	2/4	4	1	1/16		1/16	1		6	54	F#3	3	442
41	41	163/2	0.25		3/8	3/8	2/4	3	1	1/16		1/16	1		9	63	D#4	4	438
41	41	163/2	0.25		3/8	3/8	2/4	2	1	1/16		1/16	1		5	71	B4	4	433
41	41	163/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		3	81	A5	5	427
41	41	327/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		5	71	B4	4	434
42	42	82	0.25		0	0	2/4	4	1	1/16		1/16	1		4	52	E3	3	458
42	42	82	0.25		0	0	2/4	3	1	1/16		1/16	1		4	64	E4	4	451
42	42	82	0.25		0	0	2/4	2	1	1/16		1/16	1		4	76	E5	5	447
42	42	82	0.25		0	0	2/4	1	1	1/16		1/16	1		8	80	G#5	5	443
42	42	165/2	0.25		1/8	1/8	2/4	3	1	1/16		1/16	1		8	56	G#3	3	452
42	42	165/2	0.25		1/8	1/8	2/4	4	1	1/16		1/16	1		12	60	B#3	3	459
42	42	165/2	0.25		1/8	1/8	2/4	2	1	1/16		1/16	1		6	78	F#5	5	448
42	42	165/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		3	81	A5	5	444
42	42	331/4	0.25		3/16	3/16	2/4	3	1	1/16		1/16	1		8	56	G#3	3	453
42	42	83	0.25		1/4	1/4	2/4	3	1	1/16		1/16	1		8	56	G#3	3	454
42	42	83	0.25		1/4	1/4	2/4	4	1	1/16		1/16	1		12	60	B#3	3	460
42	42	83	0.25		1/4	1/4	2/4	2	1	1/16		1/16	1		4	76	E5	5	449
42	42	83	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		8	80	G#5	5	445
42	42	333/4	0.25		5/16	5/16	2/4	3	1	1/16		1/16	1		8	56	G#3	3	455
42	42	167/2	0.25		3/8	3/8	2/4	3	1	1/16		1/16	1		8	56	G#3	3	456
42	42	167/2	0.25		3/8	3/8	2/4	4	1	1/16		1/16	1		12	60	B#3	3	461
42	42	167/2	0.25		3/8	3/8	2/4	2	1	1/16		1/16	1		9	75	D#5	5	450
42	42	167/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		6	78	F#5	5	446
42	42	335/4	0.25		7/16	7/16	2/4	3	1	1/16		1/16	1		8	56	G#3	3	457
43	43	84	0.25		0	0	2/4	3	1	1/16		1/16	1		7	61	C#4	4	470
43	43	84	0.25		0	0	2/4	4	1	1/16		1/16	1		7	61	C#4	4	474
43	43	84	0.25		0	0	2/4	2	1	1/16		1/16	1		7	73	C#5	5	466
43	43	84	0.25		0	0	2/4	1	1	1/16		1/16	1		4	76	E5	5	462
43	43	169/2	0.25		1/8	1/8	2/4	4	1	1/16		1/16	1		4	40	E2	2	475
43	43	169/2	0.25		1/8	1/8	2/4	3	1	1/16		1/16	1		2	62	D4	4	471
43	43	169/2	0.25		1/8	1/8	2/4	2	1	1/16		1/16	1		8	68	G#4	4	467
43	43	169/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		6	78	F#5	5	463
43	43	339/4	0.25		3/16	3/16	2/4	4	1	1/16		1/16	1		4	40	E2	2	476
43	43	85	0.25		1/4	1/4	2/4	4	1	1/16		1/16	1		4	40	E2	2	477
43	43	85	0.25		1/4	1/4	2/4	3	1	1/16		1/16	1		7	61	C#4	4	472
43	43	85	0.25		1/4	1/4	2/4	2	1	1/16		1/16	1		3	69	A4	4	468
43	43	85	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		4	76	E5	5	464
43	43	341/4	0.25		5/16	5/16	2/4	4	1	1/16		1/16	1		4	40	E2	2	478
43	43	171/2	0.25		3/8	3/8	2/4	4	1	1/16		1/16	1		4	40	E2	2	479
43	43	171/2	0.25		3/8	3/8	2/4	3	1	1/16		1/16	1		5	59	B3	3	473
43	43	171/2	0.25		3/8	3/8	2/4	2	1	1/16		1/16	1		8	68	G#4	4	469
43	43	171/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		2	74	D5	5	465
43	43	343/4	0.25		7/16	7/16	2/4	4	1	1/16		1/16	1		4	40	E2	2	480
44	44	86	0.25		0	0	2/4	4	1	1/16		1/16	1		3	45	A2	2	493
44	44	86	0.25		0	0	2/4	3	1	1/16		1/16	1		3	57	A3	3	489
44	44	86	0.25		0	0	2/4	2	1	1/16		1/16	1		3	69	A4	4	485
44	44	86	0.25		0	0	2/4	1	1	1/16		1/16	1		7	73	C#5	5	481
44	44	173/2	0.25		1/8	1/8	2/4	4	1	1/16		1/16	1		6	42	F#2	2	494
44	44	173/2	0.25		1/8	1/8	2/4	3	1	1/16		1/16	1		0	60	C4	4	490
44	44	173/2	0.25		1/8	1/8	2/4	2	1	1/16		1/16	1		3	69	A4	4	486
44	44	173/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		9	75	D#5	5	482
44	44	87	0.25		1/4	1/4	2/4	4	1	1/16		1/16	1		8	44	G#2	2	495
44	44	87	0.25		1/4	1/4	2/4	3	1	1/16		1/16	1		5	59	B3	3	491
44	44	87	0.25		1/4	1/4	2/4	2	1	1/16		1/16	1		5	71	B4	4	487
44	44	87	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		4	76	E5	5	483
44	44	175/2	0.25		3/8	3/8	2/4	4	1	1/16		1/16	1		10	46	A#2	2	496
44	44	175/2	0.25		3/8	3/8	2/4	3	1	1/16		1/16	1		6	66	F#4	4	492
44	44	175/2	0.25		3/8	3/8	2/4	2	1	1/16		1/16	1		4	76	E5	5	488
44	44	175/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		7	85	C#6	6	484
45	45	88	0.25		0	0	2/4	4	1	1/16		1/16	1		5	47	B2	2	509
45	45	88	0.25		0	0	2/4	3	1	1/16		1/16	1		3	69	A4	4	505
45	45	88	0.25		0	0	2/4	2	1	1/16		1/16	1		9	75	D#5	5	501
45	45	88	0.25		0	0	2/4	1	1	1/16		1/16	1		5	83	B5	5	497
