mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
3	3	10	10	0.5	1/2	1/2	2/2	2	1	1/8	1/8_r8_0	1/8	1		0	60	C4	4	35
3	3	10	10	0.5	1/2	1/2	2/2	1	1	1/8	1/8_r8_0	1/8	1		-4	68	Ab4	4	27
3	3	21/2	21/2	0.5	5/8	5/8	2/2	3	1	1/8	1/8_r8_0	1/8	1		-4	56	Ab3	3	41
3	3	21/2	21/2	0.5	5/8	5/8	2/2	2	1	1/8	1/8_r8_0	1/8	1		0	60	C4	4	36
3	3	21/2	21/2	0.5	5/8	5/8	2/2	1	1	1/8	1/8_r8_0	1/8	1		-1	65	F4	4	28
3	3	11	11	0.5	3/4	3/4	2/2	3	1	1/8	1/8_r8_0	1/8	1		-2	58	Bb3	3	42
3	3	11	11	0.5	3/4	3/4	2/2	2	1	1/8	1/8_r8_0	1/8	1		-5	61	Db4	4	37
3	3	11	11	0.5	3/4	3/4	2/2	1	1	1/8	1/8_r8_0	1/8	1		1	67	G4	4	29
3	3	23/2	23/2	0.5	7/8	7/8	2/2	3	1	1/8	1/8_r8_0	1/8	1		0	60	C4	4	43
3	3	23/2	23/2	0.5	7/8	7/8	2/2	2	1	1/8	1/8_r8_0	1/8	1		-3	63	Eb4	4	38
3	3	23/2	23/2	0.5	7/8	7/8	2/2	1	1	1/8	1/8_r8_0	1/8	1		3	69	A4	4	30
4	4	12	12	2.0	0	0	2/2	4	1	1/2	1/2_r16_0	1/2	1		-1	41	F2	2	70
4	4	12	12	0.5	0	0	2/2	3	1	1/8	1/8_r8_0	1/8	1		-5	61	Db4	4	62
4	4	12	12	0.5	0	0	2/2	2	1	1/8	1/8_r8_0	1/8	1		-1	65	F4	4	54
4	4	12	12	0.5	0	0	2/2	1	1	1/8	1/8_r8_0	1/8	1		-2	70	Bb4	4	46
4	4	25/2	25/2	0.5	1/8	1/8	2/2	3	1	1/8	1/8_r8_0	1/8	1		-3	63	Eb4	4	63
4	4	25/2	25/2	0.5	1/8	1/8	2/2	2	1	1/8	1/8_r8_0	1/8	1		3	69	A4	4	55
4	4	25/2	25/2	0.5	1/8	1/8	2/2	1	1	1/8	1/8_r8_0	1/8	1		0	72	C5	5	47
4	4	13	13	0.5	1/4	1/4	2/2	3	1	1/8	1/8_r8_0	1/8	1		-1	65	F4	4	64
4	4	13	13	0.5	1/4	1/4	2/2	2	1	1/8	1/8_r8_0	1/8	1		-2	70	Bb4	4	56
4	4	13	13	0.5	1/4	1/4	2/2	1	1	1/8	1/8_r8_0	1/8	1		-5	73	Db5	5	48
4	4	27/2	27/2	0.5	3/8	3/8	2/2	3	1	1/8	1/8_r8_0	1/8	1		-6	66	Gb4	4	65
4	4	27/2	27/2	0.5	3/8	3/8	2/2	2	1	1/8	1/8_r8_0	1/8	1		0	72	C5	5	57
4	4	27/2	27/2	0.5	3/8	3/8	2/2	1	1	1/8	1/8_r8_0	1/8	1		-3	75	Eb5	5	49
4	4	14	14	2.0	1/2	1/2	2/2	4	1	1/2	1/2_r16_0	1/2	1		-1	41	F2	2	71
4	4	14	14	0.5	1/2	1/2	2/2	3	1	1/8	1/8_r8_0	1/8	1		-1	65	F4	4	66
4	4	14	14	0.5	1/2	1/2	2/2	2	1	1/8	1/8_r8_0	1/8	1		-5	73	Db5	5	58
4	4	14	14	0.5	1/2	1/2	2/2	1	1	1/8	1/8_r8_0	1/8	1		-1	77	F5	5	50
4	4	29/2	29/2	0.5	5/8	5/8	2/2	3	1	1/8	1/8_r8_0	1/8	1		-1	65	F4	4	67
4	4	29/2	29/2	0.5	5/8	5/8	2/2	2	1	1/8	1/8_r8_0	1/8	1		0	72	C5	5	59
4	4	29/2	29/2	0.5	5/8	5/8	2/2	1	1	1/8	1/8_r8_0	1/8	1		-3	75	Eb5	5	51
4	4	15	15	0.5	3/4	3/4	2/2	3	1	1/8	1/8_r8_0	1/8	1		-1	65	F4	4	68
4	4	15	15	0.5	3/4	3/4	2/2	2	1	1/8	1/8_r8_0	1/8	1		-2	70	Bb4	4	60
4	4	15	15	0.5	3/4	3/4	2/2	1	1	1/8	1/8_r8_0	1/8	1		-5	73	Db5	5	52
4	4	31/2	31/2	0.5	7/8	7/8	2/2	3	1	1/8	1/8_r8_0	1/8	1		-3	63	Eb4	4	69
4	4	31/2	31/2	0.5	7/8	7/8	2/2	2	1	1/8	1/8_r8_0	1/8	1		-6	66	Gb4	4	61
4	4	31/2	31/2	0.5	7/8	7/8	2/2	1	1	1/8	1/8_r8_0	1/8	1		0	72	C5	5	53
5	5	16	16	2.0	0	0	2/2	4	1	1/2	1/2_r16_0	1/2	1		-1	41	F2	2	96
5	5	16	16	0.5	0	0	2/2	3	1	1/8	1/8_r8_0	1/8	1		-5	61	Db4	4	88
5	5	16	16	0.5	0	0	2/2	2	1	1/8	1/8_r8_0	1/8	1		-1	65	F4	4	80
5	5	16	16	0.5	0	0	2/2	1	1	1/8	1/8_r8_0	1/8	1		-2	70	Bb4	4	72
5	5	33/2	33/2	0.5	1/8	1/8	2/2	3	1	1/8	1/8_r8_0	1/8	1		-3	63	Eb4	4	89
5	5	33/2	33/2	0.5	1/8	1/8	2/2	2	1	1/8	1/8_r8_0	1/8	1		3	69	A4	4	81
5	5	33/2	33/2	0.5	1/8	1/8	2/2	1	1	1/8	1/8_r8_0	1/8	1		0	72	C5	5	73
5	5	17	17	0.5	1/4	1/4	2/2	3	1	1/8	1/8_r8_0	1/8	1		-1	65	F4	4	90
5	5	17	17	0.5	1/4	1/4	2/2	2	1	1/8	1/8_r8_0	1/8	1		-2	70	Bb4	4	82
5	5	17	17	0.5	1/4	1/4	2/2	1	1	1/8	1/8_r8_0	1/8	1		-5	73	Db5	5	74
5	5	35/2	35/2	0.5	3/8	3/8	2/2	3	1	1/8	1/8_r8_0	1/8	1		-3	63	Eb4	4	91
5	5	35/2	35/2	0.5	3/8	3/8	2/2	2	1	1/8	1/8_r8_0	1/8	1		-6	66	Gb4	4	83
5	5	35/2	35/2	0.5	3/8	3/8	2/2	1	1	1/8	1/8_r8_0	1/8	1		0	72	C5	5	75
5	5	18	18	2.0	1/2	1/2	2/2	4	1	1/2	1/2_r16_0	1/2	1		-1	41	F2	2	97
5	5	18	18	0.5	1/2	1/2	2/2	3	1	1/8	1/8_r8_0	1/8	1		-5	61	Db4	4	92
5	5	18	18	0.5	1/2	1/2	2/2	2	1	1/8	1/8_r8_0	1/8	1		-1	65	F4	4	84
5	5	18	18	0.5	1/2	1/2	2/2	1	1	1/8	1/8_r8_0	1/8	1		-2	70	Bb4	4	76
5	5	37/2	37/2	0.5	5/8	5/8	2/2	3	1	1/8	1/8_r8_0	1/8	1		0	60	C4	4	93
5	5	37/2	37/2	0.5	5/8	5/8	2/2	2	1	1/8	1/8_r8_0	1/8	1		-3	63	Eb4	4	85
5	5	37/2	37/2	0.5	5/8	5/8	2/2	1	1	1/8	1/8_r8_0	1/8	1		-4	68	Ab4	4	77
5	5	19	19	0.5	3/4	3/4	2/2	3	1	1/8	1/8_r8_0	1/8	1		-2	58	Bb3	3	94
5	5	19	19	0.5	3/4	3/4	2/2	2	1	1/8	1/8_r8_0	1/8	1		-5	61	Db4	4	86
5	5	19	19	0.5	3/4	3/4	2/2	1	1	1/8	1/8_r8_0	1/8	1		1	67	G4	4	78
5	5	39/2	39/2	0.5	7/8	7/8	2/2	3	1	1/8	1/8_r8_0	1/8	1		-4	56	Ab3	3	95
5	5	39/2	39/2	0.5	7/8	7/8	2/2	2	1	1/8	1/8_r8_0	1/8	1		0	60	C4	4	87
5	5	39/2	39/2	0.5	7/8	7/8	2/2	1	1	1/8	1/8_r8_0	1/8	1		-1	65	F4	4	79
6	6	20	20	2.0	0	0	2/2	4	1	1/2	1/2_r16_0	1/2	1		1	43	G2	2	116
6	6	20	20	2.0	0	0	2/2	3	1	1/2	1/2_r16_0	1/2	1		1	55	G3	3	111
6	6	20	20	2.0	0	0	2/2	2	1	1/2	1/2_r16_0	1/2	1		-2	58	Bb3	3	106
6	6	20	20	0.5	0	0	2/2	1	1	1/8	1/8_r8_0	1/8	1		4	64	E4	4	98
6	6	41/2	41/2	0.5	1/8	1/8	2/2	1	1	1/8	1/8_r8_0	1/8	1		1	67	G4	4	99
6	6	21	21	0.5	1/4	1/4	2/2	1	1	1/8	1/8_r8_0	1/8	1		-2	70	Bb4	4	100
6	6	43/2	43/2	0.5	3/8	3/8	2/2	1	1	1/8	1/8_r8_0	1/8	1		-5	73	Db5	5	101
6	6	22	22	2.0	1/2	1/2	2/2	4	1	1/2	1/2_r16_0	1/2	1		-4	44	Ab2	2	117
6	6	22	22	0.5	1/2	1/2	2/2	3	1	1/8	1/8_r8_0	1/8	1		-1	53	F3	3	112
6	6	22	22	0.5	1/2	1/2	2/2	2	1	1/8	1/8_r8_0	1/8	1		-4	56	Ab3	3	107
6	6	22	22	0.5	1/2	1/2	2/2	1	1	1/8	1/8_r8_0	1/8	1		-5	73	Db5	5	102
6	6	45/2	45/2	0.5	5/8	5/8	2/2	3	1	1/8	1/8_r8_0	1/8	1		-4	56	Ab3	3	113
6	6	45/2	45/2	0.5	5/8	5/8	2/2	2	1	1/8	1/8_r8_0	1/8	1		0	60	C4	4	108
6	6	45/2	45/2	0.5	5/8	5/8	2/2	1	1	1/8	1/8_r8_0	1/8	1		0	72	C5	5	103
6	6	23	23	0.5	3/4	3/4	2/2	3	1	1/8	1/8_r8_0	1/8	1		0	60	C4	4	114
6	6	23	23	0.5	3/4	3/4	2/2	2	1	1/8	1/8_r8_0	1/8	1		-1	65	F4	4	109
6	6	23	23	0.5	3/4	3/4	2/2	1	1	1/8	1/8_r8_0	1/8	1		-4	68	Ab4	4	104
6	6	47/2	47/2	0.5	7/8	7/8	2/2	3	1	1/8	1/8_r8_0	1/8	1		-4	56	Ab3	3	115
6	6	47/2	47/2	0.5	7/8	7/8	2/2	2	1	1/8	1/8_r8_0	1/8	1		0	60	C4	4	110
6	6	47/2	47/2	0.5	7/8	7/8	2/2	1	1	1/8	1/8_r8_0	1/8	1		-1	65	F4	4	105
7	7	24	24	2.0	0	0	2/2	4	1	1/2	1/2_r16_0	1/2	1		1	43	G2	2	136
7	7	24	24	2.0	0	0	2/2	3	1	1/2	1/2_r16_0	1/2	1		1	55	G3	3	131
7	7	24	24	2.0	0	0	2/2	2	1	1/2	1/2_r16_0	1/2	1		-2	58	Bb3	3	126
7	7	24	24	0.5	0	0	2/2	1	1	1/8	1/8_r8_0	1/8	1		4	64	E4	4	118
7	7	49/2	49/2	0.5	1/8	1/8	2/2	1	1	1/8	1/8_r8_0	1/8	1		1	67	G4	4	119
7	7	25	25	0.5	1/4	1/4	2/2	1	1	1/8	1/8_r8_0	1/8	1		-2	70	Bb4	4	120
7	7	51/2	51/2	0.5	3/8	3/8	2/2	1	1	1/8	1/8_r8_0	1/8	1		-5	73	Db5	5	121
7	7	26	26	2.0	1/2	1/2	2/2	4	1	1/2	1/2_r16_0	1/2	1		-4	44	Ab2	2	137
7	7	26	26	0.5	1/2	1/2	2/2	3	1	1/8	1/8_r8_0	1/8	1		-1	53	F3	3	132
7	7	26	26	0.5	1/2	1/2	2/2	2	1	1/8	1/8_r8_0	1/8	1		-4	56	Ab3	3	127
7	7	26	26	0.5	1/2	1/2	2/2	1	1	1/8	1/8_r8_0	1/8	1		-5	73	Db5	5	122
7	7	53/2	53/2	0.5	5/8	5/8	2/2	3	1	1/8	1/8_r8_0	1/8	1		-4	56	Ab3	3	133
7	7	53/2	53/2	0.5	5/8	5/8	2/2	2	1	1/8	1/8_r8_0	1/8	1		0	60	C4	4	128
7	7	53/2	53/2	0.5	5/8	5/8	2/2	1	1	1/8	1/8_r8_0	1/8	1		0	72	C5	5	123
7	7	27	27	0.5	3/4	3/4	2/2	3	1	1/8	1/8_r8_0	1/8	1		0	60	C4	4	134
7	7	27	27	0.5	3/4	3/4	2/2	1	1	1/8	1/8_r8_0	1/8	1		-1	65	F4	4	124
7	7	27	27	0.5	3/4	3/4	2/2	2	1	1/8	1/8_r8_0	1/8	1		-1	65	F4	4	129
7	7	55/2	55/2	0.5	7/8	7/8	2/2	3	1	1/8	1/8_r8_0	1/8	1		-4	56	Ab3	3	135
7	7	55/2	55/2	0.5	7/8	7/8	2/2	2	1	1/8	1/8_r8_0	1/8	1		0	60	C4	4	130
7	7	55/2	55/2	0.5	7/8	7/8	2/2	1	1	1/8	1/8_r8_0	1/8	1		1	67	G4	4	125
8	8	28	28	2.0	0	0	2/2	4	1	1/2	1/2_r16_0	1/2	1		5	47	B2	2	156
8	8	28	28	0.5	0	0	2/2	3	1	1/8	1/8_r8_0	1/8	1		-1	53	F3	3	148
8	8	28	28	2.0	0	0	2/2	2	1	1/2	1/2_r16_0	1/2	1		2	62	D4	4	146
8	8	28	28	0.5	0	0	2/2	1	1	1/8	1/8_r8_0	1/8	1		-4	68	Ab4	4	138
8	8	57/2	57/2	0.5	1/8	1/8	2/2	3	1	1/8	1/8_r8_0	1/8	1		-4	56	Ab3	3	149
8	8	57/2	57/2	0.5	1/8	1/8	2/2	1	1	1/8	1/8_r8_0	1/8	1		-1	65	F4	4	139
8	8	29	29	0.5	1/4	1/4	2/2	3	1	1/8	1/8_r8_0	1/8	1		-1	53	F3	3	150
8	8	29	29	0.5	1/4	1/4	2/2	1	1	1/8	1/8_r8_0	1/8	1		-4	68	Ab4	4	140
8	8	59/2	59/2	0.5	3/8	3/8	2/2	3	1	1/8	1/8_r8_0	1/8	1		-4	56	Ab3	3	151
8	8	59/2	59/2	0.5	3/8	3/8	2/2	1	1	1/8	1/8_r8_0	1/8	1		-1	65	F4	4	141
8	8	30	30	2.0	1/2	1/2	2/2	4	1	1/2	1/2_r16_0	1/2	1		5	47	B2	2	157
8	8	30	30	0.5	1/2	1/2	2/2	3	1	1/8	1/8_r8_0	1/8	1		-1	53	F3	3	152
8	8	30	30	2.0	1/2	1/2	2/2	2	1	1/2	1/2_r16_0	1/2	1		2	62	D4	4	147
8	8	30	30	0.5	1/2	1/2	2/2	1	1	1/8	1/8_r8_0	1/8	1		-4	68	Ab4	4	142
8	8	61/2	61/2	0.5	5/8	5/8	2/2	3	1	1/8	1/8_r8_0	1/8	1		-4	56	Ab3	3	153
8	8	61/2	61/2	0.5	5/8	5/8	2/2	1	1	1/8	1/8_r8_0	1/8	1		-1	65	F4	4	143
8	8	31	31	0.5	3/4	3/4	2/2	3	1	1/8	1/8_r8_0	1/8	1		-1	53	F3	3	154
8	8	31	31	0.5	3/4	3/4	2/2	1	1	1/8	1/8_r8_0	1/8	1		-4	68	Ab4	4	144
8	8	63/2	63/2	0.5	7/8	7/8	2/2	3	1	1/8	1/8_r8_0	1/8	1		-4	56	Ab3	3	155
8	8	63/2	63/2	0.5	7/8	7/8	2/2	1	1	1/8	1/8_r8_0	1/8	1		-1	65	F4	4	145
9	9	32	32	1.0	0	0	2/2	4	1	1/4		1/4	1		0	36	C2	2	163
9	9	32	32	1.0	0	0	2/2	3	1	1/4		1/4	1		0	48	C3	3	162
9	9	32	32	1.0	0	0	2/2	4	1	1/4		1/4	1		0	48	C3	3	163
9	9	32	32	1.0	0	0	2/2	2	1	1/4		1/4	1		1	55	G3	3	161
9	9	32	32	1.0	0	0	2/2	3	1	1/4		1/4	1		1	55	G3	3	162
9	9	32	32	1.0	0	0	2/2	2	1	1/4		1/4	1		4	64	E4	4	161
9	9	32	32	1.0	0	0	2/2	1	1	1/4		1/4	1		0	72	C5	5	158
9	9	34	34	1.5	1/2	1/2	2/2	1	1	3/8		1/4	3/2		-5	85	Db6	6	159
9	9	71/2	71/2	0.5	7/8	7/8	2/2	1	1	1/8		1/8	1		-5	85	Db6	6	160
10	10	36	36	2.0	0	0	2/2	1	1	1/2		1/2	1	1	-5	85	Db6	6	164
10	10	38	38	1.5	1/2	1/2	2/2	3	1	3/8		1/4	3/2		-2	70	Bb4	4	171
10	10	38	38	1.5	1/2	1/2	2/2	2	1	3/8		1/4	3/2		-5	73	Db5	5	169
10	10	38	38	0.5	1/2	1/2	2/2	1	1	1/8		1/8	1	-1	-5	85	Db6	6	165
10	10	77/2	77/2	0.5	5/8	5/8	2/2	1	1	1/8		1/8	1		1	79	G5	5	166
10	10	39	39	0.5	3/4	3/4	2/2	1	1	1/8		1/8	1		-4	80	Ab5	5	167
10	10	79/2	79/2	0.5	7/8	7/8	2/2	3	1	1/8		1/8	1		-2	70	Bb4	4	172
10	10	79/2	79/2	0.5	7/8	7/8	2/2	2	1	1/8		1/8	1		-5	73	Db5	5	170
10	10	79/2	79/2	0.5	7/8	7/8	2/2	1	1	1/8		1/8	1		-2	82	Bb5	5	168
11	11	40	40	2.0	0	0	2/2	3	1	1/2		1/2	1	1	-2	70	Bb4	4	181
11	11	40	40	2.0	0	0	2/2	2	1	1/2		1/2	1	1	-5	73	Db5	5	176
11	11	40	40	1.0	0	0	2/2	1	1	1/4		1/4	1		4	76	E5	5	173
11	11	42	42	1.5	1/2	1/2	2/2	1	1	3/8		1/4	3/2		-5	61	Db4	4	174
11	11	42	42	0.5	1/2	1/2	2/2	3	1	1/8		1/8	1	-1	-2	70	Bb4	4	182
11	11	42	42	0.5	1/2	1/2	2/2	2	1	1/8		1/8	1	-1	-5	73	Db5	5	177
11	11	85/2	85/2	0.5	5/8	5/8	2/2	3	1	1/8		1/8	1		4	64	E4	4	183
11	11	85/2	85/2	0.5	5/8	5/8	2/2	2	1	1/8		1/8	1		1	67	G4	4	178
11	11	43	43	0.5	3/4	3/4	2/2	3	1	1/8		1/8	1		-1	65	F4	4	184
11	11	43	43	0.5	3/4	3/4	2/2	2	1	1/8		1/8	1		-4	68	Ab4	4	179
11	11	87/2	87/2	0.5	7/8	7/8	2/2	1	1	1/8		1/8	1		-5	61	Db4	4	175
11	11	87/2	87/2	0.5	7/8	7/8	2/2	3	1	1/8		1/8	1		1	67	G4	4	185
11	11	87/2	87/2	0.5	7/8	7/8	2/2	2	1	1/8		1/8	1		-2	70	Bb4	4	180
12	12	44	44	1.0	0	0	2/2	3	1	1/4		1/4	1		1	55	G3	3	192
12	12	44	44	2.0	0	0	2/2	1	1	1/2		1/2	1	1	-5	61	Db4	4	186
12	12	44	44	1.0	0	0	2/2	2	1	1/4		1/4	1		4	64	E4	4	191
12	12	46	46	1.5	1/2	1/2	2/2	4	1	3/8		1/4	3/2		-5	49	Db3	3	193
12	12	46	46	0.5	1/2	1/2	2/2	1	1	1/8		1/8	1	-1	-5	61	Db4	4	187
12	12	93/2	93/2	0.5	5/8	5/8	2/2	1	1	1/8		1/8	1		-2	58	Bb3	3	188
12	12	47	47	0.5	3/4	3/4	2/2	1	1	1/8		1/8	1		1	55	G3	3	189
12	12	95/2	95/2	0.5	7/8	7/8	2/2	4	1	1/8		1/8	1		-5	49	Db3	3	194
12	12	95/2	95/2	0.5	7/8	7/8	2/2	1	1	1/8		1/8	1		-1	65	F4	4	190
13	13	48	48	2.0	0	0	2/2	4	1	1/2		1/2	1	1	-5	49	Db3	3	196
13	13	48	48	1.0	0	0	2/2	1	1	1/4		1/4	1		4	64	E4	4	195
13	13	50	50	0.5	1/2	1/2	2/2	4	1	1/8		1/8	1	-1	-5	49	Db3	3	197
13	13	101/2	101/2	0.5	5/8	5/8	2/2	4	1	1/8		1/8	1		1	43	G2	2	198
13	13	51	51	0.5	3/4	3/4	2/2	4	1	1/8		1/8	1		-4	44	Ab2	2	199
13	13	103/2	103/2	0.5	7/8	7/8	2/2	4	1	1/8		1/8	1		-2	46	Bb2	2	200
14	14	52	52	1.0	0	0	2/2	4	1	1/4		1/4	1		0	36	C2	2	201
14	14	53	53	1.0	1/4	1/4	2/2	4	1	1/4		1/4	1		0	48	C3	3	202
14	14	54	54	1.0	1/2	1/2	2/2	4	1	1/4		1/4	1		-2	46	Bb2	2	203
14	14	55	55	1.0	3/4	3/4	2/2	4	1	1/4		1/4	1		1	43	G2	2	204
15	15	56	56	2.0	0	0	2/2	4	1	1/2	1/2_r16_0	1/2	1		-1	41	F2	2	206
15	15	58	58	2.0	1/2	1/2	2/2	4	1	1/2	1/2_r16_0	1/2	1		-1	41	F2	2	207
15	15	58	58	2.0	1/2	1/2	2/2	3	1	1/2	1/2_r16_0	1/2	1		-3	51	Eb3	3	205
16	16	60	60	2.0	0	0	2/2	4	1	1/2	1/2_r16_0	1/2	1		-1	41	F2	2	229
16	16	60	60	2.0	0	0	2/2	3	1	1/2	1/2_r16_0	1/2	1		-3	51	Eb3	3	224
16	16	60	60	0.5	0	0	2/2	2	1	1/8	1/8_r8_0	1/8	1		3	57	A3	3	216
16	16	60	60	0.5	0	0	2/2	1	1	1/8	1/8_r8_0	1/8	1		-1	65	F4	4	208
16	16	121/2	121/2	0.5	1/8	1/8	2/2	2	1	1/8	1/8_r8_0	1/8	1		-2	58	Bb3	3	217
16	16	121/2	121/2	0.5	1/8	1/8	2/2	1	1	1/8	1/8_r8_0	1/8	1		1	67	G4	4	209
16	16	61	61	0.5	1/4	1/4	2/2	2	1	1/8	1/8_r8_0	1/8	1		0	60	C4	4	218
16	16	61	61	0.5	1/4	1/4	2/2	1	1	1/8	1/8_r8_0	1/8	1		3	69	A4	4	210
16	16	123/2	123/2	0.5	3/8	3/8	2/2	2	1	1/8	1/8_r8_0	1/8	1		-2	58	Bb3	3	219
16	16	123/2	123/2	0.5	3/8	3/8	2/2	1	1	1/8	1/8_r8_0	1/8	1		-2	70	Bb4	4	211
16	16	62	62	2.0	1/2	1/2	2/2	4	1	1/2	1/2_r16_0	1/2	1		-1	41	F2	2	230
16	16	62	62	0.5	1/2	1/2	2/2	3	1	1/8	1/8_r8_0	1/8	1		-3	51	Eb3	3	225
16	16	62	62	0.5	1/2	1/2	2/2	2	1	1/8	1/8_r8_0	1/8	1		3	57	A3	3	220
16	16	62	62	0.5	1/2	1/2	2/2	1	1	1/8	1/8_r8_0	1/8	1		0	72	C5	5	212
16	16	125/2	125/2	0.5	5/8	5/8	2/2	3	1	1/8	1/8_r8_0	1/8	1		-1	53	F3	3	226
16	16	125/2	125/2	0.5	5/8	5/8	2/2	2	1	1/8	1/8_r8_0	1/8	1		-2	58	Bb3	3	221
16	16	125/2	125/2	0.5	5/8	5/8	2/2	1	1	1/8	1/8_r8_0	1/8	1		-5	73	Db5	5	213
16	16	63	63	0.5	3/4	3/4	2/2	3	1	1/8	1/8_r8_0	1/8	1		-6	54	Gb3	3	227
16	16	63	63	0.5	3/4	3/4	2/2	2	1	1/8	1/8_r8_0	1/8	1		0	60	C4	4	222
16	16	63	63	0.5	3/4	3/4	2/2	1	1	1/8	1/8_r8_0	1/8	1		-3	75	Eb5	5	214
16	16	127/2	127/2	0.5	7/8	7/8	2/2	3	1	1/8	1/8_r8_0	1/8	1		-1	53	F3	3	228
16	16	127/2	127/2	0.5	7/8	7/8	2/2	2	1	1/8	1/8_r8_0	1/8	1		-2	58	Bb3	3	223
16	16	127/2	127/2	0.5	7/8	7/8	2/2	1	1	1/8	1/8_r8_0	1/8	1		-5	73	Db5	5	215
17	17	64	64	2.0	0	0	2/2	4	1	1/2	1/2_r16_0	1/2	1		-1	41	F2	2	249
17	17	64	64	2.0	0	0	2/2	3	1	1/2	1/2_r16_0	1/2	1		-3	51	Eb3	3	247
