mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0.25	0	0	2/2	4	1	1/16			1/16	1		7	37	C#2	2	18
1	1	0	0.25	0	0	2/2	4	1	1/16			1/16	1		-2	46	Bb2	2	18
1	1	0	0.25	0	0	2/2	3	1	1/16			1/16	1		4	52	E3	3	9
1	1	0	0.25	0	0	2/2	2	1	1/16			1/16	1		1	55	G3	3	0
1	1	0	0.25	0	0	2/2	3	1	1/16			1/16	1		1	55	G3	3	9
1	1	0	0.25	0	0	2/2	2	1	1/16			1/16	1		4	64	E4	4	0
1	1	1/4	0.25	1/16	1/16	2/2	4	1	1/16			1/16	1		7	37	C#2	2	19
1	1	1/4	0.25	1/16	1/16	2/2	4	1	1/16			1/16	1		-2	46	Bb2	2	19
1	1	1/4	0.25	1/16	1/16	2/2	3	1	1/16			1/16	1		4	52	E3	3	10
1	1	1/4	0.25	1/16	1/16	2/2	2	1	1/16			1/16	1		1	55	G3	3	1
1	1	1/4	0.25	1/16	1/16	2/2	3	1	1/16			1/16	1		1	55	G3	3	10
1	1	1/4	0.25	1/16	1/16	2/2	2	1	1/16			1/16	1		4	64	E4	4	1
1	1	1/2	0.25	1/8	1/8	2/2	4	1	1/16			1/16	1		7	37	C#2	2	20
1	1	1/2	0.25	1/8	1/8	2/2	4	1	1/16			1/16	1		-2	46	Bb2	2	20
1	1	1/2	0.25	1/8	1/8	2/2	3	1	1/16			1/16	1		4	52	E3	3	11
1	1	1/2	0.25	1/8	1/8	2/2	2	1	1/16			1/16	1		1	55	G3	3	2
1	1	1/2	0.25	1/8	1/8	2/2	3	1	1/16			1/16	1		1	55	G3	3	11
1	1	1/2	0.25	1/8	1/8	2/2	2	1	1/16			1/16	1		4	64	E4	4	2
1	1	3/4	0.25	3/16	3/16	2/2	4	1	1/16			1/16	1		7	37	C#2	2	21
1	1	3/4	0.25	3/16	3/16	2/2	4	1	1/16			1/16	1		-2	46	Bb2	2	21
1	1	3/4	0.25	3/16	3/16	2/2	3	1	1/16			1/16	1		4	52	E3	3	12
1	1	3/4	0.25	3/16	3/16	2/2	2	1	1/16			1/16	1		1	55	G3	3	3
1	1	3/4	0.25	3/16	3/16	2/2	3	1	1/16			1/16	1		1	55	G3	3	12
1	1	3/4	0.25	3/16	3/16	2/2	2	1	1/16			1/16	1		4	64	E4	4	3
1	1	1	0.25	1/4	1/4	2/2	4	1	1/16			1/16	1		7	37	C#2	2	22
1	1	1	0.25	1/4	1/4	2/2	4	1	1/16			1/16	1		-2	46	Bb2	2	22
1	1	1	0.25	1/4	1/4	2/2	3	1	1/16			1/16	1		4	52	E3	3	13
1	1	1	0.25	1/4	1/4	2/2	2	1	1/16			1/16	1		1	55	G3	3	4
1	1	1	0.25	1/4	1/4	2/2	3	1	1/16			1/16	1		1	55	G3	3	13
1	1	1	0.25	1/4	1/4	2/2	2	1	1/16			1/16	1		4	64	E4	4	4
1	1	5/4	0.25	5/16	5/16	2/2	4	1	1/16			1/16	1		7	37	C#2	2	23
1	1	5/4	0.25	5/16	5/16	2/2	4	1	1/16			1/16	1		-2	46	Bb2	2	23
1	1	5/4	0.25	5/16	5/16	2/2	3	1	1/16			1/16	1		4	52	E3	3	14
