mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	1.0	0	0	2/4	4	1	b.i		b	i		i		i							m	1	1	0, -3, 1		0	0
1	1	1	1	0.5	1/4	1/4	2/4	4	1	iv(9)		b	i		iv(9)		iv			9				m	1	1	-1, -4, 0	1	-1	-1
1	1	3/2	3/2	0.5	3/8	3/8	2/4	4	1	iv		b	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
2	2	2	2	1.0	0	0	2/4	4	1	V65/III		b	i		V65/III		V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
2	2	3	3	0.5	1/4	1/4	2/4	4	1	III(9)		b	i		III(9)		III			9				M	1	1	-3, 1, -2	-1	-3	-3
2	2	7/2	7/2	0.5	3/8	3/8	2/4	4	1	III		b	i		III		III							M	1	1	-3, 1, -2		-3	-3
3	3	4	4	1.0	0	0	2/4	4	1	i6		b	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
3	3	5	5	1.0	1/4	1/4	2/4	4	1	iv7		b	i		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
4	4	6	6	1.0	0	0	2/4	4	1	ii%65		b	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
4	4	7	7	1.0	1/4	1/4	2/4	4	1	V7\\		b	i		V7		V		7				\\	Mm7	1	1	1, 5, 2, -1		1	1
5	5	8	8	1.0	0	0	2/4	4	1	i		b	i		i		i							m	1	1	0, -3, 1		0	0
5	5	9	9	0.5	1/4	1/4	2/4	4	1	iv(9)		b	i		iv(9)		iv			9				m	1	1	-1, -4, 0	1	-1	-1
5	5	19/2	19/2	0.5	3/8	3/8	2/4	4	1	iv		b	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
6	6	10	10	1.0	0	0	2/4	4	1	V65/III		b	i		V65/III		V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
6	6	11	11	0.5	1/4	1/4	2/4	4	1	III(9)		b	i		III(9)		III			9				M	1	1	-3, 1, -2	-1	-3	-3
6	6	23/2	23/2	0.5	3/8	3/8	2/4	4	1	III+		b	i		III+		III	+						+	1	1	-3, 1, 5		-3	-3
7	7	12	12	1.0	0	0	2/4	4	1	i6		b	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
7	7	13	13	0.5	1/4	1/4	2/4	4	1	iio6(2)		b	i		iio6(2)		ii	o	6	2				o	1	1	-1, -4, -3		2	-1
7	7	27/2	27/2	0.5	3/8	3/8	2/4	4	1	iio6		b	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
8	8	14	14	0.5	0	0	2/4	4	1	V(64)		b	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
8	8	29/2	29/2	0.5	1/8	1/8	2/4	4	1	V7		b	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
8	8	15	15	0.25	1/4	1/4	2/4	4	1	I		b	i		I		I							M	1	1	0, 4, 1		0	0
8	8	61/4	61/4	0.75	5/16	5/16	2/4	4	1	i\\		b	i		i		i						\\	m	1	1	0, -3, 1		0	0
9	9	16	16	1.0	0	0	2/4	4	1	V65		b	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
9	9	17	17	1.0	1/4	1/4	2/4	4	1	i		b	i		i		i							m	1	1	0, -3, 1		0	0
10	10	18	18	1.0	0	0	2/4	4	1	#vi%43		b	i		#vi%43		#vi	%	43					%7	1	1	-3, 1, 3, 0		3	-3
10	10	19	19	0.5	1/4	1/4	2/4	4	1	V(4)		b	i		V(4)		V			4				M	1	1	1, 0, 2		1	1
10	10	39/2	39/2	0.5	3/8	3/8	2/4	4	1	V7		b	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
11	11	20	20	1.0	0	0	2/4	4	1	V65		b	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
11	11	21	21	1.0	1/4	1/4	2/4	4	1	i		b	i		i		i							m	1	1	0, -3, 1		0	0
12	12	22	22	1.0	0	0	2/4	4	1	#vi%43		b	i		#vi%43		#vi	%	43					%7	1	1	-3, 1, 3, 0		3	-3
12	12	23	23	0.5	1/4	1/4	2/4	4	1	V		b	i		V		V							M	1	1	1, 5, 2		1	1
12	12	47/2	47/2	0.5	3/8	3/8	2/4	4	1	V2		b	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
13	13	24	24	1.0	0	0	2/4	4	1	i6		b	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
13	13	25	25	0.5	1/4	1/4	2/4	4	1	iv(9)		b	i		iv(9)		iv			9				m	1	1	-1, -4, 0	1	-1	-1
13	13	51/2	51/2	0.5	3/8	3/8	2/4	4	1	iv		b	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
14	14	26	26	1.0	0	0	2/4	4	1	V7/III		b	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
14	14	27	27	0.5	1/4	1/4	2/4	4	1	III(9)		b	i		III(9)		III			9				M	1	1	-3, 1, -2	-1	-3	-3
14	14	55/2	55/2	0.5	3/8	3/8	2/4	4	1	III+		b	i		III+		III	+						+	1	1	-3, 1, 5		-3	-3
15	15	28	28	1.0	0	0	2/4	4	1	i6		b	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
15	15	29	29	0.5	1/4	1/4	2/4	4	1	iio6(2)		b	i		iio6(2)		ii	o	6	2				o	1	1	-1, -4, -3		2	-1
15	15	59/2	59/2	0.5	3/8	3/8	2/4	4	1	iio6		b	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
16	16	30	30	0.5	0	0	2/4	4	1	V(64)		b	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
16	16	61/2	61/2	0.5	1/8	1/8	2/4	4	1	V7		b	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
16	16	31	31	0.25	1/4	1/4	2/4	4	1	I		b	i		I		I							M	1	1	0, 4, 1		0	0
16	16	125/4	125/4	0.75	5/16	5/16	2/4	4	1	i\\		b	i		i		i						\\	m	1	1	0, -3, 1		0	0
17	17	32	32	0.5	0	0	2/4	4	1	V65		b	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
17	17	65/2	65/2	0.5	1/8	1/8	2/4	4	1	V7		b	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
17	17	33	33	1.0	1/4	1/4	2/4	4	1	i		b	i		i		i							m	1	1	0, -3, 1		0	0
18	18	34	34	0.5	0	0	2/4	4	1	viio2/V		b	i		viio2/V		vii	o	2		V			o7	1	1	-3, 6, 3, 0		6	-3
18	18	69/2	69/2	0.5	1/8	1/8	2/4	4	1	viio43/V		b	i		viio43/V		vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
18	18	35	35	0.5	1/4	1/4	2/4	4	1	V(4)		b	i		V(4)		V			4				M	1	1	1, 0, 2		1	1
18	18	71/2	71/2	0.5	3/8	3/8	2/4	4	1	V7		b	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
19	19	36	36	0.5	0	0	2/4	4	1	V65		b	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
19	19	73/2	73/2	0.5	1/8	1/8	2/4	4	1	V7		b	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
19	19	37	37	0.5	1/4	1/4	2/4	4	1	i		b	i		i		i							m	1	1	0, -3, 1		0	0
19	19	75/2	75/2	0.5	3/8	3/8	2/4	4	1	V		b	i		V		V							M	1	1	1, 5, 2		1	1
20	20	38	38	0.5	0	0	2/4	4	1	viio2/V		b	i		viio2/V		vii	o	2		V			o7	1	1	-3, 6, 3, 0		6	-3
20	20	77/2	77/2	0.5	1/8	1/8	2/4	4	1	viio43/V		b	i		viio43/V		vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
20	20	39	39	0.5	1/4	1/4	2/4	4	1	V\\		b	i		V		V						\\	M	1	1	1, 5, 2		1	1
20	20	79/2	79/2	0.5	3/8	3/8	2/4	4	1	V2		b	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
21	21	40	40	1.0	0	0	2/4	4	1	V65/iv		b	i		V65/iv		V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
21	21	41	41	0.5	1/4	1/4	2/4	4	1	iv(9)		b	i		iv(9)		iv			9				m	1	1	-1, -4, 0	1	-1	-1
21	21	83/2	83/2	0.5	3/8	3/8	2/4	4	1	iv		b	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
