mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
6	6	1/2	1/2	3/4	1	1	vi	Bb	I		vi		vi						m	0	0	3, 0, 4		3	3
7	7	0	0	3/4	1	1	V6	Bb	I		V6		V		6				M	0	0	5, 2, 1		1	5
7	7	1/4	1/4	3/4	1	1	I	Bb	I		I		I						M	0	0	0, 4, 1		0	0
7	7	1/2	1/2	3/4	1	1	V/ii	Bb	I		V/ii		V				ii		M	0	0	3, 7, 4		3	3
8	8	0	0	3/4	1	1	ii(9#74)	Bb	I		ii(9#74)		ii			9#74			m	0	0	2, 1, 3	4, 7	2	2
8	8	1/4	1/4	3/4	1	1	ii\\	Bb	I		ii		ii					\\	m	0	0	2, -1, 3		2	2
9	9	1/4	1/4	3/4	1	1	V2	Bb	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
10	10	0	0	3/4	1	1	I6	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
10	10	1/4	1/4	3/4	1	1	ii65	Bb	I		ii65		ii		65				mm7	0	0	-1, 3, 0, 2		2	-1
11	11	0	0	3/4	1	1	V(64)	Bb	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
11	11	1/4	1/4	3/4	1	1	V2	Bb	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
11	11	3/8	3/8	3/4	1	1	I6	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
11	11	1/2	1/2	3/4	1	1	ii7	Bb	I		ii7		ii		7				mm7	0	0	2, -1, 3, 0		2	2
11	11	5/8	5/8	3/4	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
12	12	0	0	3/4	1	1	I(974)	Bb	I		I(974)		I			974			M	0	0	0, -1, 1	2, 5	0	0
12	12	1/4	1/4	3/4	1	1	I\\	Bb	I		I		I					\\	M	0	0	0, 4, 1		0	0
13	13	0	0	3/4	1	1	I	Bb	I		I		I						M	0	0	0, 4, 1		0	0
13	13	1/2	1/2	3/4	1	1	IM2	Bb	I		IM2		I	M	2				MM7	0	0	5, 0, 4, 1		0	5
14	14	0	0	3/4	1	1	vi	Bb	I		vi		vi						m	0	0	3, 0, 4		3	3
14	14	1/2	1/2	3/4	1	1	vi6	Bb	I		vi6		vi		6				m	0	0	0, 4, 3		3	0
15	15	0	0	3/4	1	1	V/IV	Bb	I		V/IV		V				IV		M	0	0	0, 4, 1		0	0
15	15	3/8	3/8	3/4	1	1	V7/IV	Bb	I		V7/IV		V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
15	15	1/2	1/2	3/4	1	1	V(13)/IV	Bb	I		V(13)/IV		V			13	IV		M	0	0	0, 4, 1	3	0	0
15	15	11/16	11/16	3/4	1	1	V/IV	Bb	I		V/IV		V				IV		M	0	0	0, 4, 1		0	0
16	16	0	0	3/4	1	1	IV(97b4)	Bb	I		IV(97b4)		IV			97b4			M	0	0	-1, -2, 0	1, 4	-1	-1
16	16	1/4	1/4	3/4	1	1	IV	Bb	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
16	16	1/2	1/2	3/4	1	1	iv6/V	Bb	I		iv6/V		iv		6		V		m	0	0	-3, 1, 0		0	-3
17	17	0	0	3/4	1	1	V7/V	Bb	I		V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
17	17	1/4	1/4	3/4	1	1	V65/V	Bb	I		V65/V		V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
18	18	0	0	3/4	1	1	V7/V	Bb	I		V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
18	18	1/4	1/4	3/4	1	1	V65/V	Bb	I		V65/V		V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
19	19	0	0	3/4	1	1	V7/V	Bb	I		V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
19	19	1/2	1/2	3/4	1	1	#viio7/iii	Bb	I		#viio7/iii		#vii	o	7		iii		o7	0	0	9, 6, 3, 0		9	9
20	20	0	0	3/4	1	1	iii	Bb	I		iii		iii						m	0	0	4, 1, 5		4	4
20	20	1/8	1/8	3/4	1	1	iii64	Bb	I		iii64		iii		64				m	0	0	5, 4, 1		4	5
20	20	3/16	3/16	3/4	1	1	#viio/iii	Bb	I		#viio/iii		#vii	o			iii		o	0	0	9, 6, 3		9	9
20	20	5/16	5/16	3/4	1	1	iii	Bb	I		iii		iii						m	0	0	4, 1, 5		4	4
20	20	3/8	3/8	3/4	1	1	I	Bb	I		I		I						M	0	0	0, 4, 1		0	0
20	20	7/16	7/16	3/4	1	1	viio/V	Bb	I		viio/V		vii	o			V		o	0	0	6, 3, 0		6	6
20	20	9/16	9/16	3/4	1	1	V	Bb	I		V		V						M	0	0	1, 5, 2		1	1
20	20	5/8	5/8	3/4	1	1	#viio/vi	Bb	I		#viio/vi		#vii	o			vi		o	0	0	8, 5, 2		8	8
21	21	1/16	1/16	3/4	1	1	vi	Bb	I		vi		vi						m	0	0	3, 0, 4		3	3
21	21	1/8	1/8	3/4	1	1	vi65	Bb	I		vi65		vi		65				mm7	0	0	0, 4, 1, 3		3	0
21	21	3/16	3/16	3/4	1	1	viio	Bb	I		viio		vii	o					o	0	0	5, 2, -1		5	5
21	21	5/16	5/16	3/4	1	1	I	Bb	I		I		I						M	0	0	0, 4, 1		0	0
21	21	3/8	3/8	3/4	1	1	#viio/iii	Bb	I		#viio/iii		#vii	o			iii		o	0	0	9, 6, 3		9	9
21	21	9/16	9/16	3/4	1	1	iii	Bb	I		iii		iii						m	0	0	4, 1, 5		4	4
21	21	5/8	5/8	3/4	1	1	I	Bb	I		I		I						M	0	0	0, 4, 1		0	0
21	21	11/16	11/16	3/4	1	1	viio/V	Bb	I		viio/V		vii	o			V		o	0	0	6, 3, 0		6	6
22	22	1/16	1/16	3/4	1	1	V	Bb	I		V		V						M	0	0	1, 5, 2		1	1
22	22	1/8	1/8	3/4	1	1	V65/ii	Bb	I		V65/ii		V		65		ii		Mm7	0	0	7, 4, 1, 3		3	7
22	22	3/16	3/16	3/4	1	1	viio/V	Bb	I		viio/V		vii	o			V		o	0	0	6, 3, 0		6	6
22	22	5/16	5/16	3/4	1	1	V	Bb	I		V		V						M	0	0	1, 5, 2		1	1
22	22	3/8	3/8	3/4	1	1	#viio/vii	Bb	I		#viio/vii		#vii	o			vii		o	0	0	10, 7, 4		10	10
22	22	7/12	7/12	3/4	1	1	vii	Bb	I		vii		vii						m	0	0	5, 2, 6		5	5
22	22	2/3	2/3	3/4	1	1	V7/ii	Bb	I		V7/ii		V		7		ii		Mm7	0	0	3, 7, 4, 1		3	3
23	23	3/8	3/8	3/4	1	1	#viio6/ii\\	Bb	I		#viio6/ii		#vii	o	6		ii	\\	o	0	0	4, 1, 7		7	4
25	25	0	0	3/4	1	1	V(64)/V	Bb	I		V(64)/V		V			64	V		M	0	0	2, 1, 5		2	2
25	25	1/4	1/4	3/4	1	1	V2/V	Bb	I		V2/V		V		2		V		Mm7	0	0	0, 2, 6, 3		2	0
25	25	3/8	3/8	3/4	1	1	V6	Bb	I		V6		V		6				M	0	0	5, 2, 1		1	5
25	25	1/2	1/2	3/4	1	1	ii7/V	Bb	I		ii7/V		ii		7		V		mm7	0	0	3, 0, 4, 1		3	3
25	25	5/8	5/8	3/4	1	1	V7/V	Bb	I		V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
26	26	1/8	1/8	3/4	1	1	V(64)/V	Bb	I		V(64)/V		V			64	V		M	0	0	2, 1, 5		2	2
26	26	1/4	1/4	3/4	1	1	viio64/V	Bb	I		viio64/V		vii	o	64		V		o	0	0	0, 6, 3		6	0
26	26	3/8	3/8	3/4	1	1	V6	Bb	I		V6		V		6				M	0	0	5, 2, 1		1	5
26	26	1/2	1/2	3/4	1	1	ii7/V	Bb	I		ii7/V		ii		7		V		mm7	0	0	3, 0, 4, 1		3	3
26	26	5/8	5/8	3/4	1	1	V7/V	Bb	I		V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
27	27	1/8	1/8	3/4	1	1	V(64)/V	Bb	I		V(64)/V		V			64	V		M	0	0	2, 1, 5		2	2
27	27	1/4	1/4	3/4	1	1	viio64/V	Bb	I		viio64/V		vii	o	64		V		o	0	0	0, 6, 3		6	0
27	27	3/8	3/8	3/4	1	1	V6	Bb	I		V6		V		6				M	0	0	5, 2, 1		1	5
27	27	1/2	1/2	3/4	1	1	ii7/V	Bb	I		ii7/V		ii		7		V		mm7	0	0	3, 0, 4, 1		3	3
27	27	5/8	5/8	3/4	1	1	V7/V	Bb	I		V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
28	28	0	0	3/4	1	1	V(94)	Bb	I		V(94)		V			94			M	0	0	1, 0, 2	3	1	1
28	28	1/8	1/8	3/4	1	1	V	Bb	I		V		V						M	0	0	1, 5, 2		1	1
28	28	1/4	1/4	3/4	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
28	28	3/8	3/8	3/4	1	1	V(64)	Bb	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
28	28	1/2	1/2	3/4	1	1	V7(9)	Bb	I		V7(9)		V		7	9			Mm7	0	0	1, 5, 2, -1	3	1	1
28	28	5/8	5/8	3/4	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
29	29	0	0	3/4	1	1	vi(964)	Bb	I		vi(964)		vi			964			m	0	0	3, 2, -1	5	3	3
29	29	1/4	1/4	3/4	1	1	vi	Bb	I		vi		vi						m	0	0	3, 0, 4		3	3
29	29	1/2	1/2	3/4	1	1	I6	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
30	30	0	0	3/4	1	1	ii65	Bb	I		ii65		ii		65				mm7	0	0	-1, 3, 0, 2		2	-1
30	30	1/4	1/4	3/4	1	1	V(4)	Bb	I		V(4)		V			4			M	0	0	1, 0, 2		1	1
30	30	1/2	1/2	3/4	1	1	V	Bb	I		V		V						M	0	0	1, 5, 2		1	1
31	31	0	0	3/4	1	1	I(74)	Bb	I		I(74)		I			74			M	0	0	0, -1, 1	5	0	0
31	31	1/4	1/4	3/4	1	1	I\\	Bb	I		I		I					\\	M	0	0	0, 4, 1		0	0
31	31	1/2	1/2	3/4	1	1	V43	Bb	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
32	32	0	0	3/4	1	1	I6	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
32	32	1/4	1/4	3/4	1	1	ii65	Bb	I		ii65		ii		65				mm7	0	0	-1, 3, 0, 2		2	-1
32	32	1/2	1/2	3/4	1	1	ii(94)	Bb	I		ii(94)		ii			94			m	0	0	2, 1, 3	4	2	2
32	32	7/12	7/12	3/4	1	1	ii7	Bb	I		ii7		ii		7				mm7	0	0	2, -1, 3, 0		2	2
33	33	0	0	3/4	1	1	V(64)	Bb	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
33	33	1/4	1/4	3/4	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
33	33	1/2	1/2	3/4	1	1	vi	Bb	I		vi		vi						m	0	0	3, 0, 4		3	3
34	34	0	0	3/4	1	1	V6	Bb	I		V6		V		6				M	0	0	5, 2, 1		1	5
34	34	1/4	1/4	3/4	1	1	V/ii	Bb	I		V/ii		V				ii		M	0	0	3, 7, 4		3	3
35	35	0	0	3/4	1	1	ii	Bb	I		ii		ii						m	0	0	2, -1, 3		2	2
35	35	1/4	1/4	3/4	1	1	V43/ii	Bb	I		V43/ii		V		43		ii		Mm7	0	0	4, 1, 3, 7		3	4
35	35	1/2	1/2	3/4	1	1	ii6	Bb	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
36	36	0	0	3/4	1	1	V65/V	Bb	I		V65/V		V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
36	36	1/4	1/4	3/4	1	1	V	Bb	I		V		V						M	0	0	1, 5, 2		1	1
36	36	1/2	1/2	3/4	1	1	V2/V	Bb	I		V2/V		V		2		V		Mm7	0	0	0, 2, 6, 3		2	0
37	37	0	0	3/4	1	1	V6	Bb	I		V6		V		6				M	0	0	5, 2, 1		1	5
37	37	3/8	3/8	3/4	1	1	V+6	Bb	I		V+6		V	+	6				+	0	0	5, 9, 1		1	5
37	37	1/2	1/2	3/4	1	1	I	Bb	I		I		I						M	0	0	0, 4, 1		0	0
38	38	0	0	3/4	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
38	38	1/4	1/4	3/4	1	1	I6	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
38	38	3/8	3/8	3/4	1	1	V65/IV	Bb	I		V65/IV		V		65		IV		Mm7	0	0	4, 1, -2, 0		0	4
39	39	0	0	3/4	1	1	IV	Bb	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
39	39	1/4	1/4	3/4	1	1	#viio2/ii	Bb	I		#viio2/ii		#vii	o	2		ii		o7	0	0	-2, 7, 4, 1		7	-2
39	39	1/2	1/2	3/4	1	1	V7/ii	Bb	I		V7/ii		V		7		ii		Mm7	0	0	3, 7, 4, 1		3	3
40	40	0	0	3/4	1	1	ii64	Bb	I		ii64		ii		64				m	0	0	3, 2, -1		2	3
40	40	1/4	1/4	3/4	1	1	ii	Bb	I		ii		ii						m	0	0	2, -1, 3		2	2
40	40	5/8	5/8	3/4	1	1	V2/ii	Bb	I		V2/ii		V		2		ii		Mm7	0	0	1, 3, 7, 4		3	1
41	41	1/4	1/4	3/4	1	1	ii6	Bb	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
41	41	3/8	3/8	3/4	1	1	ii65	Bb	I		ii65		ii		65				mm7	0	0	-1, 3, 0, 2		2	-1
42	42	1/4	1/4	3/4	1	1	ii43	Bb	I		ii43		ii		43				mm7	0	0	3, 0, 2, -1		2	3
42	42	3/8	3/8	3/4	1	1	V65/V	Bb	I		V65/V		V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
43	43	1/2	1/2	3/4	1	1	V43	Bb	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
43	43	5/8	5/8	3/4	1	1	V6	Bb	I		V6		V		6				M	0	0	5, 2, 1		1	5
44	44	1/8	1/8	3/4	1	1	V65/V	Bb	I		V65/V		V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
45	45	0	0	3/4	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
45	45	1/4	1/4	3/4	1	1	V65	Bb	I		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
46	46	0	0	3/4	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
46	46	1/4	1/4	3/4	1	1	V65	Bb	I		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
47	47	0	0	3/4	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
47	47	1/4	1/4	3/4	1	1	V65	Bb	I		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
47	47	5/8	5/8	3/4	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
48	48	0	0	3/4	1	1	V65/vi	Bb	I		V65/vi		V		65		vi		Mm7	0	0	8, 5, 2, 4		4	8
48	48	1/8	1/8	3/4	1	1	V65(94)/vi	Bb	I		V65(94)/vi		V		65	94	vi		Mm7	0	0	3, 5, 2, 4	-1	4	3
48	48	1/4	1/4	3/4	1	1	V65/vi	Bb	I		V65/vi		V		65		vi		Mm7	0	0	8, 5, 2, 4		4	8
49	49	0	0	3/4	1	1	vi	Bb	I		vi		vi						m	0	0	3, 0, 4		3	3
49	49	1/8	1/8	3/4	1	1	vi64	Bb	I		vi64		vi		64				m	0	0	4, 3, 0		3	4
49	49	3/16	3/16	3/4	1	1	#viio/vi	Bb	I		#viio/vi		#vii	o			vi		o	0	0	8, 5, 2		8	8
49	49	5/16	5/16	3/4	1	1	vi	Bb	I		vi		vi						m	0	0	3, 0, 4		3	3
49	49	3/8	3/8	3/4	1	1	ii65	Bb	I		ii65		ii		65				mm7	0	0	-1, 3, 0, 2		2	-1
49	49	7/16	7/16	3/4	1	1	viio	Bb	I		viio		vii	o					o	0	0	5, 2, -1		5	5
49	49	9/16	9/16	3/4	1	1	I	Bb	I		I		I						M	0	0	0, 4, 1		0	0
49	49	5/8	5/8	3/4	1	1	#viio/ii	Bb	I		#viio/ii		#vii	o			ii		o	0	0	7, 4, 1		7	7
50	50	1/16	1/16	3/4	1	1	ii	Bb	I		ii		ii						m	0	0	2, -1, 3		2	2
50	50	1/8	1/8	3/4	1	1	IV	Bb	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
50	50	3/16	3/16	3/4	1	1	viio/IV	Bb	I		viio/IV		vii	o			IV		o	0	0	4, 1, -2		4	4
50	50	5/16	5/16	3/4	1	1	IV	Bb	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
50	50	3/8	3/8	3/4	1	1	#viio/vi	Bb	I		#viio/vi		#vii	o			vi		o	0	0	8, 5, 2		8	8
50	50	9/16	9/16	3/4	1	1	vi	Bb	I		vi		vi						m	0	0	3, 0, 4		3	3
50	50	5/8	5/8	3/4	1	1	V65/V	Bb	I		V65/V		V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
50	50	11/16	11/16	3/4	1	1	viio	Bb	I		viio		vii	o					o	0	0	5, 2, -1		5	5
51	51	1/16	1/16	3/4	1	1	I	Bb	I		I		I						M	0	0	0, 4, 1		0	0
51	51	1/8	1/8	3/4	1	1	V65/V	Bb	I		V65/V		V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
51	51	3/8	3/8	3/4	1	1	.Ger6/vi	Bb	I		Ger6/vi	Ger	vii	o	65	b3	V/vi		M	0	0	-1, 3, 0, 9		9	-1
51	51	1/2	1/2	3/4	1	1	V(64)/vi	Bb	I		V(64)/vi		V			64	vi		M	0	0	4, 3, 0		4	4
51	51	5/8	5/8	3/4	1	1	vii%65	Bb	I		vii%65		vii	%	65				%7	0	0	2, -1, 3, 5		5	2
52	52	0	0	3/4	1	1	V(64)/vi	Bb	I		V(64)/vi		V			64	vi		M	0	0	4, 3, 0		4	4
52	52	1/8	1/8	3/4	1	1	.Ger6/vi	Bb	I		Ger6/vi	Ger	vii	o	65	b3	V/vi		M	0	0	-1, 3, 0, 9		9	-1
52	52	1/4	1/4	3/4	1	1	V(64)/vi	Bb	I		V(64)/vi		V			64	vi		M	0	0	4, 3, 0		4	4
52	52	3/8	3/8	3/4	1	1	vii%65	Bb	I		vii%65		vii	%	65				%7	0	0	2, -1, 3, 5		5	2
52	52	1/2	1/2	3/4	1	1	V(64)/vi	Bb	I		V(64)/vi		V			64	vi		M	0	0	4, 3, 0		4	4
52	52	5/8	5/8	3/4	1	1	.Ger6/vi	Bb	I		Ger6/vi	Ger	vii	o	65	b3	V/vi		M	0	0	-1, 3, 0, 9		9	-1
53	53	0	0	3/4	1	1	V7/bVII	Bb	I		V7/bVII		V		7		bVII		Mm7	0	0	-1, 3, 0, -3		-1	-1
53	53	1/4	1/4	3/4	1	1	viio7/V\\	Bb	I		viio7/V		vii	o	7		V	\\	o7	0	0	6, 3, 0, -3		6	6
55	55	0	0	3/4	1	1	iio/V	Bb	I		iio/V		ii	o			V		o	0	0	3, 0, -3		3	3
55	55	3/8	3/8	3/4	1	1	viio6/V	Bb	I		viio6/V		vii	o	6		V		o	0	0	3, 0, 6		6	3
57	57	0	0	3/4	1	1	V(64)	Bb	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
57	57	1/4	1/4	3/4	1	1	V2	Bb	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
57	57	3/8	3/8	3/4	1	1	I6	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
57	57	1/2	1/2	3/4	1	1	ii7	Bb	I		ii7		ii		7				mm7	0	0	2, -1, 3, 0		2	2
57	57	5/8	5/8	3/4	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
58	58	1/8	1/8	3/4	1	1	V(64)	Bb	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
58	58	1/4	1/4	3/4	1	1	viio64	Bb	I		viio64		vii	o	64				o	0	0	-1, 5, 2		5	-1
58	58	3/8	3/8	3/4	1	1	I6	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
58	58	1/2	1/2	3/4	1	1	ii7	Bb	I		ii7		ii		7				mm7	0	0	2, -1, 3, 0		2	2
58	58	5/8	5/8	3/4	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
59	59	1/8	1/8	3/4	1	1	V(64)	Bb	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
59	59	1/4	1/4	3/4	1	1	viio64	Bb	I		viio64		vii	o	64				o	0	0	-1, 5, 2		5	-1
59	59	3/8	3/8	3/4	1	1	I6	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
59	59	1/2	1/2	3/4	1	1	ii7	Bb	I		ii7		ii		7				mm7	0	0	2, -1, 3, 0		2	2
59	59	5/8	5/8	3/4	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
60	60	0	0	3/4	1	1	I[I(94)	Bb	I	I	I(94)		I			94			M	0	0	0, -1, 1	2	0	0
60	60	1/8	1/8	3/4	1	1	I	Bb	I	I	I		I						M	0	0	0, 4, 1		0	0
60	60	1/2	1/2	3/4	1	1	V7(94)/IV	Bb	I	I	V7(94)/IV		V		7	94	IV		Mm7	0	0	0, -1, 1, -2	2	0	0
60	60	5/8	5/8	3/4	1	1	V7/IV	Bb	I	I	V7/IV		V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
61	61	1/8	1/8	3/4	1	1	IV6	Bb	I	I	IV6		IV		6				M	0	0	3, 0, -1		-1	3
61	61	1/4	1/4	3/4	1	1	V7/IV	Bb	I	I	V7/IV		V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
61	61	3/8	3/8	3/4	1	1	IV64/IV	Bb	I	I	IV64/IV		IV		64		IV		M	0	0	-1, -2, 2		-2	-1
61	61	1/2	1/2	3/4	1	1	vii%7/IV	Bb	I	I	vii%7/IV		vii	%	7		IV		%7	0	0	4, 1, -2, 2		4	4
61	61	5/8	5/8	3/4	1	1	IV	Bb	I	I	IV		IV						M	0	0	-1, 3, 0		-1	-1
62	62	0	0	3/4	1	1	V7/IV	Bb	I	I	V7/IV		V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
62	62	1/8	1/8	3/4	1	1	IV6]	Bb	I	I	IV6		IV		6				M	0	0	3, 0, -1		-1	3
62	62	1/4	1/4	3/4	1	1	IV	Bb	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
62	62	1/2	1/2	3/4	1	1	IV6	Bb	I		IV6		IV		6				M	0	0	3, 0, -1		-1	3
63	63	0	0	3/4	1	1	I	Bb	I		I		I						M	0	0	0, 4, 1		0	0
63	63	1/4	1/4	3/4	1	1	I(64)	Bb	I		I(64)		I			64			M	0	0	0, -1, 3		0	0
64	64	0	0	3/4	1	1	I\\	Bb	I		I		I					\\	M	0	0	0, 4, 1		0	0
