mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	10.5	0	0	2/2	4	1	f.i[i		f	i	i	i		i							m	1	1	0, -3, 1		0	0
3	3	21/2	21/2	0.5	5/8	5/8	2/2	4	1	i6		f	i	i	i6		i		6					m	1	1	-3, 1, 0		0	-3
3	3	11	11	0.5	3/4	3/4	2/2	4	1	iio6		f	i	i	iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
3	3	23/2	23/2	0.5	7/8	7/8	2/2	4	1	#viio6/iv		f	i	i	#viio6/iv		#vii	o	6		iv			o	1	1	1, -2, 4		4	1
4	4	12	12	0.5	0	0	2/2	4	1	iv6		f	i	i	iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
4	4	25/2	25/2	0.5	1/8	1/8	2/2	4	1	#viio64/iv		f	i	i	#viio64/iv		#vii	o	64		iv			o	1	1	-2, 4, 1		4	-2
4	4	13	13	0.5	1/4	1/4	2/2	4	1	iv64		f	i	i	iv64		iv		64					m	1	1	0, -1, -4		-1	0
4	4	27/2	27/2	0.5	3/8	3/8	2/2	4	1	iio64/iv		f	i	i	iio64/iv		ii	o	64		iv			o	1	1	-5, 1, -2		1	-5
4	4	14	14	0.5	1/2	1/2	2/2	4	1	iv64		f	i	i	iv64		iv		64					m	1	1	0, -1, -4		-1	0
4	4	29/2	29/2	0.5	5/8	5/8	2/2	4	1	V7/iv		f	i	i	V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
4	4	15	15	0.5	3/4	3/4	2/2	4	1	iv64		f	i	i	iv64		iv		64					m	1	1	0, -1, -4		-1	0
4	4	31/2	31/2	0.5	7/8	7/8	2/2	4	1	iio6/iv		f	i	i	iio6/iv		ii	o	6		iv			o	1	1	-2, -5, 1		1	-2
5	5	16	16	0.5	0	0	2/2	4	1	iv6		f	i	i	iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
5	5	33/2	33/2	0.5	1/8	1/8	2/2	4	1	#viio6/iv		f	i	i	#viio6/iv		#vii	o	6		iv			o	1	1	1, -2, 4		4	1
5	5	17	17	0.5	1/4	1/4	2/2	4	1	iv64		f	i	i	iv64		iv		64					m	1	1	0, -1, -4		-1	0
5	5	35/2	35/2	0.5	3/8	3/8	2/2	4	1	iio6/iv		f	i	i	iio6/iv		ii	o	6		iv			o	1	1	-2, -5, 1		1	-2
5	5	18	18	0.5	1/2	1/2	2/2	4	1	iv6		f	i	i	iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
5	5	37/2	37/2	0.5	5/8	5/8	2/2	4	1	III6		f	i	i	III6		III		6					M	1	1	1, -2, -3		-3	1
5	5	19	19	0.5	3/4	3/4	2/2	4	1	iio6		f	i	i	iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
5	5	39/2	39/2	0.5	7/8	7/8	2/2	4	1	i6]		f	i	i	i6		i		6					m	1	1	-3, 1, 0		0	-3
6	6	20	20	1.0	0	0	2/2	4	1	#viio6		f	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
6	6	21	21	1.0	1/4	1/4	2/2	4	1	iio		f	i		iio		ii	o						o	1	1	2, -1, -4		2	2
6	6	22	22	0.5	1/2	1/2	2/2	4	1	i6(6)		f	i		i6(6)		i		6	6				m	1	1	-3, -4, 0		0	-3
6	6	45/2	45/2	1.5	5/8	5/8	2/2	4	1	i6		f	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
7	7	24	24	1.0	0	0	2/2	4	1	#viio6		f	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
7	7	25	25	1.0	1/4	1/4	2/2	4	1	iio		f	i		iio		ii	o						o	1	1	2, -1, -4		2	2
7	7	26	26	0.5	1/2	1/2	2/2	4	1	i6(6)		f	i		i6(6)		i		6	6				m	1	1	-3, -4, 0		0	-3
7	7	53/2	53/2	1.5	5/8	5/8	2/2	4	1	i6		f	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
8	8	28	28	4.0	0	0	2/2	4	1	viio7/V		f	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
9	9	32	32	2.0	0	0	2/2	4	1	V\\		f	i		V		V						\\	M	1	1	1, 5, 2		1	1
9	9	34	34	4.0	1/2	1/2	2/2	4	1	iio64		f	i		iio64		ii	o	64					o	1	1	-4, 2, -1		2	-4
10	10	38	38	2.0	1/2	1/2	2/2	4	1	iio6		f	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
11	11	40	40	2.0	0	0	2/2	4	1	#viio43		f	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
11	11	42	42	2.0	1/2	1/2	2/2	4	1	#viio2		f	i		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
12	12	44	44	2.0	0	0	2/2	4	1	#viio65		f	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
12	12	46	46	1.0	1/2	1/2	2/2	4	1	iio64		f	i		iio64		ii	o	64					o	1	1	-4, 2, -1		2	-4
12	12	47	47	1.0	3/4	3/4	2/2	4	1	ii%43		f	i		ii%43		ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
13	13	48	48	2.0	0	0	2/2	4	1	#viio2		f	i		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
13	13	50	50	2.0	1/2	1/2	2/2	4	1	iio		f	i		iio		ii	o						o	1	1	2, -1, -4		2	2
14	14	52	52	2.0	0	0	2/2	4	1	V		f	i		V		V							M	1	1	1, 5, 2		1	1
14	14	54	54	2.0	1/2	1/2	2/2	4	1	V43		f	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
15	15	56	56	2.0	0	0	2/2	4	1	i[i\\		f	i	i	i		i						\\	m	1	1	0, -3, 1		0	0
15	15	58	58	4.5	1/2	1/2	2/2	4	1	V7/iv		f	i	i	V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
16	16	125/2	125/2	0.5	5/8	5/8	2/2	4	1	iv64		f	i	i	iv64		iv		64					m	1	1	0, -1, -4		-1	0
16	16	63	63	0.5	3/4	3/4	2/2	4	1	iio64/iv		f	i	i	iio64/iv		ii	o	64		iv			o	1	1	-5, 1, -2		1	-5
16	16	127/2	127/2	0.5	7/8	7/8	2/2	4	1	iv64		f	i	i	iv64		iv		64					m	1	1	0, -1, -4		-1	0
17	17	64	64	4.0	0	0	2/2	4	1	V7/iv		f	i	i	V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
18	18	68	68	1.0	0	0	2/2	4	1	iv6		f	i	i	iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
18	18	69	69	1.0	1/4	1/4	2/2	4	1	iv64		f	i	i	iv64		iv		64					m	1	1	0, -1, -4		-1	0
18	18	70	70	3.0	1/2	1/2	2/2	4	1	iv6		f	i	i	iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
19	19	73	73	1.0	1/4	1/4	2/2	4	1	iv64		f	i	i	iv64		iv		64					m	1	1	0, -1, -4		-1	0
19	19	74	74	2.0	1/2	1/2	2/2	4	1	iv6]		f	i	i	iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
