mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	0.5	0	3/8	2/4	4	1	Ab.I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
2	1	1/2	1/2	0.5	0	0	2/4	4	1	viio	Ab	I		viio		vii	o						o	0	0	5, 2, -1		5	5
2	1	1	1	0.5	1/8	1/8	2/4	4	1	vi	Ab	I		vi		vi							m	0	0	3, 0, 4		3	3
2	1	3/2	3/2	0.5	1/4	1/4	2/4	4	1	#viio/vi	Ab	I		#viio/vi		#vii	o			vi			o	0	0	8, 5, 2		8	8
2	1	2	2	0.5	3/8	3/8	2/4	4	1	vi	Ab	I		vi		vi							m	0	0	3, 0, 4		3	3
3	2	5/2	5/2	1.0	0	0	2/4	4	1	ii65(2)	Ab	I		ii65(2)		ii		65	2				mm7	0	0	-1, 3, 0, 4		2	-1
3	2	7/2	7/2	1.0	1/4	1/4	2/4	4	1	ii65	Ab	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
4	3	9/2	9/2	0.5	0	0	2/4	4	1	IV	Ab	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
4	3	5	5	0.5	1/8	1/8	2/4	4	1	V2	Ab	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
4	3	11/2	11/2	0.5	1/4	1/4	2/4	4	1	I6	Ab	I		I6		I		6					M	0	0	4, 1, 0		0	4
4	3	6	6	0.5	3/8	3/8	2/4	4	1	ii7	Ab	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
5	4	13/2	13/2	1.5	0	0	2/4	4	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	4	8	8	0.5	3/8	3/8	2/4	4	1	I\\	Ab	I		I		I						\\	M	0	0	0, 4, 1		0	0
6	5	17/2	17/2	0.5	0	0	2/4	4	1	viio	Ab	I		viio		vii	o						o	0	0	5, 2, -1		5	5
6	5	9	9	0.5	1/8	1/8	2/4	4	1	vi	Ab	I		vi		vi							m	0	0	3, 0, 4		3	3
6	5	19/2	19/2	0.5	1/4	1/4	2/4	4	1	#viio/vi	Ab	I		#viio/vi		#vii	o			vi			o	0	0	8, 5, 2		8	8
6	5	10	10	0.5	3/8	3/8	2/4	4	1	vi6	Ab	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
7	6	21/2	21/2	1.0	0	0	2/4	4	1	V2(4)/V	Ab	I		V2(4)/V		V		2	4	V			Mm7	0	0	0, 2, 1, 3		2	0
7	6	23/2	23/2	0.5	1/4	1/4	2/4	4	1	V2/V	Ab	I		V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
7	6	12	12	0.5	3/8	3/8	2/4	4	1	V6	Ab	I		V6		V		6					M	0	0	5, 2, 1		1	5
8	7	25/2	25/2	1.0	0	0	2/4	4	1	V(64)/V	Ab	I		V(64)/V		V			64	V			M	0	0	2, 1, 5		2	2
8	7	27/2	27/2	2.0	1/4	1/4	2/4	4	1	V7/V	Ab	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
9	8	31/2	31/2	1.0	1/4	1/4	2/4	4	1	V\\	Ab	I		V		V						\\	M	0	0	1, 5, 2		1	1
10	9	33/2	33/2	0.5	0	0	2/4	4	1	ii6	Ab	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
10	9	17	17	0.5	1/8	1/8	2/4	4	1	iio6/ii	Ab	I		iio6/ii		ii	o	6		ii			o	0	0	1, -2, 4		4	1
10	9	35/2	35/2	0.5	1/4	1/4	2/4	4	1	V7/ii	Ab	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
10	9	18	18	0.25	3/8	3/8	2/4	4	1	V(64)/ii	Ab	I		V(64)/ii		V			64	ii			M	0	0	3, 2, -1		3	3
10	9	73/4	73/4	0.25	7/16	7/16	2/4	4	1	#viio64/ii	Ab	I		#viio64/ii		#vii	o	64		ii			o	0	0	1, 7, 4		7	1
11	10	37/2	37/2	0.5	0	0	2/4	4	1	ii6	Ab	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
11	10	19	19	0.5	1/8	1/8	2/4	4	1	#viio6/ii	Ab	I		#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
11	10	39/2	39/2	0.5	1/4	1/4	2/4	4	1	ii	Ab	I		ii		ii							m	0	0	2, -1, 3		2	2
11	10	20	20	0.375	3/8	3/8	2/4	4	1	V(6)/IV	Ab	I		V(6)/IV		V			6	IV			M	0	0	0, 4, 3		0	0
11	10	163/8	163/8	0.125	15/32	15/32	2/4	4	1	V7/IV	Ab	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
12	11	41/2	41/2	0.5	0	0	2/4	4	1	IV	Ab	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
12	11	21	21	0.5	1/8	1/8	2/4	4	1	viio64(+2)/IV	Ab	I		viio64(+2)/IV		vii	o	64	+2	IV			o	0	0	-2, 4, 1	-1	4	-2
12	11	43/2	43/2	0.5	1/4	1/4	2/4	4	1	IV	Ab	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
12	11	22	22	0.5	3/8	3/8	2/4	4	1	IVM2	Ab	I		IVM2		IV	M	2					MM7	0	0	4, -1, 3, 0		-1	4
13	12	45/2	45/2	0.5	0	0	2/4	4	1	viio6	Ab	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
13	12	23	23	0.5	1/8	1/8	2/4	4	1	ii7	Ab	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
13	12	47/2	47/2	0.5	1/4	1/4	2/4	4	1	V43	Ab	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
13	12	24	24	0.5	3/8	3/8	2/4	4	1	I6	Ab	I		I6		I		6					M	0	0	4, 1, 0		0	4
14	13	49/2	49/2	0.5	0	0	2/4	4	1	V43	Ab	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
14	13	25	25	0.5	1/8	1/8	2/4	4	1	ii7	Ab	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
14	13	51/2	51/2	0.5	1/4	1/4	2/4	4	1	V43\\	Ab	I		V43		V		43				\\	Mm7	0	0	2, -1, 1, 5		1	2
14	13	26	26	0.5	3/8	3/8	2/4	4	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
15	14	53/2	53/2	0.5	0	0	2/4	4	1	viio	Ab	I		viio		vii	o						o	0	0	5, 2, -1		5	5
15	14	27	27	0.5	1/8	1/8	2/4	4	1	vi	Ab	I		vi		vi							m	0	0	3, 0, 4		3	3
15	14	55/2	55/2	0.5	1/4	1/4	2/4	4	1	#viio/vi	Ab	I		#viio/vi		#vii	o			vi			o	0	0	8, 5, 2		8	8
15	14	28	28	0.5	3/8	3/8	2/4	4	1	vi	Ab	I		vi		vi							m	0	0	3, 0, 4		3	3
16	15	57/2	57/2	1.0	0	0	2/4	4	1	ii65(2)	Ab	I		ii65(2)		ii		65	2				mm7	0	0	-1, 3, 0, 4		2	-1
16	15	59/2	59/2	1.0	1/4	1/4	2/4	4	1	ii65	Ab	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
17	16	61/2	61/2	1.0	0	0	2/4	4	1	V(64)	Ab	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
17	16	63/2	63/2	1.0	1/4	1/4	2/4	4	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
18	17	65/2	65/2	1.0	0	0	2/4	4	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
18	17	67/2	67/2	1.0	1/4	1/4	2/4	4	1	V65	Ab	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
19	18	69/2	69/2	1.0	0	0	2/4	4	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
19	18	71/2	71/2	1.0	1/4	1/4	2/4	4	1	viio7/V	Ab	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
20	19	73/2	73/2	1.0	0	0	2/4	4	1	V(4)	Ab	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
20	19	75/2	75/2	1.0	1/4	1/4	2/4	4	1	V(6)	Ab	I		V(6)		V			6				M	0	0	1, 5, 4		1	1
21	20	77/2	77/2	1.0	0	0	2/4	4	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
21	20	79/2	79/2	1.0	1/4	1/4	2/4	4	1	V43/vi	Ab	I		V43/vi		V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
22	21	81/2	81/2	1.0	0	0	2/4	4	1	vi	Ab	I		vi		vi							m	0	0	3, 0, 4		3	3
22	21	83/2	83/2	1.0	1/4	1/4	2/4	4	1	#viio7/ii	Ab	I		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
23	22	85/2	85/2	1.0	0	0	2/4	4	1	V.V(4)	Ab	V		V(4)		V			4				M	0	0	1, 0, 2		1	1
