mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1.0	0	1/2	3/4	4	1		D.V2	D	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
2	1	1	3.0	0	0	3/4	4	1		I[I	D	I	I	I	I							M	0	0	0, 4, 1		0	0
3	2	4	2.0	0	0	3/4	4	1		V7/IV	D	I	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
3	2	6	1.0	1/2	1/2	3/4	4	1		IV6	D	I	I	IV6	IV		6					M	0	0	3, 0, -1		-1	3
4	3	7	1.0	0	0	3/4	4	1		I	D	I	I	I	I							M	0	0	0, 4, 1		0	0
4	3	8	1.0	1/4	1/4	3/4	4	1		IV6	D	I	I	IV6	IV		6					M	0	0	3, 0, -1		-1	3
4	3	9	1.0	1/2	1/2	3/4	4	1		viio64	D	I	I	viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
5	4	10	1.0	0	0	3/4	4	1		I	D	I	I	I	I							M	0	0	0, 4, 1		0	0
5	4	11	1.0	1/4	1/4	3/4	4	1		V(+4)	D	I	I	V(+4)	V			+4				M	0	0	1, 5, 2	0	1	1
5	4	12	1.0	1/2	1/2	3/4	4	1		IV]	D	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
6	5	13	1.0	0	0	3/4	4	1		V[V(64)	D	I	V	V(64)	V			64				M	0	0	1, 0, 4		1	1
6	5	14	1.0	1/4	1/4	3/4	4	1		IV	D	I	V	IV	IV							M	0	0	-1, 3, 0		-1	-1
6	5	15	1.0	1/2	1/2	3/4	4	1		V7]	D	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	6	16	1.0	0	0	3/4	4	1		I[I	D	I	I	I	I							M	0	0	0, 4, 1		0	0
7	6	17	1.0	1/4	1/4	3/4	4	1		V6(+4)	D	I	I	V6(+4)	V		6	+4				M	0	0	5, 2, 1	0	1	5
7	6	18	1.0	1/2	1/2	3/4	4	1		IV6]	D	I	I	IV6	IV		6					M	0	0	3, 0, -1		-1	3
8	7	19	1.0	0	0	3/4	4	1		V[V(64)	D	I	V	V(64)	V			64				M	0	0	1, 0, 4		1	1
8	7	20	1.0	1/4	1/4	3/4	4	1		IV6	D	I	V	IV6	IV		6					M	0	0	3, 0, -1		-1	3
8	7	21	1.0	1/2	1/2	3/4	4	1		V7]	D	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	8	22	2.0	0	0	3/4	4	1		I\\	D	I		I	I						\\	M	0	0	0, 4, 1		0	0
9	8	24	1.0	1/2	1/2	3/4	4	1		V.V2	D	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
10	9	25	3.0	0	0	3/4	4	1		I[I	D	V	I	I	I							M	0	0	0, 4, 1		0	0
11	10	28	2.0	0	0	3/4	4	1		V7/IV	D	V	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
