mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
13	13	3/4	3/4	12/8	1	1	V7		D	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
14	14	0	0	12/8	1	1	I		D	I		I		I						M	0	0	0, 4, 1		0	0
14	14	3/4	3/4	12/8	1	1	V+6/IV		D	I		V+6/IV		V	+	6		IV		+	0	0	4, 8, 0		0	4
15	15	0	0	12/8	1	1	IV		D	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
15	15	3/4	3/4	12/8	1	1	V+6/IV		D	I		V+6/IV		V	+	6		IV		+	0	0	4, 8, 0		0	4
16	16	0	0	12/8	1	1	IV		D	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
16	16	3/4	3/4	12/8	1	1	ii65		D	I		ii65		ii		65				mm7	0	0	-1, 3, 0, 2		2	-1
16	16	9/8	9/8	12/8	1	1	I		D	I		I		I						M	0	0	0, 4, 1		0	0
17	17	0	0	12/8	1	1	vii%7		D	I		vii%7		vii	%	7				%7	0	0	5, 2, -1, 3		5	5
17	17	3/8	3/8	12/8	1	1	I		D	I		I		I						M	0	0	0, 4, 1		0	0
17	17	3/4	3/4	12/8	1	1	V7		D	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
18	18	0	0	12/8	1	1	I\\		D	I		I		I					\\	M	0	0	0, 4, 1		0	0
18	18	3/8	3/8	12/8	1	1	V		D	I		V		V						M	0	0	1, 5, 2		1	1
18	18	3/4	3/4	12/8	1	1	V7		D	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
19	19	0	0	12/8	1	1	#viio/vi		D	I		#viio/vi		#vii	o			vi		o	0	0	8, 5, 2		8	8
19	19	3/8	3/8	12/8	1	1	ii43		D	I		ii43		ii		43				mm7	0	0	3, 0, 2, -1		2	3
19	19	3/4	3/4	12/8	1	1	viio6		D	I		viio6		vii	o	6				o	0	0	2, -1, 5		5	2
19	19	9/8	9/8	12/8	1	1	vii%7		D	I		vii%7		vii	%	7				%7	0	0	5, 2, -1, 3		5	5
20	20	0	0	12/8	1	1	I		D	I		I		I						M	0	0	0, 4, 1		0	0
20	20	3/4	3/4	12/8	1	1	V7		D	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
21	21	0	0	12/8	1	1	#viio/vi		D	I		#viio/vi		#vii	o			vi		o	0	0	8, 5, 2		8	8
21	21	3/8	3/8	12/8	1	1	ii43		D	I		ii43		ii		43				mm7	0	0	3, 0, 2, -1		2	3
21	21	3/4	3/4	12/8	1	1	viio6		D	I		viio6		vii	o	6				o	0	0	2, -1, 5		5	2
21	21	9/8	9/8	12/8	1	1	vii%7		D	I		vii%7		vii	%	7				%7	0	0	5, 2, -1, 3		5	5
22	22	0	0	12/8	1	1	I		D	I		I		I						M	0	0	0, 4, 1		0	0
22	22	3/8	3/8	12/8	1	1	I64		D	I		I64		I		64				M	0	0	1, 0, 4		0	1
22	22	3/4	3/4	12/8	1	1	V+65/IV		D	I		V+65/IV		V	+	65		IV		+7	0	0	4, 8, -2, 0		0	4
23	23	0	0	12/8	1	1	IV		D	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
23	23	3/4	3/4	12/8	1	1	V+65/IV		D	I		V+65/IV		V	+	65		IV		+7	0	0	4, 8, -2, 0		0	4
24	24	0	0	12/8	1	1	IV		D	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
24	24	3/4	3/4	12/8	1	1	IV64		D	I		IV64		IV		64				M	0	0	0, -1, 3		-1	0
24	24	9/8	9/8	12/8	1	1	IV6		D	I		IV6		IV		6				M	0	0	3, 0, -1		-1	3
25	25	3/8	3/8	12/8	1	1	IV		D	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
25	25	3/4	3/4	12/8	1	1	IV6		D	I		IV6		IV		6				M	0	0	3, 0, -1		-1	3
25	25	9/8	9/8	12/8	1	1	IV		D	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
26	26	0	0	12/8	1	1	ii6		D	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
26	26	3/8	3/8	12/8	1	1	ii		D	I		ii		ii						m	0	0	2, -1, 3		2	2
26	26	3/4	3/4	12/8	1	1	ii6		D	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
26	26	9/8	9/8	12/8	1	1	ii		D	I		ii		ii						m	0	0	2, -1, 3		2	2
27	27	0	0	12/8	1	1	V7/V		D	I		V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
27	27	3/8	3/8	12/8	1	1	viio/V		D	I		viio/V		vii	o			V		o	0	0	6, 3, 0		6	6
27	27	3/4	3/4	12/8	1	1	V7/V		D	I		V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
27	27	9/8	9/8	12/8	1	1	viio/V		D	I		viio/V		vii	o			V		o	0	0	6, 3, 0		6	6
28	28	0	0	12/8	1	1	V7		D	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
28	28	3/8	3/8	12/8	1	1	V6		D	I		V6		V		6				M	0	0	5, 2, 1		1	5
28	28	3/4	3/4	12/8	1	1	V7		D	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
28	28	9/8	9/8	12/8	1	1	V6		D	I		V6		V		6				M	0	0	5, 2, 1		1	5
29	29	0	0	12/8	1	1	V7		D	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
29	29	3/8	3/8	12/8	1	1	V6		D	I		V6		V		6				M	0	0	5, 2, 1		1	5
29	29	3/4	3/4	12/8	1	1	V7		D	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
29	29	9/8	9/8	12/8	1	1	V6		D	I		V6		V		6				M	0	0	5, 2, 1		1	5
30	30	0	0	12/8	1	1	I		D	I		I		I						M	0	0	0, 4, 1		0	0
30	30	3/4	3/4	12/8	1	1	ii65		D	I		ii65		ii		65				mm7	0	0	-1, 3, 0, 2		2	-1
30	30	9/8	9/8	12/8	1	1	V7		D	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
31	31	0	0	12/8	1	1	I		D	I		I		I						M	0	0	0, 4, 1		0	0
32	32	0	0	12/8	1	1	I6		D	I		I6		I		6				M	0	0	4, 1, 0		0	4
32	32	3/8	3/8	12/8	1	1	I		D	I		I		I						M	0	0	0, 4, 1		0	0
32	32	3/4	3/4	12/8	1	1	ii6		D	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
32	32	9/8	9/8	12/8	1	1	V		D	I		V		V						M	0	0	1, 5, 2		1	1
33	33	0	0	12/8	1	1	I		D	I		I		I						M	0	0	0, 4, 1		0	0
33	33	3/4	3/4	12/8	1	1	IV6		D	I		IV6		IV		6				M	0	0	3, 0, -1		-1	3
33	33	9/8	9/8	12/8	1	1	ii		D	I		ii		ii						m	0	0	2, -1, 3		2	2
34	34	0	0	12/8	1	1	V65		D	I		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
34	34	3/4	3/4	12/8	1	1	vi6		D	I		vi6		vi		6				m	0	0	0, 4, 3		3	0
35	35	0	0	12/8	1	1	viio6		D	I		viio6		vii	o	6				o	0	0	2, -1, 5		5	2
35	35	3/8	3/8	12/8	1	1	V43		D	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
35	35	3/4	3/4	12/8	1	1	I6		D	I		I6		I		6				M	0	0	4, 1, 0		0	4
35	35	9/8	9/8	12/8	1	1	vi7		D	I		vi7		vi		7				mm7	0	0	3, 0, 4, 1		3	3
36	36	0	0	12/8	1	1	V65/V		D	I		V65/V		V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
36	36	3/8	3/8	12/8	1	1	V		D	I		V		V						M	0	0	1, 5, 2		1	1
36	36	3/4	3/4	12/8	1	1	viio6/V		D	I		viio6/V		vii	o	6		V		o	0	0	3, 0, 6		6	3
36	36	9/8	9/8	12/8	1	1	iii6		D	I		iii6		iii		6				m	0	0	1, 5, 4		4	1
37	37	0	0	12/8	1	1	ii65		D	I		ii65		ii		65				mm7	0	0	-1, 3, 0, 2		2	-1
37	37	3/8	3/8	12/8	1	1	I6		D	I		I6		I		6				M	0	0	4, 1, 0		0	4
37	37	3/4	3/4	12/8	1	1	V.V7		D	V		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
37	37	9/8	9/8	12/8	1	1	vi6		D	V		vi6		vi		6				m	0	0	0, 4, 3		3	0
38	38	0	0	12/8	1	1	V65		D	V		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
38	38	3/4	3/4	12/8	1	1	V64		D	V		V64		V		64				M	0	0	2, 1, 5		1	2
38	38	9/8	9/8	12/8	1	1	V7		D	V		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
39	39	0	0	12/8	1	1	I\\		D	V		I		I					\\	M	0	0	0, 4, 1		0	0
39	39	3/8	3/8	12/8	1	1	V7(9)		D	V		V7(9)		V		7	9			Mm7	0	0	1, 5, 2, -1	3	1	1
39	39	3/4	3/4	12/8	1	1	I		D	V		I		I						M	0	0	0, 4, 1		0	0
39	39	9/8	9/8	12/8	1	1	V7		D	V		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
40	40	0	0	12/8	1	1	I		D	V		I		I						M	0	0	0, 4, 1		0	0
40	40	3/8	3/8	12/8	1	1	V		D	V		V		V						M	0	0	1, 5, 2		1	1
40	40	3/4	3/4	12/8	1	1	viio6/V		D	V		viio6/V		vii	o	6		V		o	0	0	3, 0, 6		6	3
40	40	9/8	9/8	12/8	1	1	V		D	V		V		V						M	0	0	1, 5, 2		1	1
41	41	0	0	12/8	1	1	viio/V		D	V		viio/V		vii	o			V		o	0	0	6, 3, 0		6	6
41	41	3/8	3/8	12/8	1	1	ii43/V		D	V		ii43/V		ii		43		V		mm7	0	0	4, 1, 3, 0		3	4
41	41	3/4	3/4	12/8	1	1	V7/V		D	V		V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
42	42	0	0	12/8	1	1	V\\		D	V		V		V					\\	M	0	0	1, 5, 2		1	1
42	42	3/8	3/8	12/8	1	1	V7(9)/V		D	V		V7(9)/V		V		7	9	V		Mm7	0	0	2, 6, 3, 0	4	2	2
42	42	3/4	3/4	12/8	1	1	V		D	V		V		V						M	0	0	1, 5, 2		1	1
42	42	9/8	9/8	12/8	1	1	V7/V		D	V		V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
43	43	0	0	12/8	1	1	V		D	V		V		V						M	0	0	1, 5, 2		1	1
43	43	3/8	3/8	12/8	1	1	V7(9)/V		D	V		V7(9)/V		V		7	9	V		Mm7	0	0	2, 6, 3, 0	4	2	2
43	43	3/4	3/4	12/8	1	1	V		D	V		V		V						M	0	0	1, 5, 2		1	1
43	43	9/8	9/8	12/8	1	1	V7/V		D	V		V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
44	44	0	0	12/8	1	1	IV		D	V		IV		IV						M	0	0	-1, 3, 0		-1	-1
44	44	3/8	3/8	12/8	1	1	V7/V		D	V		V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
44	44	3/4	3/4	12/8	1	1	V		D	V		V		V						M	0	0	1, 5, 2		1	1
44	44	9/8	9/8	12/8	1	1	V7/V		D	V		V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
45	45	0	0	12/8	1	1	V\\		D	V		V		V					\\	M	0	0	1, 5, 2		1	1
46	46	0	0	12/8	1	1	ii(2)/bIII		D	V		ii(2)/bIII		ii			2	bIII		m	0	0	1, -4, 0		-1	1
47	47	0	0	12/8	1	1	ii/bIII		D	V		ii/bIII		ii				bIII		m	0	0	-1, -4, 0		-1	-1
48	48	0	0	12/8	1	1	V43/bIII		D	V		V43/bIII		V		43		bIII		Mm7	0	0	-1, -4, -2, 2		-2	-1
48	48	3/4	3/4	12/8	1	1	V7/bIII		D	V		V7/bIII		V		7		bIII		Mm7	0	0	-2, 2, -1, -4		-2	-2
49	49	0	0	12/8	1	1	.bIII\\		D	V		bIII		bIII					\\	M	0	0	-3, 1, -2		-3	-3
50	50	0	0	12/8	1	1	viio(2)/bIII		D	V		viio(2)/bIII		vii	o		2	bIII		o	0	0	-3, -1, -4		2	-3
51	51	0	0	12/8	1	1	viio/bIII		D	V		viio/bIII		vii	o			bIII		o	0	0	2, -1, -4		2	2
52	52	0	0	12/8	1	1	V2/bVI		D	V		V2/bVI		V		2		bVI		Mm7	0	0	-5, -3, 1, -2		-3	-5
52	52	3/4	3/4	12/8	1	1	V7/bVI		D	V		V7/bVI		V		7		bVI		Mm7	0	0	-3, 1, -2, -5		-3	-3
53	53	0	0	12/8	1	1	.bVI\\		D	V		bVI		bVI					\\	M	0	0	-4, 0, -3		-4	-4
53	53	3/4	3/4	12/8	1	1	i64		D	V		i64		i		64				m	0	0	1, 0, -3		0	1
54	54	0	0	12/8	1	1	iv		D	V		iv		iv						m	0	0	-1, -4, 0		-1	-1
54	54	3/4	3/4	12/8	1	1	i6		D	V		i6		i		6				m	0	0	-3, 1, 0		0	-3
55	55	0	0	12/8	1	1	.bVI		D	V		bVI		bVI						M	0	0	-4, 0, -3		-4	-4
55	55	3/4	3/4	12/8	1	1	i64		D	V		i64		i		64				m	0	0	1, 0, -3		0	1
56	56	0	0	12/8	1	1	iv		D	V		iv		iv						m	0	0	-1, -4, 0		-1	-1
56	56	3/4	3/4	12/8	1	1	i6		D	V		i6		i		6				m	0	0	-3, 1, 0		0	-3
57	57	0	0	12/8	1	1	iv6		D	V		iv6		iv		6				m	0	0	-4, 0, -1		-1	-4
58	58	0	0	12/8	1	1	viio6/V		D	V		viio6/V		vii	o	6		V		o	0	0	3, 0, 6		6	3
59	59	0	0	12/8	1	1	V65		D	V		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
61	61	0	0	12/8	1	1	I[I		D	V	I	I		I						M	0	0	0, 4, 1		0	0
61	61	3/4	3/4	12/8	1	1	viio6		D	V	I	viio6		vii	o	6				o	0	0	2, -1, 5		5	2
61	61	9/8	9/8	12/8	1	1	I		D	V	I	I		I						M	0	0	0, 4, 1		0	0
62	62	0	0	12/8	1	1	ii6(2)		D	V	I	ii6(2)		ii		6	2			m	0	0	-1, 3, 4		2	-1
62	62	5/8	5/8	12/8	1	1	ii6		D	V	I	ii6		ii		6				m	0	0	-1, 3, 2		2	-1
62	62	3/4	3/4	12/8	1	1	V7		D	V	I	V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
63	63	0	0	12/8	1	1	I		D	V	I	I		I						M	0	0	0, 4, 1		0	0
63	63	3/4	3/4	12/8	1	1	viio6		D	V	I	viio6		vii	o	6				o	0	0	2, -1, 5		5	2
63	63	9/8	9/8	12/8	1	1	I		D	V	I	I		I						M	0	0	0, 4, 1		0	0
64	64	0	0	12/8	1	1	ii6(2)		D	V	I	ii6(2)		ii		6	2			m	0	0	-1, 3, 4		2	-1
64	64	5/8	5/8	12/8	1	1	ii6		D	V	I	ii6		ii		6				m	0	0	-1, 3, 2		2	-1
64	64	3/4	3/4	12/8	1	1	V7		D	V	I	V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
65	65	0	0	12/8	1	1	I]		D	V	I	I		I						M	0	0	0, 4, 1		0	0
65	65	3/4	3/4	12/8	1	1	IM65		D	V		IM65		I	M	65				MM7	0	0	4, 1, 5, 0		0	4
65	65	9/8	9/8	12/8	1	1	IV		D	V		IV		IV						M	0	0	-1, 3, 0		-1	-1
66	66	0	0	12/8	1	1	V(974)		D	V		V(974)		V			974			M	0	0	1, 0, 2	3, -1	1	1
66	66	3/4	3/4	12/8	1	1	V(64)		D	V		V(64)		V			64			M	0	0	1, 0, 4		1	1
67	67	0	0	12/8	1	1	V7(4)		D	V		V7(4)		V		7	4			Mm7	0	0	1, 0, 2, -1		1	1
67	67	3/8	3/8	12/8	1	1	V7		D	V		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
67	67	3/4	3/4	12/8	1	1	IV6		D	V		IV6		IV		6				M	0	0	3, 0, -1		-1	3
67	67	9/8	9/8	12/8	1	1	V65		D	V		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
68	68	0	0	12/8	1	1	I		D	V		I		I						M	0	0	0, 4, 1		0	0
68	68	3/4	3/4	12/8	1	1	I6\\		D	V		I6		I		6			\\	M	0	0	4, 1, 0		0	4
69	69	3/8	3/8	12/8	1	1	vi43		D	V		vi43		vi		43				mm7	0	0	4, 1, 3, 0		3	4
69	69	3/4	3/4	12/8	1	1	viio6		D	V		viio6		vii	o	6				o	0	0	2, -1, 5		5	2
69	69	9/8	9/8	12/8	1	1	I		D	V		I		I						M	0	0	0, 4, 1		0	0
70	70	0	0	12/8	1	1	V[vii%7/V		D	V	V	vii%7/V		vii	%	7		V		%7	0	0	6, 3, 0, 4		6	6
70	70	3/4	3/4	12/8	1	1	V2		D	V	V	V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
71	71	0	0	12/8	1	1	I6		D	V	V	I6		I		6				M	0	0	4, 1, 0		0	4
71	71	3/8	3/8	12/8	1	1	vii%2/V		D	V	V	vii%2/V		vii	%	2		V		%7	0	0	4, 6, 3, 0		6	4
71	71	3/4	3/4	12/8	1	1	viio6		D	V	V	viio6		vii	o	6				o	0	0	2, -1, 5		5	2
71	71	9/8	9/8	12/8	1	1	I		D	V	V	I		I						M	0	0	0, 4, 1		0	0
72	72	0	0	12/8	1	1	vii%7/V		D	V	V	vii%7/V		vii	%	7		V		%7	0	0	6, 3, 0, 4		6	6
72	72	3/4	3/4	12/8	1	1	V2		D	V	V	V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
72	72	9/8	9/8	12/8	1	1	V]		D	V	V	V		V						M	0	0	1, 5, 2		1	1
73	73	0	0	12/8	1	1	vi		D	V		vi		vi						m	0	0	3, 0, 4		3	3
73	73	3/4	3/4	12/8	1	1	IM43		D	V		IM43		I	M	43				MM7	0	0	1, 5, 0, 4		0	1
73	73	9/8	9/8	12/8	1	1	vii%7/V		D	V		vii%7/V		vii	%	7		V		%7	0	0	6, 3, 0, 4		6	6
74	74	3/4	3/4	12/8	1	1	V65/V		D	V		V65/V		V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
75	75	0	0	12/8	1	1	V(4)		D	V		V(4)		V			4			M	0	0	1, 0, 2		1	1
75	75	3/4	3/4	12/8	1	1	V		D	V		V		V						M	0	0	1, 5, 2		1	1
76	76	0	0	12/8	1	1	ii/IV		D	V		ii/IV		ii				IV		m	0	0	1, -2, 2		1	1
76	76	3/4	3/4	12/8	1	1	V7/IV		D	V		V7/IV		V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
77	77	0	0	12/8	1	1	IV		D	V		IV		IV						M	0	0	-1, 3, 0		-1	-1
77	77	3/8	3/8	12/8	1	1	V6/vi		D	V		V6/vi		V		6		vi		M	0	0	8, 5, 4		4	8
77	77	3/4	3/4	12/8	1	1	IV6		D	V		IV6		IV		6				M	0	0	3, 0, -1		-1	3
77	77	9/8	9/8	12/8	1	1	#viio6/vi		D	V		#viio6/vi		#vii	o	6		vi		o	0	0	5, 2, 8		8	5
78	78	0	0	12/8	1	1	vi6		D	V		vi6		vi		6				m	0	0	0, 4, 3		3	0
78	78	3/8	3/8	12/8	1	1	viio65		D	V		viio65		vii	o	65				o7	0	0	2, -1, -4, 5		5	2
78	78	3/4	3/4	12/8	1	1	I6		D	V		I6		I		6				M	0	0	4, 1, 0		0	4
78	78	9/8	9/8	12/8	1	1	ii6		D	V		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
79	79	0	0	12/8	1	1	V(64)		D	V		V(64)		V			64			M	0	0	1, 0, 4		1	1
79	79	3/4	3/4	12/8	1	1	V2		D	V		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
80	80	0	0	12/8	1	1	I6\\		D	V		I6		I		6			\\	M	0	0	4, 1, 0		0	4
80	80	3/4	3/4	12/8	1	1	V43		D	V		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
82	82	0	0	12/8	1	1	I6		D	V		I6		I		6				M	0	0	4, 1, 0		0	4
82	82	3/4	3/4	12/8	1	1	V43		D	V		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
84	84	0	0	12/8	1	1	I6		D	V		I6		I		6				M	0	0	4, 1, 0		0	4
84	84	3/4	3/4	12/8	1	1	V65/IV		D	V		V65/IV		V		65		IV		Mm7	0	0	4, 1, -2, 0		0	4
84	84	9/8	9/8	12/8	1	1	IV		D	V		IV		IV						M	0	0	-1, 3, 0		-1	-1
85	85	0	0	12/8	1	1	V64/IV		D	V		V64/IV		V		64		IV		M	0	0	1, 0, 4		0	1
85	85	3/8	3/8	12/8	1	1	IV6		D	V		IV6		IV		6				M	0	0	3, 0, -1		-1	3
85	85	3/4	3/4	12/8	1	1	V2/IV		D	V		V2/IV		V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
85	85	9/8	9/8	12/8	1	1	V6(9)/IV		D	V		V6(9)/IV		V		6	9	IV		M	0	0	4, 1, 0	2	0	4
86	86	0	0	12/8	1	1	I6		D	V		I6		I		6				M	0	0	4, 1, 0		0	4
86	86	3/8	3/8	12/8	1	1	IV		D	V		IV		IV						M	0	0	-1, 3, 0		-1	-1
86	86	3/4	3/4	12/8	1	1	I64		D	V		I64		I		64				M	0	0	1, 0, 4		0	1
86	86	9/8	9/8	12/8	1	1	#viio43/iii		D	V		#viio43/iii		#vii	o	43		iii		o7	0	0	3, 0, 9, 6		9	3
87	87	0	0	12/8	1	1	V(64)		D	V		V(64)		V			64			M	0	0	1, 0, 4		1	1
87	87	3/4	3/4	12/8	1	1	V7		D	V		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
88	88	0	0	12/8	1	1	I6\\		D	V		I6		I		6			\\	M	0	0	4, 1, 0		0	4
90	90	0	0	12/8	1	1	#viio65/ii		D	V		#viio65/ii		#vii	o	65		ii		o7	0	0	4, 1, -2, 7		7	4
92	92	0	0	12/8	1	1	ii6		D	V		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
94	94	0	0	12/8	1	1	#viio65/iii		D	V		#viio65/iii		#vii	o	65		iii		o7	0	0	6, 3, 0, 9		9	6
96	96	0	0	12/8	1	1	iii6	V(64)	D	V		iii6		iii		6				m	0	0	1, 5, 4		4	1
96	96	3/4	3/4	12/8	1	1	I		D	V		I		I						M	0	0	0, 4, 1		0	0
96	96	9/8	9/8	12/8	1	1	ii	viio6	D	V		ii		ii						m	0	0	2, -1, 3		2	2
97	97	0	0	12/8	1	1	I		D	V		I		I						M	0	0	0, 4, 1		0	0
97	97	3/8	3/8	12/8	1	1	V(64)		D	V		V(64)		V			64			M	0	0	1, 0, 4		1	1
97	97	3/4	3/4	12/8	1	1	V		D	V		V		V						M	0	0	1, 5, 2		1	1
97	97	9/8	9/8	12/8	1	1	viio64		D	V		viio64		vii	o	64				o	0	0	-1, 5, 2		5	-1
98	98	0	0	12/8	1	1	I6		D	V		I6		I		6				M	0	0	4, 1, 0		0	4
98	98	3/4	3/4	12/8	1	1	V7/V		D	V		V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
98	98	9/8	9/8	12/8	1	1	viio6		D	V		viio6		vii	o	6				o	0	0	2, -1, 5		5	2
99	99	0	0	12/8	1	1	I64		D	V		I64		I		64				M	0	0	1, 0, 4		0	1
99	99	3/4	3/4	12/8	1	1	V65/V		D	V		V65/V		V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
99	99	9/8	9/8	12/8	1	1	viio64		D	V		viio64		vii	o	64				o	0	0	-1, 5, 2		5	-1
100	100	0	0	12/8	1	1	I6		D	V		I6		I		6				M	0	0	4, 1, 0		0	4
100	100	3/8	3/8	12/8	1	1	V43/ii		D	V		V43/ii		V		43		ii		Mm7	0	0	4, 1, 3, 7		3	4
100	100	3/4	3/4	12/8	1	1	V/V		D	V		V/V		V				V		M	0	0	2, 6, 3		2	2
100	100	9/8	9/8	12/8	1	1	#viio7/vi		D	V		#viio7/vi		#vii	o	7		vi		o7	0	0	8, 5, 2, -1		8	8
101	101	0	0	12/8	1	1	vi		D	V		vi		vi						m	0	0	3, 0, 4		3	3
101	101	3/4	3/4	12/8	1	1	V43/IV		D	V		V43/IV		V		43		IV		Mm7	0	0	1, -2, 0, 4		0	1
102	102	0	0	12/8	1	1	IV		D	V		IV		IV						M	0	0	-1, 3, 0		-1	-1
102	102	3/4	3/4	12/8	1	1	I6		D	V		I6		I		6				M	0	0	4, 1, 0		0	4
102	102	9/8	9/8	12/8	1	1	#viio64/iii		D	V		#viio64/iii		#vii	o	64		iii		o	0	0	3, 9, 6		9	3
103	103	0	0	12/8	1	1	V(64)		D	V		V(64)		V			64			M	0	0	1, 0, 4		1	1
103	103	3/8	3/8	12/8	1	1	#viio64/iii		D	V		#viio64/iii		#vii	o	64		iii		o	0	0	3, 9, 6		9	3
103	103	3/4	3/4	12/8	1	1	V(64)		D	V		V(64)		V			64			M	0	0	1, 0, 4		1	1
