mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2.0	0	0	4/4	4	1	Eb.I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
1	1	2	2	2.0	1/2	1/2	4/4	4	1	V7/IV	Eb	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
2	2	4	4	4.5	0	0	4/4	4	1	IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
3	3	17/2	17/2	0.5	1/8	1/8	4/4	4	1	V2	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
3	3	9	9	0.5	1/4	1/4	4/4	4	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
3	3	19/2	19/2	0.5	3/8	3/8	4/4	4	1	V43	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
3	3	10	10	1.0	1/2	1/2	4/4	4	1	I(74)	Eb	I		I(74)		I			74				M	0	0	0, -1, 1	5	0	0
3	3	11	11	1.0	3/4	3/4	4/4	4	1	I\\	Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
4	4	12	12	4.0	0	0	4/4	4	1	iv6/iii	Eb	I		iv6/iii		iv		6		iii			m	0	0	0, 4, 3		3	0
5	5	16	16	4.5	0	0	4/4	4	1	V7/iii	Eb	I		V7/iii		V		7		iii			Mm7	0	0	5, 9, 6, 3		5	5
6	6	41/2	41/2	0.5	1/8	1/8	4/4	4	1	vi	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
6	6	21	21	1.0	1/4	1/4	4/4	4	1	vi6	Eb	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
6	6	22	22	1.0	1/2	1/2	4/4	4	1	viio64/V	Eb	I		viio64/V		vii	o	64		V			o	0	0	0, 6, 3		6	0
6	6	23	23	1.0	3/4	3/4	4/4	4	1	#viio6/vi	Eb	I		#viio6/vi		#vii	o	6		vi			o	0	0	5, 2, 8		8	5
7	7	24	24	1.0	0	0	4/4	4	1	#viio6(2)/vi	Eb	I		#viio6(2)/vi		#vii	o	6	2	vi			o	0	0	5, 2, 3		8	5
7	7	25	25	1.0	1/4	1/4	4/4	4	1	V64(b5)/vi	Eb	I		V64(b5)/vi		V		64	b5	vi			M	0	0	-2, 4, 8		4	-2
7	7	26	26	1.0	1/2	1/2	4/4	4	1	V65(6)/ii	Eb	I		V65(6)/ii		V		65	6	ii			Mm7	0	0	7, -1, 1, 3		3	7
7	7	27	27	1.0	3/4	3/4	4/4	4	1	V65/ii	Eb	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
8	8	28	28	0.5	0	0	4/4	4	1	ii(9)	Eb	I		ii(9)		ii			9				m	0	0	2, -1, 3	4	2	2
8	8	57/2	57/2	0.5	1/8	1/8	4/4	4	1	ii	Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
8	8	29	29	1.0	1/4	1/4	4/4	4	1	ii6	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
8	8	30	30	1.0	1/2	1/2	4/4	4	1	V7(4)	Eb	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
8	8	31	31	0.5	3/4	3/4	4/4	4	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	63/2	63/2	1.5	7/8	7/8	4/4	4	1	V7(9)	Eb	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
9	9	33	33	0.5	1/4	1/4	4/4	4	1	V6(6)	Eb	I		V6(6)		V		6	6				M	0	0	5, 4, 1		1	5
9	9	67/2	67/2	0.5	3/8	3/8	4/4	4	1	V65	Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
9	9	34	34	1.0	1/2	1/2	4/4	4	1	I(94)	Eb	I		I(94)		I			94				M	0	0	0, -1, 1	2	0	0
9	9	35	35	0.5	3/4	3/4	4/4	4	1	I\\	Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
9	9	71/2	71/2	0.5	7/8	7/8	4/4	4	1	vi	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
10	10	36	36	1.0	0	0	4/4	4	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
10	10	37	37	0.5	1/4	1/4	4/4	4	1	V43	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
10	10	75/2	75/2	0.5	3/8	3/8	4/4	4	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
10	10	38	38	1.0	1/2	1/2	4/4	4	1	ii6(#7)	Eb	I		ii6(#7)		ii		6	#7				m	0	0	-1, 3, 7		2	-1
10	10	39	39	0.5	3/4	3/4	4/4	4	1	ii6	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
10	10	79/2	79/2	0.5	7/8	7/8	4/4	4	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
11	11	40	40	0.5	0	0	4/4	4	1	vi6	Eb	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
11	11	81/2	81/2	0.5	1/8	1/8	4/4	4	1	ii2	Eb	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
11	11	41	41	0.5	1/4	1/4	4/4	4	1	ii6	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
11	11	83/2	83/2	0.5	3/8	3/8	4/4	4	1	bVII64	Eb	I		bVII64		bVII		64					M	0	0	-1, -2, 2		-2	-1
11	11	42	42	1.0	1/2	1/2	4/4	4	1	V43(4)/IV	Eb	I		V43(4)/IV		V		43	4	IV			Mm7	0	0	1, -2, 0, -1		0	1
11	11	43	43	0.5	3/4	3/4	4/4	4	1	V43/IV	Eb	I		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
11	11	87/2	87/2	0.5	7/8	7/8	4/4	4	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
12	12	44	44	1.0	0	0	4/4	4	1	V7/IV	Eb	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
12	12	45	45	1.0	1/4	1/4	4/4	4	1	viio6/IV	Eb	I		viio6/IV		vii	o	6		IV			o	0	0	1, -2, 4		4	1
12	12	46	46	1.0	1/2	1/2	4/4	4	1	V43/V	Eb	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
12	12	47	47	0.5	3/4	3/4	4/4	4	1	viio6/V	Eb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
12	12	95/2	95/2	0.5	7/8	7/8	4/4	4	1	viio64/V	Eb	I		viio64/V		vii	o	64		V			o	0	0	0, 6, 3		6	0
13	13	48	48	0.5	0	0	4/4	4	1	iv6	Eb	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
13	13	97/2	97/2	1.0	1/8	1/8	4/4	4	1	iv64	Eb	I		iv64		iv		64					m	0	0	0, -1, -4		-1	0
13	13	99/2	99/2	0.5	3/8	3/8	4/4	4	1	iv6	Eb	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
13	13	50	50	0.5	1/2	1/2	4/4	4	1	I64	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
13	13	101/2	101/2	1.0	5/8	5/8	4/4	4	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
13	13	103/2	103/2	0.5	7/8	7/8	4/4	4	1	I64	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
14	14	52	52	2.0	0	0	4/4	4	1	viio7/V	Eb	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
14	14	54	54	0.5	1/2	1/2	4/4	4	1	V2(4)	Eb	I		V2(4)		V		2	4				Mm7	0	0	-1, 1, 0, 2		1	-1
14	14	109/2	109/2	1.5	5/8	5/8	4/4	4	1	V2	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
15	15	56	56	1.5	0	0	4/4	4	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
15	15	115/2	115/2	0.5	3/8	3/8	4/4	4	1	V7/vi	Eb	I		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
15	15	58	58	1.0	1/2	1/2	4/4	4	1	IV(11)	Eb	I		IV(11)		IV			11				M	0	0	-1, 3, 0	5	-1	-1
15	15	59	59	4.0	3/4	3/4	4/4	4	1	IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
16	16	63	63	0.5	3/4	3/4	4/4	4	1	ii	Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
16	16	127/2	127/2	0.5	7/8	7/8	4/4	4	1	ii7	Eb	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
17	17	64	64	2.0	0	0	4/4	4	1	V43(4)	Eb	I		V43(4)		V		43	4				Mm7	0	0	2, -1, 1, 0		1	2
17	17	66	66	1.0	1/2	1/2	4/4	4	1	V43\\	Eb	I		V43		V		43				\\	Mm7	0	0	2, -1, 1, 5		1	2
18	17	67	67	1.0	0	3/4	4/4	4	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
19	18	68	68	1.0	0	0	4/4	4	1	vi	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
19	18	69	69	1.0	1/4	1/4	4/4	4	1	viio6/V	Eb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
19	18	70	70	2.0	1/2	1/2	4/4	4	1	V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
20	19	72	72	1.0	0	0	4/4	4	1	IV(11)	Eb	I		IV(11)		IV			11				M	0	0	-1, 3, 0	5	-1	-1
20	19	73	73	1.0	1/4	1/4	4/4	4	1	vii%43	Eb	I		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
20	19	74	74	1.0	1/2	1/2	4/4	4	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
20	19	75	75	1.0	3/4	3/4	4/4	4	1	vi43	Eb	I		vi43		vi		43					mm7	0	0	4, 1, 3, 0		3	4
21	20	76	76	2.0	0	0	4/4	4	1	ii(94)	Eb	I		ii(94)		ii			94				m	0	0	2, 1, 3	4	2	2
21	20	78	78	1.0	1/2	1/2	4/4	4	1	V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
21	20	79	79	1.0	3/4	3/4	4/4	4	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
22	21	80	80	3.0	0	0	4/4	4	1	I\\	Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
22	21	83	83	1.0	3/4	3/4	4/4	4	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
23	22	84	84	1.0	0	0	4/4	4	1	ii65(2)	Eb	I		ii65(2)		ii		65	2				mm7	0	0	-1, 3, 0, 4		2	-1
23	22	85	85	1.0	1/4	1/4	4/4	4	1	ii65	Eb	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
23	22	86	86	1.0	1/2	1/2	4/4	4	1	V43(9)/IV	Eb	I		V43(9)/IV		V		43	9	IV			Mm7	0	0	1, -2, 0, 4	2	0	1
23	22	87	87	1.0	3/4	3/4	4/4	4	1	V43/IV	Eb	I		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
24	23	88	88	1.0	0	0	4/4	4	1	IV6(7)	Eb	I		IV6(7)		IV		6	7				M	0	0	3, 0, 4		-1	3
24	23	89	89	1.0	1/4	1/4	4/4	4	1	IV6	Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
24	23	90	90	2.0	1/2	1/2	4/4	4	1	I(64)	Eb	I		I(64)		I			64				M	0	0	0, -1, 3		0	0
25	24	92	92	2.0	0	0	4/4	4	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
