mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
8	8	31	31	1.0	3/4	3/4	4/4	4	1		iio6]	e	i	ii	iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
9	9	32	32	1.0	0	0	4/4	4	1		V7(94)	e	i		V7(94)		V		7	94				Mm7	1	1	1, 0, 2, -1	-4	1	1
9	9	33	33	1.0	1/4	1/4	4/4	4	1		V7(9)	e	i		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
9	9	34	34	1.0	1/2	1/2	4/4	4	1		V(6)	e	i		V(6)		V			6				M	1	1	1, 5, -3		1	1
9	9	35	35	1.0	3/4	3/4	4/4	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
10	10	36	36	4.0	0	0	4/4	4	1		i	e	i		i		i							m	1	1	0, -3, 1		0	0
11	11	40	40	2.0	0	0	4/4	4	1		V2(9)/V	e	i		V2(9)/V		V		2	9	V			Mm7	1	1	0, 2, 6, 3	4	2	0
11	11	42	42	2.0	1/2	1/2	4/4	4	1		V2/V	e	i		V2/V		V		2		V			Mm7	1	1	0, 2, 6, 3		2	0
12	12	44	44	2.0	0	0	4/4	4	1		V(4)	e	i		V(4)		V			4				M	1	1	1, 0, 2		1	1
12	12	46	46	2.0	1/2	1/2	4/4	4	1		V	e	i		V		V							M	1	1	1, 5, 2		1	1
13	13	48	48	1.0	0	0	4/4	4	1		V7(4)/iv	e	i		V7(4)/iv		V		7	4	iv			Mm7	1	1	0, -1, 1, -2		0	0
13	13	49	49	1.0	1/4	1/4	4/4	4	1		V7(b9)/iv	e	i		V7(b9)/iv		V		7	b9	iv			Mm7	1	1	0, 4, 1, -2	-12	0	0
13	13	50	50	1.0	1/2	1/2	4/4	4	1		V(6)/iv	e	i		V(6)/iv		V			6	iv			M	1	1	0, 4, -4		0	0
13	13	51	51	1.0	3/4	3/4	4/4	4	1		V7/iv	e	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
14	14	52	52	1.0	0	0	4/4	4	1		iv(11)	e	i		iv(11)		iv			11				m	1	1	-1, -4, 0	-2	-1	-1
14	14	53	53	1.0	1/4	1/4	4/4	4	1		iv	e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
14	14	54	54	1.0	1/2	1/2	4/4	4	1		V7/iv	e	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
14	14	55	55	1.0	3/4	3/4	4/4	4	1		V(64)/iv	e	i		V(64)/iv		V			64	iv			M	1	1	0, -1, -4		0	0
15	15	56	56	1.0	0	0	4/4	4	1		V7(b94)/iv	e	i		V7(b94)/iv		V		7	b94	iv			Mm7	1	1	0, -1, 1, -2	-12	0	0
15	15	57	57	1.0	1/4	1/4	4/4	4	1		V7(b9)/iv	e	i		V7(b9)/iv		V		7	b9	iv			Mm7	1	1	0, 4, 1, -2	-12	0	0
15	15	58	58	1.0	1/2	1/2	4/4	4	1		V(6)/iv	e	i		V(6)/iv		V			6	iv			M	1	1	0, 4, -4		0	0
15	15	59	59	1.0	3/4	3/4	4/4	4	1		V7/iv	e	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
16	16	60	60	1.0	0	0	4/4	4	1		iv(11)	e	i		iv(11)		iv			11				m	1	1	-1, -4, 0	-2	-1	-1
16	16	61	61	1.0	1/4	1/4	4/4	4	1		iv	e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
16	16	62	62	1.0	1/2	1/2	4/4	4	1		V7/iv	e	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
16	16	63	63	1.0	3/4	3/4	4/4	4	1		V(64)/iv	e	i		V(64)/iv		V			64	iv			M	1	1	0, -1, -4		0	0
17	17	64	64	1.0	0	0	4/4	4	1		ii%7	e	i		ii%7		ii	%	7					%7	1	1	2, -1, -4, 0		2	2
17	17	65	65	1.0	1/4	1/4	4/4	4	1		#viio65	e	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
17	17	66	66	1.0	1/2	1/2	4/4	4	1		V(6)	e	i		V(6)		V			6				M	1	1	1, 5, -3		1	1
17	17	67	67	1.0	3/4	3/4	4/4	4	1		V2	e	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
18	18	68	68	4.0	0	0	4/4	4	1		i6	e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
19	19	72	72	0.5	0	0	4/4	4	1		iv[VII6	e	i	iv	VII6		VII		6					M	1	1	2, -1, -2		-2	2
19	19	145/2	145/2	0.5	1/8	1/8	4/4	4	1		VI6	e	i	iv	VI6		VI		6					M	1	1	0, -3, -4		-4	0
19	19	73	73	0.5	1/4	1/4	4/4	4	1		iio6	e	i	iv	iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
19	19	147/2	147/2	0.5	3/8	3/8	4/4	4	1		i6	e	i	iv	i6		i		6					m	1	1	-3, 1, 0		0	-3
19	19	74	74	0.5	1/2	1/2	4/4	4	1		VII6	e	i	iv	VII6		VII		6					M	1	1	2, -1, -2		-2	2
19	19	149/2	149/2	0.5	5/8	5/8	4/4	4	1		VI6	e	i	iv	VI6		VI		6					M	1	1	0, -3, -4		-4	0
19	19	75	75	0.5	3/4	3/4	4/4	4	1		v6	e	i	iv	v6		v		6					m	1	1	-2, 2, 1		1	-2
19	19	151/2	151/2	0.5	7/8	7/8	4/4	4	1		iv6]	e	i	iv	iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
20	20	76	76	0.5	0	0	4/4	4	1		V[V(6)	e	i	V	V(6)		V			6				M	1	1	1, 5, -3		1	1
20	20	153/2	153/2	0.5	1/8	1/8	4/4	4	1		VI	e	i	V	VI		VI							M	1	1	-4, 0, -3		-4	-4
20	20	77	77	0.5	1/4	1/4	4/4	4	1		III6	e	i	V	III6		III		6					M	1	1	1, -2, -3		-3	1
20	20	155/2	155/2	0.5	3/8	3/8	4/4	4	1		iv	e	i	V	iv		iv							m	1	1	-1, -4, 0		-1	-1
20	20	78	78	0.5	1/2	1/2	4/4	4	1		i6]	e	i	V	i6		i		6					m	1	1	-3, 1, 0		0	-3
20	20	157/2	157/2	0.5	5/8	5/8	4/4	4	1		iio6(+4)	e	i		iio6(+4)		ii	o	6	+4				o	1	1	-1, -4, 2	1	2	-1
20	20	79	79	0.5	3/4	3/4	4/4	4	1		i6	e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
20	20	159/2	159/2	0.5	7/8	7/8	4/4	4	1		V43	e	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
21	21	80	80	1.0	0	0	4/4	4	1		i6	e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
21	21	81	81	1.0	1/4	1/4	4/4	4	1		V43	e	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
21	21	82	82	1.0	1/2	1/2	4/4	4	1		i	e	i		i		i							m	1	1	0, -3, 1		0	0
21	21	83	83	1.0	3/4	3/4	4/4	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
22	22	84	84	2.0	0	0	4/4	4	1		i	e	i		i		i							m	1	1	0, -3, 1		0	0
22	22	86	86	0.5	1/2	1/2	4/4	4	1		#viio(+2)	e	i		#viio(+2)		#vii	o		+2				o	1	1	5, 2, -1	0	5	5
22	22	173/2	173/2	0.5	5/8	5/8	4/4	4	1		V(64)	e	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
22	22	87	87	0.5	3/4	3/4	4/4	4	1		iio6	e	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
22	22	175/2	175/2	0.5	7/8	7/8	4/4	4	1		i6	e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
23	23	88	88	0.5	0	0	4/4	4	1		VII64	e	i		VII64		VII		64					M	1	1	-1, -2, 2		-2	-1
23	23	177/2	177/2	0.5	1/8	1/8	4/4	4	1		iv	e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
23	23	89	89	0.5	1/4	1/4	4/4	4	1		iio	e	i		iio		ii	o						o	1	1	2, -1, -4		2	2
23	23	179/2	179/2	0.5	3/8	3/8	4/4	4	1		i6(+2)	e	i		i6(+2)		i		6	+2				m	1	1	-3, 1, 0	2	0	-3
23	23	90	90	0.5	1/2	1/2	4/4	4	1		VII6(+4)	e	i		VII6(+4)		VII		6	+4				M	1	1	2, -1, -2	-3	-2	2
23	23	181/2	181/2	0.5	5/8	5/8	4/4	4	1		VI64	e	i		VI64		VI		64					M	1	1	-3, -4, 0		-4	-3
23	23	91	91	0.5	3/4	3/4	4/4	4	1		v2	e	i		v2		v		2					mm7	1	1	-1, 1, -2, 2		1	-1
23	23	183/2	183/2	0.5	7/8	7/8	4/4	4	1		iv	e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
24	24	92	92	1.0	0	0	4/4	4	1		V(6)	e	i		V(6)		V			6				M	1	1	1, 5, -3		1	1
24	24	93	93	1.0	1/4	1/4	4/4	4	1		iio64	e	i		iio64		ii	o	64					o	1	1	-4, 2, -1		2	-4
24	24	94	94	1.0	1/2	1/2	4/4	4	1		V(64)	e	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
24	24	95	95	1.0	3/4	3/4	4/4	4	1		V	e	i		V		V							M	1	1	1, 5, 2		1	1
25	25	96	96	2.0	0	0	4/4	4	1		i\\	e	i		i		i						\\	m	1	1	0, -3, 1		0	0
25	25	98	98	1.0	1/2	1/2	4/4	4	1		i64	e	i		i64		i		64					m	1	1	1, 0, -3		0	1
25	25	99	99	1.0	3/4	3/4	4/4	4	1		i	e	i		i		i							m	1	1	0, -3, 1		0	0
26	26	100	100	1.0	0	0	4/4	4	1		iio64	e	i		iio64		ii	o	64					o	1	1	-4, 2, -1		2	-4
26	26	101	101	1.0	1/4	1/4	4/4	4	1		iio	e	i		iio		ii	o						o	1	1	2, -1, -4		2	2
26	26	102	102	1.0	1/2	1/2	4/4	4	1		iio64	e	i		iio64		ii	o	64					o	1	1	-4, 2, -1		2	-4
26	26	103	103	1.0	3/4	3/4	4/4	4	1		iio	e	i		iio		ii	o						o	1	1	2, -1, -4		2	2
27	27	104	104	1.0	0	0	4/4	4	1		#viio	e	i		#viio		#vii	o						o	1	1	5, 2, -1		5	5
27	27	105	105	1.0	1/4	1/4	4/4	4	1		ii%43	e	i		ii%43		ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
27	27	106	106	1.5	1/2	1/2	4/4	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
27	27	215/2	215/2	0.5	7/8	7/8	4/4	4	1		#viio2	e	i		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
28	28	108	108	0.5	0	0	4/4	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
28	28	217/2	217/2	0.5	1/8	1/8	4/4	4	1		#viio	e	i		#viio		#vii	o						o	1	1	5, 2, -1		5	5
28	28	109	109	0.5	1/4	1/4	4/4	4	1		iio	e	i		iio		ii	o						o	1	1	2, -1, -4		2	2
28	28	219/2	219/2	0.5	3/8	3/8	4/4	4	1		iio6	e	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
28	28	110	110	0.5	1/2	1/2	4/4	4	1		iio	e	i		iio		ii	o						o	1	1	2, -1, -4		2	2
28	28	221/2	221/2	0.5	5/8	5/8	4/4	4	1		#viio	e	i		#viio		#vii	o						o	1	1	5, 2, -1		5	5
28	28	111	111	0.5	3/4	3/4	4/4	4	1		V	e	i		V		V							M	1	1	1, 5, 2		1	1
28	28	223/2	223/2	0.5	7/8	7/8	4/4	4	1		#viio6	e	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
29	29	112	112	2.0	0	0	4/4	4	1		i\\	e	i		i		i						\\	m	1	1	0, -3, 1		0	0
29	29	114	114	1.0	1/2	1/2	4/4	4	1		i2	e	i		i2		i		2					mm7	1	1	-2, 0, -3, 1		0	-2
29	29	115	115	0.5	3/4	3/4	4/4	4	1		VI	e	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
29	29	231/2	231/2	0.5	7/8	7/8	4/4	4	1		i43	e	i		i43		i		43					mm7	1	1	1, -2, 0, -3		0	1
30	30	116	116	1.0	0	0	4/4	4	1		iv	e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
30	30	117	117	0.5	1/4	1/4	4/4	4	1		ii%43	e	i		ii%43		ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
30	30	235/2	235/2	0.5	3/8	3/8	4/4	4	1		iio6	e	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
30	30	118	118	1.0	1/2	1/2	4/4	4	1		iio	e	i		iio		ii	o						o	1	1	2, -1, -4		2	2
30	30	119	119	1.0	3/4	3/4	4/4	4	1		iio6	e	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
31	31	120	120	0.5	0	0	4/4	4	1		V	e	i		V		V							M	1	1	1, 5, 2		1	1
31	31	241/2	241/2	0.5	1/8	1/8	4/4	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
31	31	121	121	0.5	1/4	1/4	4/4	4	1		#viio6	e	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
31	31	243/2	243/2	0.5	3/8	3/8	4/4	4	1		#viio2	e	i		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
31	31	122	122	1.5	1/2	1/2	4/4	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
31	31	247/2	247/2	0.5	7/8	7/8	4/4	4	1		#viio2	e	i		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
32	32	124	124	0.5	0	0	4/4	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
32	32	249/2	249/2	0.5	1/8	1/8	4/4	4	1		#viio	e	i		#viio		#vii	o						o	1	1	5, 2, -1		5	5
32	32	125	125	0.5	1/4	1/4	4/4	4	1		iio	e	i		iio		ii	o						o	1	1	2, -1, -4		2	2
32	32	251/2	251/2	0.5	3/8	3/8	4/4	4	1		iio6	e	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
32	32	126	126	0.5	1/2	1/2	4/4	4	1		iio	e	i		iio		ii	o						o	1	1	2, -1, -4		2	2
32	32	253/2	253/2	0.5	5/8	5/8	4/4	4	1		#viio	e	i		#viio		#vii	o						o	1	1	5, 2, -1		5	5
32	32	127	127	0.5	3/4	3/4	4/4	4	1		V	e	i		V		V							M	1	1	1, 5, 2		1	1
32	32	255/2	255/2	0.5	7/8	7/8	4/4	4	1		#viio6	e	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
33	33	128	128	1.0	0	0	4/4	4	1		i\\	e	i		i		i						\\	m	1	1	0, -3, 1		0	0
33	33	129	129	0.5	1/4	1/4	4/4	4	1		i64	e	i		i64		i		64					m	1	1	1, 0, -3		0	1
33	33	259/2	259/2	0.5	3/8	3/8	4/4	4	1		i6	e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
33	33	130	130	1.0	1/2	1/2	4/4	4	1		i	e	i		i		i							m	1	1	0, -3, 1		0	0
33	33	131	131	1.0	3/4	3/4	4/4	4	1		III.IV6	e	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
34	34	132	132	1.0	0	0	4/4	4	1		V65	e	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
34	34	133	133	0.5	1/4	1/4	4/4	4	1		V43	e	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
34	34	267/2	267/2	0.5	3/8	3/8	4/4	4	1		V2	e	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
34	34	134	134	0.5	1/2	1/2	4/4	4	1		V43	e	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
34	34	269/2	269/2	0.5	5/8	5/8	4/4	4	1		V6	e	III		V6		V		6					M	1	0	5, 2, 1		1	5
34	34	135	135	0.5	3/4	3/4	4/4	4	1		V	e	III		V		V							M	1	0	1, 5, 2		1	1
34	34	271/2	271/2	0.5	7/8	7/8	4/4	4	1		V43	e	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
35	35	136	136	1.0	0	0	4/4	4	1		I	e	III		I		I							M	1	0	0, 4, 1		0	0
35	35	137	137	0.5	1/4	1/4	4/4	4	1		I64	e	III		I64		I		64					M	1	0	1, 0, 4		0	1
35	35	275/2	275/2	0.5	3/8	3/8	4/4	4	1		I6	e	III		I6		I		6					M	1	0	4, 1, 0		0	4
35	35	138	138	0.5	1/2	1/2	4/4	4	1		I	e	III		I		I							M	1	0	0, 4, 1		0	0
35	35	277/2	277/2	1.5	5/8	5/8	4/4	4	1		iv6/iii	e	III		iv6/iii		iv		6		iii			m	1	0	0, 4, 3		3	0
36	36	140	140	2.5	0	0	4/4	4	1		V7/iii	e	III		V7/iii		V		7		iii			Mm7	1	0	5, 9, 6, 3		5	5
36	36	285/2	285/2	0.5	5/8	5/8	4/4	4	1		#viio/iii	e	III		#viio/iii		#vii	o			iii			o	1	0	9, 6, 3		9	9
36	36	143	143	0.5	3/4	3/4	4/4	4	1		V43/iii	e	III		V43/iii		V		43		iii			Mm7	1	0	6, 3, 5, 9		5	6
36	36	287/2	287/2	0.5	7/8	7/8	4/4	4	1		V7/iii	e	III		V7/iii		V		7		iii			Mm7	1	0	5, 9, 6, 3		5	5
37	37	144	144	2.5	0	0	4/4	4	1		iii64	e	III		iii64		iii		64					m	1	0	5, 4, 1		4	5
37	37	293/2	293/2	0.5	5/8	5/8	4/4	4	1		iii	e	III		iii		iii							m	1	0	4, 1, 5		4	4
37	37	147	147	0.5	3/4	3/4	4/4	4	1		iii6	e	III		iii6		iii		6					m	1	0	1, 5, 4		4	1
37	37	295/2	295/2	0.5	7/8	7/8	4/4	4	1		iii64	e	III		iii64		iii		64					m	1	0	5, 4, 1		4	5
38	38	148	148	0.5	0	0	4/4	4	1		iio6/iii	e	III		iio6/iii		ii	o	6		iii			o	1	0	3, 0, 6		6	3
38	38	297/2	297/2	0.5	1/8	1/8	4/4	4	1		iio64/iii	e	III		iio64/iii		ii	o	64		iii			o	1	0	0, 6, 3		6	0
38	38	149	149	0.5	1/4	1/4	4/4	4	1		#viio65/iii	e	III		#viio65/iii		#vii	o	65		iii			o7	1	0	6, 3, 0, 9		9	6
38	38	299/2	299/2	0.5	3/8	3/8	4/4	4	1		V2/iii	e	III		V2/iii		V		2		iii			Mm7	1	0	3, 5, 9, 6		5	3
38	38	150	150	1.0	1/2	1/2	4/4	4	1		viio2/VII	e	III		viio2/VII		vii	o	2		VII			o7	1	0	1, 10, 7, 4		10	1
38	38	151	151	1.0	3/4	3/4	4/4	4	1		viio7/VII	e	III		viio7/VII		vii	o	7		VII			o7	1	0	10, 7, 4, 1		10	10
39	39	152	152	1.0	0	0	4/4	4	1		V7/iii\\	e	III		V7/iii		V		7		iii		\\	Mm7	1	0	5, 9, 6, 3		5	5
39	39	153	153	4.0	1/4	1/4	4/4	4	1		V7(9)/iii	e	III		V7(9)/iii		V		7	9	iii			Mm7	1	0	5, 9, 6, 3	0	5	5
40	40	157	157	3.0	1/4	1/4	4/4	4	1		V7/iii	e	III		V7/iii		V		7		iii			Mm7	1	0	5, 9, 6, 3		5	5
41	41	160	160	1.0	0	0	4/4	4	1		V(64)/iii	e	III		V(64)/iii		V			64	iii			M	1	0	5, 4, 1		5	5
41	41	161	161	1.0	1/4	1/4	4/4	4	1		V2(9)/iii	e	III		V2(9)/iii		V		2	9	iii			Mm7	1	0	3, 5, 9, 6	0	5	3
41	41	162	162	1.0	1/2	1/2	4/4	4	1		iii6	e	III		iii6		iii		6					m	1	0	1, 5, 4		4	1
41	41	163	163	1.0	3/4	3/4	4/4	4	1		IIIM2/iii	e	III		IIIM2/iii		III	M	2		iii			MM7	1	0	6, 1, 5, 2		1	6
42	42	164	164	1.0	0	0	4/4	4	1		VI6/iii	e	III		VI6/iii		VI		6		iii			M	1	0	4, 1, 0		0	4
42	42	165	165	1.0	1/4	1/4	4/4	4	1		#viio43/vi	e	III		#viio43/vi		#vii	o	43		vi			o7	1	0	2, -1, 8, 5		8	2
42	42	166	166	1.0	1/2	1/2	4/4	4	1		IV6/iii	e	III		IV6/iii		IV		6		iii			M	1	0	7, 4, 3		3	7
42	42	167	167	1.0	3/4	3/4	4/4	4	1		It6/iii	e	III		It6/iii	It	vii	o	6	b3	V/iii			It	1	0	0, 4, 10		10	0
43	43	168	168	1.0	0	0	4/4	4	1		V/iii\\	e	III		V/iii		V				iii		\\	M	1	0	5, 9, 6		5	5
43	43	169	169	6.0	1/4	1/4	4/4	4	1		V7(9)/iii	e	III		V7(9)/iii		V		7	9	iii			Mm7	1	0	5, 9, 6, 3	0	5	5
44	44	175	175	1.0	3/4	3/4	4/4	4	1		#viio7/iii	e	III		#viio7/iii		#vii	o	7		iii			o7	1	0	9, 6, 3, 0		9	9
45	45	176	176	1.0	0	0	4/4	4	1		iii	e	III		iii		iii							m	1	0	4, 1, 5		4	4
45	45	177	177	1.0	1/4	1/4	4/4	4	1		V43/iii	e	III		V43/iii		V		43		iii			Mm7	1	0	6, 3, 5, 9		5	6
45	45	178	178	2.0	1/2	1/2	4/4	4	1		iii6	e	III		iii6		iii		6					m	1	0	1, 5, 4		4	1
46	46	180	180	1.0	0	0	4/4	4	1		iv/iii	e	III		iv/iii		iv				iii			m	1	0	3, 0, 4		3	3
46	46	181	181	1.0	1/4	1/4	4/4	4	1		V(64)/iii	e	III		V(64)/iii		V			64	iii			M	1	0	5, 4, 1		5	5
46	46	182	182	1.0	1/2	1/2	4/4	4	1		iio64/iii	e	III		iio64/iii		ii	o	64		iii			o	1	0	0, 6, 3		6	0
46	46	183	183	1.0	3/4	3/4	4/4	4	1		iv7/iii	e	III		iv7/iii		iv		7		iii			mm7	1	0	3, 0, 4, 1		3	3
47	47	184	184	1.0	0	0	4/4	4	1		V/iii\\	e	III		V/iii		V				iii		\\	M	1	0	5, 9, 6		5	5
47	47	185	185	1.0	1/4	1/4	4/4	4	1		V7/iii	e	III		V7/iii		V		7		iii			Mm7	1	0	5, 9, 6, 3		5	5
47	47	186	186	1.0	1/2	1/2	4/4	4	1		III	e	III		III		III							M	1	0	4, 8, 5		4	4
47	47	187	187	1.0	3/4	3/4	4/4	4	1		VI6/iii	e	III		VI6/iii		VI		6		iii			M	1	0	4, 1, 0		0	4
48	48	188	188	1.0	0	0	4/4	4	1		V/iii	e	III		V/iii		V				iii			M	1	0	5, 9, 6		5	5
48	48	189	189	1.0	1/4	1/4	4/4	4	1		V7/iii	e	III		V7/iii		V		7		iii			Mm7	1	0	5, 9, 6, 3		5	5
48	48	190	190	1.0	1/2	1/2	4/4	4	1		III	e	III		III		III							M	1	0	4, 8, 5		4	4
48	48	191	191	1.0	3/4	3/4	4/4	4	1		VI6/iii	e	III		VI6/iii		VI		6		iii			M	1	0	4, 1, 0		0	4
49	49	192	192	1.0	0	0	4/4	4	1		V/iii	e	III		V/iii		V				iii			M	1	0	5, 9, 6		5	5
49	49	193	193	1.0	1/4	1/4	4/4	4	1		V7/iii	e	III		V7/iii		V		7		iii			Mm7	1	0	5, 9, 6, 3		5	5
49	49	194	194	1.0	1/2	1/2	4/4	4	1		V(#64)/iii	e	III		V(#64)/iii		V			#64	iii			M	1	0	5, 4, 6	8	5	5
49	49	195	195	1.0	3/4	3/4	4/4	4	1		V(64)/iii	e	III		V(64)/iii		V			64	iii			M	1	0	5, 4, 1		5	5
50	50	196	196	2.0	0	0	4/4	4	1		V/iii	e	III		V/iii		V				iii			M	1	0	5, 9, 6		5	5
50	50	198	198	2.0	1/2	1/2	4/4	4	1		V7/iii	e	III		V7/iii		V		7		iii			Mm7	1	0	5, 9, 6, 3		5	5
51	51	200	200	2.0	0	0	4/4	4	1		V(#13)/iii	e	III		V(#13)/iii		V			#13	iii			M	1	0	5, 9, 6	8	5	5
51	51	202	202	2.0	1/2	1/2	4/4	4	1		V(64)/iii	e	III		V(64)/iii		V			64	iii			M	1	0	5, 4, 1		5	5
52	52	204	204	3.0	0	0	4/4	4	1		V7(4)/iii	e	III		V7(4)/iii		V		7	4	iii			Mm7	1	0	5, 4, 6, 3		5	5
52	52	207	207	1.0	3/4	3/4	4/4	4	1		V7/iii	e	III		V7/iii		V		7		iii			Mm7	1	0	5, 9, 6, 3		5	5
53	53	208	208	1.0	0	0	4/4	4	1		I[I	e	III	I	I		I							M	1	0	0, 4, 1		0	0
53	53	209	209	1.0	1/4	1/4	4/4	4	1		V7/IV	e	III	I	V7/IV		V		7		IV			Mm7	1	0	0, 4, 1, -2		0	0
53	53	210	210	1.0	1/2	1/2	4/4	4	1		IV6	e	III	I	IV6		IV		6					M	1	0	3, 0, -1		-1	3
53	53	211	211	1.0	3/4	3/4	4/4	4	1		ii6	e	III	I	ii6		ii		6					m	1	0	-1, 3, 2		2	-1
54	54	212	212	1.0	0	0	4/4	4	1		viio6(2)	e	III	I	viio6(2)		vii	o	6	2				o	1	0	2, -1, 0		5	2
