mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0.5	0	5/8	3/4	4	1	A.I	A	I		I		I							M	0	0	0, 4, 1		0	0
2	2	1/2	2.0	0	0	3/4	4	1	IV	A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
2	2	5/2	1.0	1/2	1/2	3/4	4	1	V	A	I		V		V							M	0	0	1, 5, 2		1	1
3	3	7/2	2.0	0	0	3/4	4	1	I\\	A	I		I		I						\\	M	0	0	0, 4, 1		0	0
3	3	11/2	1.0	1/2	1/2	3/4	4	1	IV6	A	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
4	4	13/2	1.5	0	0	3/4	4	1	V(64)	A	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
4	4	8	0.5	3/8	3/8	3/4	4	1	IV	A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
4	4	17/2	2.0	1/2	1/2	3/4	4	1	V7	A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	5	21/2	2.0	1/4	1/4	3/4	4	1	I\\	A	I		I		I						\\	M	0	0	0, 4, 1		0	0
6	6	25/2	2.0	0	0	3/4	4	1	IV	A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
6	6	29/2	1.0	1/2	1/2	3/4	4	1	V	A	I		V		V							M	0	0	1, 5, 2		1	1
7	7	31/2	3.0	0	0	3/4	4	1	V/ii	A	I		V/ii		V				ii			M	0	0	3, 7, 4		3	3
8	8	37/2	1.5	0	0	3/4	4	1	ii	A	I		ii		ii							m	0	0	2, -1, 3		2	2
8	8	20	0.5	3/8	3/8	3/4	4	1	ii2	A	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
8	8	41/2	0.5	1/2	1/2	3/4	4	1	ii65/IV	A	I		ii65/IV		ii		65		IV			mm7	0	0	-2, 2, -1, 1		1	-2
8	8	21	0.5	5/8	5/8	3/4	4	1	V/IV	A	I		V/IV		V				IV			M	0	0	0, 4, 1		0	0
9	9	43/2	1.0	0	0	3/4	4	1	IV(7b4)	A	I		IV(7b4)		IV			7b4				M	0	0	-1, -2, 0	4	-1	-1
9	9	45/2	1.0	1/4	1/4	3/4	4	1	IV	A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
9	9	47/2	0.5	1/2	1/2	3/4	4	1	V7(4)/vi	A	I		V7(4)/vi		V		7	4	vi			Mm7	0	0	4, 3, 5, 2		4	4
9	9	24	0.5	5/8	5/8	3/4	4	1	V7/vi	A	I		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
10	10	49/2	1.0	0	0	3/4	4	1	vi(9#74)	A	I		vi(9#74)		vi			9#74				m	0	0	3, 2, 4	5, 8	3	3
10	10	51/2	1.0	1/4	1/4	3/4	4	1	vi	A	I		vi		vi							m	0	0	3, 0, 4		3	3
10	10	53/2	0.5	1/2	1/2	3/4	4	1	V43/V	A	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
10	10	27	0.5	5/8	5/8	3/4	4	1	viio6/V	A	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
11	11	55/2	1.0	0	0	3/4	4	1	V65	A	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
11	11	57/2	1.0	1/4	1/4	3/4	4	1	I	A	I		I		I							M	0	0	0, 4, 1		0	0
11	11	59/2	1.0	1/2	1/2	3/4	4	1	IV6	A	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
12	12	61/2	1.0	0	0	3/4	4	1	V65	A	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
12	12	63/2	1.0	1/4	1/4	3/4	4	1	I	A	I		I		I							M	0	0	0, 4, 1		0	0
