mc	mn	onset	label	alt_label	globalkey	localkey	pedal	chord	numeral	special	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
74	74	3/8	ii%2		E	vi		ii%2	ii		%	2				%7	0	1	0, 2, 1, 8		2	0
74	74	1/2	ii%65		E	vi		ii%65	ii		%	65				%7	0	1	1, 8, 0, 2		2	1
74	74	5/8	V(4)		E	vi		V(4)	V				4			M	0	1	1, 0, 2		1	1
75	75	0	ii%43		E	vi		ii%43	ii		%	43				%7	0	1	8, 0, 2, 1		2	8
75	75	3/8	ii%2		E	vi		ii%2	ii		%	2				%7	0	1	0, 2, 1, 8		2	0
75	75	1/2	ii%65		E	vi		ii%65	ii		%	65				%7	0	1	1, 8, 0, 2		2	1
75	75	5/8	V(4)		E	vi		V(4)	V				4			M	0	1	1, 0, 2		1	1
76	76	0	ii%43		E	vi		ii%43	ii		%	43				%7	0	1	8, 0, 2, 1		2	8
76	76	1/4	VI		E	vi		VI	VI							M	0	1	-4, 0, -3		-4	-4
76	76	3/8	VI+		E	vi		VI+	VI		+					+	0	1	-4, 0, 4		-4	-4
76	76	1/2	iv6		E	vi		iv6	iv			6				m	0	1	-4, 0, -1		-1	-4
76	76	5/8	.It6		E	vi		It6	vii	It	o	6	b3	V		M	0	1	-4, 0, 6		6	-4
77	77	0	V\\		E	vi		V	V						\\	M	0	1	1, 5, 2		1	1
77	77	1/2	#viio6		E	vi		#viio6	#vii		o	6				o	0	1	2, -1, 5		5	2
78	78	1/4	i		E	vi		i	i							m	0	1	0, -3, 1		0	0
78	78	1/2	iv7		E	vi		iv7	iv			7				mm7	0	1	-1, -4, 0, -3		-1	-1
78	78	5/8	V		E	vi		V	V							M	0	1	1, 5, 2		1	1
79	79	0	i6(2)		E	vi		i6(2)	i			6	2			m	0	1	-3, 1, 2		0	-3
79	79	1/4	i6		E	vi		i6	i			6				m	0	1	-3, 1, 0		0	-3
79	79	5/8	#viio6		E	vi		#viio6	#vii		o	6				o	0	1	2, -1, 5		5	2
80	80	0	i6		E	vi		i6	i			6				m	0	1	-3, 1, 0		0	-3
80	80	1/4	i		E	vi		i	i							m	0	1	0, -3, 1		0	0
80	80	1/2	#viio6/iv		E	vi		#viio6/iv	#vii		o	6		iv		o	0	1	1, -2, 4		4	1
81	81	0	iv		E	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
81	81	1/4	V2/iv		E	vi		V2/iv	V			2		iv		Mm7	0	1	-2, 0, 4, 1		0	-2
81	81	1/2	V43/iv		E	vi		V43/iv	V			43		iv		Mm7	0	1	1, -2, 0, 4		0	1
82	82	0	iv6(11)		E	vi		iv6(11)	iv			6	11			m	0	1	-4, 0, -1	-2	-1	-4
82	82	1/4	iv		E	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
82	82	1/2	iv7/iv		E	vi		iv7/iv	iv			7		iv		mm7	0	1	-2, -5, -1, -4		-2	-2
82	82	5/8	V/iv		E	vi		V/iv	V					iv		M	0	1	0, 4, 1		0	0
83	83	0	iv6(2)		E	vi		iv6(2)	iv			6	2			m	0	1	-4, 0, 1		-1	-4
83	83	1/4	iv6		E	vi		iv6	iv			6				m	0	1	-4, 0, -1		-1	-4
83	83	1/2	iv		E	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
84	84	0	vii(9)		E	vi		vii(9)	vii				9			m	0	1	-2, -5, -1	0	-2	-2
84	84	1/4	vii		E	vi		vii	vii							m	0	1	-2, -5, -1		-2	-2
84	84	1/2	IV6/VI		E	vi		IV6/VI	IV			6		VI		M	0	1	-1, -4, -5		-5	-1
85	85	0	V7/VI		E	vi		V7/VI	V			7		VI		Mm7	0	1	-3, 1, -2, -5		-3	-3
85	85	1/2	vi/VI		E	vi		vi/VI	vi					VI		m	0	1	-1, -4, 0		-1	-1
85	85	5/8	viio/VI		E	vi		viio/VI	vii		o			VI		o	0	1	1, -2, -5		1	1
86	86	0	VI		E	vi		VI	VI							M	0	1	-4, 0, -3		-4	-4
86	86	1/4	VI6		E	vi		VI6	VI			6				M	0	1	0, -3, -4		-4	0
86	86	3/8	IV/VI		E	vi		IV/VI	IV					VI		M	0	1	-5, -1, -4		-5	-5
86	86	1/2	V(64)/VI		E	vi		V(64)/VI	V				64	VI		M	0	1	-3, -4, 0		-3	-3
86	86	5/8	viio/VI		E	vi		viio/VI	vii		o			VI		o	0	1	1, -2, -5		1	1
87	87	0	VI		E	vi		VI	VI							M	0	1	-4, 0, -3		-4	-4
87	87	1/4	i[VI6		E	vi	i	VI6	VI			6				M	0	1	0, -3, -4		-4	0
87	87	3/8	viio6/VI		E	vi	i	viio6/VI	vii		o	6		VI		o	0	1	-2, -5, 1		1	-2
87	87	1/2	ii6/III		E	vi	i	ii6/III	ii			6		III		m	0	1	-4, 0, -1		-1	-4
87	87	5/8	III6		E	vi	i	III6	III			6				M	0	1	1, -2, -3		-3	1
88	88	0	viio6/III		E	vi	i	viio6/III	vii		o	6		III		o	0	1	-1, -4, 2		2	-1
88	88	1/8	III]		E	vi	i	III	III							M	0	1	-3, 1, -2		-3	-3
88	88	1/4	V7/III		E	vi		V7/III	V			7		III		Mm7	0	1	-2, 2, -1, -4		-2	-2
88	88	1/2	V2/III		E	vi		V2/III	V			2		III		Mm7	0	1	-4, -2, 2, -1		-2	-4
89	89	0	iio/iv		E	vi		iio/iv	ii		o			iv		o	0	1	1, -2, -5		1	1
89	89	1/4	.bII[iv/iv		E	vi	bII	iv/iv	iv					iv		m	0	1	-2, -5, -1		-2	-2
89	89	3/8	III6/iv		E	vi	bII	III6/iv	III			6		iv		M	0	1	0, -3, -4		-4	0
89	89	1/2	iio6/iv		E	vi	bII	iio6/iv	ii		o	6		iv		o	0	1	-2, -5, 1		1	-2
89	89	5/8	iv6		E	vi	bII	iv6	iv			6				m	0	1	-4, 0, -1		-1	-4
90	90	0	#viio6/iv		E	vi	bII	#viio6/iv	#vii		o	6		iv		o	0	1	1, -2, 4		4	1
90	90	1/8	iv]		E	vi	bII	iv	iv							m	0	1	-1, -4, 0		-1	-1
90	90	1/4	V7/iv		E	vi		V7/iv	V			7		iv		Mm7	0	1	0, 4, 1, -2		0	0
90	90	1/2	V2/iv		E	vi		V2/iv	V			2		iv		Mm7	0	1	-2, 0, 4, 1		0	-2
91	91	0	iv6		E	vi		iv6	iv			6				m	0	1	-4, 0, -1		-1	-4
91	91	3/8	#viio7/iv		E	vi		#viio7/iv	#vii		o	7		iv		o7	0	1	4, 1, -2, -5		4	4
91	91	1/2	iv		E	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
91	91	5/8	iio/iv	#viio6/iv	E	vi		iio/iv	ii		o			iv		o	0	1	1, -2, -5		1	1
92	92	0	iv		E	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
92	92	1/8	iio/iv	#viio6/iv	E	vi		iio/iv	ii		o			iv		o	0	1	1, -2, -5		1	1
92	92	1/4	iv6		E	vi		iv6	iv			6				m	0	1	-4, 0, -1		-1	-4
92	92	1/2	iio		E	vi		iio	ii		o					o	0	1	2, -1, -4		2	2
93	93	0	V		E	vi		V	V							M	0	1	1, 5, 2		1	1
94	94	0	iv		E	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
94	94	1/2	iv7		E	vi		iv7	iv			7				mm7	0	1	-1, -4, 0, -3		-1	-1
95	95	0	V		E	vi		V	V							M	0	1	1, 5, 2		1	1
96	96	0	iv		E	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
96	96	1/4	iio6		E	vi		iio6	ii		o	6				o	0	1	-1, -4, 2		2	-1
96	96	1/2	V43		E	vi		V43	V			43				Mm7	0	1	2, -1, 1, 5		1	2
97	97	0	V6/iv		E	vi		V6/iv	V			6		iv		M	0	1	4, 1, 0		0	4
97	97	1/2	V43/iv		E	vi		V43/iv	V			43		iv		Mm7	0	1	1, -2, 0, 4		0	1
98	98	0	iv/iv		E	vi		iv/iv	iv					iv		m	0	1	-2, -5, -1		-2	-2
98	98	1/2	iio/iv		E	vi		iio/iv	ii		o			iv		o	0	1	1, -2, -5		1	1
99	99	0	V6/iv		E	vi		V6/iv	V			6		iv		M	0	1	4, 1, 0		0	4
99	99	1/2	V43/iv		E	vi		V43/iv	V			43		iv		Mm7	0	1	1, -2, 0, 4		0	1
100	100	0	iv/iv		E	vi		iv/iv	iv					iv		m	0	1	-2, -5, -1		-2	-2
100	100	1/2	iio/iv		E	vi		iio/iv	ii		o			iv		o	0	1	1, -2, -5		1	1
101	101	0	V6/iv		E	vi		V6/iv	V			6		iv		M	0	1	4, 1, 0		0	4
101	101	1/4	#viio7/iv		E	vi		#viio7/iv	#vii		o	7		iv		o7	0	1	4, 1, -2, -5		4	4
101	101	1/2	iv		E	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
102	102	0	VI6/iv		E	vi		VI6/iv	VI			6		iv		M	0	1	-1, -4, -5		-5	-1
102	102	1/4	V7/VII		E	vi		V7/VII	V			7		VII		Mm7	0	1	-1, 3, 0, -3		-1	-1
102	102	1/2	iio/iv		E	vi		iio/iv	ii		o			iv		o	0	1	1, -2, -5		1	1
103	103	0	V6/VI		E	vi		V6/VI	V			6		VI		M	0	1	1, -2, -3		-3	1
103	103	1/4	V+65/VI		E	vi		V+65/VI	V		+	65		VI		+7	0	1	1, 5, -5, -3		-3	1
103	103	1/2	VI		E	vi		VI	VI							M	0	1	-4, 0, -3		-4	-4
104	104	0	V6/VII		E	vi		V6/VII	V			6		VII		M	0	1	3, 0, -1		-1	3
104	104	1/4	V65/VII		E	vi		V65/VII	V			65		VII		Mm7	0	1	3, 0, -3, -1		-1	3
104	104	1/2	VII		E	vi		VII	VII							M	0	1	-2, 2, -1		-2	-2
105	105	0	V65		E	vi		V65	V			65				Mm7	0	1	5, 2, -1, 1		1	5
106	106	0	i		E	vi		i	i							m	0	1	0, -3, 1		0	0
106	106	1/8	V43		E	vi		V43	V			43				Mm7	0	1	2, -1, 1, 5		1	2
106	106	1/4	i6		E	vi		i6	i			6				m	0	1	-3, 1, 0		0	-3
106	106	3/8	iv		E	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
106	106	1/2	V(64)		E	vi		V(64)	V				64			M	0	1	1, 0, -3		1	1
106	106	5/8	ii%43		E	vi		ii%43	ii		%	43				%7	0	1	8, 0, 2, 1		2	8
107	107	0	V(64)		E	vi		V(64)	V				64			M	0	1	1, 0, -3		1	1
107	107	3/8	V65		E	vi		V65	V			65				Mm7	0	1	5, 2, -1, 1		1	5
107	107	1/2	i		E	vi		i	i							m	0	1	0, -3, 1		0	0
107	107	5/8	V65		E	vi		V65	V			65				Mm7	0	1	5, 2, -1, 1		1	5
108	108	0	i		E	vi		i	i							m	0	1	0, -3, 1		0	0
108	108	1/8	V43		E	vi		V43	V			43				Mm7	0	1	2, -1, 1, 5		1	2
108	108	1/4	i6		E	vi		i6	i			6				m	0	1	-3, 1, 0		0	-3
108	108	3/8	iv		E	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
108	108	1/2	V(64)		E	vi		V(64)	V				64			M	0	1	1, 0, -3		1	1
108	108	5/8	ii%43		E	vi		ii%43	ii		%	43				%7	0	1	8, 0, 2, 1		2	8
109	109	0	V(64)		E	vi		V(64)	V				64			M	0	1	1, 0, -3		1	1
109	109	3/8	ii%43		E	vi		ii%43	ii		%	43				%7	0	1	8, 0, 2, 1		2	8
109	109	1/2	V(64)		E	vi		V(64)	V				64			M	0	1	1, 0, -3		1	1
109	109	5/8	iv		E	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
110	110	0	V(64)		E	vi		V(64)	V				64			M	0	1	1, 0, -3		1	1
110	110	3/8	iv65		E	vi		iv65	iv			65				mm7	0	1	-4, 0, -3, -1		-1	-4
110	110	1/2	V(64)		E	vi		V(64)	V				64			M	0	1	1, 0, -3		1	1
110	110	5/8	iv7		E	vi		iv7	iv			7				mm7	0	1	-1, -4, 0, -3		-1	-1
111	111	0	i64		E	vi		i64	i			64				m	0	1	1, 0, -3		0	1
111	111	1/2	i		E	vi		i	i							m	0	1	0, -3, 1		0	0
112	112	0	i6		E	vi		i6	i			6				m	0	1	-3, 1, 0		0	-3
112	112	1/4	i64		E	vi		i64	i			64				m	0	1	1, 0, -3		0	1
112	112	1/2	i		E	vi		i	i							m	0	1	0, -3, 1		0	0
113	113	0	i64		E	vi		i64	i			64				m	0	1	1, 0, -3		0	1
113	113	1/2	i		E	vi		i	i							m	0	1	0, -3, 1		0	0
114	114	0	i6		E	vi		i6	i			6				m	0	1	-3, 1, 0		0	-3
114	114	1/4	i64		E	vi		i64	i			64				m	0	1	1, 0, -3		0	1
114	114	1/2	i		E	vi		i	i							m	0	1	0, -3, 1		0	0
115	115	0	V65/VI		E	vi		V65/VI	V			65		VI		Mm7	0	1	1, -2, -5, -3		-3	1
115	115	1/2	V43/VI		E	vi		V43/VI	V			43		VI		Mm7	0	1	-2, -5, -3, 1		-3	-2
116	116	0	V7/VI		E	vi		V7/VI	V			7		VI		Mm7	0	1	-3, 1, -2, -5		-3	-3
116	116	1/4	V65/VI		E	vi		V65/VI	V			65		VI		Mm7	0	1	1, -2, -5, -3		-3	1
116	116	1/2	V43/VI		E	vi		V43/VI	V			43		VI		Mm7	0	1	-2, -5, -3, 1		-3	-2
117	117	0	VI		E	vi		VI	VI							M	0	1	-4, 0, -3		-4	-4
117	117	1/2	VI64		E	vi		VI64	VI			64				M	0	1	-3, -4, 0		-4	-3
118	118	0	viio7/V		E	vi		viio7/V	vii		o	7		V		o7	0	1	6, 3, 0, -3		6	6
118	118	1/2	viio2/V		E	vi		viio2/V	vii		o	2		V		o7	0	1	-3, 6, 3, 0		6	-3
119	119	0	i64		E	vi		i64	i			64				m	0	1	1, 0, -3		0	1
119	119	1/2	i6		E	vi		i6	i			6				m	0	1	-3, 1, 0		0	-3
120	120	0	V65/VI		E	vi		V65/VI	V			65		VI		Mm7	0	1	1, -2, -5, -3		-3	1
120	120	1/2	V2/VI		E	vi		V2/VI	V			2		VI		Mm7	0	1	-5, -3, 1, -2		-3	-5
121	121	0	VI		E	vi		VI	VI							M	0	1	-4, 0, -3		-4	-4
121	121	1/2	VI6		E	vi		VI6	VI			6				M	0	1	0, -3, -4		-4	0
122	122	0	viio7/V		E	vi		viio7/V	vii		o	7		V		o7	0	1	6, 3, 0, -3		6	6
122	122	1/4	viio2/V		E	vi		viio2/V	vii		o	2		V		o7	0	1	-3, 6, 3, 0		6	-3
122	122	1/2	viio43/V		E	vi		viio43/V	vii		o	43		V		o7	0	1	0, -3, 6, 3		6	0
123	123	0	V(64)		E	vi		V(64)	V				64			M	0	1	1, 0, -3		1	1
124	124	0	V		E	vi		V	V							M	0	1	1, 5, 2		1	1
124	124	1/4	V7		E	vi		V7	V			7				Mm7	0	1	1, 5, 2, -1		1	1
124	124	1/2	V		E	vi		V	V							M	0	1	1, 5, 2		1	1
125	125	0	i\\		E	vi		i	i						\\	m	0	1	0, -3, 1		0	0
125	125	3/8	V		E	vi		V	V							M	0	1	1, 5, 2		1	1
125	125	1/2	i6		E	vi		i6	i			6				m	0	1	-3, 1, 0		0	-3
125	125	5/8	V		E	vi		V	V							M	0	1	1, 5, 2		1	1
126	126	0	i		E	vi		i	i							m	0	1	0, -3, 1		0	0
126	126	3/8	V		E	vi		V	V							M	0	1	1, 5, 2		1	1
126	126	1/2	i6		E	vi		i6	i			6				m	0	1	-3, 1, 0		0	-3
126	126	5/8	V		E	vi		V	V							M	0	1	1, 5, 2		1	1
127	127	0	i		E	vi		i	i							m	0	1	0, -3, 1		0	0
127	127	1/4	#viio65/iv		E	vi		#viio65/iv	#vii		o	65		iv		o7	0	1	1, -2, -5, 4		4	1
127	127	1/2	iv6		E	vi		iv6	iv			6				m	0	1	-4, 0, -1		-1	-4
128	128	0	iio6/iv		E	vi		iio6/iv	ii		o	6		iv		o	0	1	-2, -5, 1		1	-2
128	128	1/4	V(64)/iv		E	vi		V(64)/iv	V				64	iv		M	0	1	0, -1, -4		0	0
128	128	1/2	V7/iv		E	vi		V7/iv	V			7		iv		Mm7	0	1	0, 4, 1, -2		0	0
129	129	0	iv\\		E	vi		iv	iv						\\	m	0	1	-1, -4, 0		-1	-1
129	129	3/8	V/iv		E	vi		V/iv	V					iv		M	0	1	0, 4, 1		0	0
129	129	1/2	i6/iv		E	vi		i6/iv	i			6		iv		m	0	1	-4, 0, -1		-1	-4
129	129	5/8	V/iv		E	vi		V/iv	V					iv		M	0	1	0, 4, 1		0	0
130	130	0	iv		E	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
130	130	3/8	V/iv		E	vi		V/iv	V					iv		M	0	1	0, 4, 1		0	0
130	130	1/2	iv6		E	vi		iv6	iv			6				m	0	1	-4, 0, -1		-1	-4
130	130	5/8	V/iv		E	vi		V/iv	V					iv		M	0	1	0, 4, 1		0	0
131	131	0	iv		E	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
131	131	1/4	#viio7		E	vi		#viio7	#vii		o	7				o7	0	1	5, 2, -1, -4		5	5
131	131	1/2	i		E	vi		i	i							m	0	1	0, -3, 1		0	0
132	132	0	iio6		E	vi		iio6	ii		o	6				o	0	1	-1, -4, 2		2	-1
132	132	1/4	V(64)		E	vi		V(64)	V				64			M	0	1	1, 0, -3		1	1
132	132	1/2	V7		E	vi		V7	V			7				Mm7	0	1	1, 5, 2, -1		1	1
133	133	0	i[i\\		E	vi	i	i	i						\\	m	0	1	0, -3, 1		0	0
133	133	3/8	V(4)		E	vi	i	V(4)	V				4			M	0	1	1, 0, 2		1	1
133	133	1/2	i6		E	vi	i	i6	i			6				m	0	1	-3, 1, 0		0	-3
133	133	5/8	V(4)]		E	vi	i	V(4)	V				4			M	0	1	1, 0, 2		1	1
134	134	0	VII[i		E	vi	VII	i	i							m	0	1	0, -3, 1		0	0
134	134	3/8	V(4)		E	vi	VII	V(4)	V				4			M	0	1	1, 0, 2		1	1
134	134	1/2	i6		E	vi	VII	i6	i			6				m	0	1	-3, 1, 0		0	-3
134	134	5/8	V(4)]		E	vi	VII	V(4)	V				4			M	0	1	1, 0, 2		1	1
135	135	0	III/iv		E	vi		III/iv	III					iv		M	0	1	-4, 0, -3		-4	-4
136	136	0	iio/iv		E	vi		iio/iv	ii		o			iv		o	0	1	1, -2, -5		1	1
136	136	1/4	V(64)/iv		E	vi		V(64)/iv	V				64	iv		M	0	1	0, -1, -4		0	0
136	136	1/2	V/iv		E	vi		V/iv	V					iv		M	0	1	0, 4, 1		0	0
137	137	0	iv[iv		E	vi	iv	iv	iv							m	0	1	-1, -4, 0		-1	-1
137	137	3/8	V64/iv		E	vi	iv	V64/iv	V			64		iv		M	0	1	1, 0, 4		0	1
137	137	1/2	iv		E	vi	iv	iv	iv							m	0	1	-1, -4, 0		-1	-1
137	137	5/8	V64/iv]		E	vi	iv	V64/iv	V			64		iv		M	0	1	1, 0, 4		0	1
138	138	0	iv6		E	vi		iv6	iv			6				m	0	1	-4, 0, -1		-1	-4
138	138	1/4	iv		E	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
138	138	1/2	i6		E	vi		i6	i			6				m	0	1	-3, 1, 0		0	-3
139	139	0	iio		E	vi		iio	ii		o					o	0	1	2, -1, -4		2	2
139	139	1/4	#viio65		E	vi		#viio65	#vii		o	65				o7	0	1	2, -1, -4, 5		5	2
139	139	1/2	i6		E	vi		i6	i			6				m	0	1	-3, 1, 0		0	-3
140	140	0	iio6		E	vi		iio6	ii		o	6				o	0	1	-1, -4, 2		2	-1
140	140	1/4	V(64)		E	vi		V(64)	V				64			M	0	1	1, 0, -3		1	1
140	140	1/2	V		E	vi		V	V							M	0	1	1, 5, 2		1	1
141	141	0	i\\		E	vi		i	i						\\	m	0	1	0, -3, 1		0	0
141	141	1/4	i64		E	vi		i64	i			64				m	0	1	1, 0, -3		0	1
141	141	1/2	i		E	vi		i	i							m	0	1	0, -3, 1		0	0
142	142	0	V43		E	vi		V43	V			43				Mm7	0	1	2, -1, 1, 5		1	2
142	142	1/4	V7		E	vi		V7	V			7				Mm7	0	1	1, 5, 2, -1		1	1
142	142	1/2	V43		E	vi		V43	V			43				Mm7	0	1	2, -1, 1, 5		1	2
143	143	0	i6		E	vi		i6	i			6				m	0	1	-3, 1, 0		0	-3
143	143	1/2	i		E	vi		i	i							m	0	1	0, -3, 1		0	0
144	144	0	V7		E	vi		V7	V			7				Mm7	0	1	1, 5, 2, -1		1	1
144	144	1/4	V43		E	vi		V43	V			43				Mm7	0	1	2, -1, 1, 5		1	2
144	144	1/2	#viio		E	vi		#viio	#vii		o					o	0	1	5, 2, -1		5	5
145	145	0	i		E	vi		i	i							m	0	1	0, -3, 1		0	0
145	145	1/4	i64		E	vi		i64	i			64				m	0	1	1, 0, -3		0	1
145	145	1/2	i		E	vi		i	i							m	0	1	0, -3, 1		0	0
146	146	0	V43		E	vi		V43	V			43				Mm7	0	1	2, -1, 1, 5		1	2
146	146	1/4	V7		E	vi		V7	V			7				Mm7	0	1	1, 5, 2, -1		1	1
146	146	1/2	V43		E	vi		V43	V			43				Mm7	0	1	2, -1, 1, 5		1	2
147	147	0	i6		E	vi		i6	i			6				m	0	1	-3, 1, 0		0	-3
147	147	1/2	i		E	vi		i	i							m	0	1	0, -3, 1		0	0
148	148	0	V7		E	vi		V7	V			7				Mm7	0	1	1, 5, 2, -1		1	1
148	148	1/4	V43		E	vi		V43	V			43				Mm7	0	1	2, -1, 1, 5		1	2
148	148	1/2	#viio		E	vi		#viio	#vii		o					o	0	1	5, 2, -1		5	5
149	149	0	i\\		E	vi		i	i						\\	m	0	1	0, -3, 1		0	0
151	151	0	I.V7/IV		E	I		V7/IV	V			7		IV		Mm7	0	0	0, 4, 1, -2		0	0
151	151	1/2	viio6/IV		E	I		viio6/IV	vii		o	6		IV		o	0	0	1, -2, 4		4	1
152	152	0	IV		E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
152	152	1/2	IV6		E	I		IV6	IV			6				M	0	0	3, 0, -1		-1	3
153	153	0	V(64)		E	I		V(64)	V				64			M	0	0	1, 0, 4		1	1
153	153	3/8	V2		E	I		V2	V			2				Mm7	0	0	-1, 1, 5, 2		1	-1
153	153	1/2	I6		E	I		I6	I			6				M	0	0	4, 1, 0		0	4
154	154	0	V7(4)		E	I		V7(4)	V			7	4			Mm7	0	0	1, 0, 2, -1		1	1
154	154	1/4	V7		E	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
154	154	3/8	ii2		E	I		ii2	ii			2				mm7	0	0	0, 2, -1, 3		2	0
154	154	1/2	V65		E	I		V65	V			65				Mm7	0	0	5, 2, -1, 1		1	5
154	154	5/8	ii64		E	I		ii64	ii			64				m	0	0	3, 2, -1		2	3
155	155	0	V7(4)		E	I		V7(4)	V			7	4			Mm7	0	0	1, 0, 2, -1		1	1
155	155	1/4	V7		E	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
155	155	3/8	ii2		E	I		ii2	ii			2				mm7	0	0	0, 2, -1, 3		2	0
155	155	1/2	V65		E	I		V65	V			65				Mm7	0	0	5, 2, -1, 1		1	5
155	155	5/8	ii64		E	I		ii64	ii			64				m	0	0	3, 2, -1		2	3
156	156	0	V7(4)		E	I		V7(4)	V			7	4			Mm7	0	0	1, 0, 2, -1		1	1
156	156	1/4	V7		E	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
156	156	3/8	viio64/V		E	I		viio64/V	vii		o	64		V		o	0	0	0, 6, 3		6	0
156	156	1/2	V6		E	I		V6	V			6				M	0	0	5, 2, 1		1	5
156	156	5/8	vi6		E	I		vi6	vi			6				m	0	0	0, 4, 3		3	0
157	157	0	viio6		E	I		viio6	vii		o	6				o	0	0	2, -1, 5		5	2
157	157	1/8	I6		E	I		I6	I			6				M	0	0	4, 1, 0		0	4
157	157	1/4	viio64		E	I		viio64	vii		o	64				o	0	0	-1, 5, 2		5	-1
157	157	3/8	I64		E	I		I64	I			64				M	0	0	1, 0, 4		0	1
157	157	1/2	IV6		E	I		IV6	IV			6				M	0	0	3, 0, -1		-1	3
157	157	5/8	V2/V		E	I		V2/V	V			2		V		Mm7	0	0	0, 2, 6, 3		2	0
158	158	0	V6		E	I		V6	V			6				M	0	0	5, 2, 1		1	5
158	158	1/8	viio43/V		E	I		viio43/V	vii		o	43		V		o7	0	0	0, -3, 6, 3		6	0
158	158	1/4	V64		E	I		V64	V			64				M	0	0	2, 1, 5		1	2
158	158	3/8	vi6		E	I		vi6	vi			6				m	0	0	0, 4, 3		3	0
158	158	1/2	viio		E	I		viio	vii		o					o	0	0	5, 2, -1		5	5
158	158	5/8	V		E	I		V	V							M	0	0	1, 5, 2		1	1
159	159	0	I		E	I		I	I							M	0	0	0, 4, 1		0	0
159	159	3/8	vii%7		E	I		vii%7	vii		%	7				%7	0	0	5, 4, 11, 3		5	5
159	159	1/2	I		E	I		I	I							M	0	0	0, 4, 1		0	0
159	159	5/8	#viio7/vi		E	I		#viio7/vi	#vii		o	7		vi		o7	0	0	8, 5, 2, -1		8	8
160	160	0	vi		E	I		vi	vi							m	0	0	3, 0, 4		3	3
160	160	1/8	#viio7/vi		E	I		#viio7/vi	#vii		o	7		vi		o7	0	0	8, 5, 2, -1		8	8
160	160	1/4	vi		E	I		vi	vi							m	0	0	3, 0, 4		3	3
160	160	3/8	IV		E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
160	160	1/2	V64/IV		E	I		V64/IV	V			64		IV		M	0	0	1, 0, 4		0	1
160	160	5/8	IV6		E	I		IV6	IV			6				M	0	0	3, 0, -1		-1	3
161	161	0	V64/IV		E	I		V64/IV	V			64		IV		M	0	0	1, 0, 4		0	1
161	161	1/8	vii%7/IV		E	I		vii%7/IV	vii		%	7		IV		%7	0	0	4, 3, 10, 2		4	4
161	161	1/4	IV		E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
161	161	1/2	viio6/IV		E	I		viio6/IV	vii		o	6		IV		o	0	0	1, -2, 4		4	1
161	161	5/8	IV6		E	I		IV6	IV			6				M	0	0	3, 0, -1		-1	3
162	162	0	V7(4)/IV		E	I		V7(4)/IV	V			7	4	IV		Mm7	0	0	0, -1, 1, -2		0	0
162	162	1/4	V7/IV		E	I		V7/IV	V			7		IV		Mm7	0	0	0, 4, 1, -2		0	0
162	162	3/8	ii2/IV		E	I		ii2/IV	ii			2		IV		mm7	0	0	-1, 1, -2, 2		1	-1
162	162	1/2	V65/IV		E	I		V65/IV	V			65		IV		Mm7	0	0	4, 1, -2, 0		0	4
162	162	5/8	ii64/IV		E	I		ii64/IV	ii			64		IV		m	0	0	2, 1, -2		1	2
163	163	0	V7(4)/IV		E	I		V7(4)/IV	V			7	4	IV		Mm7	0	0	0, -1, 1, -2		0	0
163	163	1/4	V7/IV		E	I		V7/IV	V			7		IV		Mm7	0	0	0, 4, 1, -2		0	0
163	163	3/8	ii2/IV		E	I		ii2/IV	ii			2		IV		mm7	0	0	-1, 1, -2, 2		1	-1
163	163	1/2	V65/IV		E	I		V65/IV	V			65		IV		Mm7	0	0	4, 1, -2, 0		0	4
163	163	5/8	ii64/IV		E	I		ii64/IV	ii			64		IV		m	0	0	2, 1, -2		1	2
164	164	0	V7(4)/IV		E	I		V7(4)/IV	V			7	4	IV		Mm7	0	0	0, -1, 1, -2		0	0
164	164	1/4	viio6/IV		E	I		viio6/IV	vii		o	6		IV		o	0	0	1, -2, 4		4	1
164	164	3/8	viio64		E	I		viio64	vii		o	64				o	0	0	-1, 5, 2		5	-1
164	164	1/2	I6		E	I		I6	I			6				M	0	0	4, 1, 0		0	4
164	164	5/8	ii6		E	I		ii6	ii			6				m	0	0	-1, 3, 2		2	-1
