mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	1.5	0	0	3/4	4	1	E.I[I		E	I	I	I		I							M	0	0	0, 4, 1		0	0
1	1	3/2	3/2	0.5	3/8	3/8	3/4	4	1	IV6		E	I	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
1	1	2	2	0.5	1/2	1/2	3/4	4	1	I64		E	I	I	I64		I		64					M	0	0	1, 0, 4		0	1
1	1	5/2	5/2	0.5	5/8	5/8	3/4	4	1	viio64		E	I	I	viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
2	2	3	3	0.5	0	0	3/4	4	1	I6		E	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
2	2	7/2	7/2	0.5	1/8	1/8	3/4	4	1	viio6		E	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
2	2	4	4	0.5	1/4	1/4	3/4	4	1	I6]		E	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
2	2	9/2	9/2	0.5	3/8	3/8	3/4	4	1	vii%7		E	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
2	2	5	5	0.5	1/2	1/2	3/4	4	1	I		E	I		I		I							M	0	0	0, 4, 1		0	0
2	2	11/2	11/2	0.5	5/8	5/8	3/4	4	1	IV6		E	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
3	3	6	6	0.5	0	0	3/4	4	1	I64		E	I		I64		I		64					M	0	0	1, 0, 4		0	1
3	3	13/2	13/2	0.5	1/8	1/8	3/4	4	1	viio64		E	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
3	3	7	7	0.5	1/4	1/4	3/4	4	1	I6		E	I		I6		I		6					M	0	0	4, 1, 0		0	4
3	3	15/2	15/2	0.5	3/8	3/8	3/4	4	1	V64		E	I		V64		V		64					M	0	0	2, 1, 5		1	2
3	3	8	8	0.5	1/2	1/2	3/4	4	1	I6		E	I		I6		I		6					M	0	0	4, 1, 0		0	4
3	3	17/2	17/2	0.5	5/8	5/8	3/4	4	1	ii6		E	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
4	4	9	9	1.0	0	0	3/4	4	1	V7(4)		E	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
4	4	10	10	2.0	1/4	1/4	3/4	4	1	V7		E	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	5	12	12	1.0	0	0	3/4	4	1	V7(4)		E	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
5	5	13	13	2.0	1/4	1/4	3/4	4	1	V7		E	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	6	15	15	1.0	0	0	3/4	4	1	V7(4)		E	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
