mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3.0	0	0	12/8	4	1	D.I		D	I		I		I							M	0	0	0, 4, 1		0	0
1	1	3	3	1.5	3/4	3/4	12/8	4	1	ii65		D	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
1	1	9/2	9/2	1.5	9/8	9/8	12/8	4	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
2	2	6	6	16.5	0	0	12/8	4	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
4	4	45/2	45/2	1.5	9/8	9/8	12/8	4	1	I(64)		D	I		I(64)		I			64				M	0	0	0, -1, 3		0	0
5	5	24	24	1.5	0	0	12/8	4	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
5	5	51/2	51/2	1.5	3/8	3/8	12/8	4	1	I(64)		D	I		I(64)		I			64				M	0	0	0, -1, 3		0	0
5	5	27	27	1.5	3/4	3/4	12/8	4	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
5	5	57/2	57/2	1.5	9/8	9/8	12/8	4	1	vi		D	I		vi		vi							m	0	0	3, 0, 4		3	3
6	6	30	30	3.0	0	0	12/8	4	1	V\\		D	I		V		V						\\	M	0	0	1, 5, 2		1	1
6	6	33	33	13.5	3/4	3/4	12/8	4	1	ii		D	I		ii		ii							m	0	0	2, -1, 3		2	2
8	8	93/2	93/2	1.5	9/8	9/8	12/8	4	1	ii(b64)		D	I		ii(b64)		ii			b64				m	0	0	2, 1, -2		2	2
9	9	48	48	1.5	0	0	12/8	4	1	ii		D	I		ii		ii							m	0	0	2, -1, 3		2	2
9	9	99/2	99/2	3.0	3/8	3/8	12/8	4	1	ii(b64)		D	I		ii(b64)		ii			b64				m	0	0	2, 1, -2		2	2
9	9	105/2	105/2	1.5	9/8	9/8	12/8	4	1	It6/ii		D	I		It6/ii	It	vii	o	6	b3	V/ii			It	0	0	-2, 2, 8		8	-2
10	10	54	54	3.0	0	0	12/8	4	1	V/ii\\		D	I		V/ii		V				ii		\\	M	0	0	3, 7, 4		3	3
10	10	57	57	3.0	3/4	3/4	12/8	4	1	ii		D	I		ii		ii							m	0	0	2, -1, 3		2	2
11	11	60	60	3.0	0	0	12/8	4	1	viio		D	I		viio		vii	o						o	0	0	5, 2, -1		5	5
11	11	63	63	3.0	3/4	3/4	12/8	4	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	12	66	66	3.0	0	0	12/8	4	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
12	12	69	69	3.0	3/4	3/4	12/8	4	1	ii		D	I		ii		ii							m	0	0	2, -1, 3		2	2
13	13	72	72	3.0	0	0	12/8	4	1	viio		D	I		viio		vii	o						o	0	0	5, 2, -1		5	5
13	13	75	75	3.0	3/4	3/4	12/8	4	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
14	14	78	78	3.0	0	0	12/8	4	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
14	14	81	81	3.0	3/4	3/4	12/8	4	1	V+6/IV		D	I		V+6/IV		V	+	6		IV			+	0	0	4, 8, 0		0	4
15	15	84	84	3.0	0	0	12/8	4	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
15	15	87	87	3.0	3/4	3/4	12/8	4	1	V+6/IV		D	I		V+6/IV		V	+	6		IV			+	0	0	4, 8, 0		0	4
16	16	90	90	3.0	0	0	12/8	4	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
16	16	93	93	1.5	3/4	3/4	12/8	4	1	ii65		D	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
16	16	189/2	189/2	1.5	9/8	9/8	12/8	4	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
17	17	96	96	1.5	0	0	12/8	4	1	vii%7		D	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
17	17	195/2	195/2	1.5	3/8	3/8	12/8	4	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
17	17	99	99	3.0	3/4	3/4	12/8	4	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
18	18	102	102	1.5	0	0	12/8	4	1	I\\		D	I		I		I						\\	M	0	0	0, 4, 1		0	0
18	18	207/2	207/2	1.5	3/8	3/8	12/8	4	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
18	18	105	105	3.0	3/4	3/4	12/8	4	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
19	19	108	108	1.5	0	0	12/8	4	1	#viio/vi		D	I		#viio/vi		#vii	o			vi			o	0	0	8, 5, 2		8	8
19	19	219/2	219/2	1.5	3/8	3/8	12/8	4	1	ii43		D	I		ii43		ii		43					mm7	0	0	3, 0, 2, -1		2	3
19	19	111	111	1.5	3/4	3/4	12/8	4	1	viio6		D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
19	19	225/2	225/2	1.5	9/8	9/8	12/8	4	1	vii%7		D	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
20	20	114	114	3.0	0	0	12/8	4	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
20	20	117	117	3.0	3/4	3/4	12/8	4	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
21	21	120	120	1.5	0	0	12/8	4	1	#viio/vi		D	I		#viio/vi		#vii	o			vi			o	0	0	8, 5, 2		8	8
21	21	243/2	243/2	1.5	3/8	3/8	12/8	4	1	ii43		D	I		ii43		ii		43					mm7	0	0	3, 0, 2, -1		2	3
21	21	123	123	1.5	3/4	3/4	12/8	4	1	viio6		D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
21	21	249/2	249/2	1.5	9/8	9/8	12/8	4	1	vii%7		D	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
22	22	126	126	1.5	0	0	12/8	4	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
22	22	255/2	255/2	1.5	3/8	3/8	12/8	4	1	I64		D	I		I64		I		64					M	0	0	1, 0, 4		0	1
22	22	129	129	3.0	3/4	3/4	12/8	4	1	V+65/IV		D	I		V+65/IV		V	+	65		IV			+7	0	0	4, 8, -2, 0		0	4
23	23	132	132	3.0	0	0	12/8	4	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
23	23	135	135	3.0	3/4	3/4	12/8	4	1	V+65/IV		D	I		V+65/IV		V	+	65		IV			+7	0	0	4, 8, -2, 0		0	4
24	24	138	138	3.0	0	0	12/8	4	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
24	24	141	141	1.5	3/4	3/4	12/8	4	1	IV64		D	I		IV64		IV		64					M	0	0	0, -1, 3		-1	0
24	24	285/2	285/2	3.0	9/8	9/8	12/8	4	1	IV6		D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
25	25	291/2	291/2	1.5	3/8	3/8	12/8	4	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
25	25	147	147	1.5	3/4	3/4	12/8	4	1	IV6		D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
25	25	297/2	297/2	1.5	9/8	9/8	12/8	4	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
26	26	150	150	1.5	0	0	12/8	4	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
26	26	303/2	303/2	1.5	3/8	3/8	12/8	4	1	ii		D	I		ii		ii							m	0	0	2, -1, 3		2	2
26	26	153	153	1.5	3/4	3/4	12/8	4	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
26	26	309/2	309/2	1.5	9/8	9/8	12/8	4	1	ii		D	I		ii		ii							m	0	0	2, -1, 3		2	2
27	27	156	156	1.5	0	0	12/8	4	1	V7/V		D	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
27	27	315/2	315/2	1.5	3/8	3/8	12/8	4	1	viio/V		D	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
27	27	159	159	1.5	3/4	3/4	12/8	4	1	V7/V		D	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
27	27	321/2	321/2	1.5	9/8	9/8	12/8	4	1	viio/V		D	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
28	28	162	162	1.5	0	0	12/8	4	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
28	28	327/2	327/2	1.5	3/8	3/8	12/8	4	1	V6		D	I		V6		V		6					M	0	0	5, 2, 1		1	5
28	28	165	165	1.5	3/4	3/4	12/8	4	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
28	28	333/2	333/2	1.5	9/8	9/8	12/8	4	1	V6		D	I		V6		V		6					M	0	0	5, 2, 1		1	5
