mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
37	37	1/2	1/2	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
38	38	0	0	3/4	4	1	iio6		e	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
38	38	1/4	1/4	3/4	4	1	V(64)		e	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
38	38	1/2	1/2	3/4	4	1	V7		e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
39	39	0	0	3/4	4	1	i\\		e	i		i		i						\\	m	1	1	0, -3, 1		0	0
40	40	0	0	3/4	4	1	iio6(2)		e	i		iio6(2)		ii	o	6	2				o	1	1	-1, -4, -3		2	-1
40	40	3/8	3/8	3/4	4	1	iio6		e	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
40	40	1/2	1/2	3/4	4	1	i(#764)		e	i		i(#764)		i			#764				m	1	1	0, -1, -4	5	0	0
41	41	0	0	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
41	41	1/2	1/2	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
42	42	0	0	3/4	4	1	iio6(2)		e	i		iio6(2)		ii	o	6	2				o	1	1	-1, -4, -3		2	-1
42	42	3/8	3/8	3/4	4	1	iio6		e	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
42	42	1/2	1/2	3/4	4	1	i(#764)		e	i		i(#764)		i			#764				m	1	1	0, -1, -4	5	0	0
43	43	0	0	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
43	43	1/4	1/4	3/4	4	1	i\\		e	i		i		i						\\	m	1	1	0, -3, 1		0	0
43	43	1/2	1/2	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
44	44	0	0	3/4	4	1	V[i6		e	i	V	i6		i		6					m	1	1	-3, 1, 0		0	-3
44	44	1/4	1/4	3/4	4	1	V7		e	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
44	44	1/2	1/2	3/4	4	1	#viio7		e	i	V	#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
45	45	0	0	3/4	4	1	iio6		e	i	V	iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
45	45	1/4	1/4	3/4	4	1	i6		e	i	V	i6		i		6					m	1	1	-3, 1, 0		0	-3
45	45	1/2	1/2	3/4	4	1	i		e	i	V	i		i							m	1	1	0, -3, 1		0	0
46	46	0	0	3/4	4	1	i6		e	i	V	i6		i		6					m	1	1	-3, 1, 0		0	-3
46	46	1/4	1/4	3/4	4	1	#viio6		e	i	V	#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
46	46	1/2	1/2	3/4	4	1	i		e	i	V	i		i							m	1	1	0, -3, 1		0	0
46	46	5/8	5/8	3/4	4	1	V		e	i	V	V		V							M	1	1	1, 5, 2		1	1
47	47	0	0	3/4	4	1	iio6]		e	i	V	iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
47	47	1/4	1/4	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
47	47	1/2	1/2	3/4	4	1	v		e	i		v		v							m	1	1	1, -2, 2		1	1
48	48	0	0	3/4	4	1	iv2(+2)/v		e	i		iv2(+2)/v		iv		2	+2	v			mm7	1	1	-2, 0, -3, 1	2	0	-2
48	48	1/4	1/4	3/4	4	1	V43/v		e	i		V43/v		V		43		v			Mm7	1	1	3, 0, 2, 6		2	3
48	48	1/2	1/2	3/4	4	1	V6/v		e	i		V6/v		V		6		v			M	1	1	6, 3, 2		2	6
49	49	0	0	3/4	4	1	v2/v		e	i		v2/v		v		2		v			mm7	1	1	0, 2, -1, 3		2	0
49	49	1/4	1/4	3/4	4	1	v6		e	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
49	49	1/2	1/2	3/4	4	1	v		e	i		v		v							m	1	1	1, -2, 2		1	1
50	50	0	0	3/4	4	1	V(64)/v		e	i		V(64)/v		V			64	v			M	1	1	2, 1, -2		2	2
50	50	1/4	1/4	3/4	4	1	V2/v		e	i		V2/v		V		2		v			Mm7	1	1	0, 2, 6, 3		2	0
50	50	1/2	1/2	3/4	4	1	V64/v		e	i		V64/v		V		64		v			M	1	1	3, 2, 6		2	3
51	51	0	0	3/4	4	1	v6		e	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
51	51	1/2	1/2	3/4	4	1	v		e	i		v		v							m	1	1	1, -2, 2		1	1
52	52	0	0	3/4	4	1	v6		e	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
52	52	1/4	1/4	3/4	4	1	V(64)/v		e	i		V(64)/v		V			64	v			M	1	1	2, 1, -2		2	2
52	52	1/2	1/2	3/4	4	1	V/v		e	i		V/v		V				v			M	1	1	2, 6, 3		2	2
53	53	0	0	3/4	4	1	v64		e	i		v64		v		64					m	1	1	2, 1, -2		1	2
53	53	1/8	1/8	3/4	4	1	iio6/v		e	i		iio6/v		ii	o	6		v			o	1	1	0, -3, 3		3	0
53	53	1/4	1/4	3/4	4	1	v[v6		e	i	v	v6		v		6					m	1	1	-2, 2, 1		1	-2
53	53	3/8	3/8	3/4	4	1	VII6/v		e	i	v	VII6/v		VII		6		v			M	1	1	3, 0, -1		-1	3
53	53	1/2	1/2	3/4	4	1	VI6/v		e	i	v	VI6/v		VI		6		v			M	1	1	1, -2, -3		-3	1
53	53	5/8	5/8	3/4	4	1	V43/v		e	i	v	V43/v		V		43		v			Mm7	1	1	3, 0, 2, 6		2	3
54	54	0	0	3/4	4	1	III6]		e	i	v	III6		III		6					M	1	1	1, -2, -3		-3	1
54	54	1/8	1/8	3/4	4	1	ii6(+4)		e	i		ii6(+4)		ii		6	+4				m	1	1	-1, 3, 2	1	2	-1
54	54	1/4	1/4	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
54	54	3/8	3/8	3/4	4	1	V43		e	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
54	54	1/2	1/2	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
54	54	5/8	5/8	3/4	4	1	V6		e	i		V6		V		6					M	1	1	5, 2, 1		1	5
55	55	0	0	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
55	55	1/8	1/8	3/4	4	1	V43		e	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
55	55	1/4	1/4	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
55	55	3/8	3/8	3/4	4	1	V6		e	i		V6		V		6					M	1	1	5, 2, 1		1	5
55	55	1/2	1/2	3/4	4	1	#vi%7		e	i		#vi%7		#vi	%	7					%7	1	1	3, 0, -3, 1		3	3
55	55	5/8	5/8	3/4	4	1	V		e	i		V		V							M	1	1	1, 5, 2		1	1
56	56	0	0	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
56	56	1/4	1/4	3/4	4	1	V		e	i		V		V							M	1	1	1, 5, 2		1	1
57	57	0	0	3/4	4	1	i64		e	i		i64		i		64					m	1	1	1, 0, -3		0	1
57	57	1/8	1/8	3/4	4	1	iio6		e	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
57	57	1/4	1/4	3/4	4	1	i[i6		e	i	i	i6		i		6					m	1	1	-3, 1, 0		0	-3
57	57	3/8	3/8	3/4	4	1	#viio6		e	i	i	#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
57	57	1/2	1/2	3/4	4	1	i		e	i	i	i		i							m	1	1	0, -3, 1		0	0
57	57	5/8	5/8	3/4	4	1	#viio6		e	i	i	#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
58	58	0	0	3/4	4	1	i]		e	i	i	i		i							m	1	1	0, -3, 1		0	0
59	59	0	0	3/4	4	1	#viio7/v		e	i		#viio7/v		#vii	o	7		v			o7	1	1	6, 3, 0, -3		6	6
59	59	1/4	1/4	3/4	4	1	V65/v		e	i		V65/v		V		65		v			Mm7	1	1	6, 3, 0, 2		2	6
60	60	0	0	3/4	4	1	v		e	i		v		v							m	1	1	1, -2, 2		1	1
61	61	0	0	3/4	4	1	V(6)/v		e	i		V(6)/v		V			6	v			M	1	1	2, 6, -2		2	2
61	61	1/4	1/4	3/4	4	1	V7/v		e	i		V7/v		V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
62	62	0	0	3/4	4	1	VI/v		e	i		VI/v		VI				v			M	1	1	-3, 1, -2		-3	-3
63	63	0	0	3/4	4	1	#viio43/v		e	i		#viio43/v		#vii	o	43		v			o7	1	1	0, -3, 6, 3		6	0
64	64	0	0	3/4	4	1	VI64/v		e	i		VI64/v		VI		64		v			M	1	1	-2, -3, 1		-3	-2
65	65	0	0	3/4	4	1	#viio65/v		e	i		#viio65/v		#vii	o	65		v			o7	1	1	3, 0, -3, 6		6	3
66	66	1/4	1/4	3/4	4	1	iio6/v		e	i		iio6/v		ii	o	6		v			o	1	1	0, -3, 3		3	0
67	67	0	0	3/4	4	1	#viio43/v		e	i		#viio43/v		#vii	o	43		v			o7	1	1	0, -3, 6, 3		6	0
67	67	1/4	1/4	3/4	4	1	V2/v		e	i		V2/v		V		2		v			Mm7	1	1	0, 2, 6, 3		2	0
68	68	0	0	3/4	4	1	v		e	i		v		v							m	1	1	1, -2, 2		1	1
68	68	1/4	1/4	3/4	4	1	v6		e	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
69	69	0	0	3/4	4	1	V64(6)/v		e	i		V64(6)/v		V		64	6	v			M	1	1	-2, 2, 6		2	-2
69	69	1/4	1/4	3/4	4	1	V43/v		e	i		V43/v		V		43		v			Mm7	1	1	3, 0, 2, 6		2	3
70	70	0	0	3/4	4	1	v		e	i		v		v							m	1	1	1, -2, 2		1	1
71	71	0	0	3/4	4	1	iio6/v		e	i		iio6/v		ii	o	6		v			o	1	1	0, -3, 3		3	0
71	71	1/4	1/4	3/4	4	1	#viio43/v		e	i		#viio43/v		#vii	o	43		v			o7	1	1	0, -3, 6, 3		6	0
72	72	0	0	3/4	4	1	v6		e	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
73	73	0	0	3/4	4	1	#viio65/v		e	i		#viio65/v		#vii	o	65		v			o7	1	1	3, 0, -3, 6		6	3
75	75	0	0	3/4	4	1	III.V7		e	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
78	78	0	0	3/4	4	1	V7(4)		e	III		V7(4)		V		7	4				Mm7	1	0	1, 0, 2, -1		1	1
78	78	1/4	1/4	3/4	4	1	V2(4)		e	III		V2(4)		V		2	4				Mm7	1	0	-1, 1, 0, 2		1	-1
78	78	1/2	1/2	3/4	4	1	V2		e	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
79	79	0	0	3/4	4	1	V7		e	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
80	80	1/2	1/2	3/4	4	1	V(64)		e	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
81	81	0	0	3/4	4	1	V7		e	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
81	81	1/4	1/4	3/4	4	1	V		e	III		V		V							M	1	0	1, 5, 2		1	1
82	82	0	0	3/4	4	1	V2(13)		e	III		V2(13)		V		2	13				Mm7	1	0	-1, 1, 5, 2	4	1	-1
82	82	1/2	1/2	3/4	4	1	V2		e	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
83	83	0	0	3/4	4	1	I6\\		e	III		I6		I		6				\\	M	1	0	4, 1, 0		0	4
83	83	1/2	1/2	3/4	4	1	V+6/IV		e	III		V+6/IV		V	+	6		IV			+	1	0	4, 8, 0		0	4
84	84	1/4	1/4	3/4	4	1	IV(#2)		e	III		IV(#2)		IV			#2				M	1	0	-1, 8, 0		-1	-1
84	84	1/2	1/2	3/4	4	1	IV		e	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
85	85	1/2	1/2	3/4	4	1	V+6/IV		e	III		V+6/IV		V	+	6		IV			+	1	0	4, 8, 0		0	4
86	86	1/4	1/4	3/4	4	1	IV(#2)		e	III		IV(#2)		IV			#2				M	1	0	-1, 8, 0		-1	-1
86	86	1/2	1/2	3/4	4	1	IV		e	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
87	87	1/2	1/2	3/4	4	1	#viio7/ii		e	III		#viio7/ii		#vii	o	7		ii			o7	1	0	7, 4, 1, -2		7	7
88	88	0	0	3/4	4	1	ii(9)		e	III		ii(9)		ii			9				m	1	0	2, -1, 3	4	2	2
88	88	1/4	1/4	3/4	4	1	ii		e	III		ii		ii							m	1	0	2, -1, 3		2	2
88	88	1/2	1/2	3/4	4	1	#viio6/ii		e	III		#viio6/ii		#vii	o	6		ii			o	1	0	4, 1, 7		7	4
89	89	0	0	3/4	4	1	ii6(#7)		e	III		ii6(#7)		ii		6	#7				m	1	0	-1, 3, 7		2	-1
89	89	1/4	1/4	3/4	4	1	ii6		e	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
90	90	0	0	3/4	4	1	I\\		e	III		I		I						\\	M	1	0	0, 4, 1		0	0
91	91	0	0	3/4	4	1	V7		e	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
94	94	0	0	3/4	4	1	V7(4)		e	III		V7(4)		V		7	4				Mm7	1	0	1, 0, 2, -1		1	1
94	94	1/2	1/2	3/4	4	1	V7		e	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
95	95	0	0	3/4	4	1	V7/IV		e	III		V7/IV		V		7		IV			Mm7	1	0	0, 4, 1, -2		0	0
98	98	0	0	3/4	4	1	V2(4)/IV		e	III		V2(4)/IV		V		2	4	IV			Mm7	1	0	-2, 0, -1, 1		0	-2
98	98	1/2	1/2	3/4	4	1	V2/IV		e	III		V2/IV		V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
99	99	0	0	3/4	4	1	IV6\\		e	III		IV6		IV		6				\\	M	1	0	3, 0, -1		-1	3
99	99	1/2	1/2	3/4	4	1	#viio/ii		e	III		#viio/ii		#vii	o			ii			o	1	0	7, 4, 1		7	7
100	100	1/4	1/4	3/4	4	1	ii6		e	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
100	100	1/2	1/2	3/4	4	1	V6/ii		e	III		V6/ii		V		6		ii			M	1	0	7, 4, 3		3	7
101	101	0	0	3/4	4	1	#viio6/ii		e	III		#viio6/ii		#vii	o	6		ii			o	1	0	4, 1, 7		7	4
101	101	1/4	1/4	3/4	4	1	ii		e	III		ii		ii							m	1	0	2, -1, 3		2	2
101	101	1/2	1/2	3/4	4	1	vi		e	III		vi		vi							m	1	0	3, 0, 4		3	3
102	102	1/4	1/4	3/4	4	1	viio6		e	III		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
102	102	1/2	1/2	3/4	4	1	viio6/V		e	III		viio6/V		vii	o	6		V			o	1	0	3, 0, 6		6	3
103	103	0	0	3/4	4	1	iio6/V		e	III		iio6/V		ii	o	6		V			o	1	0	0, -3, 3		3	0
103	103	1/4	1/4	3/4	4	1	V6		e	III		V6		V		6					M	1	0	5, 2, 1		1	5
103	103	1/2	1/2	3/4	4	1	viio/V		e	III		viio/V		vii	o			V			o	1	0	6, 3, 0		6	6
104	104	1/4	1/4	3/4	4	1	V43		e	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
106	106	0	0	3/4	4	1	#viio7/ii		e	III		#viio7/ii		#vii	o	7		ii			o7	1	0	7, 4, 1, -2		7	7
107	107	0	0	3/4	4	1	V(9)/V		e	III		V(9)/V		V			9	V			M	1	0	2, 6, 3	4	2	2
107	107	1/4	1/4	3/4	4	1	V/V		e	III		V/V		V				V			M	1	0	2, 6, 3		2	2
107	107	1/2	1/2	3/4	4	1	V7/V		e	III		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
108	108	0	0	3/4	4	1	IV		e	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
109	109	0	0	3/4	4	1	V(64)		e	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
110	110	0	0	3/4	4	1	V2(6)		e	III		V2(6)		V		2	6				Mm7	1	0	-1, 1, 5, 4		1	-1
110	110	1/4	1/4	3/4	4	1	V2		e	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
111	111	0	0	3/4	4	1	I6		e	III		I6		I		6					M	1	0	4, 1, 0		0	4
112	112	0	0	3/4	4	1	V(9)/V		e	III		V(9)/V		V			9	V			M	1	0	2, 6, 3	4	2	2
112	112	3/8	3/8	3/4	4	1	V/V		e	III		V/V		V				V			M	1	0	2, 6, 3		2	2
113	113	0	0	3/4	4	1	V65		e	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
114	114	0	0	3/4	4	1	I\\		e	III		I		I						\\	M	1	0	0, 4, 1		0	0
114	114	1/2	1/2	3/4	4	1	V64		e	III		V64		V		64					M	1	0	2, 1, 5		1	2
115	115	0	0	3/4	4	1	I6		e	III		I6		I		6					M	1	0	4, 1, 0		0	4
115	115	1/2	1/2	3/4	4	1	I		e	III		I		I							M	1	0	0, 4, 1		0	0
116	116	0	0	3/4	4	1	V64(2)/V		e	III		V64(2)/V		V		64	2	V			M	1	0	3, 4, 6		2	3
116	116	3/8	3/8	3/4	4	1	V64/V		e	III		V64/V		V		64		V			M	1	0	3, 2, 6		2	3
116	116	1/2	1/2	3/4	4	1	V7/V		e	III		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
117	117	0	0	3/4	4	1	vii%7		e	III		vii%7		vii	%	7					%7	1	0	5, 2, -1, 3		5	5
117	117	3/8	3/8	3/4	4	1	V7		e	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
118	118	0	0	3/4	4	1	I\\		e	III		I		I						\\	M	1	0	0, 4, 1		0	0
118	118	1/2	1/2	3/4	4	1	I64		e	III		I64		I		64					M	1	0	1, 0, 4		0	1
119	119	0	0	3/4	4	1	IVM7		e	III		IVM7		IV	M	7					MM7	1	0	-1, 3, 0, 4		-1	-1
119	119	3/8	3/8	3/4	4	1	ii65		e	III		ii65		ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
120	120	0	0	3/4	4	1	iio6(2)/ii		e	III		iio6(2)/ii		ii	o	6	2	ii			o	1	0	1, -2, -1		4	1
120	120	3/8	3/8	3/4	4	1	iio6/ii		e	III		iio6/ii		ii	o	6		ii			o	1	0	1, -2, 4		4	1
121	121	0	0	3/4	4	1	ii6		e	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
122	122	0	0	3/4	4	1	V65/V		e	III		V65/V		V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
123	123	0	0	3/4	4	1	V7(4)		e	III		V7(4)		V		7	4				Mm7	1	0	1, 0, 2, -1		1	1
123	123	3/8	3/8	3/4	4	1	V7		e	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
125	125	0	0	3/4	4	1	I[I		e	III	I	I		I							M	1	0	0, 4, 1		0	0
125	125	1/4	1/4	3/4	4	1	V7		e	III	I	V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
125	125	1/2	1/2	3/4	4	1	I		e	III	I	I		I							M	1	0	0, 4, 1		0	0
126	126	1/4	1/4	3/4	4	1	vii%7		e	III	I	vii%7		vii	%	7					%7	1	0	5, 2, -1, 3		5	5
126	126	1/2	1/2	3/4	4	1	I		e	III	I	I		I							M	1	0	0, 4, 1		0	0
127	127	0	0	3/4	4	1	viio7/V		e	III	I	viio7/V		vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
128	128	0	0	3/4	4	1	V2		e	III	I	V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
129	129	0	0	3/4	4	1	I6		e	III	I	I6		I		6					M	1	0	4, 1, 0		0	4
129	129	1/4	1/4	3/4	4	1	V7		e	III	I	V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
129	129	1/2	1/2	3/4	4	1	I		e	III	I	I		I							M	1	0	0, 4, 1		0	0
130	130	1/4	1/4	3/4	4	1	vii%7		e	III	I	vii%7		vii	%	7					%7	1	0	5, 2, -1, 3		5	5
130	130	1/2	1/2	3/4	4	1	I		e	III	I	I		I							M	1	0	0, 4, 1		0	0
