mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
131	131	0	0	3/4	4	1	viio7/V		e	III	I	viio7/V		vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
132	132	0	0	3/4	4	1	V2		e	III	I	V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
133	133	0	0	3/4	4	1	I]		e	III	I	I		I							M	1	0	0, 4, 1		0	0
133	133	1/4	1/4	3/4	4	1	iio/vi		e	III		iio/vi		ii	o			vi			o	1	0	5, 2, -1		5	5
133	133	1/2	1/2	3/4	4	1	V/vi		e	III		V/vi		V				vi			M	1	0	4, 8, 5		4	4
134	134	0	0	3/4	4	1	vi		e	III		vi		vi							m	1	0	3, 0, 4		3	3
134	134	1/4	1/4	3/4	4	1	V43/vi		e	III		V43/vi		V		43		vi			Mm7	1	0	5, 2, 4, 8		4	5
134	134	1/2	1/2	3/4	4	1	vi6		e	III		vi6		vi		6					m	1	0	0, 4, 3		3	0
135	135	0	0	3/4	4	1	ii	viio6	e	III		ii		ii							m	1	0	2, -1, 3		2	2
135	135	1/4	1/4	3/4	4	1	I		e	III		I		I							M	1	0	0, 4, 1		0	0
135	135	1/2	1/2	3/4	4	1	IV6		e	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
136	136	0	0	3/4	4	1	viio		e	III		viio		vii	o						o	1	0	5, 2, -1		5	5
136	136	1/4	1/4	3/4	4	1	ii2		e	III		ii2		ii		2					mm7	1	0	0, 2, -1, 3		2	0
136	136	1/2	1/2	3/4	4	1	V43		e	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
137	137	0	0	3/4	4	1	I6		e	III		I6		I		6					M	1	0	4, 1, 0		0	4
137	137	1/2	1/2	3/4	4	1	I		e	III		I		I							M	1	0	0, 4, 1		0	0
138	138	0	0	3/4	4	1	vi		e	III		vi		vi							m	1	0	3, 0, 4		3	3
138	138	1/4	1/4	3/4	4	1	#viio/vi		e	III		#viio/vi		#vii	o			vi			o	1	0	8, 5, 2		8	8
138	138	1/2	1/2	3/4	4	1	vi64		e	III		vi64		vi		64					m	1	0	4, 3, 0		3	4
139	139	0	0	3/4	4	1	IV64		e	III		IV64		IV		64					M	1	0	0, -1, 3		-1	0
139	139	1/4	1/4	3/4	4	1	viio43/IV		e	III		viio43/IV		vii	o	43		IV			o7	1	0	-2, -5, 4, 1		4	-2
139	139	1/2	1/2	3/4	4	1	IV6		e	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
140	140	0	0	3/4	4	1	ii64		e	III		ii64		ii		64					m	1	0	3, 2, -1		2	3
140	140	1/4	1/4	3/4	4	1	#viio43/ii		e	III		#viio43/ii		#vii	o	43		ii			o7	1	0	1, -2, 7, 4		7	1
140	140	1/2	1/2	3/4	4	1	ii6		e	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
141	141	0	0	3/4	4	1	viio6		e	III		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
141	141	1/4	1/4	3/4	4	1	viio65		e	III		viio65		vii	o	65					o7	1	0	2, -1, -4, 5		5	2
144	144	0	0	3/4	4	1	iio		e	III		iio		ii	o						o	1	0	2, -1, -4		2	2
145	145	0	0	3/4	4	1	viio6/V		e	III		viio6/V		vii	o	6		V			o	1	0	3, 0, 6		6	3
145	145	1/4	1/4	3/4	4	1	viio65/V		e	III		viio65/V		vii	o	65		V			o7	1	0	3, 0, -3, 6		6	3
150	150	0	0	3/4	4	1	Ger6		e	III		Ger6	Ger	vii	o	65	b3	V			Ger	1	0	-4, 0, -3, 6		6	-4
151	151	0	0	3/4	4	1	V(64)		e	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
151	151	1/4	1/4	3/4	4	1	V65/V		e	III		V65/V		V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
151	151	1/2	1/2	3/4	4	1	V2		e	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
152	152	0	0	3/4	4	1	I6		e	III		I6		I		6					M	1	0	4, 1, 0		0	4
152	152	1/4	1/4	3/4	4	1	V43		e	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
152	152	1/2	1/2	3/4	4	1	I		e	III		I		I							M	1	0	0, 4, 1		0	0
153	153	0	0	3/4	4	1	V65		e	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
155	155	0	0	3/4	4	1	I		e	III		I		I							M	1	0	0, 4, 1		0	0
156	156	0	0	3/4	4	1	I6		e	III		I6		I		6					M	1	0	4, 1, 0		0	4
157	157	0	0	3/4	4	1	viio65/V		e	III		viio65/V		vii	o	65		V			o7	1	0	3, 0, -3, 6		6	3
158	158	0	0	3/4	4	1	V65		e	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
159	159	0	0	3/4	4	1	I		e	III		I		I							M	1	0	0, 4, 1		0	0
160	160	0	0	3/4	4	1	I6		e	III		I6		I		6					M	1	0	4, 1, 0		0	4
161	161	0	0	3/4	4	1	V64/V		e	III		V64/V		V		64		V			M	1	0	3, 2, 6		2	3
161	161	1/4	1/4	3/4	4	1	iio/V		e	III		iio/V		ii	o			V			o	1	0	3, 0, -3		3	3
162	162	0	0	3/4	4	1	V65		e	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
163	163	0	0	3/4	4	1	V65/vi		e	III		V65/vi		V		65		vi			Mm7	1	0	8, 5, 2, 4		4	8
164	164	0	0	3/4	4	1	vi		e	III		vi		vi							m	1	0	3, 0, 4		3	3
165	165	0	0	3/4	4	1	V65/vi		e	III		V65/vi		V		65		vi			Mm7	1	0	8, 5, 2, 4		4	8
166	166	0	0	3/4	4	1	vi		e	III		vi		vi							m	1	0	3, 0, 4		3	3
167	167	0	0	3/4	4	1	viio6/V		e	III		viio6/V		vii	o	6		V			o	1	0	3, 0, 6		6	3
167	167	1/4	1/4	3/4	4	1	vii%65/V		e	III		vii%65/V		vii	%	65		V			%7	1	0	3, 0, 4, 6		6	3
169	169	1/2	1/2	3/4	4	1	I		e	III		I		I							M	1	0	0, 4, 1		0	0
170	170	0	0	3/4	4	1	vii%7/V		e	III		vii%7/V		vii	%	7		V			%7	1	0	6, 3, 0, 4		6	6
171	171	0	0	3/4	4	1	V7		e	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
173	173	0	0	3/4	4	1	vii%65/IV		e	III		vii%65/IV		vii	%	65		IV			%7	1	0	1, -2, 2, 4		4	1
173	173	1/2	1/2	3/4	4	1	IV/IV		e	III		IV/IV		IV				IV			M	1	0	-2, 2, -1		-2	-2
174	174	0	0	3/4	4	1	vii%7/IV		e	III		vii%7/IV		vii	%	7		IV			%7	1	0	4, 1, -2, 2		4	4
175	175	0	0	3/4	4	1	IV		e	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
175	175	1/8	1/8	3/4	4	1	IV6		e	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
175	175	1/4	1/4	3/4	4	1	IV64		e	III		IV64		IV		64					M	1	0	0, -1, 3		-1	0
175	175	3/8	3/8	3/4	4	1	IV		e	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
175	175	1/2	1/2	3/4	4	1	vi43/IV		e	III		vi43/IV		vi		43		IV			mm7	1	0	3, 0, 2, -1		2	3
175	175	5/8	5/8	3/4	4	1	viio6/IV		e	III		viio6/IV		vii	o	6		IV			o	1	0	1, -2, 4		4	1
176	176	0	0	3/4	4	1	IV		e	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
176	176	1/8	1/8	3/4	4	1	IV64		e	III		IV64		IV		64					M	1	0	0, -1, 3		-1	0
176	176	1/4	1/4	3/4	4	1	IV6		e	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
176	176	3/8	3/8	3/4	4	1	iii6/IV		e	III		iii6/IV		iii		6		IV			m	1	0	0, 4, 3		3	0
176	176	1/2	1/2	3/4	4	1	vi7/IV		e	III		vi7/IV		vi		7		IV			mm7	1	0	2, -1, 3, 0		2	2
176	176	5/8	5/8	3/4	4	1	viio/IV		e	III		viio/IV		vii	o			IV			o	1	0	4, 1, -2		4	4
177	177	0	0	3/4	4	1	IV		e	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
177	177	1/8	1/8	3/4	4	1	IV64		e	III		IV64		IV		64					M	1	0	0, -1, 3		-1	0
177	177	1/4	1/4	3/4	4	1	IV6		e	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
177	177	3/8	3/8	3/4	4	1	IV64		e	III		IV64		IV		64					M	1	0	0, -1, 3		-1	0
177	177	1/2	1/2	3/4	4	1	vi7/IV		e	III		vi7/IV		vi		7		IV			mm7	1	0	2, -1, 3, 0		2	2
177	177	5/8	5/8	3/4	4	1	viio/IV		e	III		viio/IV		vii	o			IV			o	1	0	4, 1, -2		4	4
178	178	0	0	3/4	4	1	IV		e	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
178	178	1/8	1/8	3/4	4	1	IV64		e	III		IV64		IV		64					M	1	0	0, -1, 3		-1	0
178	178	1/4	1/4	3/4	4	1	IV6		e	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
178	178	3/8	3/8	3/4	4	1	IV64		e	III		IV64		IV		64					M	1	0	0, -1, 3		-1	0
178	178	1/2	1/2	3/4	4	1	vi7/IV		e	III		vi7/IV		vi		7		IV			mm7	1	0	2, -1, 3, 0		2	2
178	178	5/8	5/8	3/4	4	1	viio/IV		e	III		viio/IV		vii	o			IV			o	1	0	4, 1, -2		4	4
179	179	0	0	3/4	4	1	IV		e	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
179	179	1/4	1/4	3/4	4	1	V7/IV		e	III		V7/IV		V		7		IV			Mm7	1	0	0, 4, 1, -2		0	0
179	179	1/2	1/2	3/4	4	1	IV		e	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
180	180	0	0	3/4	4	1	V7/IV		e	III		V7/IV		V		7		IV			Mm7	1	0	0, 4, 1, -2		0	0
180	180	1/4	1/4	3/4	4	1	IV		e	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
180	180	1/2	1/2	3/4	4	1	V7/IV		e	III		V7/IV		V		7		IV			Mm7	1	0	0, 4, 1, -2		0	0
181	181	0	0	3/4	4	1	IV\\		e	III		IV		IV						\\	M	1	0	-1, 3, 0		-1	-1
181	181	1/2	1/2	3/4	4	1	IV6		e	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
184	184	3/8	3/8	3/4	4	1	i.i		e	i		i		i							m	1	1	0, -3, 1		0	0
186	186	0	0	3/4	4	1	VI		e	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
187	187	0	0	3/4	4	1	V7		e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
188	188	0	0	3/4	4	1	VI		e	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
189	189	0	0	3/4	4	1	V7		e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
190	190	0	0	3/4	4	1	VI		e	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
191	191	0	0	3/4	4	1	ii%7		e	i		ii%7		ii	%	7					%7	1	1	2, -1, -4, 0		2	2
191	191	1/4	1/4	3/4	4	1	#viio65		e	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
191	191	1/2	1/2	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
192	192	0	0	3/4	4	1	iio6		e	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
192	192	1/4	1/4	3/4	4	1	V(64)		e	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
192	192	1/2	1/2	3/4	4	1	V		e	i		V		V							M	1	1	1, 5, 2		1	1
193	193	0	0	3/4	4	1	i(9#7)		e	i		i(9#7)		i			9#7				m	1	1	0, -3, 1	2, 5	0	0
193	193	1/4	1/4	3/4	4	1	i\\		e	i		i		i						\\	m	1	1	0, -3, 1		0	0
194	194	0	0	3/4	4	1	iv6		e	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
195	195	0	0	3/4	4	1	V		e	i		V		V							M	1	1	1, 5, 2		1	1
196	196	0	0	3/4	4	1	VI		e	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
196	196	1/4	1/4	3/4	4	1	iv6		e	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
197	197	0	0	3/4	4	1	V		e	i		V		V							M	1	1	1, 5, 2		1	1
198	198	0	0	3/4	4	1	VI		e	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
199	199	0	0	3/4	4	1	ii%7		e	i		ii%7		ii	%	7					%7	1	1	2, -1, -4, 0		2	2
199	199	1/4	1/4	3/4	4	1	#viio65		e	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
199	199	1/2	1/2	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
200	200	0	0	3/4	4	1	iio6		e	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
200	200	1/4	1/4	3/4	4	1	V(64)		e	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
200	200	1/2	1/2	3/4	4	1	V7		e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
201	201	0	0	3/4	4	1	i\\		e	i		i		i						\\	m	1	1	0, -3, 1		0	0
201	201	1/4	1/4	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
202	202	0	0	3/4	4	1	iio6(2)		e	i		iio6(2)		ii	o	6	2				o	1	1	-1, -4, -3		2	-1
202	202	3/8	3/8	3/4	4	1	iio6		e	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
202	202	1/2	1/2	3/4	4	1	#viio43		e	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
203	203	0	0	3/4	4	1	iio6		e	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
203	203	1/2	1/2	3/4	4	1	#viio43		e	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
204	204	0	0	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
205	205	0	0	3/4	4	1	i6(#7)		e	i		i6(#7)		i		6	#7				m	1	1	-3, 1, 5		0	-3
205	205	1/4	1/4	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
205	205	1/2	1/2	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
206	206	0	0	3/4	4	1	V7		e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
207	207	0	0	3/4	4	1	V(64)		e	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
207	207	1/2	1/2	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
208	208	0	0	3/4	4	1	V43		e	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
208	208	1/2	1/2	3/4	4	1	V65		e	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
209	209	0	0	3/4	4	1	i[i		e	i	i	i		i							m	1	1	0, -3, 1		0	0
210	210	0	0	3/4	4	1	iio6(2)		e	i	i	iio6(2)		ii	o	6	2				o	1	1	-1, -4, -3		2	-1
210	210	3/8	3/8	3/4	4	1	iio6		e	i	i	iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
210	210	1/2	1/2	3/4	4	1	#viio43		e	i	i	#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
211	211	0	0	3/4	4	1	iio6		e	i	i	iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
211	211	1/2	1/2	3/4	4	1	#viio43		e	i	i	#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
212	212	0	0	3/4	4	1	i]\\		e	i	i	i		i						\\	m	1	1	0, -3, 1		0	0
212	212	1/2	1/2	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
213	213	1/4	1/4	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
214	214	0	0	3/4	4	1	i64		e	i		i64		i		64					m	1	1	1, 0, -3		0	1
214	214	1/2	1/2	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
215	215	1/2	1/2	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
216	216	0	0	3/4	4	1	#viio65/v		e	i		#viio65/v		#vii	o	65		v			o7	1	1	3, 0, -3, 6		6	3
217	217	0	0	3/4	4	1	V65/v		e	i		V65/v		V		65		v			Mm7	1	1	6, 3, 0, 2		2	6
218	218	0	0	3/4	4	1	V7/v		e	i		V7/v		V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
220	220	0	0	3/4	4	1	v		e	i		v		v							m	1	1	1, -2, 2		1	1
224	224	0	0	3/4	4	1	V65/VI		e	i		V65/VI		V		65		VI			Mm7	1	1	1, -2, -5, -3		-3	1
225	225	1/4	1/4	3/4	4	1	V7/VI		e	i		V7/VI		V		7		VI			Mm7	1	1	-3, 1, -2, -5		-3	-3
226	226	1/4	1/4	3/4	4	1	V2/VI		e	i		V2/VI		V		2		VI			Mm7	1	1	-5, -3, 1, -2		-3	-5
226	226	1/2	1/2	3/4	4	1	V43/VI		e	i		V43/VI		V		43		VI			Mm7	1	1	-2, -5, -3, 1		-3	-2
227	227	0	0	3/4	4	1	V65/VI		e	i		V65/VI		V		65		VI			Mm7	1	1	1, -2, -5, -3		-3	1
227	227	1/2	1/2	3/4	4	1	V2/VI		e	i		V2/VI		V		2		VI			Mm7	1	1	-5, -3, 1, -2		-3	-5
228	228	0	0	3/4	4	1	VI6		e	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
228	228	1/4	1/4	3/4	4	1	VI		e	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
229	229	0	0	3/4	4	1	IV/VI		e	i		IV/VI		IV				VI			M	1	1	-5, -1, -4		-5	-5
229	229	1/4	1/4	3/4	4	1	ii7/VI		e	i		ii7/VI		ii		7		VI			mm7	1	1	-2, -5, -1, -4		-2	-2
230	230	0	0	3/4	4	1	VI64		e	i		VI64		VI		64					M	1	1	-3, -4, 0		-4	-3
230	230	1/4	1/4	3/4	4	1	VI6		e	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
231	231	0	0	3/4	4	1	viio65/III		e	i		viio65/III		vii	o	65		III			o7	1	1	-1, -4, -7, 2		2	-1
231	231	1/4	1/4	3/4	4	1	viio7/III		e	i		viio7/III		vii	o	7		III			o7	1	1	2, -1, -4, -7		2	2
232	232	0	0	3/4	4	1	III6		e	i		III6		III		6					M	1	1	1, -2, -3		-3	1
232	232	1/4	1/4	3/4	4	1	III		e	i		III		III							M	1	1	-3, 1, -2		-3	-3
233	233	0	0	3/4	4	1	iio/III		e	i		iio/III		ii	o			III			o	1	1	-1, -4, -7		-1	-1
233	233	1/2	1/2	3/4	4	1	iv64/III		e	i		iv64/III		iv		64		III			m	1	1	-3, -4, -7		-4	-3
234	234	0	0	3/4	4	1	III6		e	i		III6		III		6					M	1	1	1, -2, -3		-3	1
234	234	1/2	1/2	3/4	4	1	III		e	i		III		III							M	1	1	-3, 1, -2		-3	-3
235	235	0	0	3/4	4	1	#viio7/vii		e	i		#viio7/vii		#vii	o	7		vii			o7	1	1	3, 0, -3, -6		3	3
235	235	1/4	1/4	3/4	4	1	#viio43/vii		e	i		#viio43/vii		#vii	o	43		vii			o7	1	1	-3, -6, 3, 0		3	-3
235	235	1/2	1/2	3/4	4	1	#viio7/vii		e	i		#viio7/vii		#vii	o	7		vii			o7	1	1	3, 0, -3, -6		3	3
236	236	0	0	3/4	4	1	vii\\		e	i		vii		vii						\\	m	1	1	-2, -5, -1		-2	-2
237	237	0	0	3/4	4	1	vii(9#7b64)		e	i		vii(9#7b64)		vii			9#7b64				m	1	1	-2, -3, -6	0, 3	-2	-2
238	238	0	0	3/4	4	1	vii64		e	i		vii64		vii		64					m	1	1	-1, -2, -5		-2	-1
238	238	3/8	3/8	3/4	4	1	vii		e	i		vii		vii							m	1	1	-2, -5, -1		-2	-2
239	239	0	0	3/4	4	1	#viio43/iv		e	i		#viio43/iv		#vii	o	43		iv			o7	1	1	-2, -5, 4, 1		4	-2
240	240	0	0	3/4	4	1	iv		e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
241	241	0	0	3/4	4	1	ii%2/iv		e	i		ii%2/iv		ii	%	2		iv			%7	1	1	-1, 1, -2, -5		1	-1
242	242	0	0	3/4	4	1	iv		e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
243	243	0	0	3/4	4	1	ii%2/iv		e	i		ii%2/iv		ii	%	2		iv			%7	1	1	-1, 1, -2, -5		1	-1
244	244	0	0	3/4	4	1	iv\\		e	i		iv		iv						\\	m	1	1	-1, -4, 0		-1	-1
246	246	0	0	3/4	4	1	#viio65		e	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
247	247	0	0	3/4	4	1	V65/iv		e	i		V65/iv		V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
248	248	0	0	3/4	4	1	iv		e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
250	250	0	0	3/4	4	1	viio7/III		e	i		viio7/III		vii	o	7		III			o7	1	1	2, -1, -4, -7		2	2
251	251	0	0	3/4	4	1	V7/III		e	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
252	252	0	0	3/4	4	1	III		e	i		III		III							M	1	1	-3, 1, -2		-3	-3
254	254	0	0	3/4	4	1	viio7/bII		e	i		viio7/bII		vii	o	7		bII			o7	1	1	0, -3, -6, -9		0	0
255	255	0	0	3/4	4	1	V7/bII		e	i		V7/bII		V		7		bII			Mm7	1	1	-4, 0, -3, -6		-4	-4
256	256	0	0	3/4	4	1	bII		e	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
258	258	0	0	3/4	4	1	iv64		e	i		iv64		iv		64					m	1	1	0, -1, -4		-1	0
260	260	0	0	3/4	4	1	#viio7		e	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
261	261	1/2	1/2	3/4	4	1	iv7		e	i		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
262	262	0	0	3/4	4	1	V7(6)		e	i		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
262	262	3/8	3/8	3/4	4	1	V7		e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
264	264	0	0	3/4	4	1	V(64)		e	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
266	266	0	0	3/4	4	1	V2(6)		e	i		V2(6)		V		2	6				Mm7	1	1	-1, 1, 5, -3		1	-1
266	266	3/8	3/8	3/4	4	1	V2		e	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
267	267	0	0	3/4	4	1	#viio43		e	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
268	268	0	0	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
268	268	1/2	1/2	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
269	269	0	0	3/4	4	1	i64(#7)		e	i		i64(#7)		i		64	#7				m	1	1	1, 5, -3		0	1
269	269	1/4	1/4	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
269	269	1/2	1/2	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
270	270	0	0	3/4	4	1	V7		e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
271	271	0	0	3/4	4	1	V(64)		e	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
272	272	0	0	3/4	4	1	V7		e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
272	272	1/2	1/2	3/4	4	1	V65		e	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
273	273	0	0	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
273	273	1/2	1/2	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
274	274	0	0	3/4	4	1	ii%65		e	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
274	274	1/2	1/2	3/4	4	1	i64		e	i		i64		i		64					m	1	1	1, 0, -3		0	1
275	275	0	0	3/4	4	1	ii%43		e	i		ii%43		ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
275	275	1/4	1/4	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
275	275	1/2	1/2	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
276	276	0	0	3/4	4	1	ii%65		e	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
276	276	1/2	1/2	3/4	4	1	i64		e	i		i64		i		64					m	1	1	1, 0, -3		0	1
277	277	0	0	3/4	4	1	ii%43		e	i		ii%43		ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
277	277	1/4	1/4	3/4	4	1	ii%7		e	i		ii%7		ii	%	7					%7	1	1	2, -1, -4, 0		2	2
277	277	1/2	1/2	3/4	4	1	ii%65		e	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
278	278	0	0	3/4	4	1	V7		e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
278	278	1/4	1/4	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
278	278	1/2	1/2	3/4	4	1	V65		e	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
279	279	0	0	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
279	279	1/4	1/4	3/4	4	1	#viio65		e	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
279	279	1/2	1/2	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
280	280	0	0	3/4	4	1	V65		e	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
280	280	1/4	1/4	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
280	280	1/2	1/2	3/4	4	1	#viio65		e	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
281	281	0	0	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
281	281	1/4	1/4	3/4	4	1	V43		e	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
281	281	1/2	1/2	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
282	282	0	0	3/4	4	1	V7(6)		e	i		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
282	282	3/8	3/8	3/4	4	1	V7		e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
283	283	0	0	3/4	4	1	V7(9)		e	i		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
283	283	1/2	1/2	3/4	4	1	V(64)		e	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
283	283	5/8	5/8	3/4	4	1	V7		e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
284	284	0	0	3/4	4	1	VI\\		e	i		VI		VI						\\	M	1	1	-4, 0, -3		-4	-4
285	285	3/8	3/8	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
288	288	0	0	3/4	4	1	VI		e	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
289	289	0	0	3/4	4	1	V65/VII		e	i		V65/VII		V		65		VII			Mm7	1	1	3, 0, -3, -1		-1	3
290	290	3/8	3/8	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
