mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	3.0	0	0	12/8	4	1	c.V	c	i		V		V							M	1	1	1, 5, 2		1	1
1	1	3	1.5	3/4	3/4	12/8	4	1	V2	c	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
1	1	9/2	1.5	9/8	9/8	12/8	4	1	V43	c	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
2	2	6	1.5	0	0	12/8	4	1	i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
2	2	15/2	1.5	3/8	3/8	12/8	4	1	V43	c	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
2	2	9	1.5	3/4	3/4	12/8	4	1	i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
2	2	21/2	1.5	9/8	9/8	12/8	4	1	V43	c	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
3	3	12	1.5	0	0	12/8	4	1	i	c	i		i		i							m	1	1	0, -3, 1		0	0
3	3	27/2	1.5	3/8	3/8	12/8	4	1	V65	c	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
3	3	15	1.5	3/4	3/4	12/8	4	1	VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
3	3	33/2	1.5	9/8	9/8	12/8	4	1	V43/iv	c	i		V43/iv		V		43		iv			Mm7	1	1	1, -2, 0, 4		0	1
4	4	18	1.5	0	0	12/8	4	1	iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
4	4	39/2	1.5	3/8	3/8	12/8	4	1	V65/iv	c	i		V65/iv		V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
4	4	21	1.5	3/4	3/4	12/8	4	1	V(64)/iv	c	i		V(64)/iv		V			64	iv			M	1	1	0, -1, -4		0	0
4	4	45/2	1.5	9/8	9/8	12/8	4	1	V7/iv	c	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
5	5	24	12.0	0	0	12/8	4	1	iv6	c	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
7	7	36	12.0	0	0	12/8	4	1	viio7/VII	c	i		viio7/VII		vii	o	7		VII			o7	1	1	3, 0, -3, -6		3	3
9	9	48	3.0	0	0	12/8	4	1	III64	c	i		III64		III		64					M	1	1	-2, -3, 1		-3	-2
9	9	51	3.0	3/4	3/4	12/8	4	1	viio65/VII	c	i		viio65/VII		vii	o	65		VII			o7	1	1	0, -3, -6, 3		3	0
10	10	54	3.0	0	0	12/8	4	1	VII6	c	i		VII6		VII		6					M	1	1	2, -1, -2		-2	2
10	10	57	3.0	3/4	3/4	12/8	4	1	#viio43	c	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
11	11	60	1.5	0	0	12/8	4	1	i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
11	11	123/2	1.5	3/8	3/8	12/8	4	1	V43	c	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
11	11	63	1.5	3/4	3/4	12/8	4	1	i	c	i		i		i							m	1	1	0, -3, 1		0	0
11	11	129/2	1.5	9/8	9/8	12/8	4	1	V2/iv	c	i		V2/iv		V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
12	12	66	1.5	0	0	12/8	4	1	iv6	c	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
12	12	135/2	1.5	3/8	3/8	12/8	4	1	V43/iv	c	i		V43/iv		V		43		iv			Mm7	1	1	1, -2, 0, 4		0	1
12	12	69	1.5	3/4	3/4	12/8	4	1	V65/iv	c	i		V65/iv		V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
12	12	141/2	1.5	9/8	9/8	12/8	4	1	iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
13	13	72	3.0	0	0	12/8	4	1	V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
13	13	75	3.0	3/4	3/4	12/8	4	1	V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
