mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
23	23	45	45	1.0	1/4	1/4	2/4	4	1		iv		a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
24	24	46	46	0.5	0	0	2/4	4	1		V65/III		a	i		V65/III		V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
24	24	93/2	93/2	0.5	1/8	1/8	2/4	4	1		V7/III		a	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
24	24	47	47	1.0	1/4	1/4	2/4	4	1		III		a	i		III		III							M	1	1	-3, 1, -2		-3	-3
25	25	48	48	1.0	0	0	2/4	4	1		VI		a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
25	25	49	49	1.0	1/4	1/4	2/4	4	1		iv		a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
26	26	50	50	0.5	0	0	2/4	4	1		V(64)		a	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
26	26	101/2	101/2	0.5	1/8	1/8	2/4	4	1		V7		a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
26	26	51	51	1.0	1/4	1/4	2/4	4	1		i\\		a	i		i		i						\\	m	1	1	0, -3, 1		0	0
27	27	52	52	1.5	0	0	2/4	4	1		I.I		a	I		I		I							M	1	0	0, 4, 1		0	0
27	27	107/2	107/2	1.5	3/8	3/8	2/4	4	1		V		a	I		V		V							M	1	0	1, 5, 2		1	1
28	28	55	55	1.5	1/4	1/4	2/4	4	1		ii		a	I		ii		ii							m	1	0	2, -1, 3		2	2
29	29	113/2	113/2	0.5	1/8	1/8	2/4	4	1		V		a	I		V		V							M	1	0	1, 5, 2		1	1
29	29	57	57	0.5	1/4	1/4	2/4	4	1		I		a	I		I		I							M	1	0	0, 4, 1		0	0
29	29	115/2	115/2	0.5	3/8	3/8	2/4	4	1		viio6		a	I		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
30	30	58	58	0.5	0	0	2/4	4	1		I6		a	I		I6		I		6					M	1	0	4, 1, 0		0	4
30	30	117/2	117/2	0.5	1/8	1/8	2/4	4	1		viio/V		a	I		viio/V		vii	o			V			o	1	0	6, 3, 0		6	6
30	30	59	59	0.5	1/4	1/4	2/4	4	1		V		a	I		V		V							M	1	0	1, 5, 2		1	1
30	30	119/2	119/2	0.5	3/8	3/8	2/4	4	1		viio6/V		a	I		viio6/V		vii	o	6		V			o	1	0	3, 0, 6		6	3
31	31	60	60	0.5	0	0	2/4	4	1		V6		a	I		V6		V		6					M	1	0	5, 2, 1		1	5
31	31	121/2	121/2	0.5	1/8	1/8	2/4	4	1		viio6		a	I		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
31	31	61	61	0.5	1/4	1/4	2/4	4	1		iii		a	I		iii		iii							m	1	0	4, 1, 5		4	4
31	31	123/2	123/2	0.5	3/8	3/8	2/4	4	1		V6/ii		a	I		V6/ii		V		6		ii			M	1	0	7, 4, 3		3	7
32	32	62	62	0.5	0	0	2/4	4	1		V/V		a	I		V/V		V				V			M	1	0	2, 6, 3		2	2
32	32	125/2	125/2	0.5	1/8	1/8	2/4	4	1		V6		a	I		V6		V		6					M	1	0	5, 2, 1		1	5
32	32	63	63	0.5	1/4	1/4	2/4	4	1		V6/vi		a	I		V6/vi		V		6		vi			M	1	0	8, 5, 4		4	8
32	32	127/2	127/2	0.5	3/8	3/8	2/4	4	1		vi		a	I		vi		vi							m	1	0	3, 0, 4		3	3
33	33	64	64	0.5	0	0	2/4	4	1		viio/V		a	I		viio/V		vii	o			V			o	1	0	6, 3, 0		6	6
33	33	129/2	129/2	0.5	1/8	1/8	2/4	4	1		V/V		a	I		V/V		V				V			M	1	0	2, 6, 3		2	2
33	33	65	65	0.5	1/4	1/4	2/4	4	1		V		a	I		V		V							M	1	0	1, 5, 2		1	1
33	33	131/2	131/2	0.5	3/8	3/8	2/4	4	1		viio/V		a	I		viio/V		vii	o			V			o	1	0	6, 3, 0		6	6
34	34	66	66	1.0	0	0	2/4	4	1		viio64		a	I		viio64		vii	o	64					o	1	0	-1, 5, 2		5	-1
34	34	67	67	0.5	1/4	1/4	2/4	4	1		I6		a	I		I6		I		6					M	1	0	4, 1, 0		0	4
34	34	135/2	135/2	0.5	3/8	3/8	2/4	4	1		viio6		a	I		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
35	35	68	68	0.5	0	0	2/4	4	1		I		a	I		I		I							M	1	0	0, 4, 1		0	0
35	35	137/2	137/2	0.5	1/8	1/8	2/4	4	1		I6		a	I		I6		I		6					M	1	0	4, 1, 0		0	4
35	35	69	69	0.5	1/4	1/4	2/4	4	1		vi		a	I		vi		vi							m	1	0	3, 0, 4		3	3
35	35	139/2	139/2	0.5	3/8	3/8	2/4	4	1		V6/V		a	I		V6/V		V		6		V			M	1	0	6, 3, 2		2	6
36	36	70	70	0.5	0	0	2/4	4	1		V		a	I		V		V							M	1	0	1, 5, 2		1	1
36	36	141/2	141/2	0.5	1/8	1/8	2/4	4	1		iii		a	I		iii		iii							m	1	0	4, 1, 5		4	4
36	36	71	71	0.5	1/4	1/4	2/4	4	1		V65/ii		a	I		V65/ii		V		65		ii			Mm7	1	0	7, 4, 1, 3		3	7
36	36	143/2	143/2	0.5	3/8	3/8	2/4	4	1		ii		a	I		ii		ii							m	1	0	2, -1, 3		2	2
37	37	72	72	0.5	0	0	2/4	4	1		V65		a	I		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
37	37	145/2	145/2	0.5	1/8	1/8	2/4	4	1		V7		a	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
37	37	73	73	0.5	1/4	1/4	2/4	4	1		I		a	I		I		I							M	1	0	0, 4, 1		0	0
37	37	147/2	147/2	0.5	3/8	3/8	2/4	4	1		V		a	I		V		V							M	1	0	1, 5, 2		1	1
38	38	74	74	0.5	0	0	2/4	4	1		I		a	I		I		I							M	1	0	0, 4, 1		0	0
38	38	149/2	149/2	1.5	1/8	1/8	2/4	4	1		V/iii		a	I		V/iii		V				iii			M	1	0	5, 9, 6		5	5
39	39	76	76	0.5	0	0	2/4	4	1		iii		a	I		iii		iii							m	1	0	4, 1, 5		4	4
39	39	153/2	153/2	0.5	1/8	1/8	2/4	4	1		V/iii		a	I		V/iii		V				iii			M	1	0	5, 9, 6		5	5
39	39	77	77	0.5	1/4	1/4	2/4	4	1		iii		a	I		iii		iii							m	1	0	4, 1, 5		4	4
39	39	155/2	155/2	0.5	3/8	3/8	2/4	4	1		iv/iii		a	I		iv/iii		iv				iii			m	1	0	3, 0, 4		3	3
40	40	78	78	0.5	0	0	2/4	4	1		iii		a	I		iii		iii							m	1	0	4, 1, 5		4	4
40	40	157/2	157/2	0.5	1/8	1/8	2/4	4	1		viio43/II		a	I		viio43/II		vii	o	43		II			o7	1	0	1, -2, 7, 4		7	1
40	40	79	79	0.5	1/4	1/4	2/4	4	1		iii/II		a	I		iii/II		iii				II			m	1	0	6, 3, 7		6	6
40	40	159/2	159/2	0.5	3/8	3/8	2/4	4	1		viio65/II		a	I		viio65/II		vii	o	65		II			o7	1	0	4, 1, -2, 7		7	4
41	41	80	80	0.5	0	0	2/4	4	1		V6/V		a	I		V6/V		V		6		V			M	1	0	6, 3, 2		2	6
41	41	161/2	161/2	0.5	1/8	1/8	2/4	4	1		V2(9)/V		a	I		V2(9)/V		V		2	9	V			Mm7	1	0	0, 2, 6, 3	4	2	0
41	41	81	81	0.5	1/4	1/4	2/4	4	1		iii/V		a	I		iii/V		iii				V			m	1	0	5, 2, 6		5	5
41	41	163/2	163/2	0.5	3/8	3/8	2/4	4	1		V43/V		a	I		V43/V		V		43		V			Mm7	1	0	3, 0, 2, 6		2	3
42	42	82	82	0.5	0	0	2/4	4	1		V		a	I		V		V							M	1	0	1, 5, 2		1	1
42	42	165/2	165/2	0.5	1/8	1/8	2/4	4	1		V7(9)/iii		a	I		V7(9)/iii		V		7	9	iii			Mm7	1	0	5, 9, 6, 3	0	5	5
42	42	83	83	0.5	1/4	1/4	2/4	4	1		V(6)/iii		a	I		V(6)/iii		V			6	iii			M	1	0	5, 9, 1		5	5
42	42	167/2	167/2	0.5	3/8	3/8	2/4	4	1		V7/iii		a	I		V7/iii		V		7		iii			Mm7	1	0	5, 9, 6, 3		5	5
43	43	84	84	0.5	0	0	2/4	4	1		iii		a	I		iii		iii							m	1	0	4, 1, 5		4	4
43	43	169/2	169/2	0.5	1/8	1/8	2/4	4	1		V7(9)		a	I		V7(9)		V		7	9				Mm7	1	0	1, 5, 2, -1	3	1	1
43	43	85	85	0.5	1/4	1/4	2/4	4	1		V(64)		a	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
43	43	171/2	171/2	0.5	3/8	3/8	2/4	4	1		V7		a	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
44	44	86	86	0.5	0	0	2/4	4	1		I		a	I		I		I							M	1	0	0, 4, 1		0	0
44	44	173/2	173/2	0.5	1/8	1/8	2/4	4	1		V.viio65		a	V		viio65		vii	o	65					o7	1	0	2, -1, -4, 5		5	2
44	44	87	87	0.5	1/4	1/4	2/4	4	1		I6		a	V		I6		I		6					M	1	0	4, 1, 0		0	4
44	44	175/2	175/2	0.5	3/8	3/8	2/4	4	1		V65/V		a	V		V65/V		V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
45	45	88	88	0.5	0	0	2/4	4	1		V7		a	V		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
45	45	177/2	177/2	0.5	1/8	1/8	2/4	4	1		vi		a	V		vi		vi							m	1	0	3, 0, 4		3	3
45	45	89	89	0.5	1/4	1/4	2/4	4	1		ii6		a	V		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
45	45	179/2	179/2	0.5	3/8	3/8	2/4	4	1		V7		a	V		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
46	46	90	90	0.5	0	0	2/4	4	1		I\\		a	V		I		I						\\	M	1	0	0, 4, 1		0	0
46	46	181/2	181/2	2.0	1/8	1/8	2/4	4	1		V		a	V		V		V							M	1	0	1, 5, 2		1	1
47	47	185/2	185/2	0.5	1/8	1/8	2/4	4	1		I6		a	V		I6		I		6					M	1	0	4, 1, 0		0	4
47	47	93	93	0.5	1/4	1/4	2/4	4	1		I		a	V		I		I							M	1	0	0, 4, 1		0	0
47	47	187/2	187/2	0.5	3/8	3/8	2/4	4	1		V64		a	V		V64		V		64					M	1	0	2, 1, 5		1	2
48	48	94	94	0.5	0	0	2/4	4	1		V6		a	V		V6		V		6					M	1	0	5, 2, 1		1	5
48	48	189/2	189/2	0.5	1/8	1/8	2/4	4	1		V		a	V		V		V							M	1	0	1, 5, 2		1	1
48	48	95	95	0.5	1/4	1/4	2/4	4	1		ii64(+4)		a	V		ii64(+4)		ii		64	+4				m	1	0	3, 2, -1	1	2	3
48	48	191/2	191/2	0.5	3/8	3/8	2/4	4	1		ii6(+4)		a	V		ii6(+4)		ii		6	+4				m	1	0	-1, 3, 2	1	2	-1
49	49	96	96	0.5	0	0	2/4	4	1		ii(+4)		a	V		ii(+4)		ii			+4				m	1	0	2, -1, 3	1	2	2
49	49	193/2	193/2	0.5	1/8	1/8	2/4	4	1		I6		a	V		I6		I		6					M	1	0	4, 1, 0		0	4
49	49	97	97	0.5	1/4	1/4	2/4	4	1		ii6(+4)		a	V		ii6(+4)		ii		6	+4				m	1	0	-1, 3, 2	1	2	-1
49	49	195/2	195/2	0.5	3/8	3/8	2/4	4	1		V7		a	V		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
50	50	98	98	2.0	0	0	2/4	4	1		I\\		a	V		I		I						\\	M	1	0	0, 4, 1		0	0
51	51	100	100	2.0	0	0	2/4	4	1		I.iio/ii		a	I		iio/ii		ii	o			ii			o	1	0	4, 1, -2		4	4
52	52	102	102	2.0	0	0	2/4	4	1		#viio43/ii		a	I		#viio43/ii		#vii	o	43		ii			o7	1	0	1, -2, 7, 4		7	1
53	53	104	104	1.0	0	0	2/4	4	1		#viio2/ii		a	I		#viio2/ii		#vii	o	2		ii			o7	1	0	-2, 7, 4, 1		7	-2
53	53	105	105	1.0	1/4	1/4	2/4	4	1		#viio7/ii		a	I		#viio7/ii		#vii	o	7		ii			o7	1	0	7, 4, 1, -2		7	7
54	54	106	106	1.0	0	0	2/4	4	1		#viio65/ii		a	I		#viio65/ii		#vii	o	65		ii			o7	1	0	4, 1, -2, 7		7	4
54	54	107	107	1.0	1/4	1/4	2/4	4	1		#viio43/ii		a	I		#viio43/ii		#vii	o	43		ii			o7	1	0	1, -2, 7, 4		7	1
55	55	108	108	2.0	0	0	2/4	4	1		ii6		a	I		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
56	56	110	110	1.0	0	0	2/4	4	1		ii		a	I		ii		ii							m	1	0	2, -1, 3		2	2
56	56	111	111	1.0	1/4	1/4	2/4	4	1		ii64		a	I		ii64		ii		64					m	1	0	3, 2, -1		2	3
57	57	112	112	2.5	0	0	2/4	4	1		ii6		a	I		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
58	58	229/2	229/2	0.5	1/8	1/8	2/4	4	1		ii64		a	I		ii64		ii		64					m	1	0	3, 2, -1		2	3
58	58	115	115	1.0	1/4	1/4	2/4	4	1		ii		a	I		ii		ii							m	1	0	2, -1, 3		2	2
59	59	116	116	2.0	0	0	2/4	4	1		V7/bVII		a	I		V7/bVII		V		7		bVII			Mm7	1	0	-1, 3, 0, -3		-1	-1
60	60	118	118	2.0	0	0	2/4	4	1		V65/bVII		a	I		V65/bVII		V		65		bVII			Mm7	1	0	3, 0, -3, -1		-1	3
61	61	120	120	1.0	0	0	2/4	4	1		V43/bVII		a	I		V43/bVII		V		43		bVII			Mm7	1	0	0, -3, -1, 3		-1	0
61	61	121	121	3.0	1/4	1/4	2/4	4	1		V7/bVII		a	I		V7/bVII		V		7		bVII			Mm7	1	0	-1, 3, 0, -3		-1	-1
63	63	124	124	0.5	0	0	2/4	4	1		V65/V		a	I		V65/V		V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
63	63	249/2	249/2	0.5	1/8	1/8	2/4	4	1		V43/V		a	I		V43/V		V		43		V			Mm7	1	0	3, 0, 2, 6		2	3
63	63	125	125	0.5	1/4	1/4	2/4	4	1		V65/V		a	I		V65/V		V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
63	63	251/2	251/2	0.5	3/8	3/8	2/4	4	1		V43/V		a	I		V43/V		V		43		V			Mm7	1	0	3, 0, 2, 6		2	3
64	64	126	126	0.5	0	0	2/4	4	1		V/V		a	I		V/V		V				V			M	1	0	2, 6, 3		2	2
64	64	253/2	253/2	0.5	1/8	1/8	2/4	4	1		V64/V		a	I		V64/V		V		64		V			M	1	0	3, 2, 6		2	3
64	64	127	127	0.5	1/4	1/4	2/4	4	1		V65/V		a	I		V65/V		V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
64	64	255/2	255/2	0.5	3/8	3/8	2/4	4	1		ii%2/V		a	I		ii%2/V		ii	%	2		V			%7	1	0	1, 3, 0, -3		3	1
65	65	128	128	1.0	0	0	2/4	4	1		viio7/V		a	I		viio7/V		vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
65	65	129	129	0.5	1/4	1/4	2/4	4	1		V43/V		a	I		V43/V		V		43		V			Mm7	1	0	3, 0, 2, 6		2	3
65	65	259/2	259/2	0.5	3/8	3/8	2/4	4	1		V7/V		a	I		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
66	66	130	130	0.5	0	0	2/4	4	1		viio/V		a	I		viio/V		vii	o			V			o	1	0	6, 3, 0		6	6
66	66	261/2	261/2	0.5	1/8	1/8	2/4	4	1		viio6/V		a	I		viio6/V		vii	o	6		V			o	1	0	3, 0, 6		6	3
66	66	131	131	0.5	1/4	1/4	2/4	4	1		V7/V		a	I		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
66	66	263/2	263/2	0.5	3/8	3/8	2/4	4	1		viio/V		a	I		viio/V		vii	o			V			o	1	0	6, 3, 0		6	6
67	67	132	132	1.0	0	0	2/4	4	1		v		a	I		v		v							m	1	0	1, -2, 2		1	1
67	67	133	133	1.0	1/4	1/4	2/4	4	1		v64		a	I		v64		v		64					m	1	0	2, 1, -2		1	2
68	68	134	134	1.0	0	0	2/4	4	1		v6		a	I		v6		v		6					m	1	0	-2, 2, 1		1	-2
68	68	135	135	1.0	1/4	1/4	2/4	4	1		v		a	I		v		v							m	1	0	1, -2, 2		1	1
69	69	136	136	1.0	0	0	2/4	4	1		V6/bVII		a	I		V6/bVII		V		6		bVII			M	1	0	3, 0, -1		-1	3
69	69	137	137	0.5	1/4	1/4	2/4	4	1		V43/bVII		a	I		V43/bVII		V		43		bVII			Mm7	1	0	0, -3, -1, 3		-1	0
69	69	275/2	275/2	0.5	3/8	3/8	2/4	4	1		V7/bVII		a	I		V7/bVII		V		7		bVII			Mm7	1	0	-1, 3, 0, -3		-1	-1
70	70	138	138	0.5	0	0	2/4	4	1		V6/bVII		a	I		V6/bVII		V		6		bVII			M	1	0	3, 0, -1		-1	3
70	70	277/2	277/2	0.5	1/8	1/8	2/4	4	1		V64/bVII		a	I		V64/bVII		V		64		bVII			M	1	0	0, -1, 3		-1	0
70	70	139	139	1.0	1/4	1/4	2/4	4	1		V/bVII		a	I		V/bVII		V				bVII			M	1	0	-1, 3, 0		-1	-1
71	71	140	140	1.0	0	0	2/4	4	1		bVII		a	I		bVII		bVII							M	1	0	-2, 2, -1		-2	-2
71	71	141	141	1.0	1/4	1/4	2/4	4	1		bVII64		a	I		bVII64		bVII		64					M	1	0	-1, -2, 2		-2	-1
72	72	142	142	1.0	0	0	2/4	4	1		bVII6		a	I		bVII6		bVII		6					M	1	0	2, -1, -2		-2	2
72	72	143	143	1.0	1/4	1/4	2/4	4	1		bVII		a	I		bVII		bVII							M	1	0	-2, 2, -1		-2	-2
73	73	144	144	1.0	0	0	2/4	4	1		V65/ii		a	I		V65/ii		V		65		ii			Mm7	1	0	7, 4, 1, 3		3	7
73	73	145	145	0.5	1/4	1/4	2/4	4	1		V43/ii		a	I		V43/ii		V		43		ii			Mm7	1	0	4, 1, 3, 7		3	4
73	73	291/2	291/2	0.5	3/8	3/8	2/4	4	1		V7/ii		a	I		V7/ii		V		7		ii			Mm7	1	0	3, 7, 4, 1		3	3
74	74	146	146	0.5	0	0	2/4	4	1		V65/ii		a	I		V65/ii		V		65		ii			Mm7	1	0	7, 4, 1, 3		3	7
74	74	293/2	293/2	0.5	1/8	1/8	2/4	4	1		V43/ii		a	I		V43/ii		V		43		ii			Mm7	1	0	4, 1, 3, 7		3	4
74	74	147	147	1.0	1/4	1/4	2/4	4	1		V7/ii		a	I		V7/ii		V		7		ii			Mm7	1	0	3, 7, 4, 1		3	3
75	75	148	148	1.0	0	0	2/4	4	1		ii		a	I		ii		ii							m	1	0	2, -1, 3		2	2
75	75	149	149	0.5	1/4	1/4	2/4	4	1		ii6(2)		a	I		ii6(2)		ii		6	2				m	1	0	-1, 3, 4		2	-1
75	75	299/2	299/2	0.5	3/8	3/8	2/4	4	1		ii64		a	I		ii64		ii		64					m	1	0	3, 2, -1		2	3
76	76	150	150	1.0	0	0	2/4	4	1		#viio7/iii		a	I		#viio7/iii		#vii	o	7		iii			o7	1	0	9, 6, 3, 0		9	9
76	76	151	151	0.5	1/4	1/4	2/4	4	1		vi6(#62)		a	I		vi6(#62)		vi		6	#62				m	1	0	0, 4, 5	6	3	0
76	76	303/2	303/2	0.5	3/8	3/8	2/4	4	1		vi		a	I		vi		vi							m	1	0	3, 0, 4		3	3
77	77	152	152	1.0	0	0	2/4	4	1		V/vi		a	I		V/vi		V				vi			M	1	0	4, 8, 5		4	4
77	77	153	153	0.5	1/4	1/4	2/4	4	1		V64/vi		a	I		V64/vi		V		64		vi			M	1	0	5, 4, 8		4	5
77	77	307/2	307/2	0.5	3/8	3/8	2/4	4	1		vi6		a	I		vi6		vi		6					m	1	0	0, 4, 3		3	0
78	78	154	154	0.5	0	0	2/4	4	1		V64/vi		a	I		V64/vi		V		64		vi			M	1	0	5, 4, 8		4	5
78	78	309/2	309/2	0.5	1/8	1/8	2/4	4	1		V6/vi		a	I		V6/vi		V		6		vi			M	1	0	8, 5, 4		4	8
78	78	155	155	0.5	1/4	1/4	2/4	4	1		V/vi		a	I		V/vi		V				vi			M	1	0	4, 8, 5		4	4
78	78	311/2	311/2	0.5	3/8	3/8	2/4	4	1		vi		a	I		vi		vi							m	1	0	3, 0, 4		3	3
79	79	156	156	1.0	0	0	2/4	4	1		V/vi		a	I		V/vi		V				vi			M	1	0	4, 8, 5		4	4
79	79	157	157	0.5	1/4	1/4	2/4	4	1		vi6		a	I		vi6		vi		6					m	1	0	0, 4, 3		3	0
79	79	315/2	315/2	0.5	3/8	3/8	2/4	4	1		#viio64/iii		a	I		#viio64/iii		#vii	o	64		iii			o	1	0	3, 9, 6		9	3
80	80	158	158	0.5	0	0	2/4	4	1		V64/vi		a	I		V64/vi		V		64		vi			M	1	0	5, 4, 8		4	5
