mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
24	24	1/4	1/4	4/4	1	1	viio65/V	G	V		viio65/V		vii	o	65		V		o7	0	0	3, 0, -3, 6		6	3
24	24	1/2	1/2	4/4	1	1	V6	G	V		V6		V		6				M	0	0	5, 2, 1		1	5
24	24	3/4	3/4	4/4	1	1	vii%7	G	V		vii%7		vii	%	7				%7	0	0	5, 2, -1, 3		5	5
25	25	0	0	4/4	1	1	I[I\\	G	V	I	I		I					\\	M	0	0	0, 4, 1		0	0
25	25	1/2	1/2	4/4	1	1	vi7	G	V	I	vi7		vi		7				mm7	0	0	3, 0, 4, 1		3	3
25	25	3/4	3/4	4/4	1	1	viio	G	V	I	viio		vii	o					o	0	0	5, 2, -1		5	5
26	26	0	0	4/4	1	1	V7	G	V	I	V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
26	26	1/16	1/16	4/4	1	1	#viio7/vi	G	V	I	#viio7/vi		#vii	o	7		vi		o7	0	0	8, 5, 2, -1		8	8
26	26	1/8	1/8	4/4	1	1	vi]	G	V	I	vi		vi						m	0	0	3, 0, 4		3	3
26	26	1/4	1/4	4/4	1	1	IVM7	G	V		IVM7		IV	M	7				MM7	0	0	-1, 3, 0, 4		-1	-1
26	26	3/8	3/8	4/4	1	1	IV	G	V		IV		IV						M	0	0	-1, 3, 0		-1	-1
26	26	7/16	7/16	4/4	1	1	iv	G	V		iv		iv						m	0	0	-1, -4, 0		-1	-1
26	26	1/2	1/2	4/4	1	1	V(64)	G	V		V(64)		V			64			M	0	0	1, 0, 4		1	1
26	26	5/8	5/8	4/4	1	1	V7	G	V		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
26	26	3/4	3/4	4/4	1	1	vi2	G	V		vi2		vi		2				mm7	0	0	1, 3, 0, 4		3	1
26	26	7/8	7/8	4/4	1	1	V7	G	V		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
27	27	0	0	4/4	1	1	I\\	G	V		I		I					\\	M	0	0	0, 4, 1		0	0
27	27	3/8	3/8	4/4	1	1	I6	G	V		I6		I		6				M	0	0	4, 1, 0		0	4
27	27	1/2	1/2	4/4	1	1	IVM7(9)	G	V		IVM7(9)		IV	M	7	9			MM7	0	0	-1, 3, 0, 4	1	-1	-1
27	27	5/8	5/8	4/4	1	1	vi7	G	V		vi7		vi		7				mm7	0	0	3, 0, 4, 1		3	3
27	27	11/16	11/16	4/4	1	1	V7/ii	G	V		V7/ii		V		7		ii		Mm7	0	0	3, 7, 4, 1		3	3
27	27	3/4	3/4	4/4	1	1	ii	G	V		ii		ii						m	0	0	2, -1, 3		2	2
27	27	7/8	7/8	4/4	1	1	ii6	G	V		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
28	28	0	0	4/4	1	1	V65	G	V		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
28	28	1/16	1/16	4/4	1	1	#viio65/vi	G	V		#viio65/vi		#vii	o	65		vi		o7	0	0	5, 2, -1, 8		8	5
28	28	1/8	1/8	4/4	1	1	vi6	G	V		vi6		vi		6				m	0	0	0, 4, 3		3	0
28	28	1/4	1/4	4/4	1	1	vi	G	V		vi		vi						m	0	0	3, 0, 4		3	3
28	28	3/8	3/8	4/4	1	1	IV	G	V		IV		IV						M	0	0	-1, 3, 0		-1	-1
28	28	1/2	1/2	4/4	1	1	V(64)	G	V		V(64)		V			64			M	0	0	1, 0, 4		1	1
28	28	5/8	5/8	4/4	1	1	V7	G	V		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
28	28	3/4	3/4	4/4	1	1	vi2	G	V		vi2		vi		2				mm7	0	0	1, 3, 0, 4		3	1
28	28	7/8	7/8	4/4	1	1	V7	G	V		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
29	29	0	0	4/4	1	1	V(64)	G	V		V(64)		V			64			M	0	0	1, 0, 4		1	1
29	29	1/8	1/8	4/4	1	1	vii%65/V	G	V		vii%65/V		vii	%	65		V		%7	0	0	3, 0, 4, 6		6	3
29	29	1/4	1/4	4/4	1	1	V(4)	G	V		V(4)		V			4			M	0	0	1, 0, 2		1	1
29	29	3/8	3/8	4/4	1	1	V65/V	G	V		V65/V		V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
29	29	1/2	1/2	4/4	1	1	V7/V	G	V		V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
29	29	5/8	5/8	4/4	1	1	V65/V	G	V		V65/V		V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
29	29	3/4	3/4	4/4	1	1	V(11)	G	V		V(11)		V			11			M	0	0	1, 5, 2	0	1	1
29	29	7/8	7/8	4/4	1	1	V43/V	G	V		V43/V		V		43		V		Mm7	0	0	3, 0, 2, 6		2	3
30	30	0	0	4/4	1	1	V65/V	G	V		V65/V		V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
30	30	1/8	1/8	4/4	1	1	V43/V	G	V		V43/V		V		43		V		Mm7	0	0	3, 0, 2, 6		2	3
30	30	3/8	3/8	4/4	1	1	vii%65/V	G	V		vii%65/V		vii	%	65		V		%7	0	0	3, 0, 4, 6		6	3
30	30	3/4	3/4	4/4	1	1	V7/V	G	V		V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
31	31	0	0	4/4	1	1	V	G	V		V		V						M	0	0	1, 5, 2		1	1
31	31	1/8	1/8	4/4	1	1	V65	G	V		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
31	31	1/4	1/4	4/4	1	1	I	G	V		I		I						M	0	0	0, 4, 1		0	0
31	31	3/8	3/8	4/4	1	1	V64	G	V		V64		V		64				M	0	0	2, 1, 5		1	2
31	31	1/2	1/2	4/4	1	1	I6	G	V		I6		I		6				M	0	0	4, 1, 0		0	4
31	31	5/8	5/8	4/4	1	1	V2	G	V		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
31	31	3/4	3/4	4/4	1	1	I6	G	V		I6		I		6				M	0	0	4, 1, 0		0	4
31	31	7/8	7/8	4/4	1	1	V+6/IV	G	V		V+6/IV		V	+	6		IV		+	0	0	4, 8, 0		0	4
32	32	0	0	4/4	1	1	IV	G	V		IV		IV						M	0	0	-1, 3, 0		-1	-1
32	32	1/8	1/8	4/4	1	1	V43/IV	G	V		V43/IV		V		43		IV		Mm7	0	0	1, -2, 0, 4		0	1
32	32	1/4	1/4	4/4	1	1	IV6	G	V		IV6		IV		6				M	0	0	3, 0, -1		-1	3
32	32	3/8	3/8	4/4	1	1	V(64)	G	V		V(64)		V			64			M	0	0	1, 0, 4		1	1
32	32	1/2	1/2	4/4	1	1	viio64	G	V		viio64		vii	o	64				o	0	0	-1, 5, 2		5	-1
32	32	3/4	3/4	4/4	1	1	I6	G	V		I6		I		6				M	0	0	4, 1, 0		0	4
33	33	0	0	4/4	1	1	viio6	G	V		viio6		vii	o	6				o	0	0	2, -1, 5		5	2
33	33	1/4	1/4	4/4	1	1	#viio7/ii	G	V		#viio7/ii		#vii	o	7		ii		o7	0	0	7, 4, 1, -2		7	7
33	33	1/2	1/2	4/4	1	1	ii	G	V		ii		ii						m	0	0	2, -1, 3		2	2
33	33	3/4	3/4	4/4	1	1	ii6	G	V		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
34	34	0	0	4/4	1	1	V(64)	G	V		V(64)		V			64			M	0	0	1, 0, 4		1	1
35	35	0	0	4/4	1	1	V7(4)	G	V		V7(4)		V		7	4			Mm7	0	0	1, 0, 2, -1		1	1
35	35	1/4	1/4	4/4	1	1	V7	G	V		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
36	36	0	0	4/4	1	1	I[I\\	G	V	I	I		I					\\	M	0	0	0, 4, 1		0	0
36	36	1/2	1/2	4/4	1	1	V6(+4)	G	V	I	V6(+4)		V		6	+4			M	0	0	5, 2, 1	0	1	5
36	36	11/16	11/16	4/4	1	1	IV6	G	V	I	IV6		IV		6				M	0	0	3, 0, -1		-1	3
36	36	3/4	3/4	4/4	1	1	I	G	V	I	I		I						M	0	0	0, 4, 1		0	0
37	37	0	0	4/4	1	1	ii7(9)	G	V	I	ii7(9)		ii		7	9			mm7	0	0	2, -1, 3, 0	4	2	2
37	37	3/16	3/16	4/4	1	1	iii7]	G	V	I	iii7		iii		7				mm7	0	0	4, 1, 5, 2		4	4
37	37	1/4	1/4	4/4	1	1	IV	G	V		IV		IV						M	0	0	-1, 3, 0		-1	-1
37	37	1/2	1/2	4/4	1	1	V(64)	G	V		V(64)		V			64			M	0	0	1, 0, 4		1	1
37	37	3/4	3/4	4/4	1	1	V	G	V		V		V						M	0	0	1, 5, 2		1	1
37	37	7/8	7/8	4/4	1	1	V7	G	V		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
38	38	0	0	4/4	1	1	I[I\\	G	V	I	I		I					\\	M	0	0	0, 4, 1		0	0
38	38	1/2	1/2	4/4	1	1	V6(+4)	G	V	I	V6(+4)		V		6	+4			M	0	0	5, 2, 1	0	1	5
38	38	11/16	11/16	4/4	1	1	IV6	G	V	I	IV6		IV		6				M	0	0	3, 0, -1		-1	3
38	38	3/4	3/4	4/4	1	1	I]	G	V	I	I		I						M	0	0	0, 4, 1		0	0
39	39	0	0	4/4	1	1	V7(9)/V	G	V		V7(9)/V		V		7	9	V		Mm7	0	0	2, 6, 3, 0	4	2	2
39	39	3/16	3/16	4/4	1	1	V7/vi	G	V		V7/vi		V		7		vi		Mm7	0	0	4, 8, 5, 2		4	4
39	39	1/4	1/4	4/4	1	1	vi	G	V		vi		vi						m	0	0	3, 0, 4		3	3
39	39	3/8	3/8	4/4	1	1	IV	G	V		IV		IV						M	0	0	-1, 3, 0		-1	-1
39	39	1/2	1/2	4/4	1	1	V(64)	G	V		V(64)		V			64			M	0	0	1, 0, 4		1	1
39	39	5/8	5/8	4/4	1	1	#viio64/ii	G	V		#viio64/ii		#vii	o	64		ii		o	0	0	1, 7, 4		7	1
39	39	3/4	3/4	4/4	1	1	V7	G	V		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
39	39	7/8	7/8	4/4	1	1	V	G	V		V		V						M	0	0	1, 5, 2		1	1
40	40	0	0	4/4	1	1	I\\	G	V		I		I					\\	M	0	0	0, 4, 1		0	0
40	40	1/4	1/4	4/4	1	1	I64	G	V		I64		I		64				M	0	0	1, 0, 4		0	1
40	40	1/2	1/2	4/4	1	1	V65	G	V		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
40	40	3/4	3/4	4/4	1	1	V43	G	V		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
41	41	0	0	4/4	1	1	I	G	V		I		I						M	0	0	0, 4, 1		0	0
41	41	1/4	1/4	4/4	1	1	V(64)	G	V		V(64)		V			64			M	0	0	1, 0, 4		1	1
41	41	1/2	1/2	4/4	1	1	V7	G	V		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
42	42	0	0	4/4	1	1	I.V2	G	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
42	42	1/4	1/4	4/4	1	1	I6	G	I		I6		I		6				M	0	0	4, 1, 0		0	4
42	42	1/2	1/2	4/4	1	1	V43	G	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
42	42	3/4	3/4	4/4	1	1	I	G	I		I		I						M	0	0	0, 4, 1		0	0
43	43	0	0	4/4	1	1	V2/ii	G	I		V2/ii		V		2		ii		Mm7	0	0	1, 3, 7, 4		3	1
43	43	1/4	1/4	4/4	1	1	ii6	G	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
43	43	1/2	1/2	4/4	1	1	V43/ii	G	I		V43/ii		V		43		ii		Mm7	0	0	4, 1, 3, 7		3	4
43	43	3/4	3/4	4/4	1	1	ii	G	I		ii		ii						m	0	0	2, -1, 3		2	2
44	44	0	0	4/4	1	1	V2/IV	G	I		V2/IV		V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
44	44	1/4	1/4	4/4	1	1	IV6	G	I		IV6		IV		6				M	0	0	3, 0, -1		-1	3
44	44	1/2	1/2	4/4	1	1	V43/IV	G	I		V43/IV		V		43		IV		Mm7	0	0	1, -2, 0, 4		0	1
44	44	3/4	3/4	4/4	1	1	IV	G	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
45	45	0	0	4/4	1	1	ii6	G	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
45	45	1/8	1/8	4/4	1	1	V/ii	G	I		V/ii		V				ii		M	0	0	3, 7, 4		3	3
45	45	1/4	1/4	4/4	1	1	iv6/ii	G	I		iv6/ii		iv		6		ii		m	0	0	-2, 2, 1		1	-2
45	45	3/8	3/8	4/4	1	1	V(64)/ii	G	I		V(64)/ii		V			64	ii		M	0	0	3, 2, -1		3	3
45	45	1/2	1/2	4/4	1	1	V2/ii	G	I		V2/ii		V		2		ii		Mm7	0	0	1, 3, 7, 4		3	1
45	45	5/8	5/8	4/4	1	1	ii	G	I		ii		ii						m	0	0	2, -1, 3		2	2
45	45	3/4	3/4	4/4	1	1	#viio7/ii	G	I		#viio7/ii		#vii	o	7		ii		o7	0	0	7, 4, 1, -2		7	7
45	45	7/8	7/8	4/4	1	1	ii	G	I		ii		ii						m	0	0	2, -1, 3		2	2
46	46	0	0	4/4	1	1	iio64/ii	G	I		iio64/ii		ii	o	64		ii		o	0	0	-2, 4, 1		4	-2
46	46	1/8	1/8	4/4	1	1	V(64)/ii	G	I		V(64)/ii		V			64	ii		M	0	0	3, 2, -1		3	3
46	46	1/4	1/4	4/4	1	1	#viio64/ii	G	I		#viio64/ii		#vii	o	64		ii		o	0	0	1, 7, 4		7	1
46	46	3/8	3/8	4/4	1	1	ii6	G	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
46	46	1/2	1/2	4/4	1	1	iio/ii	G	I		iio/ii		ii	o			ii		o	0	0	4, 1, -2		4	4
46	46	5/8	5/8	4/4	1	1	ii	G	I		ii		ii						m	0	0	2, -1, 3		2	2
46	46	3/4	3/4	4/4	1	1	V7/ii	G	I		V7/ii		V		7		ii		Mm7	0	0	3, 7, 4, 1		3	3
46	46	7/8	7/8	4/4	1	1	ii6	G	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
47	47	0	0	4/4	1	1	V[I	G	I	V	I		I						M	0	0	0, 4, 1		0	0
47	47	1/4	1/4	4/4	1	1	I6	G	I	V	I6		I		6				M	0	0	4, 1, 0		0	4
47	47	1/2	1/2	4/4	1	1	I	G	I	V	I		I						M	0	0	0, 4, 1		0	0
47	47	3/4	3/4	4/4	1	1	I6	G	I	V	I6		I		6				M	0	0	4, 1, 0		0	4
48	48	0	0	4/4	1	1	ii6	G	I	V	ii6		ii		6				m	0	0	-1, 3, 2		2	-1
48	48	1/2	1/2	4/4	1	1	viio6]	G	I	V	viio6		vii	o	6				o	0	0	2, -1, 5		5	2
48	48	3/4	3/4	4/4	1	1	V43	G	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
49	49	0	0	4/4	1	1	I	G	I		I		I						M	0	0	0, 4, 1		0	0
49	49	1/2	1/2	4/4	1	1	I6	G	I		I6		I		6				M	0	0	4, 1, 0		0	4
49	49	3/4	3/4	4/4	1	1	I	G	I		I		I						M	0	0	0, 4, 1		0	0
50	50	0	0	4/4	1	1	V7	G	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
50	50	3/8	3/8	4/4	1	1	#viio7/vi	G	I		#viio7/vi		#vii	o	7		vi		o7	0	0	8, 5, 2, -1		8	8
50	50	1/2	1/2	4/4	1	1	vi	G	I		vi		vi						m	0	0	3, 0, 4		3	3
51	51	0	0	4/4	1	1	V65/V	G	I		V65/V		V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
52	52	0	0	4/4	1	1	V	G	I		V		V						M	0	0	1, 5, 2		1	1
52	52	1/4	1/4	4/4	1	1	V7	G	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
52	52	1/2	1/2	4/4	1	1	#viio7/ii	G	I		#viio7/ii		#vii	o	7		ii		o7	0	0	7, 4, 1, -2		7	7
53	53	0	0	4/4	1	1	ii	G	I		ii		ii						m	0	0	2, -1, 3		2	2
53	53	1/4	1/4	4/4	1	1	ii6	G	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
53	53	3/8	3/8	4/4	1	1	iio6	G	I		iio6		ii	o	6				o	0	0	-1, -4, 2		2	-1
53	53	1/2	1/2	4/4	1	1	V(64)	G	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
53	53	3/4	3/4	4/4	1	1	V7	G	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
53	53	7/8	7/8	4/4	1	1	V	G	I		V		V						M	0	0	1, 5, 2		1	1
54	54	0	0	4/4	1	1	V65/V\\	G	I		V65/V		V		65		V	\\	Mm7	0	0	6, 3, 0, 2		2	6
54	54	3/4	3/4	4/4	1	1	V/V	G	I		V/V		V				V		M	0	0	2, 6, 3		2	2
55	55	0	0	4/4	1	1	.Ger6/vi	G	I		Ger6/vi	Ger	vii	o	65	b3	V/vi		M	0	0	-1, 3, 0, 9		9	-1
55	55	1/2	1/2	4/4	1	1	V(64)/vi	G	I		V(64)/vi		V			64	vi		M	0	0	4, 3, 0		4	4
55	55	3/4	3/4	4/4	1	1	ii7	G	I		ii7		ii		7				mm7	0	0	2, -1, 3, 0		2	2
55	55	7/8	7/8	4/4	1	1	V7/V	G	I		V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
56	56	0	0	4/4	1	1	V65(9)	G	I		V65(9)		V		65	9			Mm7	0	0	5, 2, -1, 1	3	1	5
56	56	1/3	1/3	4/4	1	1	V65	G	I		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
56	56	1/2	1/2	4/4	1	1	V	G	I		V		V						M	0	0	1, 5, 2		1	1
56	56	3/4	3/4	4/4	1	1	ii	G	I		ii		ii						m	0	0	2, -1, 3		2	2
57	57	0	0	4/4	1	1	I[I	G	I	I	I		I						M	0	0	0, 4, 1		0	0
57	57	1/2	1/2	4/4	1	1	vi7	G	I	I	vi7		vi		7				mm7	0	0	3, 0, 4, 1		3	3
57	57	11/16	11/16	4/4	1	1	#viio/ii	G	I	I	#viio/ii		#vii	o			ii		o	0	0	7, 4, 1		7	7
57	57	3/4	3/4	4/4	1	1	ii64	G	I	I	ii64		ii		64				m	0	0	3, 2, -1		2	3
57	57	7/8	7/8	4/4	1	1	viio	G	I	I	viio		vii	o					o	0	0	5, 2, -1		5	5
58	58	0	0	4/4	1	1	V7	G	I	I	V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
58	58	1/16	1/16	4/4	1	1	#viio7/vi	G	I	I	#viio7/vi		#vii	o	7		vi		o7	0	0	8, 5, 2, -1		8	8
58	58	1/8	1/8	4/4	1	1	vi]	G	I	I	vi		vi						m	0	0	3, 0, 4		3	3
58	58	1/4	1/4	4/4	1	1	IVM7	G	I		IVM7		IV	M	7				MM7	0	0	-1, 3, 0, 4		-1	-1
58	58	3/8	3/8	4/4	1	1	IV	G	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
58	58	7/16	7/16	4/4	1	1	iv	G	I		iv		iv						m	0	0	-1, -4, 0		-1	-1
58	58	1/2	1/2	4/4	1	1	V(64)	G	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
58	58	5/8	5/8	4/4	1	1	V7	G	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
58	58	3/4	3/4	4/4	1	1	vi2	G	I		vi2		vi		2				mm7	0	0	1, 3, 0, 4		3	1
58	58	7/8	7/8	4/4	1	1	V7	G	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
59	59	0	0	4/4	1	1	I\\	G	I		I		I					\\	M	0	0	0, 4, 1		0	0
59	59	1/8	1/8	4/4	1	1	vi7	G	I		vi7		vi		7				mm7	0	0	3, 0, 4, 1		3	3
59	59	1/4	1/4	4/4	1	1	I	G	I		I		I						M	0	0	0, 4, 1		0	0
59	59	3/8	3/8	4/4	1	1	I6	G	I		I6		I		6				M	0	0	4, 1, 0		0	4
59	59	1/2	1/2	4/4	1	1	IVM7(9)	G	I		IVM7(9)		IV	M	7	9			MM7	0	0	-1, 3, 0, 4	1	-1	-1
59	59	5/8	5/8	4/4	1	1	vi7	G	I		vi7		vi		7				mm7	0	0	3, 0, 4, 1		3	3
59	59	3/4	3/4	4/4	1	1	ii	G	I		ii		ii						m	0	0	2, -1, 3		2	2
59	59	7/8	7/8	4/4	1	1	ii6	G	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
