mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2.0	0	0	3/4	4	1	e.i		e	i		i		i							m	1	1	0, -3, 1		0	0
1	1	2	2	1.0	1/2	1/2	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
2	2	3	3	1.5	0	0	3/4	4	1	iio6(2)		e	i		iio6(2)		ii	o	6	2				o	1	1	-1, -4, -3		2	-1
2	2	9/2	9/2	0.5	3/8	3/8	3/4	4	1	iio6		e	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
2	2	5	5	4.0	1/2	1/2	3/4	4	1	#viio43		e	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
4	4	9	9	3.0	0	0	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
5	5	12	12	1.0	0	0	3/4	4	1	i6(#7)		e	i		i6(#7)		i		6	#7				m	1	1	-3, 1, 5		0	-3
5	5	13	13	1.0	1/4	1/4	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
5	5	14	14	1.0	1/2	1/2	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
6	6	15	15	2.0	0	0	3/4	4	1	#viio65		e	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
6	6	17	17	1.0	1/2	1/2	3/4	4	1	V65		e	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
7	7	18	18	2.0	0	0	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
7	7	20	20	1.0	1/2	1/2	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
8	8	21	21	2.0	0	0	3/4	4	1	#viio65		e	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
8	8	23	23	1.0	1/2	1/2	3/4	4	1	V65		e	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
9	9	24	24	2.0	0	0	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
9	9	26	26	1.0	1/2	1/2	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
10	10	27	27	2.0	0	0	3/4	4	1	iv		e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
10	10	29	29	1.0	1/2	1/2	3/4	4	1	i64		e	i		i64		i		64					m	1	1	1, 0, -3		0	1
11	11	30	30	2.0	0	0	3/4	4	1	ii%43		e	i		ii%43		ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
11	11	32	32	1.0	1/2	1/2	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
12	12	33	33	2.0	0	0	3/4	4	1	iv		e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
12	12	35	35	1.0	1/2	1/2	3/4	4	1	i64		e	i		i64		i		64					m	1	1	1, 0, -3		0	1
13	13	36	36	2.0	0	0	3/4	4	1	ii%43		e	i		ii%43		ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
13	13	38	38	1.0	1/2	1/2	3/4	4	1	ii%65		e	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
14	14	39	39	1.0	0	0	3/4	4	1	V		e	i		V		V							M	1	1	1, 5, 2		1	1
14	14	40	40	1.0	1/4	1/4	3/4	4	1	V(64)		e	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
14	14	41	41	1.0	1/2	1/2	3/4	4	1	V7		e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
15	15	42	42	1.0	0	0	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
15	15	43	43	1.0	1/4	1/4	3/4	4	1	#viio65		e	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
15	15	44	44	1.0	1/2	1/2	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
16	16	45	45	1.0	0	0	3/4	4	1	V65		e	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
16	16	46	46	1.0	1/4	1/4	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
16	16	47	47	1.0	1/2	1/2	3/4	4	1	#viio65		e	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
17	17	48	48	1.0	0	0	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
17	17	49	49	1.0	1/4	1/4	3/4	4	1	#viio65		e	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
17	17	50	50	1.0	1/2	1/2	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
