mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1.0	0	3/4	4/4	4	1	Eb.I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
2	1	1	1.0	0	0	4/4	4	1	I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
2	1	2	1.0	1/4	1/4	4/4	4	1	vi		Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
2	1	3	1.0	1/2	1/2	4/4	4	1	IM43		Eb	I		IM43		I	M	43					MM7	0	0	1, 5, 0, 4		0	1
2	1	4	1.0	3/4	3/4	4/4	4	1	IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
3	2	5	1.0	0	0	4/4	4	1	I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
3	2	6	1.0	1/4	1/4	4/4	4	1	vii%43		Eb	I		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
3	2	7	3.0	1/2	1/2	4/4	4	1	I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
4	3	10	1.0	1/4	1/4	4/4	4	1	vi		Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
4	3	11	1.0	1/2	1/2	4/4	4	1	IM43		Eb	I		IM43		I	M	43					MM7	0	0	1, 5, 0, 4		0	1
4	3	12	1.0	3/4	3/4	4/4	4	1	IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
5	4	13	1.0	0	0	4/4	4	1	I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
5	4	14	1.0	1/4	1/4	4/4	4	1	vii%43		Eb	I		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
5	4	15	2.75	1/2	1/2	4/4	4	1	I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
6	5	71/4	4.0	3/16	3/16	4/4	4	1	V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
7	6	87/4	2.25	3/16	3/16	4/4	4	1	viio6/V		Eb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
7	6	24	1.0	3/4	3/4	4/4	4	1	V/V		Eb	I		V/V		V				V			M	0	0	2, 6, 3		2	2
8	7	25	0.75	0	0	4/4	4	1	viio6/V		Eb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
8	7	103/4	1.0	3/16	3/16	4/4	4	1	V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
8	7	107/4	1.0	7/16	7/16	4/4	4	1	vii%43/V		Eb	I		vii%43/V		vii	%	43		V			%7	0	0	0, 4, 6, 3		6	0
8	7	111/4	1.0	11/16	11/16	4/4	4	1	V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
8	7	115/4	1.0	15/16	15/16	4/4	4	1	vii%43		Eb	I		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
9	8	119/4	2.25	3/16	3/16	4/4	4	1	I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
9	8	32	1.0	3/4	3/4	4/4	4	1	vi		Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
10	9	33	2.0	0	0	4/4	4	1	vi7		Eb	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
10	9	35	0.5	1/2	1/2	4/4	4	1	V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
10	9	71/2	0.5	5/8	5/8	4/4	4	1	I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
10	9	36	0.5	3/4	3/4	4/4	4	1	V43		Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
10	9	73/2	0.5	7/8	7/8	4/4	4	1	I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
11	10	37	3.0	0	0	4/4	4	1	V\\		Eb	I		V		V						\\	M	0	0	1, 5, 2		1	1
11	10	40	1.0	3/4	3/4	4/4	4	1	iio/ii		Eb	I		iio/ii		ii	o			ii			o	0	0	4, 1, -2		4	4
12	11	41	1.0	0	0	4/4	4	1	iio64/ii		Eb	I		iio64/ii		ii	o	64		ii			o	0	0	-2, 4, 1		4	-2
12	11	42	1.0	1/4	1/4	4/4	4	1	ii6(+b6)		Eb	I		ii6(+b6)		ii		6	+b6				m	0	0	-1, 3, 2	-2	2	-1
12	11	43	1.0	1/2	1/2	4/4	4	1	#viio65/ii		Eb	I		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
12	11	44	1.0	3/4	3/4	4/4	4	1	VI6/ii		Eb	I		VI6/ii		VI		6		ii			M	0	0	2, -1, -2		-2	2
13	12	45	1.0	0	0	4/4	4	1	#viio7/ii		Eb	I		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
13	12	46	1.0	1/4	1/4	4/4	4	1	#viio43/vi		Eb	I		#viio43/vi		#vii	o	43		vi			o7	0	0	2, -1, 8, 5		8	2
13	12	47	1.0	1/2	1/2	4/4	4	1	V/ii		Eb	I		V/ii		V				ii			M	0	0	3, 7, 4		3	3
13	12	48	1.0	3/4	3/4	4/4	4	1	V7/ii		Eb	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
14	13	49	1.0	0	0	4/4	4	1	iio64/ii		Eb	I		iio64/ii		ii	o	64		ii			o	0	0	-2, 4, 1		4	-2
14	13	50	1.0	1/4	1/4	4/4	4	1	ii6(+b6)		Eb	I		ii6(+b6)		ii		6	+b6				m	0	0	-1, 3, 2	-2	2	-1
14	13	51	1.0	1/2	1/2	4/4	4	1	#viio65/ii		Eb	I		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
14	13	52	1.0	3/4	3/4	4/4	4	1	VI6/ii		Eb	I		VI6/ii		VI		6		ii			M	0	0	2, -1, -2		-2	2
15	14	53	1.0	0	0	4/4	4	1	#viio7/ii		Eb	I		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
15	14	54	1.0	1/4	1/4	4/4	4	1	#viio43/vi		Eb	I		#viio43/vi		#vii	o	43		vi			o7	0	0	2, -1, 8, 5		8	2
15	14	55	2.0	1/2	1/2	4/4	4	1	V/ii		Eb	I		V/ii		V				ii			M	0	0	3, 7, 4		3	3
16	15	57	0.75	0	0	4/4	4	1	V65/ii		Eb	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
16	15	231/4	2.25	3/16	3/16	4/4	4	1	ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
16	15	60	1.0	3/4	3/4	4/4	4	1	viio		Eb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
17	16	61	0.75	0	0	4/4	4	1	vii%65		Eb	I		vii%65		vii	%	65					%7	0	0	2, -1, 3, 5		5	2
17	16	247/4	2.25	3/16	3/16	4/4	4	1	iii		Eb	I		iii		iii							m	0	0	4, 1, 5		4	4
17	16	64	1.0	3/4	3/4	4/4	4	1	I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
18	17	65	0.75	0	0	4/4	4	1	V65/IV		Eb	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
18	17	263/4	1.0	3/16	3/16	4/4	4	1	IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
18	17	267/4	1.0	7/16	7/16	4/4	4	1	ii65		Eb	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
18	17	271/4	1.0	11/16	11/16	4/4	4	1	V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
18	17	275/4	1.0	15/16	15/16	4/4	4	1	V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
19	18	279/4	2.25	3/16	3/16	4/4	4	1	vi		Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
19	18	72	1.0	3/4	3/4	4/4	4	1	I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
20	19	73	1.0	0	0	4/4	4	1	IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
20	19	74	1.0	1/4	1/4	4/4	4	1	ii65		Eb	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
20	19	75	2.0	1/2	1/2	4/4	4	1	V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
21	20	77	2.0	0	0	4/4	4	1	vi		Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
21	20	79	2.0	1/2	1/2	4/4	4	1	V65/IV		Eb	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
22	21	81	1.0	0	0	4/4	4	1	IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
22	21	82	1.0	1/4	1/4	4/4	4	1	ii65		Eb	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
22	21	83	2.0	1/2	1/2	4/4	4	1	V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
23	22	85	2.0	0	0	4/4	4	1	vi		Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
23	22	87	2.0	1/2	1/2	4/4	4	1	V65/IV		Eb	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
24	23	89	1.0	0	0	4/4	4	1	IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
24	23	90	1.0	1/4	1/4	4/4	4	1	ii6		Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
24	23	91	2.0	1/2	1/2	4/4	4	1	V7/vi		Eb	I		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
