mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	1.0	0	0	3/4	4	1	Bb.I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
1	1	1	1	1.0	1/4	1/4	3/4	4	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
1	1	2	2	0.5	1/2	1/2	3/4	4	1	ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
1	1	5/2	5/2	0.5	5/8	5/8	3/4	4	1	viio64	Bb	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
2	2	3	3	1.0	0	0	3/4	4	1	vi(964)	Bb	I		vi(964)		vi			964				m	0	0	3, 2, -1	5	3	3
2	2	4	4	1.0	1/4	1/4	3/4	4	1	vi	Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
2	2	5	5	1.0	1/2	1/2	3/4	4	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
3	3	6	6	1.0	0	0	3/4	4	1	ii65	Bb	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
3	3	7	7	1.0	1/4	1/4	3/4	4	1	V(4)	Bb	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
3	3	8	8	1.0	1/2	1/2	3/4	4	1	V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
4	4	9	9	1.0	0	0	3/4	4	1	I(94)	Bb	I		I(94)		I			94				M	0	0	0, -1, 1	2	0	0
4	4	10	10	1.0	1/4	1/4	3/4	4	1	I\\	Bb	I		I		I						\\	M	0	0	0, 4, 1		0	0
4	4	11	11	1.0	1/2	1/2	3/4	4	1	V43	Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
5	5	12	12	1.0	0	0	3/4	4	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
5	5	13	13	1.0	1/4	1/4	3/4	4	1	ii65	Bb	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
5	5	14	14	0.3333333333333339	1/2	1/2	3/4	4	1	ii(94)	Bb	I		ii(94)		ii			94				m	0	0	2, 1, 3	4	2	2
5	5	43/3	43/3	0.6666666666666661	7/12	7/12	3/4	4	1	ii7	Bb	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
6	6	15	15	1.0	0	0	3/4	4	1	V(64)	Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
6	6	16	16	1.0	1/4	1/4	3/4	4	1	V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	6	17	17	1.0	1/2	1/2	3/4	4	1	vi	Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
7	7	18	18	1.0	0	0	3/4	4	1	V6	Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
7	7	19	19	1.0	1/4	1/4	3/4	4	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
7	7	20	20	1.0	1/2	1/2	3/4	4	1	V/ii	Bb	I		V/ii		V				ii			M	0	0	3, 7, 4		3	3
8	8	21	21	1.0	0	0	3/4	4	1	ii(9#74)	Bb	I		ii(9#74)		ii			9#74				m	0	0	2, 1, 3	4, 7	2	2
8	8	22	22	3.0	1/4	1/4	3/4	4	1	ii\\	Bb	I		ii		ii						\\	m	0	0	2, -1, 3		2	2
9	9	25	25	2.0	1/4	1/4	3/4	4	1	V2	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
10	10	27	27	1.0	0	0	3/4	4	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
10	10	28	28	2.0	1/4	1/4	3/4	4	1	ii65	Bb	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
11	11	30	30	1.0	0	0	3/4	4	1	V(64)	Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
11	11	31	31	0.5	1/4	1/4	3/4	4	1	V2	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
11	11	63/2	63/2	0.5	3/8	3/8	3/4	4	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
11	11	32	32	0.5	1/2	1/2	3/4	4	1	ii7	Bb	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
11	11	65/2	65/2	0.5	5/8	5/8	3/4	4	1	V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	12	33	33	1.0	0	0	3/4	4	1	I(974)	Bb	I		I(974)		I			974				M	0	0	0, -1, 1	2, 5	0	0
12	12	34	34	2.0	1/4	1/4	3/4	4	1	I\\	Bb	I		I		I						\\	M	0	0	0, 4, 1		0	0
13	13	36	36	2.0	0	0	3/4	4	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
